[01:32:09	]Tuki has connected.
[02:11:03	]Tukiiiiii has hit Kranky in the left arm dealing 6 damage (CritChance was 0.25).
[02:11:03	]Kranky has taken 5 damage from Tukiiiiii.
[02:11:03	]Tukiiiiii has hit Kranky in the chest dealing 13 damage (CritChance was 0.25).
[02:11:03	]Kranky has taken 13 damage from Tukiiiiii.
[02:11:03	]Tukiiiiii has critically hit Kranky in the left arm dealing 6 damage (CritChance was 1.01).
[02:11:03	]Kranky has taken 5 damage from Tukiiiiii.
[02:11:04	]Kranky has critically hit Tukiiiiii in the left leg dealing 7 damage (CritChance was 0.45).
[02:11:04	]Tukiiiiii has taken 6 damage from Kranky.
[02:11:05	]Tukiiiiii has critically hit Kranky in the chest dealing 21 damage (CritChance was 1.01).
[02:11:05	]Kranky has gained a '30rnd Pulse-magazine' #2056011.
[02:11:05	]Kranky was knocked unconscious and is bleeding out.
[02:11:06	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056056.
[02:11:06	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056055.
[02:11:08	]Tukiiiiii is fully healed.
[02:11:13	]Tukiiiiii used command '/ToggleRaise'.
[02:11:26	]Kranky ran SAM command 'sethp' with arguments: '^' '100'
[02:11:27	]Kranky used command '/CharGetUp'.
[02:11:31	]Kranky is no longer unconscious from critical wounds.
[02:11:31	]Kranky is fully healed.
[02:11:31	]Kranky used command '/CharStopBleedout kranky'.
[02:11:38	]Kranky used command '/ToggleRaise'.
[02:11:39	]Kranky has lost a '30rnd Pulse-magazine' #2056010.
[02:11:44	]Kranky entered observer.
[02:11:47	]Kranky exited observer at their location.
[02:11:56	]Tukiiiiii used command '/ToggleRaise'.
[02:12:08	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056055.
[02:12:08	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056035.
[02:12:21	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056035.
[02:12:21	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056034.
[02:12:28	]Tukiiiiii ran 'combine' on item '30rnd SG556-magazine' (#2056035)
[02:12:30	]Tukiiiiii ran 'combine' on item '30rnd SG556-magazine' (#2056059)
[02:12:41	]Kranky has given himself a bullets_pulse.
[02:12:41	]Kranky has gained a 'Pulse Rifle Bullets' #2056064.
[02:12:42	]Kranky has given himself a bullets_pulse.
[02:12:42	]Kranky has gained a 'Pulse Rifle Bullets' #2056065.
[02:12:43	]Kranky has given himself a bullets_pulse.
[02:12:43	]Kranky has gained a 'Pulse Rifle Bullets' #2056066.
[02:12:46	]Kranky ran 'combine' on item '30rnd Pulse-magazine' (#2056012)
[02:12:48	]Kranky ran 'combine' on item '30rnd Pulse-magazine' (#2056013)
[02:12:48	]Kranky ran 'combine' on item '30rnd Pulse-magazine' (#2056011)
[02:12:50	]Kranky has gained a '30rnd Pulse-magazine' #2056010.
[02:12:50	]Kranky has lost a '30rnd Pulse-magazine' #2056013.
[02:13:02	]Kranky used command '/CharGiveItem Kranky Pulse Round'.
[02:13:02	]Kranky has gained a 'Heavy Pulse Rounds' #2056067.
[02:13:05	]Kranky ran 'drop' on item 'Heavy Pulse Rounds' (#2056067)
[02:13:05	]Kranky has lost a 'Heavy Pulse Rounds' #2056067.
[02:13:10	]Kranky has used a context menu option with the name: remove
[02:13:17	]Kranky used command '/CharGiveItem Kranky Pulse Bullet 2'.
[02:13:24	]Kranky used command '/CharGiveItem Kranky Pulse Rifle Bullet'.
[02:13:24	]Kranky has gained a 'Pulse Rifle Bullets' #2056068.
[02:13:26	]Kranky ran 'combine' on item '30rnd Pulse-magazine' (#2056010)
[02:13:28	]Kranky used command '/CharGiveItem Kranky Pulse Rifle Bullet 2'.
[02:13:28	]Kranky has gained a 'Pulse Rifle Bullets' #2056069.
[02:13:28	]Kranky has gained a 'Pulse Rifle Bullets' #2056070.
[02:13:40	]Kranky used command '/ToggleRaise'.
[02:13:42	]Kranky entered observer.
[02:13:53	]Kranky exited observer at their location.
[02:14:10	]Kranky used command '/CharGiveItem Tuki Assault Rifle Ammo 5'.
[02:14:10	]Tukiiiiii has gained a 'Assault Rifle Ammo' #2056071.
[02:14:10	]Tukiiiiii has gained a 'Assault Rifle Ammo' #2056072.
[02:14:10	]Tukiiiiii has gained a 'Assault Rifle Ammo' #2056073.
[02:14:13	]Kranky used command '/CharGiveItem Tuki Assault Rifle Ammo 5'.
[02:14:15	]Kranky entered observer.
[02:14:17	]Tukiiiiii ran 'drop' on item 'Assault Rifle Ammo' (#2056073)
[02:14:17	]Tukiiiiii has lost a 'Assault Rifle Ammo' #2056073.
[02:14:18	]Tukiiiiii ran 'drop' on item 'Assault Rifle Ammo' (#2056072)
[02:14:18	]Tukiiiiii has lost a 'Assault Rifle Ammo' #2056072.
[02:14:20	]Tukiiiiii ran 'drop' on item 'Assault Rifle Ammo' (#2056071)
[02:14:20	]Tukiiiiii has lost a 'Assault Rifle Ammo' #2056071.
[02:14:24	]Kranky destroyed a 'Assault Rifle Ammo' #2056071.
[02:14:24	]Kranky destroyed a 'Assault Rifle Ammo' #2056072.
[02:14:25	]Kranky destroyed a 'Assault Rifle Ammo' #2056073.
[02:14:25	]Kranky has gained a '30rnd Pulse-magazine' #2056013.
[02:14:25	]Kranky has lost a '30rnd Pulse-magazine' #2056012.
[02:14:28	]Kranky ran 'combine' on item '30rnd Pulse-magazine' (#2056013)
[02:14:39	]Kranky has spawned a bullets_assaultrifle.
[02:14:39	]Kranky has spawned a bullets_assaultrifle.
[02:14:40	]Kranky has spawned a bullets_assaultrifle.
[02:14:41	]Kranky has spawned a bullets_assaultrifle.
[02:14:41	]Kranky has spawned a bullets_assaultrifle.
[02:14:42	]Tukiiiiii ran 'take' on item 'Assault Rifle Bullets' (#2056076)
[02:14:42	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056076.
[02:14:43	]Tukiiiiii ran 'take' on item 'Assault Rifle Bullets' (#2056074)
[02:14:43	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056074.
[02:14:43	]Kranky has spawned a bullets_assaultrifle.
[02:14:44	]Tukiiiiii ran 'take' on item 'Assault Rifle Bullets' (#2056075)
[02:14:44	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056075.
[02:14:44	]Kranky has spawned a bullets_assaultrifle.
[02:14:45	]Kranky has spawned a bullets_assaultrifle.
[02:14:45	]Tukiiiiii ran 'take' on item 'Assault Rifle Bullets' (#2056080)
[02:14:45	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056080.
[02:14:46	]Kranky has spawned a bullets_assaultrifle.
[02:14:46	]Kranky has spawned a bullets_assaultrifle.
[02:14:47	]Kranky has spawned a bullets_assaultrifle.
[02:14:48	]Tukiiiiii ran 'take' on item 'Assault Rifle Bullets' (#2056082)
[02:14:48	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056082.
[02:14:48	]Kranky has spawned a bullets_assaultrifle.
[02:14:49	]Tukiiiiii ran 'take' on item 'Assault Rifle Bullets' (#2056084)
[02:14:49	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056084.
[02:14:49	]Tukiiiiii ran 'take' on item 'Assault Rifle Bullets' (#2056085)
[02:14:49	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056085.
[02:14:50	]Tukiiiiii ran 'take' on item 'Assault Rifle Bullets' (#2056081)
[02:14:50	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056081.
[02:14:51	]Tukiiiiii ran 'take' on item 'Assault Rifle Bullets' (#2056083)
[02:14:51	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056083.
[02:14:53	]Tukiiiiii ran 'take' on item 'Assault Rifle Bullets' (#2056077)
[02:14:53	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056077.
[02:14:54	]Tukiiiiii ran 'take' on item 'Assault Rifle Bullets' (#2056078)
[02:14:55	]Tukiiiiii ran 'take' on item 'Assault Rifle Bullets' (#2056079)
[02:14:58	]Kranky ran 'Repair' on item 'OTA Uniform' (#2055997)
[02:15:00	]Tukiiiiii ran 'combine' on item '30rnd SG556-magazine' (#2056057)
[02:15:02	]Kranky exited observer at their location.
[02:15:02	]Tukiiiiii ran 'combine' on item '30rnd SG556-magazine' (#2056055)
[02:15:02	]Kranky entered observer.
[02:15:04	]Tukiiiiii ran 'combine' on item '30rnd SG556-magazine' (#2056055)
[02:15:05	]Tukiiiiii ran 'combine' on item '30rnd SG556-magazine' (#2056058)
[02:15:07	]Tukiiiiii ran 'combine' on item '30rnd SG556-magazine' (#2056058)
[02:15:08	]Tukiiiiii ran 'combine' on item '30rnd SG556-magazine' (#2056056)
[02:15:10	]Kranky exited observer at their location.
[02:15:11	]Tukiiiiii ran 'combine' on item '30rnd SG556-magazine' (#2056056)
[02:15:13	]Kranky used command '/ToggleRaise'.
[02:15:28	]Tukiiiiii ran 'take' on item 'Assault Rifle Bullets' (#2056079)
[02:15:28	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056079.
[02:15:29	]Tukiiiiii ran 'take' on item 'Assault Rifle Bullets' (#2056078)
[02:15:29	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056078.
[02:16:03	]Kranky has critically hit Tukiiiiii in the right arm dealing 7 damage (CritChance was 0.42).
[02:16:03	]Tukiiiiii has taken 6 damage from Kranky.
[02:16:03	]Tukiiiiii is fully healed.
[02:16:12	]Tukiiiiii used command '/ToggleRaise'.
[02:16:15	][IC] Kranky: <:: Go sharp, go sharp! ::>
[02:16:23	]Tukiiiiii ran 'Repair' on item 'Medium Kevlar Uniform' (#2056023)
[02:16:56	]Kranky has gained a '30rnd Pulse-magazine' #2056012.
[02:16:56	]Kranky has lost a '30rnd Pulse-magazine' #2056013.
[02:17:37	]Tukiiiiii has hit Kranky in the stomach dealing 13 damage (CritChance was 0.25).
[02:17:37	]Kranky has taken 13 damage from Tukiiiiii.
[02:17:37	]Tukiiiiii has hit Kranky in the right leg dealing 6 damage (CritChance was 0.24).
[02:17:37	]Kranky has taken 5 damage from Tukiiiiii.
[02:17:38	]Tukiiiiii has hit Kranky in the left leg dealing 6 damage (CritChance was 0.25).
[02:17:38	]Kranky has taken 5 damage from Tukiiiiii.
[02:17:38	]Tukiiiiii has hit Kranky in the chest dealing 13 damage (CritChance was 0.25).
[02:17:38	]Kranky has taken 13 damage from Tukiiiiii.
[02:17:38	]Tukiiiiii has critically hit Kranky in the left leg dealing 6 damage (CritChance was 0.25).
[02:17:38	]Kranky has taken 5 damage from Tukiiiiii.
[02:17:39	]Tukiiiiii has hit Kranky in the stomach dealing 13 damage (CritChance was 0.25).
[02:17:39	]Kranky has taken 13 damage from Tukiiiiii.
[02:17:39	]Tukiiiiii has hit Kranky in the chest dealing 13 damage (CritChance was 0.25).
[02:17:39	]Kranky has taken 13 damage from Tukiiiiii.
[02:17:39	]Kranky has hit Tukiiiiii in the left leg dealing 7 damage (CritChance was 0.50).
[02:17:39	]Tukiiiiii has taken 6 damage from Kranky.
[02:17:40	]Kranky has hit Tukiiiiii in the chest dealing 16 damage (CritChance was 0.50).
[02:17:40	]Tukiiiiii has taken 16 damage from Kranky.
[02:17:40	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056034.
[02:17:40	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056059.
[02:17:41	]Kranky is fully healed.
[02:17:43	]Tukiiiiii is fully healed.
[02:17:44	]Tukiiiiii has hit Kranky in the stomach dealing 13 damage (CritChance was 0.25).
[02:17:44	]Kranky has taken 13 damage from Tukiiiiii.
[02:17:44	]Tukiiiiii has critically hit Kranky in the stomach dealing 21 damage (CritChance was 0.25).
[02:17:44	]Kranky has taken 21 damage from Tukiiiiii.
[02:17:44	]Tukiiiiii has hit Kranky in the chest dealing 13 damage (CritChance was 0.25).
[02:17:44	]Kranky has taken 13 damage from Tukiiiiii.
[02:17:44	]Tukiiiiii has critically hit Kranky in the chest dealing 21 damage (CritChance was 0.25).
[02:17:44	]Kranky has taken 21 damage from Tukiiiiii.
[02:17:47	]Kranky has hit Tukiiiiii in the chest dealing 16 damage (CritChance was 0.50).
[02:17:47	]Tukiiiiii has taken 16 damage from Kranky.
[02:17:47	]Kranky has hit Tukiiiiii in the left leg dealing 7 damage (CritChance was 0.50).
[02:17:47	]Tukiiiiii has taken 6 damage from Kranky.
[02:17:48	]Tukiiiiii has critically hit Kranky in the right leg dealing 0 damage (CritChance was 1.01).
[02:17:48	]Tukiiiiii has critically hit Kranky in the left leg dealing 6 damage (CritChance was 1.01).
[02:17:48	]Kranky has taken 5 damage from Tukiiiiii.
[02:17:48	]Kranky has hit Tukiiiiii in the chest dealing 16 damage (CritChance was 0.50).
[02:17:48	]Tukiiiiii has taken 16 damage from Kranky.
[02:17:48	]Tukiiiiii has critically hit Kranky in the right leg dealing 6 damage (CritChance was 1.01).
[02:17:48	]Kranky has taken 5 damage from Tukiiiiii.
[02:17:48	]Tukiiiiii has critically hit Kranky in the left leg dealing 6 damage (CritChance was 1.01).
[02:17:48	]Kranky has taken 5 damage from Tukiiiiii.
[02:17:48	]Tukiiiiii has critically hit Kranky in the stomach dealing 21 damage (CritChance was 1.01).
[02:17:48	]Kranky has taken 21 damage from Tukiiiiii.
[02:17:49	]Tukiiiiii has critically hit Kranky in the stomach dealing 21 damage (CritChance was 1.01).
[02:17:49	]Kranky has taken 21 damage from Tukiiiiii.
[02:17:49	]Tukiiiiii has critically hit Kranky in the left arm dealing 0 damage (CritChance was 1.01).
[02:17:49	]Tukiiiiii has critically hit Kranky in the left arm dealing 0 damage (CritChance was 1.01).
[02:17:49	]Tukiiiiii has critically hit Kranky in the left arm dealing 0 damage (CritChance was 1.01).
[02:17:49	]Tukiiiiii has critically hit Kranky in the left arm dealing 0 damage (CritChance was 1.01).
[02:17:49	]Tukiiiiii has critically hit Kranky in the left arm dealing 0 damage (CritChance was 1.01).
[02:17:49	]Tukiiiiii has critically hit Kranky in the left arm dealing 0 damage (CritChance was 1.01).
[02:17:49	]Tukiiiiii has critically hit Kranky in the left arm dealing 6 damage (CritChance was 1.01).
[02:17:49	]Kranky has taken 5 damage from Tukiiiiii.
[02:17:49	]Tukiiiiii has critically hit Kranky in the chest dealing 21 damage (CritChance was 1.01).
[02:17:49	]Kranky has gained a '30rnd Pulse-magazine' #2056013.
[02:17:49	]Kranky was knocked unconscious and is bleeding out.
[02:17:52	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056059.
[02:17:52	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056058.
[02:18:06	]Kranky used command '/CharStopBleedout kranky'.
[02:18:10	]Kranky ran SAM command 'sethp' with arguments: 'kranky' '100'
[02:18:10	][ME] Tukiiiiii: Teabags the OTA Goon
[02:18:11	]Kranky is no longer unconscious from critical wounds.
[02:18:11	]Kranky is fully healed.
[02:18:13	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056058.
[02:18:13	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056057.
[02:18:14	]Kranky ran 'drop' on item 'Pulse Rifle Bullets' (#2056069)
[02:18:14	]Kranky has lost a 'Pulse Rifle Bullets' #2056069.
[02:18:15	]Kranky ran 'drop' on item '30rnd Pulse-magazine' (#2056011)
[02:18:15	]Kranky has lost a '30rnd Pulse-magazine' #2056011.
[02:18:15	]Kranky ran 'drop' on item '30rnd Pulse-magazine' (#2056012)
[02:18:15	]Kranky has lost a '30rnd Pulse-magazine' #2056012.
[02:18:16	]Kranky ran 'drop' on item '30rnd Pulse-magazine' (#2056013)
[02:18:16	]Kranky has lost a '30rnd Pulse-magazine' #2056013.
[02:18:17	]Kranky ran 'drop' on item 'Pulse Rifle Bullets' (#2056070)
[02:18:17	]Kranky has lost a 'Pulse Rifle Bullets' #2056070.
[02:18:18	]Kranky ran 'drop' on item '30rnd Pulse-magazine' (#2056010)
[02:18:18	]Kranky has lost a '30rnd Pulse-magazine' #2056010.
[02:18:19	]Kranky ran 'drop' on item 'AR-2' (#2056009)
[02:18:19	]Kranky has lost a 'AR-2' #2056009.
[02:18:23	]Tukiiiiii ran 'combine' on item '30rnd SG556-magazine' (#2056059)
[02:18:25	]Kranky has used a context menu option with the name: rb655_dissolve
[02:18:25	]Tukiiiiii ran 'combine' on item '30rnd SG556-magazine' (#2056059)
[02:18:26	]Kranky used command '/ToggleRaise'.
[02:18:27	]env_entity_dissolver destroyed a 'AR-2' #2056009.
[02:18:27	]Kranky destroyed a '30rnd Pulse-magazine' #2056012.
[02:18:28	]Tukiiiiii ran 'combine' on item '30rnd SG556-magazine' (#2056034)
[02:18:29	]Kranky destroyed a '30rnd Pulse-magazine' #2056011.
[02:18:29	]Tukiiiiii ran 'combine' on item '30rnd SG556-magazine' (#2056034)
[02:18:30	]Kranky destroyed a '30rnd Pulse-magazine' #2056013.
[02:18:30	]Kranky destroyed a '30rnd Pulse-magazine' #2056010.
[02:18:32	]Kranky destroyed a 'Pulse Rifle Bullets' #2056069.
[02:18:33	]Kranky destroyed a 'Pulse Rifle Bullets' #2056070.
[02:18:39	]Kranky has spawned a tacticalrifle.
[02:18:41	]Kranky ran 'take' on item 'OSITR' (#2056086)
[02:18:41	]Kranky has gained a 'OSITR' #2056086.
[02:18:41	]Tukiiiiii ran 'combine' on item '30rnd SG556-magazine' (#2056058)
[02:18:42	]Kranky ran 'Equip' on item 'OSITR' (#2056086)
[02:18:49	]Kranky has spawned a magazine_otar_60rnd.
[02:18:50	]Kranky has spawned a magazine_otar_60rnd.
[02:18:50	]Kranky has spawned a magazine_otar_60rnd.
[02:18:50	]Kranky has spawned a magazine_otar_60rnd.
[02:18:51	]Kranky has spawned a magazine_otar_60rnd.
[02:18:53	]Kranky ran 'take' on item '60rnd OTAR-magazine' (#2056091)
[02:18:53	]Kranky has gained a '60rnd OTAR-magazine' #2056091.
[02:18:54	]Kranky ran 'take' on item '60rnd OTAR-magazine' (#2056087)
[02:18:54	]Kranky has gained a '60rnd OTAR-magazine' #2056087.
[02:18:55	]Kranky ran 'take' on item '60rnd OTAR-magazine' (#2056090)
[02:18:55	]Kranky has gained a '60rnd OTAR-magazine' #2056090.
[02:18:56	]Kranky ran 'take' on item '60rnd OTAR-magazine' (#2056088)
[02:18:56	]Kranky has gained a '60rnd OTAR-magazine' #2056088.
[02:18:57	]Kranky ran 'take' on item '60rnd OTAR-magazine' (#2056089)
[02:18:57	]Kranky has gained a '60rnd OTAR-magazine' #2056089.
[02:19:09	]Kranky has spawned a bullets_assaultrifle.
[02:19:10	]Kranky has spawned a bullets_assaultrifle.
[02:19:10	]Kranky has spawned a bullets_assaultrifle.
[02:19:10	]Kranky has spawned a bullets_assaultrifle.
[02:19:11	]Kranky has spawned a bullets_assaultrifle.
[02:19:11	]Kranky has spawned a bullets_assaultrifle.
[02:19:11	]Kranky has spawned a bullets_assaultrifle.
[02:19:12	]Kranky has spawned a bullets_assaultrifle.
[02:19:12	]Kranky has spawned a bullets_assaultrifle.
[02:19:12	]Kranky has spawned a bullets_assaultrifle.
[02:19:12	]Kranky has spawned a bullets_assaultrifle.
[02:19:12	]Kranky has spawned a bullets_assaultrifle.
[02:19:12	]Kranky has spawned a bullets_assaultrifle.
[02:19:12	]Kranky has spawned a bullets_assaultrifle.
[02:19:13	]Kranky has spawned a bullets_assaultrifle.
[02:19:13	]Kranky has spawned a bullets_assaultrifle.
[02:19:14	]Kranky ran 'take' on item 'Assault Rifle Bullets' (#2056106)
[02:19:14	]Kranky has gained a 'Assault Rifle Bullets' #2056106.
[02:19:14	]Kranky ran 'take' on item 'Assault Rifle Bullets' (#2056107)
[02:19:14	]Kranky has gained a 'Assault Rifle Bullets' #2056107.
[02:19:15	]Tukiiiiii ran 'Repair' on item 'Medium Kevlar Uniform' (#2056023)
[02:19:16	]Kranky ran 'take' on item 'Assault Rifle Bullets' (#2056105)
[02:19:16	]Kranky has gained a 'Assault Rifle Bullets' #2056105.
[02:19:16	]Kranky ran 'take' on item 'Assault Rifle Bullets' (#2056093)
[02:19:16	]Kranky has gained a 'Assault Rifle Bullets' #2056093.
[02:19:18	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056088)
[02:19:19	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056089)
[02:19:20	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056087)
[02:19:20	]Tukiiiiii ran 'take' on item 'Assault Rifle Bullets' (#2056102)
[02:19:20	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056102.
[02:19:20	]Tukiiiiii ran 'take' on item 'Assault Rifle Bullets' (#2056100)
[02:19:20	]Tukiiiiii has gained a 'Assault Rifle Bullets' #2056100.
[02:19:21	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056090)
[02:19:23	]Kranky ran 'take' on item 'Assault Rifle Bullets' (#2056094)
[02:19:23	]Kranky has gained a 'Assault Rifle Bullets' #2056094.
[02:19:23	]Tukiiiiii ran 'combine' on item 'Ammunition Pouch' (#2056037)
[02:19:24	]Tukiiiiii ran 'combine' on item 'Ammunition Pouch' (#2056037)
[02:19:25	]Kranky ran 'take' on item 'Assault Rifle Bullets' (#2056095)
[02:19:25	]Kranky has gained a 'Assault Rifle Bullets' #2056095.
[02:19:25	]Kranky ran 'take' on item 'Assault Rifle Bullets' (#2056096)
[02:19:25	]Kranky has gained a 'Assault Rifle Bullets' #2056096.
[02:19:26	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056091)
[02:19:31	][IC] Kranky: <:: Boomer. ::>
[02:19:33	]Kranky ran 'take' on item 'Assault Rifle Bullets' (#2056104)
[02:19:33	]Kranky has gained a 'Assault Rifle Bullets' #2056104.
[02:19:34	]Kranky ran 'take' on item 'Assault Rifle Bullets' (#2056092)
[02:19:34	]Kranky has gained a 'Assault Rifle Bullets' #2056092.
[02:19:38	][IC] Kranky: <:: Toilet. ::>
[02:19:43	]Kranky used command '/ToggleRaise'.
[02:19:46	]Kranky has lost a '60rnd OTAR-magazine' #2056091.
[02:19:52	]Kranky used command '/ToggleRaise'.
[02:19:54	]Kranky used command '/ToggleRaise'.
[02:19:55	]Kranky used command '/ToggleRaise'.
[02:20:05	]Kranky has gained a '60rnd OTAR-magazine' #2056091.
[02:20:05	]Kranky has lost a '60rnd OTAR-magazine' #2056090.
[02:20:06	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056091)
[02:20:09	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056089)
[02:20:11	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056088)
[02:20:12	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056087)
[02:20:13	]Kranky ran 'take' on item 'Assault Rifle Bullets' (#2056103)
[02:20:13	]Kranky has gained a 'Assault Rifle Bullets' #2056103.
[02:20:15	]Kranky ran 'combine' on item '60rnd OTAR-magazine' (#2056091)
[02:20:16	]Kranky ran 'drop' on item 'Assault Rifle Bullets' (#2056103)
[02:20:16	]Kranky has lost a 'Assault Rifle Bullets' #2056103.
[02:20:21	]Kranky has used a context menu option with the name: remove
[02:20:22	]Kranky ran 'take' on item 'Assault Rifle Bullets' (#2056097)
[02:20:22	]Kranky has gained a 'Assault Rifle Bullets' #2056097.
[02:20:26	]Kranky used command '/ToggleRaise'.
[02:20:29	]Kranky entered observer.
[02:20:33	]Kranky exited observer at their location.
[02:20:37	]Tukiiiiii ran 'take' on item 'Assault Rifle Bullets' (#2056101)
[02:21:16	]Kranky ran 'Repair' on item 'OTA Uniform' (#2055997)
[02:21:24	]Tukiiiiii used command '/ToggleRaise'.
[02:21:26	]Tukiiiiii used command '/ToggleRaise'.
[02:21:31	]Tukiiiiii has hit Kranky in the left arm dealing 0 damage (CritChance was 0.25).
[02:21:31	]Tukiiiiii has hit Kranky in the left arm dealing 0 damage (CritChance was 0.25).
[02:21:31	]Tukiiiiii has hit Kranky in the left arm dealing 6 damage (CritChance was 0.25).
[02:21:31	]Kranky has taken 5 damage from Tukiiiiii.
[02:21:32	]Kranky has hit Tukiiiiii in the left arm dealing 4 damage (CritChance was 0.25).
[02:21:32	]Tukiiiiii has taken 4 damage from Kranky.
[02:21:35	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056057.
[02:21:35	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056059.
[02:21:36	]Kranky is fully healed.
[02:21:40	]Kranky has critically hit Tukiiiiii in the left arm dealing 0 damage (CritChance was 0.25).
[02:21:40	]Kranky has critically hit Tukiiiiii in the left arm dealing 0 damage (CritChance was 0.25).
[02:21:40	]Kranky has critically hit Tukiiiiii in the left arm dealing 4 damage (CritChance was 0.25).
[02:21:40	]Tukiiiiii has taken 4 damage from Kranky.
[02:21:40	]Kranky has hit Tukiiiiii in the left leg dealing 4 damage (CritChance was 0.25).
[02:21:40	]Tukiiiiii has taken 4 damage from Kranky.
[02:21:40	]Kranky has hit Tukiiiiii in the stomach dealing 10 damage (CritChance was 0.25).
[02:21:40	]Tukiiiiii has taken 10 damage from Kranky.
[02:21:40	]Kranky has hit Tukiiiiii in the head dealing 8 damage (CritChance was 0.25).
[02:21:40	]Tukiiiiii has taken 8 damage from Kranky.
[02:21:41	]Tukiiiiii has critically hit Kranky in the chest dealing 21 damage (CritChance was 0.25).
[02:21:41	]Kranky has taken 21 damage from Tukiiiiii.
[02:21:41	]Tukiiiiii has critically hit Kranky in the chest dealing 21 damage (CritChance was 0.25).
[02:21:41	]Kranky has taken 21 damage from Tukiiiiii.
[02:21:41	]Tukiiiiii has hit Kranky in the chest dealing 13 damage (CritChance was 0.25).
[02:21:41	]Kranky has taken 13 damage from Tukiiiiii.
[02:21:41	]Tukiiiiii has hit Kranky in the chest dealing 13 damage (CritChance was 0.25).
[02:21:41	]Kranky has taken 13 damage from Tukiiiiii.
[02:21:41	]Tukiiiiii has critically hit Kranky in the chest dealing 21 damage (CritChance was 0.25).
[02:21:41	]Kranky has taken 21 damage from Tukiiiiii.
[02:21:41	]Kranky has gained a '60rnd OTAR-magazine' #2056090.
[02:21:41	]Kranky has lost a '60rnd OTAR-magazine' #2056091.
[02:21:42	]Tukiiiiii has hit Kranky in the right arm dealing 0 damage (CritChance was 0.25).
[02:21:42	]Tukiiiiii has hit Kranky in the right arm dealing 6 damage (CritChance was 0.25).
[02:21:42	]Kranky has taken 5 damage from Tukiiiiii.
[02:21:42	]Tukiiiiii has hit Kranky in the chest dealing 13 damage (CritChance was 0.25).
[02:21:42	]Kranky has taken 13 damage from Tukiiiiii.
[02:21:42	]Tukiiiiii has hit Kranky in the chest dealing 13 damage (CritChance was 0.25).
[02:21:42	]Kranky has taken 13 damage from Tukiiiiii.
[02:21:43	]Tukiiiiii has critically hit Kranky in the stomach dealing 21 damage (CritChance was 1.01).
[02:21:43	]Kranky has taken 21 damage from Tukiiiiii.
[02:21:44	]Tukiiiiii has gained a '30rnd SG556-magazine' #2056059.
[02:21:44	]Tukiiiiii has lost a '30rnd SG556-magazine' #2056058.
[02:21:48	]Kranky has hit Tukiiiiii in the stomach dealing 10 damage (CritChance was 0.25).
[02:21:48	]Tukiiiiii has taken 10 damage from Kranky.
[02:21:48	]Kranky has critically hit Tukiiiiii in the stomach dealing 16 damage (CritChance was 0.25).
[02:21:48	]Tukiiiiii has taken 16 damage from Kranky.
[02:21:48	]Kranky has critically hit Tukiiiiii in the chest dealing 16 damage (CritChance was 1.01).
[02:21:48	]Tukiiiiii has taken 16 damage from Kranky.
[02:21:48	]Kranky has critically hit Tukiiiiii in the chest dealing 16 damage (CritChance was 1.01).
[02:21:48	]Tukiiiiii has taken 16 damage from Kranky.
[02:21:48	]Kranky has critically hit Tukiiiiii in the right arm dealing 4 damage (CritChance was 1.01).
[02:21:48	]Tukiiiiii has taken 4 damage from Kranky.
