[00:07:02	]reece has connected.
[22:17:56	]C24.RL.KRAHSLAYER-77 has taken 7 damage from Hank J. Wimleton.
[22:17:56	]Hank J. Wimleton has critically hit C24.RL.KRAHSLAYER-77 in the chest dealing 27 damage (CritChance was 0.43).
[22:17:56	]C24.RL.KRAHSLAYER-77 has taken 27 damage from Hank J. Wimleton.
[22:17:56	]Hank J. Wimleton has hit C24.RL.KRAHSLAYER-77 in the chest dealing 14 damage (CritChance was 0.43).
[22:17:56	]C24.RL.KRAHSLAYER-77 has taken 14 damage from Hank J. Wimleton.
[22:17:57	][IC] Pavel Artyomov: Idk lol.
[22:18:05	][IC] Bob Good: MEDIC.
[22:18:05	]C24:i3.UNION-36 used command '/Radio second floor decks'.
[22:18:06	][IC] Testy Mc Test Face: This goes hard.
[22:18:07	]Bob Good ran 'use' on item 'Bandage Roll' (#2688604)
[22:18:07	]Bob Good has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[22:18:07	]Bob Good was bandaged by Bob Good for 15 HP.
[22:18:08	]Esteban Torres used command '/Staff m16 kinda dooddooo'.
[22:18:10	]C24:i5.COURIER-06 used command '/Radio alive'.
[22:18:10	]Adalia Torres has hit C24:i5.COURIER-06 in the head dealing 14 damage (CritChance was 0.08).
[22:18:10	]C24:i5.COURIER-06 has taken 14 damage from Adalia Torres.
[22:18:10	]Adalia Torres has critically hit C24:i5.COURIER-06 in the head dealing 28 damage (CritChance was 0.08).
[22:18:10	]C24:i5.COURIER-06 has taken 28 damage from Adalia Torres.
[22:18:11	]Bob Good ran 'use' on item 'Bandage Roll' (#2688604)
[22:18:11	]Bob Good has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[22:18:11	]Bob Good was bandaged by Bob Good for 15 HP.
[22:18:13	]C24:i5.COURIER-06 is fully healed.
[22:18:13	]C24.RL.KRAHSLAYER-77 has hit Adalia Torres in the head dealing 14 damage (CritChance was 0.08).
[22:18:13	]Adalia Torres has taken 14 damage from C24.RL.KRAHSLAYER-77.
[22:18:14	]C24.RL.KRAHSLAYER-77 has hit Adalia Torres in the right arm dealing 5 damage (CritChance was 0.24).
[22:18:14	]Adalia Torres has taken 5 damage from C24.RL.KRAHSLAYER-77.
[22:18:14	]C24.RL.KRAHSLAYER-77 has critically hit Adalia Torres in the left arm dealing 14 damage (CritChance was 0.43).
[22:18:14	]Adalia Torres has taken 14 damage from C24.RL.KRAHSLAYER-77.
[22:18:14	]C24.RL.KRAHSLAYER-77 has hit Adalia Torres in the head dealing 14 damage (CritChance was 0.14).
[22:18:14	]Adalia Torres has taken 14 damage from C24.RL.KRAHSLAYER-77.
[22:18:17	][IC] Testy Mc Test Face: HOLY SHIT.
[22:18:22	]C24:i5.COURIER-06 used command '/Announce No medical in combat.'.
[22:18:23	][IC] Pavel Artyomov: I kinda like it. It makes sure that you don't just get instakilled in a firefight.
[22:18:27	]Pavel Artyomov ran 'Equip' on item 'AKM' (#2688646)
[22:18:28	][IC] Bob Good: M abd.
[22:18:28	]Pavel Artyomov used command '/ToggleRaise'.
[22:18:35	]Pavel Artyomov ran 'EquipUn' on item 'AKM' (#2688646)
[22:18:35	]Pavel Artyomov ran 'Equip' on item 'AKM' (#2688646)
[22:18:36	]Pavel Artyomov used command '/ToggleRaise'.
[22:18:38	]Pavel Artyomov used command '/ToggleRaise'.
[22:18:38	]C24:i3.UNION-36 has critically hit Bob Good in the left arm dealing 18 damage (CritChance was 0.43).
[22:18:38	]Bob Good has taken 18 damage from C24:i3.UNION-36.
[22:18:38	]C24:i3.UNION-36 has hit Bob Good in the left arm dealing 7 damage (CritChance was 0.43).
[22:18:38	]Bob Good has taken 7 damage from C24:i3.UNION-36.
[22:18:39	]C24:i3.UNION-36 has critically hit Bob Good in the left arm dealing 18 damage (CritChance was 0.43).
[22:18:39	]Bob Good has taken 18 damage from C24:i3.UNION-36.
[22:18:39	]C24:i3.UNION-36 has hit Bob Good in the left arm dealing 7 damage (CritChance was 0.43).
[22:18:39	]Bob Good was knocked unconscious and is bleeding out.
[22:18:40	]Bob Good used command '/CharGetUp'.
[22:18:42	]Hank J. Wimleton has hit C24:RCT.YELLO-11 in the chest dealing 14 damage (CritChance was 0.26).
[22:18:42	]C24:RCT.YELLO-11 has taken 14 damage from Hank J. Wimleton.
[22:18:42	]Hank J. Wimleton has critically hit C24:RCT.YELLO-11 in the chest dealing 27 damage (CritChance was 0.26).
[22:18:42	]C24:RCT.YELLO-11 has taken 27 damage from Hank J. Wimleton.
[22:18:42	]Hank J. Wimleton has critically hit C24:RCT.YELLO-11 in the chest dealing 27 damage (CritChance was 0.43).
[22:18:42	]C24:RCT.YELLO-11 has taken 27 damage from Hank J. Wimleton.
[22:18:42	]Hank J. Wimleton has critically hit C24:RCT.YELLO-11 in the chest dealing 27 damage (CritChance was 0.43).
[22:18:42	]C24:RCT.YELLO-11 has taken 27 damage from Hank J. Wimleton.
[22:18:42	]Hank J. Wimleton has hit C24:RCT.YELLO-11 in the stomach dealing 12 damage (CritChance was 0.58).
[22:18:42	]C24:RCT.YELLO-11 has taken 12 damage from Hank J. Wimleton.
[22:18:43	]Hank J. Wimleton has hit C24:RCT.YELLO-11 in the right leg dealing 7 damage (CritChance was 0.43).
[22:18:43	]C24:RCT.YELLO-11 has taken 7 damage from Hank J. Wimleton.
[22:18:43	]Hank J. Wimleton has hit C24:RCT.YELLO-11 in the right leg dealing 7 damage (CritChance was 0.43).
[22:18:43	]C24:RCT.YELLO-11 has taken 7 damage from Hank J. Wimleton.
[22:18:43	]Hank J. Wimleton has hit C24:RCT.YELLO-11 in the right leg dealing 7 damage (CritChance was 0.43).
[22:18:43	]C24:RCT.YELLO-11 has taken 7 damage from Hank J. Wimleton.
[22:18:43	]Hank J. Wimleton has critically hit C24:RCT.YELLO-11 in the right leg dealing 18 damage (CritChance was 0.43).
[22:18:43	]C24:RCT.YELLO-11 was knocked unconscious and is bleeding out.
[22:18:45	]C24:i3.UNION-36 has gained level 32 in the Speed skill.
[22:18:46	]C24:i5.COURIER-06 has hit Hank J. Wimleton in the right leg dealing 5 damage (CritChance was 0.24).
[22:18:46	]Hank J. Wimleton has taken 5 damage from C24:i5.COURIER-06.
[22:18:46	]C24:i5.COURIER-06 has hit Hank J. Wimleton in the stomach dealing 9 damage (CritChance was 0.32).
[22:18:46	]Hank J. Wimleton has taken 9 damage from C24:i5.COURIER-06.
[22:18:46	]C24:i5.COURIER-06 has hit Hank J. Wimleton in the chest dealing 11 damage (CritChance was 0.24).
[22:18:46	]Hank J. Wimleton has taken 11 damage from C24:i5.COURIER-06.
[22:18:46	]C24:i5.COURIER-06 has hit Hank J. Wimleton in the head dealing 14 damage (CritChance was 0.08).
[22:18:46	]Hank J. Wimleton has taken 14 damage from C24:i5.COURIER-06.
[22:18:47	]Hank J. Wimleton has hit C24:i5.COURIER-06 in the left leg dealing 7 damage (CritChance was 0.26).
[22:18:47	]C24:i5.COURIER-06 has taken 7 damage from Hank J. Wimleton.
[22:18:47	]C24:i5.COURIER-06 has hit Hank J. Wimleton in the head dealing 14 damage (CritChance was 0.08).
[22:18:47	]Hank J. Wimleton has taken 14 damage from C24:i5.COURIER-06.
[22:18:47	]Hank J. Wimleton has hit C24:i5.COURIER-06 in the right leg dealing 7 damage (CritChance was 0.26).
[22:18:47	]C24:i5.COURIER-06 has taken 7 damage from Hank J. Wimleton.
[22:18:47	]C24:i5.COURIER-06 has critically hit Hank J. Wimleton in the left arm dealing 14 damage (CritChance was 0.24).
[22:18:47	]Hank J. Wimleton has taken 14 damage from C24:i5.COURIER-06.
[22:18:47	]Hank J. Wimleton has critically hit C24:i5.COURIER-06 in the stomach dealing 23 damage (CritChance was 0.35).
[22:18:47	]C24:i5.COURIER-06 has taken 23 damage from Hank J. Wimleton.
[22:18:47	]Hank J. Wimleton has critically hit C24:i5.COURIER-06 in the left arm dealing 18 damage (CritChance was 0.43).
[22:18:47	]C24:i5.COURIER-06 has taken 18 damage from Hank J. Wimleton.
[22:18:47	]C24:i5.COURIER-06 has hit Hank J. Wimleton in the left arm dealing 5 damage (CritChance was 0.24).
[22:18:47	]Hank J. Wimleton has taken 5 damage from C24:i5.COURIER-06.
[22:18:47	]C24:i5.COURIER-06 has hit Hank J. Wimleton in the chest dealing 11 damage (CritChance was 0.24).
[22:18:47	]Hank J. Wimleton has taken 11 damage from C24:i5.COURIER-06.
[22:18:47	]Hank J. Wimleton has critically hit C24:i5.COURIER-06 in the chest dealing 27 damage (CritChance was 0.43).
[22:18:47	]C24:i5.COURIER-06 has taken 27 damage from Hank J. Wimleton.
[22:18:47	]C24:i5.COURIER-06 has hit Hank J. Wimleton in the left arm dealing 5 damage (CritChance was 0.24).
[22:18:47	]Hank J. Wimleton has taken 5 damage from C24:i5.COURIER-06.
[22:18:47	]Hank J. Wimleton has hit C24:i5.COURIER-06 in the chest dealing 14 damage (CritChance was 0.43).
[22:18:47	]C24:i5.COURIER-06 has taken 14 damage from Hank J. Wimleton.
[22:18:47	]C24:i5.COURIER-06 has critically hit Hank J. Wimleton in the head dealing 28 damage (CritChance was 0.14).
[22:18:47	]Hank J. Wimleton has taken 28 damage from C24:i5.COURIER-06.
[22:18:47	]Hank J. Wimleton has critically hit C24:i5.COURIER-06 in the left arm dealing 18 damage (CritChance was 0.43).
[22:18:47	]C24:i5.COURIER-06 has taken 18 damage from Hank J. Wimleton.
[22:18:48	]C24:i5.COURIER-06 has hit Hank J. Wimleton in the head dealing 14 damage (CritChance was 0.14).
[22:18:48	]Hank J. Wimleton has taken 14 damage from C24:i5.COURIER-06.
[22:18:48	]C24:i5.COURIER-06 has hit Hank J. Wimleton in the chest dealing 11 damage (CritChance was 0.43).
[22:18:48	]Hank J. Wimleton has taken 11 damage from C24:i5.COURIER-06.
[22:18:48	]Hank J. Wimleton has hit C24:i5.COURIER-06 in the left arm dealing 7 damage (CritChance was 0.43).
[22:18:48	]C24:i5.COURIER-06 has taken 7 damage from Hank J. Wimleton.
[22:18:48	]C24:i5.COURIER-06 has critically hit Hank J. Wimleton in the chest dealing 21 damage (CritChance was 0.42).
[22:18:48	]Hank J. Wimleton has taken 21 damage from C24:i5.COURIER-06.
[22:18:48	]Hank J. Wimleton has hit C24:i5.COURIER-06 in the chest dealing 14 damage (CritChance was 0.41).
[22:18:48	]C24:i5.COURIER-06 was knocked unconscious and is bleeding out.
[22:18:49	]John Rebel used command '/CharGetUp'.
[22:18:52	]Hank J. Wimleton has critically hit C24:i3.UNION-36 in the stomach dealing 23 damage (CritChance was 0.33).
[22:18:52	]C24:i3.UNION-36 has taken 23 damage from Hank J. Wimleton.
[22:18:52	]Hank J. Wimleton has hit C24:i3.UNION-36 in the stomach dealing 12 damage (CritChance was 0.33).
[22:18:52	]C24:i3.UNION-36 has taken 12 damage from Hank J. Wimleton.
[22:18:52	]Hank J. Wimleton has critically hit C24:i3.UNION-36 in the right arm dealing 18 damage (CritChance was 0.41).
[22:18:52	]C24:i3.UNION-36 has taken 18 damage from Hank J. Wimleton.
[22:18:52	]Hank J. Wimleton has hit C24:i3.UNION-36 in the left arm dealing 7 damage (CritChance was 0.41).
[22:18:52	]C24:i3.UNION-36 has taken 7 damage from Hank J. Wimleton.
[22:18:52	]Hank J. Wimleton has critically hit C24:i3.UNION-36 in the left arm dealing 18 damage (CritChance was 0.41).
[22:18:52	]C24:i3.UNION-36 has taken 18 damage from Hank J. Wimleton.
[22:18:52	]Hank J. Wimleton has critically hit C24:i3.UNION-36 in the left arm dealing 18 damage (CritChance was 0.41).
[22:18:52	]C24:i3.UNION-36 has taken 18 damage from Hank J. Wimleton.
[22:18:52	]Hank J. Wimleton has hit C24:i3.UNION-36 in the left arm dealing 7 damage (CritChance was 0.41).
[22:18:52	]C24:i3.UNION-36 has taken 7 damage from Hank J. Wimleton.
[22:18:52	]Hank J. Wimleton has hit C24:i3.UNION-36 in the left arm dealing 7 damage (CritChance was 0.41).
[22:18:52	]C24:i3.UNION-36 has taken 7 damage from Hank J. Wimleton.
[22:18:52	]Hank J. Wimleton has critically hit C24:i3.UNION-36 in the right arm dealing 18 damage (CritChance was 0.41).
[22:18:52	]C24:i3.UNION-36 has taken 18 damage from Hank J. Wimleton.
[22:18:53	]Arnold White was just killed due to: accepting their death
[22:18:53	]C24.RL.KRAHSLAYER-77 has critically hit Adalia Torres in the right leg dealing 14 damage (CritChance was 0.43).
[22:18:53	]Adalia Torres has taken 14 damage from C24.RL.KRAHSLAYER-77.
[22:18:53	]C24:i3.UNION-36 has hit Hank J. Wimleton in the stomach dealing 12 damage (CritChance was 0.54).
[22:18:53	]Hank J. Wimleton was knocked unconscious and is bleeding out.
[22:18:53	]C24.RL.KRAHSLAYER-77 has critically hit Adalia Torres in the stomach dealing 18 damage (CritChance was 0.57).
[22:18:53	]Adalia Torres has taken 18 damage from C24.RL.KRAHSLAYER-77.
[22:18:53	]C24.RL.KRAHSLAYER-77 has hit Adalia Torres in the left arm dealing 5 damage (CritChance was 0.43).
[22:18:53	]Adalia Torres has taken 5 damage from C24.RL.KRAHSLAYER-77.
[22:18:54	]C24:i5.COURIER-06 ran SAM command 'slay' with arguments: '^'
[22:18:56	]John Rebel was just killed due to: accepting their death
[22:18:59	]Arnold White ran 'Repair' on item 'Medium Kevlar Uniform' (#2687340)
[22:18:59	]Esteban Torres used command '/Announce 2v2'.
[22:19:00	]Adalia Torres has hit C24.RL.KRAHSLAYER-77 in the left leg dealing 5 damage (CritChance was 0.42).
[22:19:00	]C24.RL.KRAHSLAYER-77 has taken 5 damage from Adalia Torres.
[22:19:00	]C24.RL.KRAHSLAYER-77 has hit Adalia Torres in the head dealing 14 damage (CritChance was 0.14).
[22:19:00	]Adalia Torres has taken 14 damage from C24.RL.KRAHSLAYER-77.
[22:19:00	]Adalia Torres has hit C24.RL.KRAHSLAYER-77 in the head dealing 14 damage (CritChance was 0.14).
[22:19:00	]C24.RL.KRAHSLAYER-77 was knocked unconscious and is bleeding out.
[22:19:02	]C24:RCT.YELLO-11 was just killed due to: accepting their death
[22:19:02	]C24:i5.COURIER-06 entered observer.
[22:19:03	][IC] Testy Mc Test Face: Yeah but if I ambush someone it shouldnt take a whole mag to kill them.
[22:19:03	]John Rebel ran 'Equip' on item 'AKM' (#2688671)
[22:19:05	]John Rebel ran 'EquipUn' on item 'AKM' (#2688671)
[22:19:05	][IC] Testy Mc Test Face: And then some.
[22:19:05	]John Rebel ran 'Equip' on item 'AKM' (#2688671)
[22:19:06	]John Rebel ran 'EquipUn' on item 'AKM' (#2688671)
[22:19:07	]John Rebel ran 'Equip' on item 'AKM' (#2688671)
[22:19:07	][OOC] Bob Good: smart strat TBH, use headcrabs to destroy armor then come in after the fact
[22:19:07	]John Rebel ran 'EquipUn' on item 'AKM' (#2688671)
[22:19:08	]Esteban Torres used command '/Announce 1v1'.
[22:19:08	]John Rebel ran 'Equip' on item 'AKM' (#2688671)
[22:19:11	][IC] C24:RCT.YELLO-11: <:: Shit! ::>
[22:19:13	]C24:i3.UNION-36 has critically hit Adalia Torres in the right leg dealing 18 damage (CritChance was 0.41).
[22:19:13	]Adalia Torres has taken 18 damage from C24:i3.UNION-36.
[22:19:13	]C24:i3.UNION-36 has critically hit Adalia Torres in the chest dealing 27 damage (CritChance was 0.41).
[22:19:13	]Adalia Torres was knocked unconscious and is bleeding out.
[22:19:15	][IC] Pavel Artyomov: True.
[22:19:16	]Esteban Torres used command '/Announce cps win'.
[22:19:17	][OOC] C24:i3.UNION-36: ez
[22:19:17	]C24:i4.UNION-38 used command '/ToggleRaise'.
[22:19:17	]C24:i3.UNION-36 used command '/ToggleRaise'.
[22:19:18	]Adalia Torres used command '/CharGetUp'.
[22:19:20	]Testy Mc Test Face ran 'Equip' on item 'AKM' (#2688672)
[22:19:20	][OOC] C24.RL.KRAHSLAYER-77: das what happens on main ^-^
[22:19:21	]C24:i4.UNION-38 ran 'EquipUn' on item 'AKM' (#2688667)
[22:19:22	]C24:i4.UNION-38 ran 'Equip' on item 'AKM' (#2688667)
[22:19:22	]C24:i4.UNION-38 ran 'EquipUn' on item 'AKM' (#2688667)
[22:19:22	]Adalia Torres ran SAM command 'hp' with arguments: 'adalia' '100'
[22:19:23	]C24:i4.UNION-38 ran 'Equip' on item 'AKM' (#2688667)
[22:19:24	]C24:i4.UNION-38 ran 'EquipUn' on item 'AKM' (#2688667)
[22:19:25	]Adalia Torres is no longer unconscious from critical wounds.
[22:19:25	]Adalia Torres is fully healed.
[22:19:25	]C24:i4.UNION-38 ran 'Equip' on item 'AKM' (#2688667)
[22:19:25	]C24.RL.KRAHSLAYER-77 was just killed due to: accepting their death
[22:19:26	][IC] Pavel Artyomov: Might need a little bit more tweaking.
[22:19:26	]C24:i4.UNION-38 ran 'EquipUn' on item 'AKM' (#2688667)
[22:19:27	]C24:i4.UNION-38 ran 'Equip' on item 'AKM' (#2688667)
[22:19:28	]C24:i4.UNION-38 ran 'EquipUn' on item 'AKM' (#2688667)
[22:19:28	]C24:i4.UNION-38 ran 'Equip' on item 'AKM' (#2688667)
[22:19:29	][OOC] Hank J. Wimleton: You critically hit your target at 3 meters in the left arm, dealing 18 damage!You hit your target at 3 meters in the left arm, dealing 7 damage. bro wtf is this damage man
[22:19:29	]Adalia Torres ran SAM command 'armor' with arguments: 'adalia' '50'
[22:19:30	][OOC] Esteban Torres: on main they also send a gnship
[22:19:30	]Hank J. Wimleton used command '/CharGetUp'.
[22:19:31	]C24:RCT.YELLO-11 used command '/Radio i covered yall from the ship'.
[22:19:34	]C24.RL.KRAHSLAYER-77 ran 'Equip' on item 'AKM' (#2688660)
[22:19:36	][OOC] C24.RL.KRAHSLAYER-77: true
[22:19:36	]Adalia Torres used command '/CharStopBleedout adalia'.
[22:19:37	]Adalia Torres entered observer.
[22:19:42	]C24:RCT.YELLO-11 used command '/Radio no thte SHIP the fucking SHORE im fucking retarded'.
[22:19:42	]C24:i5.COURIER-06 ran SAM command 'respawn' with arguments: '*'
[22:19:42	]Alltime has connected.
[22:19:43	]Esteban Torres entered observer.
[22:19:43	]C24:i69.AMPUTADO-420 entered observer.
[22:19:43	]C24:i3.DEFENDER-50 is fully healed.
[22:19:44	][OOC] C24:i4.UNION-38: how tf did I do .05 damage, where does the .05 go from?
[22:19:44	]Adalia Torres ran SAM command 'hp' with arguments: '*' '100'
[22:19:44	]Esteban Torres is fully healed.
[22:19:45	]C24:i5.COURIER-06 entered observer.
[22:19:45	]C24:i3.UNION-36 is fully healed.
[22:19:45	]C24.CPT.KRAAS-44 is fully healed.
[22:19:45	]Bob Good is fully healed.
[22:19:45	]C24:i5.COURIER-06 exited observer at their location.
[22:19:46	]Hank J. Wimleton is fully healed.
[22:19:46	]C24:i5.COURIER-06 entered observer.
[22:19:46	]Hank J. Wimleton used command '/ToggleRaise'.
[22:19:48	]John Rebel ran 'EquipUn' on item 'AKM' (#2688671)
[22:19:49	]C24:i5.COURIER-06 ran SAM command 'respawn' with arguments: '*'
[22:19:50	]John Rebel ran 'Equip' on item 'AKM' (#2688671)
[22:19:50	]C24:i5.COURIER-06 entered observer.
[22:19:50	]C24:i5.COURIER-06 exited observer at their location.
[22:19:51	]C24:i69.AMPUTADO-420 entered observer.
[22:19:51	]C24:i5.COURIER-06 entered observer.
[22:19:51	]Adalia Torres ran SAM command 'armor' with arguments: '*' '50'
[22:19:52	][OOC] C24:i3.DEFENDER-50: You hit your target on 19 meters in the head, dealing 14 damage
[22:19:52	]Hank J. Wimleton used command '/ToggleRaise'.
[22:19:54	]C24:i3.UNION-36 ran 'EquipUn' on item 'G3A3' (#2688643)
[22:19:55	]C24:i3.UNION-36 ran 'Equip' on item 'G3A3' (#2688643)
[22:19:55	][OOC] Testy Mc Test Face: bullet tumble
[22:19:56	]C24:i3.UNION-36 ran 'EquipUn' on item 'G3A3' (#2688643)
[22:19:56	]Adalia Torres exited observer at their location.
[22:19:57	][OOC] Hank J. Wimleton: LOOOOL
[22:19:57	]C24:i3.UNION-36 ran 'Equip' on item 'G3A3' (#2688643)
[22:19:58	]Adalia Torres entered observer.
[22:19:58	]C24:i3.UNION-36 ran 'EquipUn' on item 'G3A3' (#2688643)
[22:19:59	]Adalia Torres exited observer at their location.
[22:19:59	]Esteban Torres entered observer.
[22:19:59	]C24:i3.UNION-36 ran 'Equip' on item 'G3A3' (#2688643)
[22:20:00	]Adalia Torres entered observer.
[22:20:00	]C24:i3.UNION-36 ran 'EquipUn' on item 'G3A3' (#2688643)
[22:20:01	]Testy Mc Test Face ran 'EquipUn' on item 'AKM' (#2688672)
[22:20:01	]C24:i3.UNION-36 ran 'Equip' on item 'G3A3' (#2688643)
[22:20:02	]Testy Mc Test Face ran 'Equip' on item 'AKM' (#2688672)
[22:20:03	]C24:i3.UNION-36 ran 'EquipUn' on item 'G3A3' (#2688643)
[22:20:04	]Esteban Torres used command '/Staff all shotguns now?'.
[22:20:05	]Esteban Torres used command '/StopSong'.
[22:20:05	]C24:i3.UNION-36 ran 'Equip' on item 'G3A3' (#2688643)
[22:20:11	]C24:i3.UNION-36 used command '/ToggleRaise'.
[22:20:12	]Arnold White opened the 'Trash Bin' #117029 container.
[22:20:12	]C24:i69.AMPUTADO-420 used command '/Staff Now give the rebels tikhars and bolt rifles and cops USPs'.
[22:20:12	]Esteban Torres ran SAM command 'hp' with arguments: '*' '100'
[22:20:13	][OOC] C24:i4.UNION-38: my bullet seperated in 20 and only 1 out of 20 schrnaple 
[22:20:14	]C24:i5.COURIER-06 used command '/Staff sure, exclude spas tho perhaps?'.
[22:20:14	]John Rebel ran 'EquipUn' on item 'AKM' (#2688671)
[22:20:14	]Esteban Torres is fully healed.
[22:20:15	]Esteban Torres ran SAM command 'armor' with arguments: '*' '50'
[22:20:15	]C24:i3.UNION-36 destroyed a 'Spas-12' #2688631.
[22:20:15	]C24.CPT.KRAAS-44 is fully healed.
[22:20:15	]Bob Good is fully healed.
[22:20:15	]John Rebel ran 'take' on item 'M16A2' (#2688655)
[22:20:15	]Arnold White ran 'drop' on item 'M16A2' (#2688666)
[22:20:15	]Arnold White has lost a 'M16A2' #2688666.
[22:20:16	]Hank J. Wimleton is fully healed.
[22:20:16	]Arnold White closed the 'Trash Bin' #117029 container.
[22:20:16	][OOC] Hank J. Wimleton: thank god ill need to shoot double the amount of bullets to kill OTA
[22:20:17	]C24:i3.UNION-36 destroyed a 'AKM' #2688641.
[22:20:17	]John Rebel ran 'drop' on item 'AKM' (#2688671)
[22:20:17	]John Rebel has lost a 'AKM' #2688671.
[22:20:19	]John Rebel ran 'take' on item 'M16A2' (#2688655)
[22:20:19	]John Rebel has gained a 'M16A2' #2688655.
[22:20:20	]Arnold White ran 'take' on item 'Model 329PD' (#2688302)
[22:20:20	]Arnold White has gained a 'Model 329PD' #2688302.
[22:20:20	]Esteban Torres used command '/Announce every shotgun BUT the spas'.
[22:20:21	]C24:i3.UNION-36 destroyed a 'MP7A1' #2688575.
[22:20:21	]John Rebel ran 'Equip' on item 'M16A2' (#2688655)
[22:20:22	]Arnold White ran 'Equip' on item 'Model 329PD' (#2688302)
[22:20:22	]C24.RL.KRAHSLAYER-77 used the 'John Doe' vendor.
[22:20:23	]Arnold White used command '/ToggleRaise'.
[22:20:24	]C24:i3.UNION-36 destroyed a 'AKM' #2688671.
[22:20:25	]Testy Mc Test Face ran 'EquipUn' on item 'AKM' (#2688672)
[22:20:26	]C24:i69.AMPUTADO-420 exited observer at their location.
[22:20:27	]Testy Mc Test Face ran 'drop' on item 'AKM' (#2688672)
[22:20:27	]Testy Mc Test Face has lost a 'AKM' #2688672.
[22:20:27	]C24:RCT.YELLO-11 ran 'drop' on item 'M16A2' (#2688638)
[22:20:27	]C24:RCT.YELLO-11 has lost a 'M16A2' #2688638.
[22:20:27	]C24:i3.UNION-36 destroyed a 'Empty Breen's Water' #2680527.
[22:20:28	]Testy Mc Test Face used the 'John Doe' vendor.
[22:20:29	]C24:i69.AMPUTADO-420 ran 'drop' on item 'M16A2' (#2688652)
[22:20:29	]C24:i69.AMPUTADO-420 has lost a 'M16A2' #2688652.
[22:20:29	]C24:i5.COURIER-06 exited observer at their location.
[22:20:31	]C24:i5.COURIER-06 ran SAM command 'bring' with arguments: 'c24'
[22:20:31	]Alltime loaded the character 'Tyrone Gun'
[22:20:32	]Pavel Artyomov ran 'EquipUn' on item 'AKM' (#2688646)
[22:20:32	]C24:i69.AMPUTADO-420 has used a context menu option with the name: remove
[22:20:32	]Hank J. Wimleton ran 'EquipUn' on item 'G3A3' (#2688645)
[22:20:33	]Pavel Artyomov used the 'John Doe' vendor.
[22:20:33	]C24:RCT.YELLO-11 used the 'John Doe' vendor.
[22:20:33	]Hank J. Wimleton ran 'drop' on item 'G3A3' (#2688645)
[22:20:33	]Hank J. Wimleton has lost a 'G3A3' #2688645.
[22:20:34	]C24:i4.UNION-38 ran 'drop' on item 'AKM' (#2688667)
[22:20:34	]C24:i4.UNION-38 has lost a 'AKM' #2688667.
[22:20:35	]Pavel Artyomov has gained 0 chips.
[22:20:35	]Hank J. Wimleton used the 'John Doe' vendor.
[22:20:35	]C24:i5.COURIER-06 has given himself a res_870.
[22:20:37	]Arnold White ran 'EquipUn' on item 'Model 329PD' (#2688302)
[22:20:37	]C24.RL.KRAHSLAYER-77 used the 'John Doe' vendor.
[22:20:37	]Arnold White ran 'drop' on item 'Model 329PD' (#2688302)
[22:20:37	]Arnold White has lost a 'Model 329PD' #2688302.
[22:20:38	]C24:i69.AMPUTADO-420 has fired a toolgun with the name: remover
[22:20:38	]Testy Mc Test Face has gained 0 chips.
[22:20:38	]Testy Mc Test Face has gained a 'Overwatch Heavy Shotgun' #2688677.
[22:20:38	]C24:i3.UNION-36 destroyed a 'Spas-12' #2688637.
[22:20:38	]C24:i69.AMPUTADO-420 has fired a toolgun with the name: remover
[22:20:39	]Arnold White used the 'John Doe' vendor.
[22:20:39	]C24:i5.COURIER-06 ran 'drop' on item 'AKM' (#2688673)
[22:20:39	]C24:i5.COURIER-06 has lost a 'AKM' #2688673.
[22:20:39	]C24:i4.UNION-38 used the 'John Doe' vendor.
[22:20:39	]John Rebel ran 'EquipUn' on item 'M16A2' (#2688655)
[22:20:39	]C24:i69.AMPUTADO-420 has fired a toolgun with the name: remover
[22:20:40	]John Rebel ran 'Equip' on item 'M16A2' (#2688655)
[22:20:40	]Bob Good ran 'drop' on item 'AKM' (#2688640)
[22:20:40	]Bob Good has lost a 'AKM' #2688640.
[22:20:40	]C24.RL.KRAHSLAYER-77 ran 'EquipUn' on item 'AKM' (#2688660)
[22:20:40	]John Rebel ran 'EquipUn' on item 'M16A2' (#2688655)
[22:20:40	]C24:i69.AMPUTADO-420 has fired a toolgun with the name: remover
[22:20:41	]Bob Good ran 'drop' on item 'Bandage Roll' (#2688604)
[22:20:41	]Bob Good has lost a 'Bandage Roll' #2688604.
[22:20:41	]C24.RL.KRAHSLAYER-77 ran 'drop' on item 'AKM' (#2688660)
[22:20:41	]C24.RL.KRAHSLAYER-77 has lost a 'AKM' #2688660.
[22:20:41	]C24:i69.AMPUTADO-420 has fired a toolgun with the name: remover
[22:20:41	]C24:i5.COURIER-06 has given himself a res_870.
[22:20:41	]C24:i5.COURIER-06 has gained a 'Model 870' #2688678.
[22:20:41	]C24:i69.AMPUTADO-420 has fired a toolgun with the name: remover
[22:20:41	]Testy Mc Test Face ran 'Equip' on item 'Overwatch Heavy Shotgun' (#2688677)
[22:20:41	]Bob Good ran 'drop' on item 'Bandage Roll' (#2688602)
[22:20:41	]Bob Good has lost a 'Bandage Roll' #2688602.
[22:20:41	]Esteban Torres exited observer at their location.
[22:20:41	]C24:i69.AMPUTADO-420 has fired a toolgun with the name: remover
[22:20:42	]C24:i69.AMPUTADO-420 has fired a toolgun with the name: remover
