[01:37:58	]Robert has connected.
[16:38:15	]C24:i4.XRAY-81 exited observer at their location.
[16:38:17	]C24:i4.XRAY-81 entered observer.
[16:38:20	]C24:i4.XRAY-81 exited observer at their location.
[16:38:22	]C24:i4.XRAY-81 has spawned 'models/props/de_house/bed_rustic.mdl'.
[16:38:25	]C24:i4.XRAY-81 entered observer.
[16:38:25	]C24:i4.XRAY-81 exited observer at their location.
[16:38:29	]C24:i4.XRAY-81 has enabled persistence for 'models/props/de_house/bed_rustic.mdl'.
[16:38:29	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:38:43	]C24:i4.XRAY-81 entered observer.
[16:38:46	]C24:i4.XRAY-81 exited observer at their location.
[16:38:48	]C24:i4.XRAY-81 has spawned 'models/props/de_house/bed_rustic.mdl'.
[16:38:51	]C24:i4.XRAY-81 has enabled persistence for 'models/props/de_house/bed_rustic.mdl'.
[16:38:51	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:38:51	]C24:i4.XRAY-81 entered observer.
[16:38:54	]C24:i4.XRAY-81 exited observer at their location.
[16:38:56	]C24:i4.XRAY-81 has spawned 'models/props/de_house/bed_rustic.mdl'.
[16:38:57	]C24:i4.XRAY-81 entered observer.
[16:38:58	]C24:i4.XRAY-81 exited observer at their location.
[16:38:59	]C24:i4.XRAY-81 has spawned 'models/props/de_house/bed_rustic.mdl'.
[16:39:01	]C24:i4.XRAY-81 entered observer.
[16:39:03	]C24:i4.XRAY-81 has enabled persistence for 'models/props/de_house/bed_rustic.mdl'.
[16:39:03	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:39:04	]C24:i4.XRAY-81 has enabled persistence for 'models/props/de_house/bed_rustic.mdl'.
[16:39:04	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:39:05	]C24:i4.XRAY-81 exited observer at their location.
[16:39:06	]C24:i4.XRAY-81 has spawned 'models/props/de_house/bed_rustic.mdl'.
[16:39:10	]C24:i4.XRAY-81 has enabled persistence for 'models/props/de_house/bed_rustic.mdl'.
[16:39:10	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:39:10	]C24:i4.XRAY-81 entered observer.
[16:39:11	]C24:i4.XRAY-81 exited observer at their location.
[16:39:12	]C24:i4.XRAY-81 has spawned 'models/props/de_house/bed_rustic.mdl'.
[16:39:15	]C24:i4.XRAY-81 entered observer.
[16:39:16	]C24:i4.XRAY-81 has enabled persistence for 'models/props/de_house/bed_rustic.mdl'.
[16:39:16	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:39:17	]C24:i4.XRAY-81 exited observer at their location.
[16:39:26	]C24:i4.XRAY-81 has spawned 'models/props_interiors/bed.mdl'.
[16:39:29	]C24:i4.XRAY-81 has spawned 'models/props_interiors/bed_houseboat.mdl'.
[16:39:42	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[16:39:45	]C24:i4.XRAY-81 entered observer.
[16:39:51	]C24:i4.XRAY-81 has fired a toolgun with the name: remover
[16:39:51	]C24:i4.XRAY-81 has fired a toolgun with the name: remover
[16:39:52	]C24:i4.XRAY-81 has fired a toolgun with the name: remover
[16:39:52	]C24:i4.XRAY-81 has fired a toolgun with the name: remover
[16:39:54	]C24:i4.XRAY-81 exited observer at their location.
[16:39:57	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[16:40:21	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[16:40:21	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[16:40:23	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[16:40:23	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[16:40:35	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[16:40:35	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[16:40:37	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[16:40:37	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[16:40:37	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[16:40:37	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[16:40:44	]C24:i4.XRAY-81 has enabled persistence for 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[16:40:44	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:40:45	]C24:i4.XRAY-81 has enabled persistence for 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[16:40:45	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:40:46	]C24:i4.XRAY-81 has enabled persistence for 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[16:40:46	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:40:47	]C24:i4.XRAY-81 has enabled persistence for 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[16:40:47	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:40:49	]C24:i4.XRAY-81 has enabled persistence for 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[16:40:49	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:40:50	]C24:i4.XRAY-81 has enabled persistence for 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[16:40:50	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:41:41	]C24:i4.XRAY-81 has spawned 'models/props_wasteland/laundry_cart001.mdl'.
[16:41:46	]C24:i4.XRAY-81 has enabled persistence for 'models/props_wasteland/laundry_cart001.mdl'.
[16:41:46	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:41:51	]C24:i4.XRAY-81 entered observer.
[16:41:56	]C24:i4.XRAY-81 exited observer at their location.
[16:42:31	]C24:i4.XRAY-81 has spawned 'models/props_c17/suitcase001a.mdl'.
[16:42:34	]C24:i4.XRAY-81 has spawned 'models/props_c17/suitcase_passenger_physics.mdl'.
[16:42:36	]C24:i4.XRAY-81 has spawned 'models/weapons/w_suitcase_passenger.mdl'.
[16:42:40	]C24:i4.XRAY-81 has spawned 'models/props_c17/suitcase001a.mdl'.
[16:42:55	]C24:i4.XRAY-81 has spawned 'models/props_unique/airport/luggage_pile1.mdl'.
[16:42:55	]C24:i4.XRAY-81 has taken 10 damage from prop_physics.
[16:42:55	]C24:i4.XRAY-81 has taken 5 damage from prop_physics.
[16:42:55	]C24:i4.XRAY-81 entered observer.
[16:42:58	]C24:i4.XRAY-81 has spawned 'models/props/gg_handling/luggage_stack_02.mdl'.
[16:43:03	]C24:i4.XRAY-81 exited observer at their location.
[16:43:04	]C24:i4.XRAY-81 has spawned 'models/props/gg_handling/luggage_stack_01.mdl'.
[16:43:21	]C24:i4.XRAY-81 has enabled persistence for 'models/props/gg_handling/luggage_stack_01.mdl'.
[16:43:21	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:43:30	]C24:i4.XRAY-81 has spawned 'models/props/gg_handling/bh_luggage_rack144_01.mdl'.
[16:43:39	]C24:i4.XRAY-81 entered observer.
[16:43:41	]C24:i4.XRAY-81 has spawned 'models/props/gg_handling/bh_luggage_rack144_02.mdl'.
[16:43:45	]C24:i4.XRAY-81 exited observer at their location.
[16:44:07	]C24:i4.XRAY-81 entered observer.
[16:44:16	]C24:i4.XRAY-81 exited observer at their location.
[16:44:18	]C24:i4.XRAY-81 entered observer.
[16:44:23	]C24:i4.XRAY-81 exited observer at their location.
[16:44:38	]C24:i4.XRAY-81 entered observer.
[16:44:48	]C24:i4.XRAY-81 exited observer at their location.
[16:44:54	]C24:i4.XRAY-81 entered observer.
[16:45:04	]C24:i4.XRAY-81 exited observer at their location.
[16:45:06	]C24:i4.XRAY-81 entered observer.
[16:45:14	]C24:i4.XRAY-81 exited observer at their location.
[16:45:23	]C24:i4.XRAY-81 entered observer.
[16:45:41	]C24:i4.XRAY-81 ran SAM command 'hp' with arguments: '^' '100'
[16:45:43	]C24:i4.XRAY-81 is fully healed.
[16:46:07	]C24:i4.XRAY-81 exited observer at their location.
[16:46:11	]C24:i4.XRAY-81 has spawned 'models/props/de_house/bed_rustic.mdl'.
[16:46:14	]C24:i4.XRAY-81 has enabled persistence for 'models/props/de_house/bed_rustic.mdl'.
[16:46:14	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:46:14	]C24:i4.XRAY-81 entered observer.
[16:46:16	]C24:i4.XRAY-81 exited observer at their location.
[16:46:18	]C24:i4.XRAY-81 has spawned 'models/props/de_house/bed_rustic.mdl'.
[16:46:22	]C24:i4.XRAY-81 has enabled persistence for 'models/props/de_house/bed_rustic.mdl'.
[16:46:22	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:46:31	]C24:i4.XRAY-81 has spawned 'models/props_interiors/ac_wallunit.mdl'.
[16:46:45	]C24:i4.XRAY-81 has enabled persistence for 'models/props_interiors/ac_wallunit.mdl'.
[16:46:45	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:46:47	]C24:i4.XRAY-81 entered observer.
[16:46:48	]C24:i4.XRAY-81 exited observer at their location.
[16:46:49	]C24:i4.XRAY-81 has spawned 'models/props_interiors/ac_wallunit.mdl'.
[16:46:52	]C24:i4.XRAY-81 has enabled persistence for 'models/props_interiors/ac_wallunit.mdl'.
[16:46:52	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:46:53	]C24:i4.XRAY-81 entered observer.
[16:46:53	]C24:i4.XRAY-81 exited observer at their location.
[16:46:55	]C24:i4.XRAY-81 has spawned 'models/props_interiors/ac_wallunit.mdl'.
[16:46:58	]C24:i4.XRAY-81 entered observer.
[16:46:58	]C24:i4.XRAY-81 exited observer at their location.
[16:46:59	]C24:i4.XRAY-81 has spawned 'models/props_interiors/ac_wallunit.mdl'.
[16:47:03	]C24:i4.XRAY-81 has enabled persistence for 'models/props_interiors/ac_wallunit.mdl'.
[16:47:03	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:47:04	]C24:i4.XRAY-81 entered observer.
[16:47:06	]C24:i4.XRAY-81 has enabled persistence for 'models/props_interiors/ac_wallunit.mdl'.
[16:47:06	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:47:09	]C24:i4.XRAY-81 exited observer at their location.
[16:47:11	]C24:i4.XRAY-81 has spawned 'models/props_interiors/ac_wallunit.mdl'.
[16:47:14	]C24:i4.XRAY-81 has enabled persistence for 'models/props_interiors/ac_wallunit.mdl'.
[16:47:14	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:47:14	]C24:i4.XRAY-81 entered observer.
[16:47:15	]C24:i4.XRAY-81 exited observer at their location.
[16:47:18	]C24:i4.XRAY-81 has spawned 'models/props_interiors/ac_wallunit.mdl'.
[16:47:22	]C24:i4.XRAY-81 has enabled persistence for 'models/props_interiors/ac_wallunit.mdl'.
[16:47:22	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:47:22	]C24:i4.XRAY-81 entered observer.
[16:47:24	]C24:i4.XRAY-81 exited observer at their location.
[16:47:27	]C24:i4.XRAY-81 has spawned 'models/props_interiors/ac_wallunit.mdl'.
[16:47:30	]C24:i4.XRAY-81 has enabled persistence for 'models/props_interiors/ac_wallunit.mdl'.
[16:47:30	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:47:30	]C24:i4.XRAY-81 entered observer.
[16:47:31	]C24:i4.XRAY-81 exited observer at their location.
[16:47:33	]C24:i4.XRAY-81 has spawned 'models/props_interiors/ac_wallunit.mdl'.
[16:47:36	]C24:i4.XRAY-81 has enabled persistence for 'models/props_interiors/ac_wallunit.mdl'.
[16:47:36	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:47:44	]C24:i4.XRAY-81 has spawned 'models/props_interiors/sofa01.mdl'.
[16:47:49	]C24:i4.XRAY-81 has enabled persistence for 'models/props_interiors/sofa01.mdl'.
[16:47:49	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:47:54	]C24:i4.XRAY-81 has spawned 'models/props_interiors/desk_metal.mdl'.
[16:48:17	]C24:i4.XRAY-81 has spawned 'models/props_interiors/dresser_short.mdl'.
[16:48:25	]C24:i4.XRAY-81 has enabled persistence for 'models/props_interiors/dresser_short.mdl'.
[16:48:25	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:48:40	]C24:i4.XRAY-81 entered observer.
[16:48:41	]C24:i4.XRAY-81 exited observer at their location.
[16:48:43	]C24:i4.XRAY-81 has spawned 'models/props_interiors/tv_cabinet.mdl'.
[16:48:52	]C24:i4.XRAY-81 has spawned 'models/props_interiors/tv.mdl'.
[16:48:54	]C24:i4.XRAY-81 has spawned 'models/props_office/computer_monitor_01.mdl'.
[16:48:55	]C24:i4.XRAY-81 has spawned 'models/props_interiors/tv.mdl'.
[16:49:02	]C24:i4.XRAY-81 has used a context menu option with the name: skin
[16:49:04	]C24:i4.XRAY-81 has used a context menu option with the name: skin
[16:49:06	]C24:i4.XRAY-81 has used a context menu option with the name: skin
[16:49:12	]C24:i4.XRAY-81 has enabled persistence for 'models/props_interiors/tv.mdl'.
[16:49:12	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:49:13	]C24:i4.XRAY-81 has enabled persistence for 'models/props_interiors/tv_cabinet.mdl'.
[16:49:13	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:49:18	]C24:i4.XRAY-81 entered observer.
[16:49:19	]C24:i4.XRAY-81 exited observer at their location.
[16:49:29	]C24:i4.XRAY-81 has spawned 'models/props_interiors/table_console.mdl'.
[16:49:37	]C24:i4.XRAY-81 has enabled persistence for 'models/props_interiors/table_console.mdl'.
[16:49:37	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[16:49:43	]C24:i4.XRAY-81 entered observer.
[16:49:43	]C24:i4.XRAY-81 exited observer at their location.
[16:50:08	]C24:i4.XRAY-81 entered observer.
[16:51:05	]C24:i4.XRAY-81 used command '/AreaEdit'.
[16:51:29	]C24:i4.XRAY-81 has added area "I24 - Garage Tunnel".
[16:51:49	]C24:i4.XRAY-81 has added area "I24 - Garage Entry".
[16:53:35	]C24:i4.XRAY-81 has added area "Sewers Dock Connector".
[16:54:59	]C24:i4.XRAY-81 has added area "Sewers Canal Access".
[16:55:48	]C24:i4.XRAY-81 has added area "Sewer Drop - Pipe Room".
[16:56:47	]C24:i4.XRAY-81 has added area "Sewers - Canal Dead End".
[16:57:31	]C24:i4.XRAY-81 has added area "Sewers - Canal Tunnel".
[16:58:07	]C24:i4.XRAY-81 has added area "Sewers Dock Entry".
[16:58:43	]C24:i4.XRAY-81 has added area "Sewers Dock Tunnel".
[16:59:26	]C24:i4.XRAY-81 has added area "Sewers Splitter Tunnel".
[17:00:37	]C24:i4.XRAY-81 has added area "Underground Trader Home".
[17:01:17	]C24:i4.XRAY-81 has added area "Underground Trade Outpost".
[17:02:18	]C24:i4.XRAY-81 has added area "Sewers - Filtration Tunnel".
[17:03:07	]C24:i4.XRAY-81 has added area "Sewers - Filtration Hall".
[17:04:14	]C24:i4.XRAY-81 has added area "Sewers - Filtration Hideout".
[17:05:19	]C24:i4.XRAY-81 has added area "Sewers - Filtration & Pumping Room".
[17:07:19	]C24:i4.XRAY-81 exited observer at their location.
[17:07:23	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[17:07:28	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[17:07:33	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[17:07:38	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[17:07:53	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[17:07:58	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[17:08:03	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[17:08:08	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[17:08:32	]C24:i4.XRAY-81 ran SAM command 'hp' with arguments: '^' '100'
[17:08:33	]C24:i4.XRAY-81 is fully healed.
[17:08:34	]C24:i4.XRAY-81 entered observer.
[17:08:40	]C24:i4.XRAY-81 used command '/AreaEdit'.
[17:11:06	]C24:i4.XRAY-81 has added area "Indigent Sewers Connector".
[17:12:21	]C24:i4.XRAY-81 has added area "Sewers - Quiet Zone".
[17:13:08	]C24:i4.XRAY-81 has added area "Sewers - Quiet Tunnel".
[17:14:14	]C24:i4.XRAY-81 has added area "Nexus - Firing Range".
[17:15:10	]C24:i4.XRAY-81 has added area "Nexus - Armoury".
[17:15:49	]C24:i4.XRAY-81 has added area "Nexus - Gym".
[17:16:23	]C24:i4.XRAY-81 has added area "Nexus - Medbay".
[17:16:54	]C24:i4.XRAY-81 has added area "Nexus - Shared Bathroom".
[17:18:10	]C24:i4.XRAY-81 has added area "Nexus - 50th Avenue Checkpoint Lift".
[17:18:47	]C24:i4.XRAY-81 has added area "Nexus - Lower Corridor #2".
[17:20:13	]C24:i4.XRAY-81 has added area "Nexus - Underground Razor Train".
[17:21:25	]C24:i4.XRAY-81 has added area "Overwatch Sewer Access".
[17:21:50	]C24:i4.XRAY-81 exited observer at their location.
[17:21:59	]C24:i4.XRAY-81 entered observer.
[17:22:36	]C24:i4.XRAY-81 has added area "Nexus - Razor Access".
[17:23:20	]C24:i4.XRAY-81 has added area "Nexus - Overwatch Deployment".
[17:23:58	]C24:i4.XRAY-81 has added area "Nexus - Overwatch Sewer Access Tunnel".
[17:24:34	]C24:i4.XRAY-81 has added area "Nexus - Overwatch Deployment Access Stairway".
[17:25:41	]C24:i4.XRAY-81 has added area "Nexus - Garage Access Path".
[17:26:20	]C24:i4.XRAY-81 has added area "Nexus - Civil Protection Sewer Access".
[17:27:03	]C24:i4.XRAY-81 has added area "Nexus - Underground Four-way Connector".
[17:28:21	]C24:i4.XRAY-81 has given himself a combinelock.
[17:28:21	]C24:i4.XRAY-81 has gained a 'Combine Lock' #2046489.
[17:28:22	]C24:i4.XRAY-81 has given himself a combinelock.
[17:28:22	]C24:i4.XRAY-81 has gained a 'Combine Lock' #2046490.
[17:28:24	]C24:i4.XRAY-81 ran 'Place' on item 'Combine Lock' (#2046489)
[17:28:27	]C24:i4.XRAY-81 ran 'Place' on item 'Combine Lock' (#2046490)
[17:30:23	]C24:i4.XRAY-81 exited observer at their location.
[17:30:29	]C24:i4.XRAY-81 entered observer.
[17:30:32	]C24:i4.XRAY-81 exited observer at their location.
[17:30:36	]C24:i4.XRAY-81 entered observer.
[17:32:19	]C24:i4.XRAY-81 exited observer at their location.
[17:33:06	]C24:i4.XRAY-81 entered observer.
[17:33:09	]C24:i4.XRAY-81 exited observer at their location.
[17:33:15	]C24:i4.XRAY-81 entered observer.
[17:33:20	]C24:i4.XRAY-81 exited observer at their location.
[17:33:40	]C24:i4.XRAY-81 entered observer.
[17:34:39	]C24:i4.XRAY-81 exited observer at their location.
[17:34:52	]C24:i4.XRAY-81 entered observer.
[17:34:55	]C24:i4.XRAY-81 exited observer at their location.
[17:35:06	]C24:i4.XRAY-81 entered observer.
[17:35:17	]C24:i4.XRAY-81 exited observer at their location.
[17:35:52	]C24:i4.XRAY-81 entered observer.
[17:35:54	]C24:i4.XRAY-81 exited observer at their location.
[17:36:16	]C24:i4.XRAY-81 entered observer.
[17:36:23	]C24:i4.XRAY-81 exited observer at their location.
[17:36:29	]C24:i4.XRAY-81 entered observer.
[17:36:42	]C24:i4.XRAY-81 exited observer at their location.
[17:36:49	]C24:i4.XRAY-81 entered observer.
[17:37:03	]C24:i4.XRAY-81 exited observer at their location.
[17:37:04	]C24:i4.XRAY-81 entered observer.
[17:37:08	]C24:i4.XRAY-81 exited observer at their location.
[17:37:18	]C24:i4.XRAY-81 entered observer.
[17:37:29	]C24:i4.XRAY-81 exited observer at their location.
[17:37:44	]C24:i4.XRAY-81 entered observer.
[17:38:16	]C24:i4.XRAY-81 exited observer at their location.
[17:38:30	]C24:i4.XRAY-81 entered observer.
[17:38:44	]C24:i4.XRAY-81 exited observer at their location.
[17:38:51	]C24:i4.XRAY-81 entered observer.
[17:39:01	]C24:i4.XRAY-81 exited observer at their location.
[17:39:10	]C24:i4.XRAY-81 has used a context menu option with the name: door_lockunlock
[17:39:16	]C24:i4.XRAY-81 entered observer.
[17:39:31	]C24:i4.XRAY-81 exited observer at their location.
[17:39:40	]C24:i4.XRAY-81 entered observer.
[17:39:53	]C24:i4.XRAY-81 exited observer at their location.
[17:40:33	]C24:i4.XRAY-81 entered observer.
[17:40:38	]C24:i4.XRAY-81 exited observer at their location.
[17:40:49	]C24:i4.XRAY-81 entered observer.
[17:41:03	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:41:08	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:41:14	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:41:20	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:41:33	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:41:33	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:41:47	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:41:52	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:41:56	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:41:56	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:42:02	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:42:02	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:42:24	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:42:24	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:42:25	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:42:25	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:42:26	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:42:26	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:42:27	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:42:27	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:42:45	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:42:45	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:42:46	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:42:46	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:42:47	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:42:47	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:42:49	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:42:49	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:42:49	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:42:49	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:42:50	]C24:i4.XRAY-81 has fired a toolgun with the name: stacker_improved
[17:42:50	]C24:i4.XRAY-81 has spawned 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:42:57	]C24:i4.XRAY-81 used command '/ShowEdicts'.
[17:43:04	]C24:i4.XRAY-81 exited observer at their location.
[17:43:13	]C24:i4.XRAY-81 has enabled persistence for 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:43:13	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[17:43:14	]C24:i4.XRAY-81 has enabled persistence for 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:43:14	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[17:43:16	]C24:i4.XRAY-81 has enabled persistence for 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:43:16	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[17:43:17	]C24:i4.XRAY-81 has enabled persistence for 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:43:17	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[17:43:17	]C24:i4.XRAY-81 has enabled persistence for 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:43:17	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[17:43:18	]C24:i4.XRAY-81 has enabled persistence for 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:43:18	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[17:43:21	]C24:i4.XRAY-81 entered observer.
[17:43:23	]C24:i4.XRAY-81 has enabled persistence for 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:43:23	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[17:43:24	]C24:i4.XRAY-81 has enabled persistence for 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:43:24	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[17:43:25	]C24:i4.XRAY-81 has enabled persistence for 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:43:25	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[17:43:25	]C24:i4.XRAY-81 has enabled persistence for 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:43:25	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[17:43:27	]C24:i4.XRAY-81 has enabled persistence for 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:43:27	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[17:43:28	]C24:i4.XRAY-81 has enabled persistence for 'models/props/coop_cementplant/coop_bunk_bed/coop_bunk_bed.mdl'.
[17:43:28	]C24:i4.XRAY-81 has used a context menu option with the name: persist
[17:43:28	]C24:i4.XRAY-81 exited observer at their location.
[17:44:58	]C24:i4.XRAY-81 entered observer.
[17:45:03	]C24:i4.XRAY-81 exited observer at their location.
[17:45:06	]C24:i4.XRAY-81 entered observer.
[17:45:16	]C24:i4.XRAY-81 exited observer at their location.
[17:45:32	]C24:i4.XRAY-81 entered observer.
[17:50:25	]C24:i4.XRAY-81 used command '/AreaEdit'.
[17:56:03	]C24:i4.XRAY-81 has gone afk.
[17:56:14	]C24:i4.XRAY-81 has added area "Nexus - Unassigned Room".
[17:56:18	]C24:i4.XRAY-81 is no longer afk. Total time spent AFK: 310
[17:56:51	]C24:i4.XRAY-81 has added area "Nexus - Holding Cells".
[17:57:33	]C24:i4.XRAY-81 has added area "Nexus - Underground Lift Access".
[17:58:41	]C24:i4.XRAY-81 has added area "Nexus - Office #1".
[17:58:59	]C24:i4.XRAY-81 has added area "Nexus - Office #2".
[18:00:04	]C24:i4.XRAY-81 has added area "Nexus - Interrogation Observation Room".
[18:01:10	]C24:i4.XRAY-81 has added area "Nexus - Processing".
