[06:41:36	]TRL has connected.
[14:53:37	]Vahh'Brun-Nox has spawned a 'Entity [5857][sent_vj_xen_plant_light]'.
[14:53:39	]Vahh'Brun-Nox has spawned a 'Entity [5854][sent_vj_xen_plant_light]'.
[14:53:39	]Sevastyan Kravchenko has fired a toolgun with the name: material
[14:53:44	]Vahh'Brun-Nox has spawned a 'Entity [5857][sent_vj_xen_plant_light]'.
[14:53:44	]Sevastyan Kravchenko has fired a toolgun with the name: material
[14:53:45	]Vahh'Brun-Nox has spawned a 'Entity [5860][sent_vj_xen_plant_light]'.
[14:53:46	]Sevastyan Kravchenko has fired a toolgun with the name: material
[14:53:52	]Sevastyan Kravchenko has fired a toolgun with the name: camera
[14:54:01	]Vahh'Brun-Nox has spawned a 'NPC [5864][sent_vj_xen_crystal]'.
[14:54:12	]Vahh'Brun-Nox has spawned a 'NPC [5858][sent_vj_xen_crystal]'.
[14:54:22	]Sevastyan Kravchenko has fired a toolgun with the name: camera
[14:54:23	]Sevastyan Kravchenko has fired a toolgun with the name: camera
[14:54:28	]Vahh'Brun-Nox has spawned 'models/vj_hlr/hl1/crystal.mdl'.
[14:54:49	]Vahh'Brun-Nox has fired a toolgun with the name: nocollideworld
[14:54:58	]Sevastyan Kravchenko has given himself a stunstick.
[14:54:58	]Sevastyan Kravchenko has gained a 'CV-2000 Stun Baton' #2690752.
[14:54:58	]Vahh'Brun-Nox has spawned 'models/arid_valley_v2/arid_crystal_01_test_01_025.mdl'.
[14:54:59	]Sevastyan Kravchenko ran 'Equip' on item 'CV-2000 Stun Baton' (#2690752)
[14:55:05	]Sevastyan Kravchenko used command '/ActThreat'.
[14:55:13	]Vahh'Brun-Nox has fired a toolgun with the name: physprop
[14:55:13	]Sevastyan Kravchenko used command '/ActThreat'.
[14:55:17	]Vahh'Brun-Nox has used a context menu option with the name: collision_off
[14:55:36	]Vahh'Brun-Nox has spawned 'models/arid_valley_v2/arid_crystal_01_test_01_025.mdl'.
[14:55:39	]Vahh'Brun-Nox has fired a toolgun with the name: physprop
[14:56:04	]Vahh'Brun-Nox has spawned 'models/vj_hlr/hl1/crystal.mdl'.
[14:56:11	]Vahh'Brun-Nox has fired a toolgun with the name: nocollideworld
[14:56:26	]Vahh'Brun-Nox entered observer.
[14:56:29	]Vahh'Brun-Nox exited observer at their location.
[14:56:37	][OOC] Vahh'Brun-Nox: come heck the vorticave
[14:56:41	]Sevastyan Kravchenko entered observer.
[14:56:41	][OOC] Vahh'Brun-Nox: check*
[14:56:56	]Sevastyan Kravchenko exited observer at their location.
[14:56:57	]Sevastyan Kravchenko entered observer.
[14:56:58	]Sevastyan Kravchenko exited observer at their location.
[14:57:00	][IC] Sevastyan Kravchenko: Huh.
[14:57:03	][IC] Sevastyan Kravchenko: Thing is.
[14:57:09	][IC] Sevastyan Kravchenko: I don't have legacy on.
[14:57:12	][IC] Vahh'Brun-Nox: Oh!
[14:57:15	][IC] Sevastyan Kravchenko: Ye ye.
[14:57:17	][IC] Sevastyan Kravchenko: Sooo.
[14:57:20	][IC] Vahh'Brun-Nox: Would you mind helping me test something from vortigaunts?
[14:57:20	][IC] Sevastyan Kravchenko: I don't see much.
[14:57:25	][IC] Vahh'Brun-Nox: When you can.
[14:57:26	][IC] Sevastyan Kravchenko: Sure thing.
[14:57:36	][IC] Vahh'Brun-Nox: You'd need to make a vortibro.
[14:57:48	]Sevastyan Kravchenko used command '/PlyWhitelist Sev vort'.
[14:57:56	]Vahh'Brun-Nox has spawned 'models/props_lab/crystalholder_crystal.mdl'.
[14:58:02	]Commissar_Krieger (STEAM_0:1:221347812) deleted character 'Gustav Alhstrom'
[14:58:04	]Vahh'Brun-Nox has spawned 'models/inventory_items/starladder_pickem_2019_crystal.mdl'.
[14:58:08	]Commissar_Krieger (STEAM_0:1:221347812) deleted character 'Krieger 2nd'
[14:58:12	]Commissar_Krieger (STEAM_0:1:221347812) deleted character 'Noah Eriksson'
[14:58:12	]Vahh'Brun-Nox has spawned 'models/inventory_items/starladder_pickem_2019_crystal.mdl'.
[14:58:27	]Vahh'Brun-Nox has spawned 'models/props_lab/crystalbulk.mdl'.
[14:58:34	]Vahh'Brun-Nox has spawned 'models/props_lab/crystalbulk.mdl'.
[14:58:50	]Vahh'Brun-Nox has fired a toolgun with the name: nocollideworld
[14:59:11	]Commissar_Krieger created the character 'teeeeeeeeee'
[14:59:11	]Commissar_Krieger loaded the character 'teeeeeeeeee'
[14:59:24	][IC] Vahh'Brun-Nox: Vortibro.
[14:59:27	][IC] teeeeeeeeee: Yes.
[14:59:28	][IC] Vahh'Brun-Nox: Okay soooooo.
[14:59:34	][IC] Vahh'Brun-Nox: How do you see me as?
[14:59:39	][IC] teeeeeeeeee: Vortigaunt.
[14:59:45	]Vahh'Brun-Nox used command '/VortSetCoterminous teee true'.
[14:59:46	]Vahh'Brun-Nox has set coterminous state for teeeeeeeeee to true
[14:59:48	][IC] teeeeeeeeee: Then the basic characteristic.
[14:59:52	][IC] teeeeeeeeee: I don't see your desc.
[14:59:54	][IC] Vahh'Brun-Nox: That's goodie.
[15:00:03	][IC] Vahh'Brun-Nox: Now if we go apart and talk, we should hear one another as coterminous.
[15:00:10	][IC] Vahh'Brun-Nox: Hello?
[15:00:12	][IC] teeeeeeeeee: Ye.
[15:00:15	][IC] Vahh'Brun-Nox: Hell yes.
[15:00:19	][IC] teeeeeeeeee: You hear me?
[15:00:22	][IC] Vahh'Brun-Nox: I can, you?
[15:00:24	][IC] teeeeeeeeee: Ye.
[15:00:27	][VORT] Vahh'Brun-Nox: And now?
[15:00:29	][IC] teeeeeeeeee: Ye.
[15:00:45	][Y] Vahh'Brun-Nox: And anow?
[15:00:47	][IC] teeeeeeeeee: Ye.
[15:00:57	]Vahh'Brun-Nox used command '/VortSetAgenda testing stuff'.
[15:01:02	][IC] Vahh'Brun-Nox: You see that?
[15:01:05	][IC] teeeeeeeeee: Yes.
[15:01:08	][IC] Vahh'Brun-Nox: Hehe.
[15:01:13	]Vahh'Brun-Nox used command '/thevortigaunt and this?'.
[15:01:33	]Vahh'Brun-Nox used command '/thevortigaunt do you see dis?'.
[15:01:40	][IC] teeeeeeeeee: Oui.
[15:01:46	][IC] Vahh'Brun-Nox: Oui oui, I love french.
[15:01:49	][IC] Vahh'Brun-Nox: Thank you so much fren.
[15:01:51	][IC] teeeeeeeeee: I know.
[15:01:55	]Vahh'Brun-Nox used command '/rvort yay'.
[15:01:56	][IC] teeeeeeeeee: No problemo.
[15:02:03	][IC] teeeeeeeeee: Always happy to help out.
[15:02:14	][IC] Vahh'Brun-Nox: U good fren.
[15:02:30	]Vahh'Brun-Nox used command '/thevortigaunt eat headcrabs'.
[15:03:06	]teeeeeeeeee used command '/thevortigaunt J'aime les roissant'.
[15:03:19	][OOC] Vahh'Brun-Nox: you said i love ...
[15:03:21	][OOC] Vahh'Brun-Nox: something
[15:03:29	][OOC] teeeeeeeeee: 'Roissant
[15:03:34	][OOC] Vahh'Brun-Nox: whats that!?
[15:03:36	][OOC] teeeeeeeeee: English way to say
[15:03:46	][OOC] Vahh'Brun-Nox: croissant
[15:03:51	][LOOC] teeeeeeeeee: CROISSANT 
[15:03:55	][OOC] teeeeeeeeee: CROISSANT 
[15:04:01	][OOC] Vahh'Brun-Nox: oh!
[15:04:20	][OOC] Vahh'Brun-Nox: you just made me aware of something i gotta fix
[15:04:26	][IC] teeeeeeeeee: Ha.
[15:06:32	]Vahh'Brun-Nox has fired a toolgun with the name: duplicator
[15:06:32	]Vahh'Brun-Nox has spawned 'models/vj_hlr/hl1/crystal.mdl'.
[15:06:35	]Vahh'Brun-Nox has fired a toolgun with the name: duplicator
[15:06:35	]Vahh'Brun-Nox has spawned 'models/vj_hlr/hl1/crystal.mdl'.
[15:06:46	]teeeeeeeeee entered observer.
[15:06:57	]Vahh'Brun-Nox has spawned 'models/vj_hlr/hl1/crystal.mdl'.
[15:07:04	]Vahh'Brun-Nox has fired a toolgun with the name: duplicator
[15:07:04	]Vahh'Brun-Nox has spawned 'models/vj_hlr/hl1/crystal.mdl'.
[15:07:11	]Vahh'Brun-Nox has fired a toolgun with the name: nocollideworld
[15:07:29	]Vahh'Brun-Nox entered observer.
[15:07:33	]Vahh'Brun-Nox exited observer at their location.
[15:07:41	]Vahh'Brun-Nox has spawned a 'Entity [5863][sent_vj_xen_hair]'.
[15:08:06	]Vahh'Brun-Nox entered observer.
[15:08:07	]teeeeeeeeee exited observer at their location.
[15:08:09	]teeeeeeeeee entered observer.
[15:08:09	]teeeeeeeeee exited observer at their location.
[15:08:10	]teeeeeeeeee entered observer.
[15:08:11	]Vahh'Brun-Nox has spawned a 'Entity [5865][sent_vj_xen_spore_medium]'.
[15:08:11	]teeeeeeeeee exited observer at their location.
[15:08:13	]teeeeeeeeee entered observer.
[15:08:14	]teeeeeeeeee exited observer at their location.
[15:08:14	]Vahh'Brun-Nox has fired a toolgun with the name: nocollideworld
[15:08:16	]teeeeeeeeee entered observer.
[15:08:16	]teeeeeeeeee exited observer at their location.
[15:08:18	]teeeeeeeeee entered observer.
[15:08:19	]teeeeeeeeee exited observer at their location.
[15:08:20	]teeeeeeeeee entered observer.
[15:08:27	]Vahh'Brun-Nox has spawned a 'Entity [5859][sent_vj_xen_plant_light]'.
[15:08:30	]teeeeeeeeee exited observer at their location.
[15:08:32	]teeeeeeeeee entered observer.
[15:08:32	]teeeeeeeeee exited observer at their location.
[15:08:34	]teeeeeeeeee entered observer.
[15:08:34	]teeeeeeeeee exited observer at their location.
[15:08:36	]teeeeeeeeee entered observer.
[15:08:36	]teeeeeeeeee exited observer at their location.
[15:08:38	]teeeeeeeeee entered observer.
[15:08:38	]teeeeeeeeee exited observer at their location.
[15:08:40	]teeeeeeeeee entered observer.
[15:08:41	]teeeeeeeeee exited observer at their location.
[15:08:42	]teeeeeeeeee entered observer.
[15:08:42	]teeeeeeeeee exited observer at their location.
[15:08:44	]teeeeeeeeee entered observer.
[15:08:44	]teeeeeeeeee exited observer at their location.
[15:08:46	]teeeeeeeeee entered observer.
[15:08:46	]Vahh'Brun-Nox exited observer at their location.
[15:08:47	]teeeeeeeeee exited observer at their location.
[15:08:48	]teeeeeeeeee entered observer.
[15:08:48	]teeeeeeeeee exited observer at their location.
[15:08:50	]teeeeeeeeee has taken 4 damage from worldspawn.
[15:08:50	]teeeeeeeeee entered observer.
[15:08:51	]teeeeeeeeee exited observer at their location.
[15:08:52	]teeeeeeeeee entered observer.
[15:08:52	]teeeeeeeeee exited observer at their location.
[15:08:53	]Vahh'Brun-Nox has spawned a 'Entity [5869][sent_vj_xen_plant_light]'.
[15:08:54	]teeeeeeeeee entered observer.
[15:08:55	]teeeeeeeeee exited observer at their location.
[15:08:56	]teeeeeeeeee entered observer.
[15:08:56	]teeeeeeeeee exited observer at their location.
[15:08:57	]Vahh'Brun-Nox entered observer.
[15:08:57	]teeeeeeeeee entered observer.
[15:08:59	]teeeeeeeeee exited observer at their location.
[15:09:00	]teeeeeeeeee entered observer.
[15:09:01	]teeeeeeeeee exited observer at their location.
[15:09:02	]teeeeeeeeee entered observer.
[15:09:03	]teeeeeeeeee exited observer at their location.
[15:09:03	]Vahh'Brun-Nox exited observer at their location.
[15:09:05	]teeeeeeeeee entered observer.
[15:09:06	]teeeeeeeeee exited observer at their location.
[15:09:07	]teeeeeeeeee entered observer.
[15:09:07	]Vahh'Brun-Nox entered observer.
[15:09:08	]teeeeeeeeee exited observer at their location.
[15:09:09	]teeeeeeeeee entered observer.
[15:09:09	]teeeeeeeeee exited observer at their location.
[15:09:09	]teeeeeeeeee entered observer.
[15:09:10	]teeeeeeeeee exited observer at their location.
[15:09:11	]teeeeeeeeee entered observer.
[15:09:12	]Vahh'Brun-Nox has spawned a 'Entity [5872][sent_vj_xen_spore_large]'.
[15:09:22	]Vahh'Brun-Nox exited observer at their location.
[15:09:36	]teeeeeeeeee exited observer at their location.
[15:09:38	]teeeeeeeeee entered observer.
[15:09:38	]teeeeeeeeee exited observer at their location.
[15:09:40	]teeeeeeeeee entered observer.
[15:09:41	]teeeeeeeeee exited observer at their location.
[15:09:42	]teeeeeeeeee entered observer.
[15:09:43	]teeeeeeeeee exited observer at their location.
[15:09:44	]teeeeeeeeee entered observer.
[15:09:44	]Vahh'Brun-Nox entered observer.
[15:09:44	]teeeeeeeeee exited observer at their location.
[15:09:45	]teeeeeeeeee has taken 1 damage from worldspawn.
[15:09:45	]teeeeeeeeee entered observer.
[15:09:46	]teeeeeeeeee exited observer at their location.
[15:09:47	]teeeeeeeeee entered observer.
[15:09:48	]teeeeeeeeee exited observer at their location.
[15:09:49	]teeeeeeeeee entered observer.
[15:09:49	]teeeeeeeeee exited observer at their location.
[15:09:50	]teeeeeeeeee entered observer.
[15:09:51	]teeeeeeeeee exited observer at their location.
[15:09:51	]Vahh'Brun-Nox has fired a toolgun with the name: advdupe2
[15:09:51	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:09:51	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:09:51	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:09:51	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:09:51	]Vahh'Brun-Nox has spawned 'models/vj_hlr/hl1/crystal.mdl'.
[15:09:51	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:09:51	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:09:51	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:09:51	]Vahh'Brun-Nox has spawned a 'Entity [5892][pfx5_01]'.
[15:09:51	]Vahh'Brun-Nox has spawned a 'Entity [5893][sent_vj_fireplace]'.
[15:09:51	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:09:51	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:09:51	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:09:51	]Vahh'Brun-Nox has spawned a 'Entity [5897][pfx5_01]'.
[15:09:51	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:09:52	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:09:52	]Vahh'Brun-Nox has spawned a 'Entity [5900][pfx5_03]'.
[15:09:52	]Vahh'Brun-Nox has spawned 'models/arid_valley_v2/arid_crystal_01_test_01_025.mdl'.
[15:09:52	]Vahh'Brun-Nox has spawned a 'Entity [5902][pfx5_01]'.
[15:09:52	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:09:52	]Vahh'Brun-Nox has spawned 'models/vj_hlr/hl1/crystal.mdl'.
[15:09:52	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[15:09:52	]Vahh'Brun-Nox has spawned a 'Entity [5906][pfx5_01]'.
[15:09:52	]Vahh'Brun-Nox has spawned 'models/vj_hlr/hl1/crystal.mdl'.
[15:09:52	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:09:52	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:09:52	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:09:52	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:09:52	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:09:52	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[15:09:52	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:09:52	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:09:52	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:09:52	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:09:52	]Vahh'Brun-Nox has spawned a 'Entity [5918][pfx5_01]'.
[15:09:53	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:09:53	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:09:53	]Vahh'Brun-Nox has spawned 'models/vj_hlr/hl1/crystal.mdl'.
[15:09:53	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:09:53	]teeeeeeeeee entered observer.
[15:09:53	]teeeeeeeeee exited observer at their location.
[15:09:55	]teeeeeeeeee entered observer.
[15:09:56	]teeeeeeeeee exited observer at their location.
[15:09:58	]teeeeeeeeee entered observer.
[15:09:59	]teeeeeeeeee exited observer at their location.
[15:10:00	]teeeeeeeeee entered observer.
[15:10:00	]teeeeeeeeee exited observer at their location.
[15:10:01	]teeeeeeeeee entered observer.
[15:10:01	]teeeeeeeeee exited observer at their location.
[15:10:02	]teeeeeeeeee entered observer.
[15:10:02	]teeeeeeeeee exited observer at their location.
[15:10:04	]teeeeeeeeee entered observer.
[15:10:05	]teeeeeeeeee exited observer at their location.
[15:10:06	]teeeeeeeeee has taken 8 damage from worldspawn.
[15:10:06	]teeeeeeeeee entered observer.
[15:10:07	]teeeeeeeeee exited observer at their location.
[15:10:09	]teeeeeeeeee entered observer.
[15:10:09	]teeeeeeeeee exited observer at their location.
[15:10:10	]teeeeeeeeee entered observer.
[15:10:10	]teeeeeeeeee exited observer at their location.
[15:10:12	]teeeeeeeeee entered observer.
[15:10:13	]teeeeeeeeee exited observer at their location.
[15:10:14	]teeeeeeeeee entered observer.
[15:10:14	]teeeeeeeeee exited observer at their location.
[15:10:15	]teeeeeeeeee entered observer.
[15:10:15	]teeeeeeeeee exited observer at their location.
[15:10:16	]Vahh'Brun-Nox has fired a toolgun with the name: advdupe2
[15:10:16	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:10:17	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:10:17	]Vahh'Brun-Nox has spawned a 'Entity [5874][pfx5_01]'.
[15:10:17	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:10:17	]Vahh'Brun-Nox has spawned 'models/vj_hlr/hl1/crystal.mdl'.
[15:10:17	]teeeeeeeeee entered observer.
[15:10:17	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:10:17	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:10:17	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[15:10:17	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:10:17	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:10:17	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:10:17	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:10:17	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[15:10:17	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:10:17	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:10:17	]teeeeeeeeee exited observer at their location.
[15:10:17	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:10:17	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:10:17	]Vahh'Brun-Nox has spawned a 'Entity [5901][pfx5_01]'.
[15:10:17	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:10:17	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:10:17	]Vahh'Brun-Nox has spawned a 'Entity [5904][sent_vj_fireplace]'.
[15:10:18	]Vahh'Brun-Nox has spawned 'models/arid_valley_v2/arid_crystal_01_test_01_025.mdl'.
[15:10:18	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:10:18	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:10:18	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[15:10:18	]Vahh'Brun-Nox has spawned a 'Entity [5909][pfx5_01]'.
[15:10:18	]Vahh'Brun-Nox has spawned 'models/vj_hlr/hl1/crystal.mdl'.
[15:10:18	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:10:18	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:10:18	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:10:18	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:10:18	]Vahh'Brun-Nox has spawned 'models/vj_hlr/hl1/crystal.mdl'.
[15:10:18	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[15:10:18	]Vahh'Brun-Nox has spawned a 'Entity [5917][pfx5_01]'.
[15:10:18	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[15:10:18	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:10:18	]Vahh'Brun-Nox has spawned a 'Entity [5920][pfx5_03]'.
[15:10:18	]Vahh'Brun-Nox has spawned 'models/props/ar_lunacy/moon_rocks/moon_cliff.mdl'.
[15:10:18	]Vahh'Brun-Nox has spawned a 'Entity [5922][pfx5_01]'.
[15:10:18	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:10:18	]Vahh'Brun-Nox has spawned 'models/hunter/plates/plate32x32.mdl'.
[15:10:19	]Vahh'Brun-Nox has spawned 'models/vj_hlr/hl1/crystal.mdl'.
[15:10:19	]teeeeeeeeee entered observer.
[15:10:19	]Vahh'Brun-Nox has spawned 'models/props/hr_massive/rock_wall_4/rock_wall_4.mdl'.
[15:10:19	]teeeeeeeeee exited observer at their location.
[15:10:20	]teeeeeeeeee entered observer.
[15:10:21	]teeeeeeeeee exited observer at their location.
[15:10:23	]teeeeeeeeee entered observer.
[15:10:23	]teeeeeeeeee exited observer at their location.
[15:10:25	]teeeeeeeeee entered observer.
[15:10:25	]teeeeeeeeee exited observer at their location.
[15:10:27	]teeeeeeeeee entered observer.
[15:10:27	]teeeeeeeeee exited observer at their location.
[15:10:28	]teeeeeeeeee entered observer.
[15:10:29	]teeeeeeeeee exited observer at their location.
[15:10:30	]teeeeeeeeee entered observer.
[15:10:31	]teeeeeeeeee exited observer at their location.
[15:10:32	]teeeeeeeeee entered observer.
[15:10:33	]teeeeeeeeee exited observer at their location.
[15:10:34	]teeeeeeeeee entered observer.
[15:10:35	]teeeeeeeeee exited observer at their location.
[15:10:36	]teeeeeeeeee entered observer.
[15:11:05	]Vahh'Brun-Nox exited observer at their location.
[15:11:10	]teeeeeeeeee exited observer at their location.
[15:11:12	]teeeeeeeeee entered observer.
[15:11:12	]teeeeeeeeee exited observer at their location.
[15:11:13	]teeeeeeeeee entered observer.
[15:11:13	]teeeeeeeeee exited observer at their location.
[15:11:14	]teeeeeeeeee entered observer.
[15:11:14	]teeeeeeeeee exited observer at their location.
[15:11:15	]teeeeeeeeee entered observer.
[15:11:15	]teeeeeeeeee exited observer at their location.
[15:11:17	]teeeeeeeeee entered observer.
[15:11:17	]teeeeeeeeee exited observer at their location.
[15:11:19	]teeeeeeeeee entered observer.
[15:11:19	]teeeeeeeeee exited observer at their location.
[15:11:20	]teeeeeeeeee entered observer.
[15:11:22	]teeeeeeeeee exited observer at their location.
[15:11:24	]teeeeeeeeee entered observer.
[15:11:24	]teeeeeeeeee exited observer at their location.
[15:11:25	]teeeeeeeeee entered observer.
[15:11:25	]teeeeeeeeee exited observer at their location.
[15:11:27	]teeeeeeeeee entered observer.
[15:11:28	]teeeeeeeeee exited observer at their location.
[15:11:29	]teeeeeeeeee entered observer.
[15:11:29	]teeeeeeeeee exited observer at their location.
[15:11:31	]teeeeeeeeee entered observer.
[15:11:31	]teeeeeeeeee exited observer at their location.
[15:11:32	]teeeeeeeeee entered observer.
[15:11:33	]teeeeeeeeee exited observer at their location.
[15:11:33	]teeeeeeeeee entered observer.
[15:11:34	]teeeeeeeeee exited observer at their location.
[15:11:35	]teeeeeeeeee entered observer.
[15:11:35	]teeeeeeeeee exited observer at their location.
[15:11:36	]teeeeeeeeee entered observer.
[15:11:36	]teeeeeeeeee exited observer at their location.
[15:11:37	]teeeeeeeeee entered observer.
[15:11:37	]teeeeeeeeee exited observer at their location.
[15:11:39	]teeeeeeeeee entered observer.
[15:11:39	]teeeeeeeeee exited observer at their location.
[15:11:40	]teeeeeeeeee entered observer.
[15:11:41	]teeeeeeeeee exited observer at their location.
[15:11:41	]teeeeeeeeee entered observer.
[15:11:42	]teeeeeeeeee exited observer at their location.
[15:11:42	]teeeeeeeeee entered observer.
[15:11:45	]teeeeeeeeee exited observer at their location.
[15:11:45	]teeeeeeeeee entered observer.
[15:11:45	]teeeeeeeeee exited observer at their location.
[15:11:46	]teeeeeeeeee entered observer.
[15:11:46	]teeeeeeeeee exited observer at their location.
[15:11:47	]teeeeeeeeee entered observer.
[15:11:48	]teeeeeeeeee exited observer at their location.
[15:11:49	]teeeeeeeeee entered observer.
[15:11:49	]teeeeeeeeee exited observer at their location.
[15:11:50	]teeeeeeeeee entered observer.
[15:11:50	]teeeeeeeeee exited observer at their location.
[15:11:53	]teeeeeeeeee entered observer.
[15:11:53	]teeeeeeeeee exited observer at their location.
[15:11:54	]teeeeeeeeee entered observer.
[15:11:54	]teeeeeeeeee exited observer at their location.
[15:11:55	]teeeeeeeeee entered observer.
[15:11:55	]teeeeeeeeee exited observer at their location.
[15:11:56	]teeeeeeeeee entered observer.
[15:11:57	]teeeeeeeeee exited observer at their location.
[15:11:57	]teeeeeeeeee entered observer.
[15:11:58	]Vahh'Brun-Nox has spawned 'models/jq/hlvr/props/xenpack/xen_antlion_cluster003.mdl'.
[15:11:58	]teeeeeeeeee exited observer at their location.
[15:12:00	]teeeeeeeeee entered observer.
[15:12:01	]teeeeeeeeee exited observer at their location.
[15:12:02	]teeeeeeeeee entered observer.
[15:12:07	]teeeeeeeeee exited observer at their location.
[15:12:08	]teeeeeeeeee entered observer.
[15:12:08	]teeeeeeeeee exited observer at their location.
[15:12:10	]teeeeeeeeee entered observer.
[15:12:11	]teeeeeeeeee exited observer at their location.
[15:12:12	]teeeeeeeeee entered observer.
