[02:43:32	]garry has connected.
[20:57:14	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:14	]Borg olaffson has fired a toolgun with the name: creator
[20:57:14	]Borg olaffson has spawned a 'NPC [3810][npc_vj_overwatch_soldier_z]'.
[20:57:14	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has taken 1 damage from entityflame.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has damaged npc_vj_stalker_z, dealing 25 with ix_hands
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has taken 1 damage from entityflame.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has taken 1 damage from entityflame.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong is fully healed.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has taken 1 damage from entityflame.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has damaged npc_vj_stalker_z, dealing 25 with ix_hands
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:15	]Xi-Gong has taken 1 damage from entityflame.
[20:57:15	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:16	]Xi-Gong has taken 1 damage from entityflame.
[20:57:16	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:16	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:16	]Xi-Gong has taken 1 damage from entityflame.
[20:57:16	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:16	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:16	]Borg olaffson has fired a toolgun with the name: creator
[20:57:16	]Borg olaffson has spawned a 'NPC [3883][npc_vj_overwatch_shotgunner_z]'.
[20:57:16	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:16	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:16	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:16	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:16	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:16	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:16	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:16	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:16	]Borg olaffson has fired a toolgun with the name: creator
[20:57:16	]Borg olaffson has spawned a 'NPC [3889][npc_vj_overwatch_shotgunner_z]'.
[20:57:16	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:16	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:16	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:16	]Xi-Gong has taken 18 damage from Overwatch Shotgunner.
[20:57:16	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Borg olaffson has fired a toolgun with the name: creator
[20:57:17	]Borg olaffson has spawned a 'NPC [2546][npc_vj_overwatch_shotgunner_z]'.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Borg olaffson has fired a toolgun with the name: creator
[20:57:17	]Borg olaffson has spawned a 'NPC [3865][npc_vj_overwatch_shotgunner_z]'.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:17	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:57:17	]Borg olaffson has fired a toolgun with the name: creator
[20:57:17	]Borg olaffson has spawned a 'NPC [3847][npc_vj_overwatch_shotgunner_z]'.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:17	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:57:17	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 12 damage from Overwatch Shotgunner.
[20:57:18	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]S10/OWS.GHOST-06 has given himself a pulse.
[20:57:18	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:18	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:57:18	]S10/OWS.GHOST-06 has gained a 'AR-2' #1660973.
[20:57:18	]Borg olaffson has fired a toolgun with the name: creator
[20:57:18	]Borg olaffson has spawned a 'NPC [3859][npc_vj_overwatch_shotgunner_z]'.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:18	]Xi-Gong has taken 18 damage from Overwatch Shotgunner.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 12 damage from Overwatch Shotgunner.
[20:57:18	]Xi-Gong has taken 12 damage from Overwatch Shotgunner.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 12 damage from Overwatch Shotgunner.
[20:57:18	]Xi-Gong has damaged npc_vj_stalker_z, dealing 25 with ix_hands
[20:57:18	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:18	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 4 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:57:19	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 18 damage from Overwatch Shotgunner.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:19	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:57:19	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 12 damage from Overwatch Shotgunner.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong is fully healed.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:20	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:20	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:57:20	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]S10/OWS.GHOST-06 ran 'Equip' on item 'AR-2' (#1660973)
[20:57:21	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:21	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 18 damage from Overwatch Shotgunner.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 12 damage from Overwatch Shotgunner.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 12 damage from Overwatch Shotgunner.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:21	]Xi-Gong has taken 18 damage from Overwatch Shotgunner.
[20:57:21	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has damaged npc_vj_stalker_z, dealing 25 with ix_hands
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:22	]Xi-Gong has taken 12 damage from Overwatch Shotgunner.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]S10/OWS.GHOST-06 ran 'use' on item 'Pulse-Rifle Energy' (#1658846)
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 30 damage from Overwatch Shotgunner.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:22	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:23	]Xi-Gong has taken 12 damage from Overwatch Shotgunner.
[20:57:23	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:23	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:23	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:23	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:23	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:57:23	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:23	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:23	]Xi-Gong has taken 18 damage from Overwatch Shotgunner.
[20:57:23	]Xi-Gong has taken 6 damage from Overwatch Shotgunner.
[20:57:23	]Xi-Gong has taken 12 damage from Overwatch Shotgunner.
[20:57:23	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:23	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:23	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:23	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:23	]S10/OWS.GHOST-06 ran 'use' on item 'Pulse-Rifle Energy' (#1658847)
[20:57:23	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:23	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:23	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:23	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:23	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:23	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:23	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:23	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:23	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:24	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:24	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:24	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:24	]Xi-Gong has taken 18 damage from Overwatch Shotgunner.
[20:57:24	]Xi-Gong has damaged npc_vj_stalker_z, dealing 25 with ix_hands
[20:57:24	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:24	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:24	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:24	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:24	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:24	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:24	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:25	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:25	]Xi-Gong has damaged npc_vj_stalker_z, dealing 25 with ix_hands
[20:57:25	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:25	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:25	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:25	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:25	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:25	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:25	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:25	]Xi-Gong is fully healed.
[20:57:25	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:25	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:25	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:25	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:25	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:25	]Xi-Gong has damaged npc_vj_stalker_z, dealing 25 with ix_hands
[20:57:25	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:25	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:25	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:26	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:26	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:26	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:26	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:26	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:26	][IC] S10/OWS.GHOST-06: <:: ~ammo. ::>
[20:57:26	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:26	]Xi-Gong has taken 12 damage from Overwatch Shotgunner.
[20:57:26	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:26	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:26	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:26	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:26	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:26	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:26	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:26	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 25 damage from obj_vj_extractor_z.
[20:57:27	]Borg olaffson has taken 25 damage from obj_vj_extractor_z.
[20:57:27	]Xi-Gong has taken 12 damage from Overwatch Soldier.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 25 damage from obj_vj_extractor_z.
[20:57:27	]Borg olaffson has taken 25 damage from obj_vj_extractor_z.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has damaged npc_vj_stalker_z, dealing 25 with ix_hands
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Borg olaffson is fully healed.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:27	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:28	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:28	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:28	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:28	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:28	]Xi-Gong has damaged npc_vj_stalker_z, dealing 25 with ix_hands
[20:57:28	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:28	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:28	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:28	]Xi-Gong has taken 2 damage from Combine Stalker.
[20:57:28	]Xi-Gong has taken 2 damage from Combine Stalker.
