[17:06:41	]M!NT has connected.
[21:37:35	][OOC] galunga: well it has huge potential nonetheless
[21:37:42	][OOC] galunga: secretary could be more important as a result
[21:37:47	][OOC] test char: tyty. connector almost ready too
[21:37:57	][OOC] test char: all part of the summer update <3
[21:38:01	][OOC] galunga: :D
[21:38:03	][OOC] test char: the M!NT update
[21:38:10	][OOC] galunga: its aaaaall coming together
[21:38:12	][OOC] test char: the "M!NT is laid off so he has nothing else to do right now" update
[21:38:20	][OOC] galunga: whop-whoop!
[21:38:26	][OOC] test char: ok byebbeyeee
[21:38:29	][OOC] galunga: z3
[21:38:29	]M!NT (STEAM_0:1:120751263) has disconnected.
[21:38:30	][OOC] galunga: <3
[21:38:32	][OOC] galunga: well done!
[21:38:46	]Atle (STEAM_0:0:21027108) has disconnected.
