[13:27:13	]Ozzekiel has connected.
[18:23:59	]Gah'Lung'Gah has taken 40 damage from THE VORTICOCK.
[18:23:59	]vortivort has taken 40 damage from THE VORTICOCK.
[18:23:59	]1231 3123 is fully healed.
[18:23:59	]vortivort is fully healed.
[18:24:00	]Gah'Lung'Gah has taken 40 damage from 1231 3123.
[18:24:00	]THE VORTICOCK has taken 40 damage from 1231 3123.
[18:24:00	]vortivort has taken 40 damage from 1231 3123.
[18:24:01	]Gah'Lung'Gah used command '/VortStun'.
[18:24:01	]1231 3123 has taken 96 damage from vortivort.
[18:24:01	]Gah'Lung'Gah has taken 96 damage from vortivort.
[18:24:02	]THE VORTICOCK is fully healed.
[18:24:04	]1231 3123 is fully healed.
[18:24:04	]1231 3123 used command '/CharGetUp'.
[18:24:04	]vortivort is fully healed.
[18:24:05	]1231 3123 used command '/CharGetUp'.
[18:24:05	][IC] Gah'Lung'Gah: Lol.
[18:24:05	]THE VORTICOCK has gained level 1 in the Vortessence skill.
[18:24:06	]1231 3123 used command '/CharGetUp'.
[18:24:06	][IC] Gah'Lung'Gah: Lmao even.
[18:24:07	]THE VORTICOCK has taken 96 damage from vortivort.
[18:24:12	]THE VORTICOCK is fully healed.
[18:24:12	]Gah'Lung'Gah has taken 60 damage from THE VORTICOCK.
[18:24:12	]vortivort has taken 60 damage from THE VORTICOCK.
[18:24:12	][IC] Gah'Lung'Gah: Lmao even.
[18:24:13	]1231 3123 used command '/CharGetUp'.
[18:24:14	]THE VORTICOCK has taken 96 damage from vortivort.
[18:24:14	]vortivort is fully healed.
[18:24:15	]1231 3123 used command '/CharGetUp'.
[18:24:15	]Gah'Lung'Gah has taken 60 damage from THE VORTICOCK.
[18:24:16	]Gah'Lung'Gah used command '/VortStun'.
[18:24:17	]THE VORTICOCK is fully healed.
[18:24:17	]1231 3123 has taken 96 damage from vortivort.
[18:24:17	]Gah'Lung'Gah has taken 96 damage from vortivort.
[18:24:18	]1231 3123 used command '/CharGetUp'.
[18:24:19	]Gah'Lung'Gah has taken 60 damage from THE VORTICOCK.
[18:24:19	]THE VORTICOCK has gained level 2 in the Vortessence skill.
[18:24:19	]1231 3123 is fully healed.
[18:24:20	]Gah'Lung'Gah has taken 96 damage from vortivort.
[18:24:23	]Gah'Lung'Gah used command '/VortStun'.
[18:24:23	]Golongo was knocked unconscious and is bleeding out.
[18:24:23	]THE VORTICOCK has taken 96 damage from vortivort.
[18:24:26	]THE VORTICOCK has taken 96 damage from vortivort.
[18:24:27	]THE VORTICOCK is fully healed.
[18:24:27	][IC] Gah'Lung'Gah: Lmao even.
[18:24:28	]Gah'Lung'Gah has taken 60 damage from THE VORTICOCK.
[18:24:28	]vortivort has taken 60 damage from THE VORTICOCK.
[18:24:29	]vortivort is fully healed.
[18:24:30	]Gah'Lung'Gah has taken 96 damage from vortivort.
[18:24:31	]vortivort has taken 60 damage from THE VORTICOCK.
[18:24:31	]Gah'Lung'Gah used command '/VortStun'.
[18:24:34	]vortivort has taken 60 damage from THE VORTICOCK.
[18:24:34	]vortivort is fully healed.
[18:24:38	]Gah'Lung'Gah used command '/VortStun'.
[18:24:39	]Gah'Lung'Gah used command '/VortStun'.
[18:24:39	]Gah'Lung'Gah has taken 55 damage from vortivort.
[18:24:40	]Gah'Lung'Gah has taken 55 damage from vortivort.
[18:24:41	]Gah'Lung'Gah used command '/VortStun'.
[18:24:41	]Gah'Lung'Gah has taken 55 damage from vortivort.
[18:24:42	]Gah'Lung'Gah has taken 55 damage from vortivort.
[18:24:43	]Gah'Lung'Gah has taken 55 damage from vortivort.
[18:24:43	]Gah'Lung'Gah used command '/VortStun'.
[18:24:44	]Gah'Lung'Gah used command '/VortStun'.
[18:24:44	]Gah'Lung'Gah has taken 55 damage from vortivort.
[18:24:45	]Gah'Lung'Gah has taken 55 damage from vortivort.
[18:24:46	]Gah'Lung'Gah has taken 55 damage from vortivort.
[18:24:47	]Gah'Lung'Gah has taken 55 damage from vortivort.
[18:24:48	][IC] Gah'Lung'Gah: Why can i not vortstun u.
[18:24:48	]Gah'Lung'Gah has taken 55 damage from vortivort.
[18:24:49	][OOC] 1231 3123: aaaaa I can't move after vortstun
[18:24:49	]Gah'Lung'Gah has taken 55 damage from vortivort.
[18:24:49	]1231 3123 entered observer.
[18:24:50	]Gah'Lung'Gah has taken 55 damage from vortivort.
[18:24:50	][IC] Gah'Lung'Gah: Why can i not vortstun u.
[18:24:50	]1231 3123 exited observer at their location.
[18:24:50	]1231 3123 has taken 2 damage from worldspawn.
[18:24:50	]Gah'Lung'Gah has taken 55 damage from vortivort.
[18:24:51	]Gah'Lung'Gah used command '/VortStun'.
[18:24:52	][IC] vortivort: Haha.
[18:24:52	]Gah'Lung'Gah has taken 55 damage from vortivort.
[18:24:53	]Gah'Lung'Gah used command '/VortStun'.
[18:24:53	]Gah'Lung'Gah has taken 55 damage from vortivort.
[18:24:54	]1231 3123 is fully healed.
[18:24:55	]THE VORTICOCK used command '/CharGiveFlag Vorticock q'.
[18:24:55	][IC] Gah'Lung'Gah: AAAAAAAA.
[18:24:56	][IC] Golongo: RUDE.
[18:25:00	]Golongo was killed while bleeding out.
[18:25:00	]worldspawn has killed Golongo.
[18:25:04	][IC] vortivort: Uhm.
[18:25:05	]1231 3123 entered observer.
[18:25:06	]1231 3123 exited observer at their location.
[18:25:07	]1231 3123 entered observer.
[18:25:08	]1231 3123 exited observer at their location.
[18:25:13	]Gah'Lung'Gah used command '/SetVortalEnergy Gah 100000000000000000000000'.
[18:25:17	][IC] vortivort: When did you was.
[18:25:18	]Gah'Lung'Gah used command '/VortStun'.
[18:25:19	][IC] vortivort: Vortstunned.
[18:25:21	][IC] 1231 3123: Rn.
[18:25:21	]Gah'Lung'Gah used command '/VortStun'.
[18:25:23	]Gah'Lung'Gah used command '/VortStun'.
[18:25:25	][IC] vortivort: In what moment i mean.
[18:25:27	][IC] Gah'Lung'Gah: WHY CAN I NOT VORTSTUN ANY OF YOU.
[18:25:27	][IC] vortivort: You were using.
[18:25:28	]THE VORTICOCK has gained level 50 in the Vortessence skill.
[18:25:28	]THE VORTICOCK used command '/CharSkillAdd Vorticock Vort 50'.
[18:25:29	][IC] vortivort: Some ability.
[18:25:30	][IC] vortivort: Or idk.
[18:25:30	][IC] Gah'Lung'Gah: WHY CAN I NOT VORTSTUN ANY OF YOU.
[18:25:32	]Gah'Lung'Gah used command '/VortStun'.
[18:25:36	]Gah'Lung'Gah has taken 96 damage from THE VORTICOCK.
[18:25:36	][IC] Gah'Lung'Gah: GRTAAAAAAAAAAAGh.
[18:25:37	][IC] 1231 3123: When I used vortslam.
[18:25:37	]vortivort used command '/VortStun'.
[18:25:40	]1231 3123 has taken 15 damage from Gah'Lung'Gah.
[18:25:40	]THE VORTICOCK has taken 15 damage from Gah'Lung'Gah.
[18:25:40	]vortivort has taken 15 damage from Gah'Lung'Gah.
[18:25:40	]vortivort has taken 1 damage from entityflame.
[18:25:40	]1231 3123 has taken 1 damage from entityflame.
[18:25:40	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:40	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:40	]vortivort has taken 1 damage from entityflame.
[18:25:40	]1231 3123 has taken 1 damage from entityflame.
[18:25:40	]1231 3123 has taken 1 damage from entityflame.
[18:25:40	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:40	]vortivort has taken 1 damage from entityflame.
[18:25:40	]vortivort used command '/VortStun'.
[18:25:40	]1231 3123 has taken 1 damage from entityflame.
[18:25:40	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:40	]vortivort has taken 1 damage from entityflame.
[18:25:41	]1231 3123 has taken 1 damage from entityflame.
[18:25:41	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:41	]vortivort has taken 1 damage from entityflame.
[18:25:41	]1231 3123 has taken 1 damage from entityflame.
[18:25:41	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:41	]vortivort has taken 1 damage from entityflame.
[18:25:41	]Hiros | Error 410 (STEAM_0:1:54068821) has disconnected.
[18:25:41	]1231 3123 has taken 1 damage from entityflame.
[18:25:41	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:41	]vortivort has taken 1 damage from entityflame.
[18:25:41	]1231 3123 has taken 1 damage from entityflame.
[18:25:41	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:41	]vortivort has taken 1 damage from entityflame.
[18:25:41	]1231 3123 has taken 1 damage from entityflame.
[18:25:41	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:41	]vortivort has taken 1 damage from entityflame.
[18:25:42	]1231 3123 has taken 1 damage from entityflame.
[18:25:42	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:42	]vortivort has taken 1 damage from entityflame.
[18:25:42	]THE VORTICOCK is fully healed.
[18:25:42	]1231 3123 has taken 1 damage from entityflame.
[18:25:42	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:42	]vortivort has taken 1 damage from entityflame.
[18:25:42	]1231 3123 has taken 1 damage from entityflame.
[18:25:42	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:42	]vortivort has taken 1 damage from entityflame.
[18:25:42	]1231 3123 has taken 1 damage from entityflame.
[18:25:42	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:42	]vortivort has taken 1 damage from entityflame.
[18:25:42	]1231 3123 has taken 40 damage from THE VORTICOCK.
[18:25:42	]Gah'Lung'Gah has taken 40 damage from THE VORTICOCK.
[18:25:42	]vortivort has taken 40 damage from THE VORTICOCK.
[18:25:42	]1231 3123 has taken 1 damage from entityflame.
[18:25:42	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:42	]vortivort has taken 1 damage from entityflame.
[18:25:43	]vortivort has taken 1 damage from entityflame.
[18:25:43	]1231 3123 has taken 1 damage from entityflame.
[18:25:43	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:43	]vortivort has taken 1 damage from entityflame.
[18:25:43	]1231 3123 has taken 1 damage from entityflame.
[18:25:43	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:43	]vortivort has taken 1 damage from entityflame.
[18:25:43	]1231 3123 has taken 1 damage from entityflame.
[18:25:43	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:43	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:43	]vortivort has taken 1 damage from entityflame.
[18:25:43	]1231 3123 has taken 1 damage from entityflame.
[18:25:43	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:43	]vortivort has taken 1 damage from entityflame.
[18:25:43	]1231 3123 has taken 1 damage from entityflame.
[18:25:44	]1231 3123 has taken 1 damage from entityflame.
[18:25:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:44	]vortivort has taken 1 damage from entityflame.
[18:25:44	]1231 3123 has taken 1 damage from entityflame.
[18:25:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:44	]vortivort has taken 1 damage from entityflame.
[18:25:44	]1231 3123 has taken 1 damage from entityflame.
[18:25:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:44	]vortivort has taken 1 damage from entityflame.
[18:25:44	]1231 3123 is fully healed.
[18:25:44	]1231 3123 has taken 1 damage from entityflame.
[18:25:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:44	]vortivort has taken 1 damage from entityflame.
[18:25:44	]1231 3123 has taken 1 damage from entityflame.
[18:25:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:44	]vortivort has taken 1 damage from entityflame.
[18:25:44	]vortivort is fully healed.
[18:25:45	]1231 3123 has taken 1 damage from entityflame.
[18:25:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:45	]vortivort has taken 1 damage from entityflame.
[18:25:45	]1231 3123 has taken 1 damage from entityflame.
[18:25:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:45	]vortivort has taken 1 damage from entityflame.
[18:25:45	][IC] Gah'Lung'Gah: Ow.
[18:25:45	]1231 3123 has taken 1 damage from entityflame.
[18:25:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:45	]vortivort has taken 1 damage from entityflame.
[18:25:45	]1231 3123 has taken 1 damage from entityflame.
[18:25:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:45	]vortivort has taken 1 damage from entityflame.
[18:25:45	]1231 3123 has taken 1 damage from entityflame.
[18:25:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:45	]vortivort has taken 1 damage from entityflame.
[18:25:46	]1231 3123 has taken 1 damage from entityflame.
[18:25:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:46	]vortivort has taken 1 damage from entityflame.
[18:25:46	]1231 3123 has taken 1 damage from entityflame.
[18:25:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:46	]vortivort has taken 1 damage from entityflame.
[18:25:46	]1231 3123 has taken 1 damage from entityflame.
[18:25:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:46	]vortivort has taken 1 damage from entityflame.
[18:25:46	]1231 3123 has taken 1 damage from entityflame.
[18:25:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:46	]vortivort has taken 1 damage from entityflame.
[18:25:46	]vortivort has taken 1 damage from entityflame.
[18:25:46	]1231 3123 has taken 1 damage from entityflame.
[18:25:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:47	]vortivort has taken 1 damage from entityflame.
[18:25:47	]1231 3123 has taken 1 damage from entityflame.
[18:25:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:47	]THE VORTICOCK is fully healed.
[18:25:47	]vortivort has taken 1 damage from entityflame.
[18:25:47	]1231 3123 has taken 1 damage from entityflame.
[18:25:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:47	]vortivort has taken 1 damage from entityflame.
[18:25:47	]1231 3123 has taken 1 damage from entityflame.
[18:25:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:47	]vortivort has taken 1 damage from entityflame.
[18:25:47	]1231 3123 has taken 1 damage from entityflame.
[18:25:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:47	]vortivort has taken 1 damage from entityflame.
[18:25:47	]1231 3123 has taken 1 damage from entityflame.
[18:25:48	]1231 3123 has taken 1 damage from entityflame.
[18:25:48	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:48	]vortivort has taken 1 damage from entityflame.
[18:25:48	]1231 3123 has taken 1 damage from entityflame.
[18:25:48	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:48	]vortivort has taken 1 damage from entityflame.
[18:25:48	]vortivort used command '/AddVortalEnergy ^ 100'.
[18:25:48	]1231 3123 has taken 1 damage from entityflame.
[18:25:48	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:48	]vortivort has taken 1 damage from entityflame.
[18:25:48	]1231 3123 has taken 1 damage from entityflame.
[18:25:48	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:48	]vortivort has taken 1 damage from entityflame.
[18:25:48	]1231 3123 has taken 1 damage from entityflame.
[18:25:48	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:48	]vortivort has taken 1 damage from entityflame.
[18:25:49	]1231 3123 has taken 1 damage from entityflame.
[18:25:49	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:49	]vortivort has taken 1 damage from entityflame.
[18:25:49	]1231 3123 has taken 1 damage from entityflame.
[18:25:49	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:49	]vortivort has taken 1 damage from entityflame.
[18:25:49	]1231 3123 has taken 1 damage from entityflame.
[18:25:49	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:49	]vortivort has taken 1 damage from entityflame.
[18:25:49	]1231 3123 is fully healed.
[18:25:49	]1231 3123 has taken 1 damage from entityflame.
[18:25:49	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:49	]vortivort has taken 1 damage from entityflame.
[18:25:49	][IC] vortivort: Got it.
[18:25:49	]1231 3123 has taken 1 damage from entityflame.
[18:25:49	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:49	]vortivort has taken 1 damage from entityflame.
[18:25:49	]vortivort is fully healed.
[18:25:50	]vortivort has taken 1 damage from entityflame.
[18:25:50	]1231 3123 has taken 1 damage from entityflame.
[18:25:50	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:50	]vortivort has taken 1 damage from entityflame.
[18:25:50	]1231 3123 has taken 1 damage from entityflame.
[18:25:50	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:50	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:50	]vortivort has taken 1 damage from entityflame.
[18:25:50	]1231 3123 has taken 1 damage from entityflame.
[18:25:50	]1231 3123 has taken 1 damage from entityflame.
[18:25:50	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:50	]vortivort has taken 1 damage from entityflame.
[18:25:50	]1231 3123 has taken 1 damage from entityflame.
[18:25:50	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:50	]vortivort has taken 1 damage from entityflame.
[18:25:51	]1231 3123 has taken 1 damage from entityflame.
[18:25:51	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:51	]vortivort has taken 1 damage from entityflame.
[18:25:51	]1231 3123 has taken 1 damage from entityflame.
[18:25:51	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:51	]vortivort has taken 1 damage from entityflame.
[18:25:51	]1231 3123 has taken 1 damage from entityflame.
[18:25:51	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:51	]vortivort has taken 1 damage from entityflame.
[18:25:51	]1231 3123 has taken 1 damage from entityflame.
[18:25:51	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:51	]vortivort has taken 1 damage from entityflame.
[18:25:51	]1231 3123 has taken 1 damage from entityflame.
[18:25:51	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:51	]vortivort has taken 1 damage from entityflame.
[18:25:52	]1231 3123 has taken 1 damage from entityflame.
[18:25:52	]THE VORTICOCK has taken 1 damage from entityflame.
[18:25:52	]vortivort has taken 1 damage from entityflame.
[18:25:52	]THE VORTICOCK is fully healed.
[18:25:54	]1231 3123 is fully healed.
[18:25:54	]vortivort is fully healed.
[18:25:55	][IC] vortivort: I know why is that happening actually.
[18:25:56	][OOC] 1231 3123: I can't move after being stunned in a mid-use of vortslam
[18:25:59	][OOC] 1231 3123: ah
[18:26:07	][IC] vortivort: Just reload your character to fix.
[18:26:11	][IC] vortivort: I'll push a fix now.
[18:26:20	][OOC] THE VORTICOCK: how does being a vortigaunt *work* btw
[18:26:21	]kawasaniac loaded the character '23123131 3213 1'
[18:26:32	][OOC] THE VORTICOCK: how tf do I regen my vort stuff
[18:26:35	]kawasaniac loaded the character '1231 3123'
[18:26:48	][OOC] 1231 3123: only by food or medicine
[18:26:51	][IC] Gah'Lung'Gah: Hi.
[18:26:57	]THE VORTICOCK has given himself a artificial_meatpaste.
[18:26:57	]THE VORTICOCK has gained a 'Artificial Meat Paste' #1650143.
[18:26:57	][OOC] Gah'Lung'Gah: what about /vortmeditate
[18:26:59	]THE VORTICOCK ran 'Consume' on item 'Artificial Meat Paste' (#1650143)
[18:26:59	]THE VORTICOCK has gained a level 2 long boost in Strength.
[18:26:59	]THE VORTICOCK has gained a level 2 long boost in Intelligence.
[18:26:59	]THE VORTICOCK has gained a 'Empty Jar' #1650144.
[18:27:02	]Gah'Lung'Gah used command '/VortStun'.
[18:27:07	]Gah'Lung'Gah used command '/VortStun'.
[18:27:08	]Gah'Lung'Gah used command '/VortStun'.
[18:27:10	]Gah'Lung'Gah used command '/VortStun'.
[18:27:15	][OOC] 1231 3123: not sure, better to ask naast
[18:27:19	][OOC] Gah'Lung'Gah: also I cannot vortstun anyone any more :(
[18:27:20	]Gah'Lung'Gah entered observer.
[18:27:24	]Gah'Lung'Gah exited observer at their location.
[18:27:25	]Gah'Lung'Gah entered observer.
[18:27:25	]Gah'Lung'Gah exited observer at their location.
[18:27:26	]THE VORTICOCK has given himself a drink_bourbon.
[18:27:26	]THE VORTICOCK has gained a 'Bourbon' #1650145.
[18:27:27	]1231 3123 used command '/PrintStaffList'.
[18:27:27	]THE VORTICOCK ran 'Consume' on item 'Bourbon' (#1650145)
[18:27:27	]THE VORTICOCK has gained a level 4 long boost in Strength.
[18:27:27	]THE VORTICOCK has gained a level -2 long boost in Perception.
[18:27:27	]THE VORTICOCK has gained a 'Empty Bourbon Bottle' #1650146.
[18:27:27	]Gah'Lung'Gah has given himself a xen_concoction.
[18:27:27	]Gah'Lung'Gah has gained a 'Extract Concoction' #1650147.
[18:27:31	]Gah'Lung'Gah ran 'Consume' on item 'Extract Concoction' (#1650147)
[18:27:31	]Gah'Lung'Gah has gained a level 15 long boost in Strength.
[18:27:31	]Gah'Lung'Gah has gained a level 15 long boost in Agility.
[18:27:31	]Gah'Lung'Gah has gained a level 15 long boost in Intelligence.
[18:27:31	]Gah'Lung'Gah has gained a level 15 long boost in Perception.
[18:27:34	][IC] Gah'Lung'Gah: Galanga.
[18:27:37	]THE VORTICOCK has given himself a xen_stew.
[18:27:37	]THE VORTICOCK has gained a 'Xenian Stew' #1650148.
[18:27:38	]THE VORTICOCK has given himself a xen_pie.
[18:27:38	]THE VORTICOCK has gained a 'Xenian Pie' #1650149.
[18:27:43	]Gah'Lung'Gah used command '/VortStun'.
[18:27:46	][IC] Gah'Lung'Gah: Wait.
[18:27:47	][IC] 1231 3123: Vortcock.
[18:27:49	][IC] Gah'Lung'Gah: Does taking extract.
[18:27:53	][IC] THE VORTICOCK: Yes.
[18:27:53	][IC] Gah'Lung'Gah: Make all vorts nearby also extracted.
[18:27:55	][IC] Gah'Lung'Gah: Guh.
[18:27:55	][OOC] vortivort: /entermeditation
[18:27:57	][IC] Gah'Lung'Gah: That's powerful.
[18:27:58	][IC] THE VORTICOCK: Apparently.
[18:28:00	][IC] Gah'Lung'Gah: Lmao.
[18:28:05	]THE VORTICOCK ran 'Consume' on item 'Xenian Pie' (#1650149)
[18:28:05	]THE VORTICOCK has gained a level 7 long boost in Strength.
[18:28:05	]THE VORTICOCK has gained a level 7 long boost in Agility.
[18:28:05	]THE VORTICOCK has gained a level 7 long boost in Intelligence.
[18:28:05	]THE VORTICOCK has gained a level 7 long boost in Perception.
[18:28:07	]1231 3123 used command '/EnterMeditation'.
[18:28:09	]THE VORTICOCK ran 'Consume' on item 'Xenian Stew' (#1650148)
[18:28:09	]THE VORTICOCK has wasted a level 7 long boost in Strength (current: 0; target: 7).
[18:28:09	]THE VORTICOCK has wasted a level 7 long boost in Agility (current: 0; target: 7).
[18:28:09	]THE VORTICOCK has wasted a level 7 long boost in Intelligence (current: 0; target: 7).
[18:28:09	]THE VORTICOCK has wasted a level 7 long boost in Perception (current: 0; target: 7).
[18:28:13	]1231 3123 has taken 96 damage from THE VORTICOCK.
[18:28:13	]Gah'Lung'Gah has taken 96 damage from THE VORTICOCK.
[18:28:13	]vortivort has taken 96 damage from THE VORTICOCK.
[18:28:14	]vortivort is fully healed.
[18:28:15	][IC] vortivort: Its useless now.
[18:28:17	][IC] 1231 3123: Gung...
[18:28:18	][IC] 1231 3123: Done!
[18:28:21	][IC] vortivort: You have a buff lulw.
[18:28:22	]THE VORTICOCK has spawned a 'NPC [422][npc_antlionguard]'.
[18:28:24	]Gah'Lung'Gah has taken 20 damage from npc_antlionguard.
[18:28:27	]1231 3123 has taken 10 damage from npc_antlionguard.
[18:28:27	]1231 3123 has taken 10 damage from npc_antlionguard.
[18:28:27	]1231 3123 was knocked unconscious and is bleeding out.
[18:28:28	]THE VORTICOCK has taken 10 damage from npc_antlionguard.
[18:28:28	]THE VORTICOCK has taken 10 damage from npc_antlionguard.
[18:28:28	]1231 3123 has used a context menu option with the name: remove
[18:28:29	]1231 3123 used command '/CharGetUp'.
[18:28:30	]1231 3123 used command '/CharGetUp'.
[18:28:30	]1231 3123 was killed while bleeding out.
[18:28:30	]Gah'Lung'Gah has killed 1231 3123 with ix_vortpyro.
[18:28:30	]THE VORTICOCK has taken 15 damage from Gah'Lung'Gah.
[18:28:30	]vortivort has taken 15 damage from Gah'Lung'Gah.
[18:28:30	]vortivort has taken 1 damage from entityflame.
[18:28:30	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:31	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:31	]vortivort has taken 1 damage from entityflame.
[18:28:31	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:31	]vortivort has taken 1 damage from entityflame.
[18:28:31	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:31	]vortivort has taken 1 damage from entityflame.
[18:28:31	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:31	]vortivort has taken 1 damage from entityflame.
[18:28:31	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:31	]vortivort has taken 1 damage from entityflame.
[18:28:32	]1231 3123 used command '/CharGetUp'.
[18:28:32	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:32	]vortivort has taken 1 damage from entityflame.
[18:28:32	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:32	]vortivort has taken 1 damage from entityflame.
[18:28:32	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:32	]vortivort has taken 1 damage from entityflame.
[18:28:32	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:32	]vortivort has taken 1 damage from entityflame.
[18:28:32	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:32	]vortivort has taken 1 damage from entityflame.
[18:28:33	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:33	]vortivort has taken 1 damage from entityflame.
[18:28:33	]1231 3123 used command '/CharGetUp'.
[18:28:33	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:33	]vortivort has taken 1 damage from entityflame.
[18:28:33	]vortivort has taken 1 damage from entityflame.
[18:28:33	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:33	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:33	]vortivort has taken 1 damage from entityflame.
[18:28:33	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:33	]vortivort has taken 1 damage from entityflame.
[18:28:34	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:34	]vortivort has taken 1 damage from entityflame.
[18:28:34	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:34	]vortivort has taken 1 damage from entityflame.
[18:28:34	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:34	]vortivort has taken 1 damage from entityflame.
[18:28:34	]1231 3123 used command '/CharGetUp'.
[18:28:34	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:34	]vortivort has taken 1 damage from entityflame.
[18:28:34	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:34	]vortivort has taken 1 damage from entityflame.
[18:28:34	]vortivort is fully healed.
[18:28:35	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:35	]vortivort has taken 1 damage from entityflame.
[18:28:35	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:35	]vortivort has taken 1 damage from entityflame.
[18:28:35	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:35	]vortivort has taken 1 damage from entityflame.
[18:28:35	]1231 3123 used command '/CharGetUp'.
[18:28:35	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:35	]vortivort has taken 1 damage from entityflame.
[18:28:35	]THE VORTICOCK has taken 15 damage from Gah'Lung'Gah.
[18:28:35	]vortivort has taken 15 damage from Gah'Lung'Gah.
[18:28:35	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:35	]vortivort has taken 1 damage from entityflame.
[18:28:36	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:36	]vortivort has taken 1 damage from entityflame.
