[05:50:28	]ryebredd has connected.
[22:14:08	]Ilya Zima entered observer.
[22:14:10	]Ilya Zima exited observer at their location.
[22:14:10	]Ilya Zima entered observer.
[22:15:37	]Drakk has gone afk.
[22:17:42	]Ilya Zima exited observer at their location.
[22:17:43	]Ilya Zima entered observer.
[22:17:47	]Drakk is no longer afk. Total time spent AFK: 425
[22:20:55	][OOC] Ilya Zima: https://steamcommunity.com/sharedfiles/filedetails/?id=1834065076&searchtext=beta+bus
[22:21:02	][OOC] Ilya Zima: we need it
[22:24:47	]Drakk has gone afk.
[22:24:50	]Ilya Zima exited observer at their location.
[22:24:52	]Ilya Zima entered observer.
[22:24:52	]Drakk is no longer afk. Total time spent AFK: 300
[22:24:52	]Ilya Zima exited observer at their location.
[22:24:55	]Ilya Zima entered observer.
[22:26:55	]Ilya Zima exited observer at their location.
[22:26:55	]Ilya Zima entered observer.
[22:26:55	]Ilya Zima exited observer at their location.
[22:26:57	]Ilya Zima entered observer.
[22:27:16	]Ilya Zima exited observer at their location.
[22:27:17	]Ilya Zima entered observer.
[22:27:34	]Ilya Zima exited observer at their location.
[22:27:37	]Ilya Zima entered observer.
[22:27:47	]Ilya Zima exited observer at their location.
[22:27:47	]Ilya Zima entered observer.
[22:28:38	]Ilya Zima exited observer at their location.
[22:28:58	]Drakk has spawned 'models/props_combine/railing_512.mdl'.
[22:29:06	]ZeroPants (STEAM_0:1:94990857) has disconnected.
[22:29:13	]Drakk has enabled persistence for 'models/props_combine/railing_512.mdl'.
[22:29:13	]Drakk has used a context menu option with the name: persist
[22:29:18	]Drakk has spawned 'models/props_combine/railing_256.mdl'.
[22:29:20	]Drakk has spawned 'models/props_combine/railing_512.mdl'.
[22:29:43	]Drakk has spawned 'models/props_combine/railing_256.mdl'.
[22:29:47	]Drakk has spawned 'models/props_combine/railing_256.mdl'.
[22:30:00	]Drakk exited observer at their location.
[22:30:01	]Drakk entered observer.
[22:30:18	]Drakk has enabled persistence for 'models/props_combine/railing_256.mdl'.
[22:30:18	]Drakk has used a context menu option with the name: persist
[22:30:25	]Drakk exited observer at their location.
[22:30:25	]Drakk entered observer.
[22:30:42	]Drakk has spawned 'models/props_combine/cell_array_01.mdl'.
[22:30:51	]Drakk has spawned 'models/props_combine/combineinnerwallcluster1024_002a.mdl'.
[22:30:53	]Drakk has spawned 'models/props_combine/combineinnerwallcluster1024_001a.mdl'.
[22:30:57	]Drakk has fired a toolgun with the name: nocollideworld
[22:31:08	]Drakk has spawned 'models/props_combine/combineinnerwallcluster1024_003a.mdl'.
[22:31:12	]Drakk has spawned 'models/props_combine/combineinnerwallcluster1024_003a.mdl'.
[22:31:28	]Drakk has spawned 'models/props_combine/combineinnerwallcluster1024_002a.mdl'.
[22:31:35	]Drakk exited observer at their location.
[22:31:47	]Drakk entered observer.
[22:31:51	]Drakk has fired a toolgun with the name: nocollideworld
[22:32:20	]Drakk has enabled persistence for 'models/props_combine/combineinnerwallcluster1024_002a.mdl'.
[22:32:20	]Drakk has used a context menu option with the name: persist
[22:32:31	]Drakk has spawned 'models/props_combine/combineinnerwallcluster1024_003a.mdl'.
[22:32:36	]Drakk has fired a toolgun with the name: nocollideworld
[22:33:15	]Lt. Adriana Dish exited observer at their location.
[22:33:15	]Lt. Adriana Dish entered observer.
[22:33:45	]Drakk has spawned 'models/props_combine/combineinnerwallcluster1024_003a.mdl'.
[22:33:48	]Drakk has fired a toolgun with the name: nocollideworld
[22:34:06	]Drakk has spawned 'models/props_combine/combineinnerwallcluster1024_002a.mdl'.
[22:34:10	]Drakk has fired a toolgun with the name: nocollideworld
[22:34:16	]Atle has connected.
[22:34:32	]Drakk has enabled persistence for 'models/props_combine/combineinnerwallcluster1024_003a.mdl'.
[22:34:32	]Drakk has used a context menu option with the name: persist
[22:34:42	]Drakk has enabled persistence for 'models/props_combine/combineinnerwallcluster1024_002a.mdl'.
[22:34:42	]Drakk has used a context menu option with the name: persist
[22:34:47	]Atle loaded the character 'Valenti Lombardo'
[22:34:52	]Valenti Lombardo is fully healed.
[22:34:54	]Valenti Lombardo entered observer.
[22:34:58	]Drakk used command '/PlaySong https://www.youtube.com/watch?v=J8Vzf6ZGtgU'.
[22:35:23	]Valenti Lombardo used command '/clothingcreator'.
[22:35:27	]Drakk has spawned 'models/props_trainstation/train003.mdl'.
[22:35:30	]Drakk has fired a toolgun with the name: nocollideworld
[22:36:25	]Drakk has enabled persistence for 'models/props_trainstation/train003.mdl'.
[22:36:25	]Drakk has used a context menu option with the name: persist
[22:36:31	]Drakk exited observer at their location.
[22:36:33	]Drakk entered observer.
[22:36:44	][OOC] Drakk: Welcome, Atle.
[22:37:02	]Drakk has spawned 'models/props_vehicles/truck001a.mdl'.
[22:37:40	]Drakk has enabled persistence for 'models/props_vehicles/truck001a.mdl'.
[22:37:40	]Drakk has used a context menu option with the name: persist
[22:37:45	]Drakk has spawned 'models/props_vehicles/trailer001a.mdl'.
[22:37:48	]Drakk has spawned 'models/props_vehicles/trailer001a.mdl'.
[22:37:55	]Drakk has enabled persistence for 'models/props_vehicles/trailer001a.mdl'.
[22:37:55	]Drakk has used a context menu option with the name: persist
[22:38:12	][OOC] Valenti Lombardo: ima working on some clothing treolool
[22:38:18	]Drakk has spawned a 'Entity [329][ix_forcefield]'.
[22:38:20	]Drakk has spawned a 'Entity [339][ix_forcefield]'.
[22:38:23	][OOC] Lt. Adriana Dish: :D
[22:38:23	]Drakk exited observer at their location.
[22:38:34	]Imperator RAD-X loaded the character 'Manhack'
[22:38:45	][OOC] Manhack: I'm making sure the map looks lovely (;
[22:38:45	]Manhack entered observer.
[22:38:47	]Manhack exited observer at their location.
[22:38:48	]Manhack entered observer.
[22:38:49	]Manhack exited observer at their location.
[22:38:49	]Manhack entered observer.
[22:38:50	]Manhack exited observer at their location.
[22:38:52	]Manhack entered observer.
[22:38:53	]Manhack exited observer at their location.
[22:39:01	]Manhack entered observer.
[22:39:27	][OOC] Manhack: What you're listening to will be part of the music update.
[22:39:36	][OOC] Manhack: I will extract some songs and replace current ones.
[22:40:07	]Manhack has spawned 'models/props_combine/combine_barricade_med04b.mdl'.
[22:40:13	]Manhack has spawned 'models/props_combine/combinecrane002.mdl'.
[22:40:19	]Valenti Lombardo used command '/clothingcreator'.
[22:40:55	]Manhack has spawned 'models/props_combine/combineinnerwall001a.mdl'.
[22:40:58	]Manhack has fired a toolgun with the name: nocollideworld
[22:41:16	]Manhack exited observer at their location.
[22:41:20	]Manhack entered observer.
[22:41:30	]Manhack has enabled persistence for 'models/props_combine/combineinnerwall001a.mdl'.
[22:41:30	]Manhack has used a context menu option with the name: persist
[22:41:33	]Manhack exited observer at their location.
[22:41:37	]Manhack entered observer.
[22:41:48	]Manhack has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[22:41:51	]Manhack has fired a toolgun with the name: nocollideworld
[22:41:51	]Manhack has fired a toolgun with the name: nocollideworld
[22:42:19	]Manhack has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[22:42:24	]Manhack has fired a toolgun with the name: nocollideworld
[22:42:44	]Manhack has enabled persistence for 'models/props_debris/concrete_debris256pile001a.mdl'.
[22:42:44	]Manhack has used a context menu option with the name: persist
[22:42:45	]Manhack exited observer at their location.
[22:42:47	]Manhack has enabled persistence for 'models/props_debris/concrete_debris256pile001a.mdl'.
[22:42:47	]Manhack has used a context menu option with the name: persist
[22:42:50	]Manhack entered observer.
[22:42:51	]Manhack exited observer at their location.
[22:42:53	]Manhack entered observer.
[22:42:54	]Manhack exited observer at their location.
[22:42:59	]Manhack entered observer.
[22:43:04	]Manhack has spawned 'models/props_debris/concrete_debris128pile001b.mdl'.
[22:43:06	]Manhack has spawned 'models/props_debris/concrete_debris256barricade001a.mdl'.
[22:43:09	]Manhack has fired a toolgun with the name: nocollideworld
[22:43:20	]Manhack exited observer at their location.
[22:43:23	]Manhack has enabled persistence for 'models/props_debris/concrete_debris256barricade001a.mdl'.
[22:43:23	]Manhack has used a context menu option with the name: persist
[22:43:33	]Manhack entered observer.
[22:43:52	]Manhack has spawned 'models/props_combine/combinecrane002.mdl'.
[22:44:06	]Manhack has fired a toolgun with the name: nocollideworld
[22:44:24	]Manhack has fired a toolgun with the name: ladder
[22:44:24	]Manhack has fired a toolgun with the name: ladder
[22:44:25	]Manhack exited observer at their location.
[22:44:27	]Manhack has used a context menu option with the name: ladder_persist
[22:44:32	]Manhack entered observer.
[22:44:51	]Manhack exited observer at their location.
[22:44:57	]Manhack entered observer.
[22:45:00	]Manhack has fired a toolgun with the name: ladder
[22:45:00	]Manhack has fired a toolgun with the name: ladder
[22:45:01	]Manhack exited observer at their location.
[22:45:03	]Manhack has used a context menu option with the name: ladder_persist
[22:45:07	]Manhack entered observer.
[22:45:11	]Manhack exited observer at their location.
[22:45:13	]Manhack entered observer.
[22:45:17	]Valenti Lombardo has gone afk.
[22:45:21	]Manhack has spawned 'models/props_combine/combine_bridge.mdl'.
[22:45:33	]Manhack has fired a toolgun with the name: nocollideworld
[22:46:08	]Manhack has spawned 'models/props_combine/combine_bridge.mdl'.
[22:46:15	]Manhack has fired a toolgun with the name: nocollideworld
[22:47:24	]Manhack has spawned 'models/props_combine/combine_bridge_b.mdl'.
[22:47:36	]Manhack has fired a toolgun with the name: nocollideworld
[22:47:57	]Manhack has enabled persistence for 'models/props_combine/combine_bridge_b.mdl'.
[22:47:57	]Manhack has used a context menu option with the name: persist
[22:47:58	]Manhack has enabled persistence for 'models/props_combine/combine_bridge.mdl'.
[22:47:58	]Manhack has used a context menu option with the name: persist
[22:48:00	]Manhack has enabled persistence for 'models/props_combine/combine_bridge.mdl'.
[22:48:00	]Manhack has used a context menu option with the name: persist
[22:48:02	]Manhack exited observer at their location.
[22:48:04	]Manhack entered observer.
[22:48:04	]Manhack exited observer at their location.
[22:48:12	]Manhack entered observer.
[22:48:13	]Manhack exited observer at their location.
[22:48:17	]Manhack entered observer.
[22:48:24	]Manhack exited observer at their location.
[22:48:37	]Manhack entered observer.
[22:48:42	]Manhack exited observer at their location.
[22:48:47	]Manhack entered observer.
[22:48:47	]Manhack exited observer at their location.
[22:48:49	]Manhack entered observer.
[22:48:50	]Manhack exited observer at their location.
[22:48:51	]Manhack entered observer.
[22:48:52	]Manhack exited observer at their location.
[22:48:53	]Manhack has taken 6 damage from worldspawn.
[22:48:58	]Manhack entered observer.
[22:48:59	]Manhack exited observer at their location.
[22:49:01	]Manhack entered observer.
[22:49:01	]Manhack exited observer at their location.
[22:49:03	]Manhack entered observer.
[22:49:07	]Manhack exited observer at their location.
[22:49:07	]Manhack entered observer.
[22:49:08	]Manhack exited observer at their location.
[22:49:10	]Manhack entered observer.
[22:49:13	]Manhack has used a context menu option with the name: remove
[22:49:19	]Manhack has fired a toolgun with the name: ladder
[22:49:20	]Manhack has fired a toolgun with the name: ladder
[22:49:21	]Manhack exited observer at their location.
[22:49:25	]Manhack entered observer.
[22:49:27	]Manhack has enabled persistence for 'models/props_combine/combinecrane002.mdl'.
[22:49:27	]Manhack has used a context menu option with the name: persist
[22:49:30	]Manhack has fired a toolgun with the name: nocollideworld
[22:49:32	]Manhack exited observer at their location.
[22:49:40	]Manhack entered observer.
[22:49:42	]Manhack exited observer at their location.
[22:49:43	]Manhack entered observer.
[22:49:45	]Manhack exited observer at their location.
[22:49:46	]Manhack entered observer.
[22:49:47	]Manhack exited observer at their location.
[22:49:53	]Manhack entered observer.
[22:49:59	]Manhack has used a context menu option with the name: ladder_persist
[22:49:59	]Manhack exited observer at their location.
[22:50:03	]Manhack entered observer.
[22:50:04	]Manhack exited observer at their location.
[22:50:10	]Manhack entered observer.
[22:50:13	]Manhack has disabled persistence for 'models/props_combine/combinecrane002.mdl'.
[22:50:13	]Manhack has used a context menu option with the name: persist_end
[22:50:19	]Manhack has fired a toolgun with the name: remover
[22:50:20	]Manhack has fired a toolgun with the name: remover
[22:50:22	]Manhack has fired a toolgun with the name: remover
[22:50:31	]Manhack exited observer at their location.
[22:50:31	]Manhack entered observer.
[22:50:32	]Manhack exited observer at their location.
[22:50:33	]Manhack entered observer.
[22:50:36	]Manhack has fired a toolgun with the name: ladder
[22:50:36	]Manhack has fired a toolgun with the name: ladder
[22:50:37	]Manhack exited observer at their location.
[22:50:39	]Manhack has used a context menu option with the name: ladder_persist
[22:50:44	]Manhack entered observer.
[22:50:45	]Manhack exited observer at their location.
[22:50:46	]Manhack entered observer.
[22:50:47	]Manhack exited observer at their location.
[22:50:55	]Manhack entered observer.
[22:51:16	]Manhack has spawned 'models/props_combine/combine_booth_short01a.mdl'.
[22:51:18	]Manhack has fired a toolgun with the name: nocollideworld
[22:51:24	]Manhack exited observer at their location.
[22:51:27	]Manhack entered observer.
[22:51:43	]ryebredd has connected.
[22:51:52	]Manhack exited observer at their location.
[22:51:59	]Manhack entered observer.
[22:52:00	]Manhack exited observer at their location.
[22:52:01	]Manhack entered observer.
[22:52:05	]Manhack has enabled persistence for 'models/props_combine/combine_booth_short01a.mdl'.
[22:52:05	]Manhack has used a context menu option with the name: persist
[22:52:24	]Manhack has spawned a 'NPC [359][npc_combine_camera]'.
[22:52:28	]Manhack has spawned a 'NPC [359][npc_combine_camera]'.
[22:52:32	]Manhack has spawned a 'NPC [367][npc_combine_camera]'.
[22:52:41	]Manhack has used a context menu option with the name: persist
[22:52:42	]Manhack has used a context menu option with the name: persist
[22:52:43	]Manhack exited observer at their location.
[22:52:46	]Manhack entered observer.
[22:52:55	]Manhack has spawned 'models/props_combine/combinecamera001.mdl'.
[22:53:02	]ryebredd loaded the character 'Frank Mazzarelli'
[22:53:02	]Frank Mazzarelli their 'victory sq public stash' stash no longer exists, location reset.
[22:53:02	]Manhack has spawned 'models/props_combine/combinebuttress.mdl'.
[22:53:12	]Frank Mazzarelli used command '/ToggleGM'.
[22:53:14	]Manhack has fired a toolgun with the name: nocollideworld
[22:53:15	]Frank Mazzarelli entered observer.
[22:53:52	][OOC] Frank Mazzarelli: hello gamers
[22:53:56	][OOC] Manhack: WHALECUM
[22:54:04	]Manhack exited observer at their location.
[22:54:05	]Manhack entered observer.
[22:54:25	]Frank Mazzarelli exited observer at their location.
[22:54:26	]Manhack has used a context menu option with the name: remove
[22:54:27	]Frank Mazzarelli entered observer.
[22:54:27	]Manhack has used a context menu option with the name: remove
[22:54:38	]Frank Mazzarelli exited observer at their location.
[22:54:39	]Manhack exited observer at their location.
[22:54:41	]Manhack entered observer.
[22:54:45	]Frank Mazzarelli entered observer.
[22:54:46	]Frank Mazzarelli exited observer at their location.
[22:54:55	]Frank Mazzarelli has used a context menu option with the name: rb655_door_unlock
[22:54:57	]Frank Mazzarelli entered observer.
[22:55:01	]Frank Mazzarelli exited observer at their location.
[22:55:02	]Frank Mazzarelli entered observer.
[22:55:03	]Frank Mazzarelli exited observer at their location.
[22:55:07	]Frank Mazzarelli has used a context menu option with the name: rb655_door_lock
[22:55:08	]Frank Mazzarelli entered observer.
[22:55:10	]Frank Mazzarelli exited observer at their location.
[22:55:12	]Manhack used command '/AreaEdit'.
[22:55:41	][OOC] Manhack: OK, I'm gonna let the FLs and whomever to prop their own regions.
[22:55:52	][OOC] Manhack: The immediate zone is fixed up.
[22:56:01	][OOC] Frank Mazzarelli: we are propping on this server yes?
[22:56:05	][OOC] Manhack: yes.
[22:56:08	]Frank Mazzarelli entered observer.
[22:56:12	]Frank Mazzarelli exited observer at their location.
[22:56:20	]Frank Mazzarelli entered observer.
[22:56:22	]Frank Mazzarelli exited observer at their location.
[22:56:26	]Frank Mazzarelli entered observer.
[22:56:26	][OOC] Manhack: I will get simfphys and gredwitch for the event.
[22:56:26	]Frank Mazzarelli exited observer at their location.
[22:56:26	]Frank Mazzarelli entered observer.
[22:56:38	]Frank Mazzarelli exited observer at their location.
[22:56:38	][OOC] Manhack: Get people executed with anti-aircraft guns
[22:56:39	][OOC] Manhack: XD
[22:56:39	]Frank Mazzarelli entered observer.
[22:56:41	]Frank Mazzarelli exited observer at their location.
[22:56:41	]Frank Mazzarelli entered observer.
[22:56:41	]Frank Mazzarelli exited observer at their location.
[22:56:42	]Frank Mazzarelli entered observer.
[22:56:43	]Frank Mazzarelli exited observer at their location.
[22:56:44	]Frank Mazzarelli entered observer.
[22:56:46	]Frank Mazzarelli exited observer at their location.
[22:56:46	]Frank Mazzarelli has taken 13 damage from worldspawn.
[22:56:48	]Frank Mazzarelli has taken 28 damage from worldspawn.
[22:56:50	]Frank Mazzarelli entered observer.
[22:56:52	]Frank Mazzarelli exited observer at their location.
[22:56:53	]Frank Mazzarelli entered observer.
[22:56:54	]Manhack exited observer at their location.
[22:56:55	]Manhack entered observer.
[22:56:56	]Frank Mazzarelli exited observer at their location.
[22:56:59	]Frank Mazzarelli entered observer.
[22:57:00	]Frank Mazzarelli exited observer at their location.
[22:57:15	][OOC] Frank Mazzarelli: so many subtle locations
[22:57:15	]Frank Mazzarelli entered observer.
[22:57:17	]Frank Mazzarelli exited observer at their location.
[22:57:26	]Manhack has spawned 'models/props_wasteland/exterior_fence002a.mdl'.
[22:57:28	][OOC] Frank Mazzarelli: come to me rad-x
[22:57:29	]Manhack has spawned 'models/props_wasteland/interior_fence002f.mdl'.
[22:57:29	]Frank Mazzarelli entered observer.
[22:57:31	]Frank Mazzarelli exited observer at their location.
[22:57:31	]Frank Mazzarelli entered observer.
[22:57:32	]Frank Mazzarelli exited observer at their location.
[22:57:32	]Frank Mazzarelli entered observer.
[22:57:33	]Manhack has spawned 'models/props_wasteland/exterior_fence003b.mdl'.
[22:57:34	]Frank Mazzarelli exited observer at their location.
[22:57:36	]Frank Mazzarelli entered observer.
[22:57:36	]Frank Mazzarelli exited observer at their location.
[22:57:37	]Manhack has spawned 'models/props_wasteland/interior_fence001g.mdl'.
[22:57:41	]Frank Mazzarelli ran SAM command 'hp' with arguments: 'frank' '100'
[22:57:42	]Frank Mazzarelli is fully healed.
[22:57:43	]Frank Mazzarelli entered observer.
[22:57:44	]Frank Mazzarelli exited observer at their location.
[22:57:51	][LOOC] Frank Mazzarelli: thinking of escape routes out of the city
[22:57:53	][OOC] Manhack: sec
[22:57:57	]Manhack has spawned 'models/props_wasteland/interior_fence004a.mdl'.
[22:57:59	]Frank Mazzarelli entered observer.
[22:58:00	]Frank Mazzarelli exited observer at their location.
[22:58:02	]Frank Mazzarelli entered observer.
[22:58:03	]Frank Mazzarelli exited observer at their location.
[22:58:07	]Manhack has spawned 'models/props_wasteland/interior_fence004a.mdl'.
[22:58:09	]Frank Mazzarelli entered observer.
[22:58:10	]Frank Mazzarelli exited observer at their location.
[22:58:15	]Manhack has spawned 'models/props_wasteland/interior_fence003b.mdl'.
[22:58:23	]Frank Mazzarelli entered observer.
[22:58:29	]Frank Mazzarelli exited observer at their location.
[22:58:29	]Frank Mazzarelli entered observer.
[22:58:31	]Frank Mazzarelli exited observer at their location.
[22:58:31	]Frank Mazzarelli entered observer.
[22:58:32	]Frank Mazzarelli exited observer at their location.
[22:58:45	]Manhack has spawned a 'Entity [364][ix_forcefield]'.
[22:58:46	]Manhack has spawned a 'Entity [367][ix_forcefield]'.
[22:58:51	]Manhack has spawned a 'Entity [364][ix_forcefield]'.
[22:58:55	]Manhack has spawned a 'Entity [367][ix_forcefield]'.
[22:58:59	]Manhack has spawned a 'Entity [364][ix_forcefield]'.
[22:59:00	]Manhack has spawned a 'Entity [367][ix_forcefield]'.
[22:59:01	]Manhack has spawned a 'Entity [364][ix_forcefield]'.
[22:59:02	]Frank Mazzarelli entered observer.
[22:59:03	]Manhack exited observer at their location.
[22:59:08	]Manhack entered observer.
[22:59:12	]Manhack has fired a toolgun with the name: remover
[22:59:13	]Manhack has fired a toolgun with the name: remover
[22:59:13	]Manhack has fired a toolgun with the name: remover
[22:59:13	]Manhack has fired a toolgun with the name: remover
[22:59:20	]Frank Mazzarelli used command '/PM manhack look at this flavor escape route out of the city for CT/BMD/events'.
[22:59:20	]Frank Mazzarelli exited observer at their location.
[22:59:25	]Manhack exited observer at their location.
[22:59:25	]Manhack entered observer.
[22:59:26	]Manhack exited observer at their location.
[22:59:31	]Frank Mazzarelli entered observer.
[22:59:31	]Manhack entered observer.
[22:59:31	]Frank Mazzarelli exited observer at their location.
[22:59:32	]Frank Mazzarelli entered observer.
[22:59:32	]Frank Mazzarelli exited observer at their location.
[22:59:33	][OOC] Manhack: it's EPIC
[22:59:36	][OOC] Manhack: XD
[22:59:38	][OOC] Frank Mazzarelli: crawl thru the wall
[22:59:45	]Manhack exited observer at their location.
[22:59:50	][OOC] Frank Mazzarelli: cant bring bags or something because of the gap maybe
[22:59:54	]Manhack entered observer.
[23:00:01	]Frank Mazzarelli has taken 59 damage from worldspawn.
[23:00:04	]Manhack ran SAM command 'hp' with arguments: 'frank'
[23:00:07	]Frank Mazzarelli is fully healed.
[23:00:07	]Manhack ran SAM command 'hp' with arguments: 'frank' '10000'
[23:00:13	][Y] Frank Mazzarelli: *Cheering!*.
[23:00:34	]Frank Mazzarelli has spawned 'models/Humans/corpse1.mdl'.
[23:00:36	]Manhack exited observer at their location.
[23:00:37	]Manhack entered observer.
[23:01:05	]Manhack exited observer at their location.
[23:01:08	]Manhack entered observer.
[23:01:13	][OOC] Manhack: Rye
[23:01:15	][OOC] Manhack: The map is your oyster.
[23:01:16	]Frank Mazzarelli has used a context menu option with the name: statue
[23:01:17	][OOC] Manhack: Enjoy.
[23:01:19	]Frank Mazzarelli has enabled persistence for 'models/humans/corpse1.mdl'.
[23:01:19	]Frank Mazzarelli has used a context menu option with the name: persist
[23:01:21	][OOC] Frank Mazzarelli: swag
[23:01:25	]Frank Mazzarelli entered observer.
[23:01:28	]Frank Mazzarelli exited observer at their location.
[23:01:46	][OOC] Frank Mazzarelli: can i have a bar btw or is there a selection process going on
[23:01:55	][OOC] Manhack: Take what ever you like.
[23:02:08	][OOC] Manhack: We have a cybercafe as well
[23:02:11	][OOC] Manhack: Multiple places.
[23:02:16	][OOC] Frank Mazzarelli: what do you think about that 'alibi' sign
[23:02:19	][OOC] Frank Mazzarelli: if you saw it
[23:02:28	][OOC] Manhack: What's your alibi? ;)
[23:02:31	]Frank Mazzarelli entered observer.
[23:02:37	]Manhack exited observer at their location.
[23:02:44	]Manhack entered observer.
[23:02:49	]Manhack exited observer at their location.
[23:02:52	]Manhack entered observer.
[23:02:53	]Manhack exited observer at their location.
[23:02:54	]Manhack entered observer.
[23:02:55	]Manhack exited observer at their location.
[23:02:59	]Manhack entered observer.
[23:03:00	]Manhack exited observer at their location.
[23:03:03	]Manhack entered observer.
[23:03:04	]Manhack exited observer at their location.
[23:03:11	]Frank Mazzarelli has spawned 'models/props/de_overpass/overpass_billboard.mdl'.
[23:03:29	]Manhack entered observer.
[23:03:30	]Manhack exited observer at their location.
[23:03:32	]Manhack entered observer.
[23:03:33	]Frank Mazzarelli has spawned 'models/props_rooftop/billboard01.mdl'.
[23:03:35	]Manhack exited observer at their location.
[23:03:36	]Manhack entered observer.
[23:03:38	]Manhack exited observer at their location.
[23:03:39	]Manhack entered observer.
[23:03:41	]Frank Mazzarelli has spawned 'models/props_rooftop/billboard01.mdl'.
[23:03:44	]Manhack exited observer at their location.
[23:03:45	]Manhack entered observer.
[23:03:46	]Manhack exited observer at their location.
[23:03:49	]Manhack entered observer.
[23:03:52	]Manhack exited observer at their location.
[23:03:55	]Frank Mazzarelli has fired a toolgun with the name: nocollideworld
[23:04:00	]Lt. Adriana Dish exited observer at their location.
[23:04:01	]Frank Mazzarelli exited observer at their location.
[23:04:04	][IC] Frank Mazzarelli: Oh shit!
[23:04:05	]Manhack entered observer.
[23:04:06	][Y] Frank Mazzarelli: Run for your life!
[23:04:08	]Frank Mazzarelli entered observer.
[23:04:12	]Manhack exited observer at their location.
[23:04:12	]Lt. Adriana Dish entered observer.
[23:04:19	]Frank Mazzarelli exited observer at their location.
[23:04:21	]Frank Mazzarelli entered observer.
[23:04:22	]Frank Mazzarelli exited observer at their location.
[23:04:29	]Lt. Adriana Dish exited observer at their location.
[23:04:38	]Lt. Adriana Dish entered observer.
[23:04:38	]Manhack entered observer.
[23:04:41	]Manhack exited observer at their location.
[23:04:43	]Manhack entered observer.
[23:04:46	]Manhack exited observer at their location.
[23:04:46	]Manhack entered observer.
[23:06:29	]Frank Mazzarelli entered observer.
[23:06:44	]Manhack exited observer at their location.
[23:06:46	]Manhack entered observer.
[23:06:47	]Manhack exited observer at their location.
[23:06:48	]Manhack entered observer.
[23:06:49	]Frank Mazzarelli used command '/PanelAdd https://i.imgur.com/wcbDc4a.png 2.4 55'.
[23:06:57	]Manhack used command '/StopSong'.
[23:06:59	]Frank Mazzarelli used command '/PanelRemove'.
[23:07:07	]Frank Mazzarelli used command '/PanelAdd https://i.imgur.com/wcbDc4a.png 2.4 55'.
[23:07:25	]Manhack exited observer at their location.
[23:07:25	]Dej has connected.
[23:07:26	]Manhack entered observer.
[23:07:26	]Frank Mazzarelli has spawned 'models/props_rooftop/billboard06.mdl'.
[23:07:26	]Manhack exited observer at their location.
[23:07:28	]Manhack entered observer.
[23:07:28	]Frank Mazzarelli has spawned 'models/props_rooftop/billboard06.mdl'.
[23:07:32	]Frank Mazzarelli has spawned 'models/props_rooftop/billboard01.mdl'.
[23:07:38	]Frank Mazzarelli has fired a toolgun with the name: nocollideworld
[23:07:38	]Manhack exited observer at their location.
[23:07:42	]Manhack entered observer.
[23:07:49	]Manhack exited observer at their location.
[23:07:54	]Manhack entered observer.
[23:08:05	]Manhack exited observer at their location.
[23:08:07	]Frank Mazzarelli has spawned 'models/props/cs_assault/billboard.mdl'.
[23:08:09	]Manhack entered observer.
[23:08:10	]Frank Mazzarelli has fired a toolgun with the name: nocollideworld
[23:08:31	]Manhack used command '/PlaySound music/passive/passivemusic_17.ogg'.
[23:08:54	]Frank Mazzarelli exited observer at their location.
[23:09:09	]Dej loaded the character 'S10/EOW.RAZOR-09'
[23:09:14	]S10/EOW.RAZOR-09 is fully healed.
[23:09:18	][OOC] Manhack: whaecum
[23:09:20	]Manhack exited observer at their location.
[23:09:21	]Manhack entered observer.
[23:09:34	]Manhack exited observer at their location.
[23:09:34	]Manhack entered observer.
[23:09:38	]Manhack exited observer at their location.
[23:09:43	]Manhack entered observer.
[23:09:50	]Manhack exited observer at their location.
[23:09:52	]Manhack entered observer.
[23:09:55	]Frank Mazzarelli used command '/PM manhack how does this sign look'.
[23:09:56	]Frank Mazzarelli entered observer.
[23:09:58	]Manhack ran SAM command 'goto' with arguments: 'frank'
[23:09:59	]Manhack ran SAM command 'menu' with arguments: ''
[23:10:04	][LOOC] Frank Mazzarelli: i have to remove the top one
[23:10:04	]Manhack ran SAM command 'setrank' with arguments: '#5' 'server_admin' '720'
[23:10:10	]Manhack ran SAM command 'setrank' with arguments: '#5' 'gamemaster' '720'
[23:10:14	]Manhack ran SAM command 'goto' with arguments: 'frank'
[23:10:15	]Frank Mazzarelli exited observer at their location.
[23:10:18	]Manhack exited observer at their location.
[23:10:23	]Manhack entered observer.
[23:10:24	]Manhack exited observer at their location.
[23:10:26	]Frank Mazzarelli entered observer.
[23:10:27	]S10/EOW.RAZOR-09 entered observer.
[23:10:29	]Frank Mazzarelli used command '/PanelRemove'.
[23:10:31	]Manhack entered observer.
[23:10:32	]Frank Mazzarelli has used a context menu option with the name: rb655_dissolve
[23:10:34	]Frank Mazzarelli exited observer at their location.
[23:10:35	]Frank Mazzarelli entered observer.
[23:10:36	]Frank Mazzarelli exited observer at their location.
[23:10:38	]Manhack used command '/Staff Looks good tbh'.
[23:10:39	]Manhack exited observer at their location.
[23:10:44	]Manhack entered observer.
[23:10:49	]Manhack exited observer at their location.
[23:10:54	]Manhack entered observer.
[23:10:54	]Manhack exited observer at their location.
[23:10:55	]Manhack entered observer.
