[00:00:20	][IC] Mar'Eyoo: Stop typing.
[01:46:15	]GOBLY GOOK has critically hit Mar'Eyoo dealing 18 damage (CritChance was 1.01).
[01:46:15	]Mar'Eyoo has taken 18 damage from GOBLY GOOK.
[01:46:15	]Bottom G ran SAM command 'respawn' with arguments: 'bottom'
[01:46:15	]GOBLY GOOK has critically hit npc_vj_crabsynth2_z dealing 0 damage (CritChance was 1.01).
[01:46:15	]GOBLY GOOK has critically hit npc_vj_crabsynth2_z dealing 18 damage (CritChance was 1.01).
[01:46:16	]Keiichi Ishikawa has gained a '30rnd AK-magazine' #1656367.
[01:46:16	]Keiichi Ishikawa has lost a '30rnd AK-magazine' #1656222.
[01:46:16	]GOBLY GOOK has gained a '30rnd AK-magazine' #1656407.
[01:46:16	]GOBLY GOOK has lost a '30rnd AK-magazine' #1656326.
[01:46:16	]Grunk has gained a 'First Aid Kit' #1656928 from a container with the name 'C24:i3.GRID-2' #62095.
[01:46:18	][VORT] Mar'Eyoo has damaged npc_vj_combineguard_z, dealing 96 with vortbeam
[01:46:19	]McGee has critically hit npc_vj_crabsynth2_z dealing 18 damage (CritChance was 0.80).
[01:46:19	]C24:RL.XRAY-6 has gained 0 chips.
[01:46:19	]C24:RL.XRAY-6 has gained a 'Rifle Bullets' #1657084.
[01:46:19	]Grunk ran 'drop' on item 'USP-45' (#1183572)
[01:46:19	]Grunk has lost a 'USP-45' #1183572.
[01:46:19	]C24:RL.XRAY-6 has gained 0 chips.
[01:46:19	]C24:RL.XRAY-6 has gained a 'Rifle Bullets' #1657085.
[01:46:20	]Bottom G entered observer.
[01:46:20	]Chombo-Baraka-Babayabo-Barry has hit npc_vj_crabsynth2_z dealing 0 damage (CritChance was 0.67).
[01:46:20	]Chombo-Baraka-Babayabo-Barry has critically hit npc_vj_crabsynth2_z dealing 18 damage (CritChance was 0.67).
[01:46:20	]Mar'Eyoo has taken 40 damage from Crab Synth.
[01:46:20	]McGee has taken 4 damage from hunter_flechette.
[01:46:20	]C24:RL.XRAY-6 has gained 0 chips.
[01:46:20	]McGee has taken 4 damage from hunter_flechette.
[01:46:20	]C24:RL.XRAY-6 has gained a 'Rifle Bullets' #1657086.
[01:46:20	]McGee has taken 4 damage from hunter_flechette.
[01:46:20	]McGee has critically hit npc_vj_crabsynth2_z dealing 18 damage (CritChance was 0.80).
[01:46:20	]McGee has taken 4 damage from hunter_flechette.
[01:46:20	]C24:RL.XRAY-6 has gained 0 chips.
[01:46:20	]C24:RL.XRAY-6 has gained a 'Rifle Bullets' #1657087.
[01:46:21	]Chombo-Baraka-Babayabo-Barry has critically hit npc_vj_crabsynth2_z dealing 18 damage (CritChance was 0.67).
[01:46:21	]McGee has hit npc_vj_crabsynth2_z dealing 0 damage (CritChance was 0.80).
[01:46:21	]McGee has critically hit npc_vj_crabsynth2_z dealing 18 damage (CritChance was 0.80).
[01:46:21	]Abdul Jafarri ran 'combine' on item '30rnd M4-magazine' (#1656401)
[01:46:21	]C24:RL.XRAY-6 has gained 0 chips.
[01:46:21	]Felix has taken 4 damage from hunter_flechette.
[01:46:21	]C24:RL.XRAY-6 has gained a 'Rifle Bullets' #1657088.
[01:46:21	]McGee has critically hit npc_vj_crabsynth2_z dealing 18 damage (CritChance was 0.80).
[01:46:21	]Felix has critically hit Pathfinder in the left leg dealing 5 damage (CritChance was 0.57).
[01:46:21	]Pathfinder has taken 4 damage from Felix.
[01:46:21	]Chombo-Baraka-Babayabo-Barry has critically hit npc_vj_crabsynth2_z dealing 0 damage (CritChance was 0.67).
[01:46:21	]Chombo-Baraka-Babayabo-Barry has critically hit npc_vj_crabsynth2_z dealing 18 damage (CritChance was 0.67).
[01:46:21	]McGee has critically hit npc_vj_crabsynth2_z dealing 0 damage (CritChance was 0.80).
[01:46:21	]McGee has hit npc_vj_crabsynth2_z dealing 11 damage (CritChance was 0.80).
[01:46:21	]Felix has taken 4 damage from hunter_flechette.
[01:46:21	]McGee has taken 4 damage from hunter_flechette.
[01:46:21	]Abdul Jafarri ran 'combine' on item '30rnd M4-magazine' (#1656302)
[01:46:21	]C24:RL.XRAY-6 has gained 0 chips.
[01:46:21	]C24:RL.XRAY-6 has gained a 'Rifle Bullets' #1657089.
[01:46:22	]GOBLY GOOK ran 'combine' on item '30rnd AK-magazine' (#1656407)
[01:46:22	]C24:RL.XRAY-6 has gained 0 chips.
[01:46:22	]Pathfinder is fully healed.
[01:46:22	]Felix has taken 4 damage from hunter_flechette.
[01:46:22	]C24:RL.XRAY-6 has gained a 'Rifle Bullets' #1657090.
[01:46:22	]McGee has taken 4 damage from hunter_flechette.
[01:46:22	]Chombo-Baraka-Babayabo-Barry has hit Pathfinder in the stomach dealing 11 damage (CritChance was 0.67).
[01:46:22	]Pathfinder has taken 11 damage from Chombo-Baraka-Babayabo-Barry.
[01:46:22	]Abdul Jafarri ran 'combine' on item '30rnd M4-magazine' (#1656301)
[01:46:22	]McGee has taken 4 damage from hunter_flechette.
[01:46:22	]Felix has taken 0 damage from hunter_flechette.
[01:46:23	]Abdul Jafarri has gained a '30rnd M4-magazine' #1656300.
[01:46:23	]Abdul Jafarri has lost a '30rnd M4-magazine' #1656401.
[01:46:23	]C24:i2.VICE-1 has taken 1 damage from hunter_flechette.
[01:46:23	]GOBLY GOOK ran 'combine' on item '30rnd AK-magazine' (#1656408)
[01:46:23	]Chombo-Baraka-Babayabo-Barry has gained a '30rnd AK-magazine' #1656466.
[01:46:23	]Chombo-Baraka-Babayabo-Barry has lost a '30rnd AK-magazine' #1656465.
[01:46:23	]Mar'Eyoo has taken 3 damage from Crab Synth.
[01:46:23	]Mar'Eyoo has taken 3 damage from Crab Synth.
[01:46:23	]Mar'Eyoo has taken 3 damage from Crab Synth.
[01:46:23	]Mar'Eyoo has taken 3 damage from Crab Synth.
[01:46:23	]Mar'Eyoo has taken 3 damage from Crab Synth.
[01:46:23	]Mar'Eyoo has taken 3 damage from Crab Synth.
[01:46:23	]Felix has taken 5 damage from hunter_flechette.
[01:46:24	]Mar'Eyoo has taken 3 damage from Crab Synth.
[01:46:24	]Mar'Eyoo has taken 3 damage from Crab Synth.
[01:46:24	]McGee has taken 4 damage from hunter_flechette.
[01:46:24	]Tamanaha Masumi ran 'use' on item 'Assault Rifle Ammo' (#1657058)
[01:46:24	]Felix has taken 4 damage from hunter_flechette.
[01:46:24	]Grunk has gained a 'Stunstick' #1646573 from a container with the name 'C24:i3.GRID-2' #62095.
[01:46:24	]C24:i3.GRID-2 ran 'Equip' on item 'SCAR-H' (#1656387)
[01:46:24	]GOBLY GOOK has taken 2 damage from hunter_flechette.
[01:46:24	]Felix has taken 4 damage from hunter_flechette.
[01:46:24	]Felix has taken 4 damage from hunter_flechette.
[01:46:25	]McGee has taken 0 damage from hunter_flechette.
[01:46:25	]Felix has taken 3 damage from hunter_flechette.
[01:46:25	]GOBLY GOOK has taken 1 damage from hunter_flechette.
[01:46:26	]Bottom G has spawned a 'NPC [3569][npc_vj_combineguard_z]'.
[01:46:26	]Abdul Jafarri ran 'combine' on item '30rnd M4-magazine' (#1656300)
[01:46:26	]C24:i2.VICE-1 was killed while bleeding out.
[01:46:26	]hunter_flechette has killed C24:i2.VICE-1 with hunter_flechette.
[01:46:26	]Tamanaha Masumi ran 'use' on item 'Assault Rifle Ammo' (#1657059)
[01:46:27	]Grunk has gained a 'RAVE' #1651660 from a container with the name 'C24:i3.GRID-2' #62095.
[01:46:27	]Pathfinder has taken 83 damage from Mar'Eyoo.
[01:46:27	][VORT] Mar'Eyoo has damaged Pathfinder, dealing 83.4 with vortbeam
[01:46:27	][VORT] Mar'Eyoo has damaged pill_puppet, dealing 83.4 with vortbeam
[01:46:27	]Pathfinder is fully healed.
[01:46:27	]Tamanaha Masumi ran 'use' on item 'Assault Rifle Ammo' (#1657056)
[01:46:27	]Chombo-Baraka-Babayabo-Barry has taken 4 damage from hunter_flechette.
[01:46:28	]Bottom G has used a context menu option with the name: vj_pr_npc_control
[01:46:28	]Chombo-Baraka-Babayabo-Barry has taken 4 damage from hunter_flechette.
[01:46:29	]McGee ran 'use' on item 'Disinfected Bandage Roll' (#1655163)
[01:46:29	]McGee has performed the 'Use Disinfected Bandage Roll' action, gaining 22 experience in medicine.
[01:46:29	]McGee was disinfected by McGee for 72 seconds.
[01:46:29	]McGee was bandaged by McGee for 16 HP.
[01:46:30	]GOBLY GOOK ran 'use' on item 'Disinfected Bandage Roll' (#1657025)
[01:46:30	]GOBLY GOOK has performed the 'Use Disinfected Bandage Roll' action, gaining 22 experience in medicine.
[01:46:30	]GOBLY GOOK was disinfected by GOBLY GOOK for 64 seconds.
[01:46:30	]GOBLY GOOK was bandaged by GOBLY GOOK for 15 HP.
[01:46:30	]Chombo-Baraka-Babayabo-Barry has taken 2 damage from hunter_flechette.
[01:46:30	]Chombo-Baraka-Babayabo-Barry has taken 3 damage from hunter_flechette.
[01:46:31	]McGee ran 'use' on item 'Disinfected Bandage Roll' (#1654606)
[01:46:31	]McGee has performed the 'Use Disinfected Bandage Roll' action, gaining 19 experience in medicine.
[01:46:31	]McGee was disinfected by McGee for 72 seconds.
[01:46:31	]McGee was bandaged by McGee for 16 HP.
[01:46:31	]C24:i3.GRID-2 used the 'John Doe' vendor.
[01:46:32	]McGee ran 'use' on item 'Disinfected Bandage Roll' (#1654606)
[01:46:32	]McGee has performed the 'Use Disinfected Bandage Roll' action, gaining 15 experience in medicine.
[01:46:32	]McGee was disinfected by McGee for 72 seconds.
[01:46:32	]McGee was bandaged by McGee for 16 HP.
[01:46:33	]Grunk ran 'combine' on item '20rnd DMR-magazine' (#1656433)
[01:46:33	]Chombo-Baraka-Babayabo-Barry ran 'combine' on item '30rnd AK-magazine' (#1656859)
[01:46:33	]McGee ran 'use' on item 'Disinfected Bandage Roll' (#1654606)
[01:46:33	]McGee has performed the 'Use Disinfected Bandage Roll' action, gaining 12 experience in medicine.
[01:46:33	]McGee was disinfected by McGee for 72 seconds.
[01:46:33	]McGee was bandaged by McGee for 16 HP.
[01:46:34	]Grunk has gained a '20rnd DMR-magazine' #1656435.
[01:46:34	]Grunk has lost a '20rnd DMR-magazine' #1656468.
[01:46:34	]Chombo-Baraka-Babayabo-Barry ran 'combine' on item '30rnd AK-magazine' (#1656865)
[01:46:35	]McGee ran 'Equip' on item 'Frag Grenade' (#1654705)
[01:46:35	]Chombo-Baraka-Babayabo-Barry ran 'combine' on item '30rnd AK-magazine' (#1656466)
[01:46:36	]Bottom G ran SAM command 'sethp' with arguments: 'bottom' '1000000000000000000000000000000000000'
[01:46:36	]GOBLY GOOK ran 'use' on item 'Disinfected Bandage Roll' (#1657025)
[01:46:36	]GOBLY GOOK has performed the 'Use Disinfected Bandage Roll' action, gaining 17 experience in medicine.
[01:46:36	]GOBLY GOOK was disinfected by GOBLY GOOK for 64 seconds.
[01:46:36	]GOBLY GOOK was bandaged by GOBLY GOOK for 15 HP.
[01:46:36	]Chombo-Baraka-Babayabo-Barry has gained a '30rnd AK-magazine' #1656465.
[01:46:36	]Chombo-Baraka-Babayabo-Barry has lost a '30rnd AK-magazine' #1656865.
[01:46:36	]Grunk ran 'combine' on item '20rnd DMR-magazine' (#1656435)
[01:46:36	]C24:i3.GRID-2 has gained 0 chips.
[01:46:37	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1657091.
[01:46:37	]C24:RL.VICE-9 has hit Pathfinder in the stomach dealing 25 damage (CritChance was 0.71).
[01:46:37	]Pathfinder has taken 25 damage from C24:RL.VICE-9.
[01:46:37	]C24:RL.VICE-9 has critically hit Pathfinder in the left arm dealing 11 damage (CritChance was 0.70).
[01:46:37	]Pathfinder has taken 10 damage from C24:RL.VICE-9.
[01:46:37	]Pathfinder is fully healed.
[01:46:37	]C24:i3.GRID-2 has gained 0 chips.
[01:46:37	]Grunk ran 'combine' on item '20rnd DMR-magazine' (#1656435)
[01:46:37	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1657092.
[01:46:37	]C24:RL.VICE-9 has hit Pathfinder in the chest dealing 25 damage (CritChance was 0.71).
[01:46:37	]Pathfinder has taken 25 damage from C24:RL.VICE-9.
[01:46:37	]C24:i3.GRID-2 has gained 0 chips.
[01:46:38	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1657093.
[01:46:38	]Chombo-Baraka-Babayabo-Barry has taken 3 damage from Crab Synth.
[01:46:38	]C24:i3.GRID-2 has gained 0 chips.
[01:46:38	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1657094.
[01:46:38	]Chombo-Baraka-Babayabo-Barry has taken 3 damage from Crab Synth.
[01:46:38	]Chombo-Baraka-Babayabo-Barry has taken 3 damage from Crab Synth.
[01:46:38	]Chombo-Baraka-Babayabo-Barry has taken 0 damage from Crab Synth.
[01:46:39	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 0 damage (CritChance was 0.90).
[01:46:39	]Keiichi Ishikawa has hit npc_vj_combineguard_z dealing 11 damage (CritChance was 0.90).
[01:46:39	]Chombo-Baraka-Babayabo-Barry has taken 3 damage from Crab Synth.
[01:46:39	]Chombo-Baraka-Babayabo-Barry has taken 0 damage from Crab Synth.
[01:46:39	][IC] gaklalalkalalaung: Shaaaaa!
[01:46:39	]Chombo-Baraka-Babayabo-Barry has taken 3 damage from Crab Synth.
[01:46:39	]Chombo-Baraka-Babayabo-Barry has taken 0 damage from Crab Synth.
[01:46:39	]Chombo-Baraka-Babayabo-Barry has taken 3 damage from Crab Synth.
[01:46:39	]Chombo-Baraka-Babayabo-Barry has taken 0 damage from Crab Synth.
[01:46:39	]Chombo-Baraka-Babayabo-Barry has taken 3 damage from Crab Synth.
[01:46:39	]Chombo-Baraka-Babayabo-Barry has taken 0 damage from Crab Synth.
[01:46:39	]Keiichi Ishikawa has gained level 25 in the Guns skill.
[01:46:39	]Keiichi Ishikawa has hit npc_vj_combineguard_z dealing 11 damage (CritChance was 0.90).
[01:46:39	]C24:i3.GRID-2 has gained 0 chips.
[01:46:39	]Chombo-Baraka-Babayabo-Barry has taken 3 damage from Crab Synth.
[01:46:39	]Chombo-Baraka-Babayabo-Barry has taken 0 damage from Crab Synth.
[01:46:39	]Chombo-Baraka-Babayabo-Barry has taken 3 damage from Crab Synth.
[01:46:39	]Chombo-Baraka-Babayabo-Barry has taken 0 damage from Crab Synth.
[01:46:39	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1657095.
[01:46:39	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.91).
[01:46:39	]Chombo-Baraka-Babayabo-Barry has taken 3 damage from Crab Synth.
[01:46:39	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.91).
[01:46:39	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 0 damage (CritChance was 0.91).
[01:46:39	]Keiichi Ishikawa has gained level 26 in the Guns skill.
[01:46:39	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.91).
[01:46:39	]Keiichi Ishikawa has hit npc_vj_combineguard_z dealing 11 damage (CritChance was 0.92).
[01:46:39	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.92).
[01:46:39	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 0 damage (CritChance was 0.92).
[01:46:39	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.92).
[01:46:39	]C24:RL.VICE-9 has gained a '20rnd DMR-magazine' #1656981.
[01:46:39	]C24:RL.VICE-9 has lost a '20rnd DMR-magazine' #1656982.
[01:46:39	]Keiichi Ishikawa has gained level 27 in the Guns skill.
[01:46:39	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.92).
[01:46:39	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 0 damage (CritChance was 0.92).
[01:46:39	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.92).
[01:46:40	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.92).
[01:46:40	]Keiichi Ishikawa has gained level 28 in the Guns skill.
[01:46:40	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 0 damage (CritChance was 0.92).
[01:46:40	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.93).
[01:46:40	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 0 damage (CritChance was 0.93).
[01:46:40	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.93).
[01:46:40	]Keiichi Ishikawa has gained level 29 in the Guns skill.
[01:46:40	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 0 damage (CritChance was 0.93).
[01:46:40	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.94).
[01:46:40	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.94).
[01:46:40	]Keiichi Ishikawa has hit npc_vj_combineguard_z dealing 11 damage (CritChance was 0.94).
[01:46:40	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.94).
[01:46:40	]Keiichi Ishikawa has gained level 30 in the Guns skill.
[01:46:40	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 0 damage (CritChance was 0.94).
[01:46:40	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.95).
[01:46:40	]Keiichi Ishikawa has hit npc_vj_combineguard_z dealing 0 damage (CritChance was 0.95).
[01:46:40	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.95).
[01:46:41	]Keiichi Ishikawa has gained level 31 in the Guns skill.
[01:46:41	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.95).
[01:46:41	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.96).
[01:46:41	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.96).
[01:46:41	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.96).
[01:46:41	]Grunk ran 'use' on item 'First Aid Kit' (#1656928)
[01:46:41	]Grunk has performed the 'Use First Aid Kit' action, gaining 85 experience in medicine.
[01:46:41	]Grunk was disinfected by Grunk for 60 seconds.
[01:46:41	]Grunk was bandaged by Grunk for 50 HP.
[01:46:41	]Keiichi Ishikawa has gained level 32 in the Guns skill.
[01:46:41	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.96).
[01:46:41	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 0 damage (CritChance was 0.97).
[01:46:41	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.97).
[01:46:41	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.97).
[01:46:41	]Mar'Eyoo used command '/EnterMeditation'.
[01:46:41	]Keiichi Ishikawa has gained level 33 in the Guns skill.
[01:46:41	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.97).
[01:46:41	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.97).
[01:46:41	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.97).
[01:46:41	]McGee ran 'combine' on item '30rnd AK-magazine' (#1656952)
[01:46:42	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.97).
[01:46:42	]Keiichi Ishikawa has gained level 34 in the Guns skill.
[01:46:42	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 0 damage (CritChance was 0.97).
[01:46:42	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.98).
[01:46:42	]Pathfinder is fully healed.
[01:46:42	]Keiichi Ishikawa has gained a '30rnd AK-magazine' #1656222.
[01:46:42	]Keiichi Ishikawa has lost a '30rnd AK-magazine' #1656367.
[01:46:43	][IC] Mar'Eyoo: Im fucked up bruh.
[01:46:43	]Keiichi Ishikawa has taken 60 damage from Combine Guard.
[01:46:43	]McGee ran 'combine' on item '30rnd AK-magazine' (#1656180)
[01:46:43	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656552)
[01:46:43	]Grunk has gained a '20rnd DMR-magazine' #1656468.
[01:46:43	]Grunk has lost a '20rnd DMR-magazine' #1656433.
[01:46:44	][JAP] Tamanaha Masumi: Galunga.
[01:46:44	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656469)
[01:46:44	]McGee ran 'combine' on item '30rnd AK-magazine' (#1656180)
[01:46:44	]Felix has hit npc_vj_crabsynth2_z dealing 11 damage (CritChance was 0.57).
[01:46:46	]McGee has gained a '30rnd AK-magazine' #1656177.
[01:46:46	]McGee has lost a '30rnd AK-magazine' #1656952.
[01:46:46	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656551)
[01:46:47	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656551)
[01:46:47	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 0 damage (CritChance was 0.96).
[01:46:47	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.96).
[01:46:47	]Keiichi Ishikawa has gained level 35 in the Guns skill.
[01:46:47	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.96).
[01:46:47	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 0 damage (CritChance was 0.96).
[01:46:47	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.96).
[01:46:48	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656551)
[01:46:48	][IC] Mar'Eyoo: I killed like 3o fem.
[01:46:49	]Keiichi Ishikawa has gained a '30rnd AK-magazine' #1656367.
[01:46:49	]Keiichi Ishikawa has lost a '30rnd AK-magazine' #1656221.
[01:46:50	]McGee ran 'combine' on item '30rnd AK-magazine' (#1656177)
[01:46:50	]Chombo-Baraka-Babayabo-Barry ran 'use' on item 'Disinfected Bandage Roll' (#1656963)
[01:46:50	]Chombo-Baraka-Babayabo-Barry has performed the 'Use Disinfected Bandage Roll' action, gaining 22 experience in medicine.
[01:46:50	]Chombo-Baraka-Babayabo-Barry was disinfected by Chombo-Baraka-Babayabo-Barry for 79 seconds.
[01:46:50	]Chombo-Baraka-Babayabo-Barry was bandaged by Chombo-Baraka-Babayabo-Barry for 16 HP.
[01:46:52	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656543)
[01:46:52	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.96).
[01:46:52	]Keiichi Ishikawa has gained level 36 in the Guns skill.
[01:46:52	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.96).
[01:46:52	]Felix ran 'removeMag' on item 'AKM' (#1656746)
[01:46:52	]Felix has gained a '30rnd AK-magazine' #1656824.
[01:46:52	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.97).
[01:46:52	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 0 damage (CritChance was 0.97).
[01:46:52	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.97).
[01:46:52	]Keiichi Ishikawa has gained level 37 in the Guns skill.
[01:46:52	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.97).
[01:46:53	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.97).
[01:46:53	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.97).
[01:46:53	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.97).
[01:46:53	]Keiichi Ishikawa has gained level 38 in the Guns skill.
[01:46:53	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.97).
[01:46:53	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656543)
[01:46:53	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.98).
[01:46:53	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.98).
[01:46:53	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.98).
[01:46:53	]Keiichi Ishikawa has gained level 39 in the Guns skill.
[01:46:53	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 0 damage (CritChance was 0.98).
[01:46:53	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.99).
[01:46:53	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.99).
[01:46:53	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.99).
[01:46:54	]Felix ran 'combine' on item '30rnd AK-magazine' (#1656824)
[01:46:54	]Keiichi Ishikawa has gained level 40 in the Guns skill.
[01:46:54	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 0.99).
[01:46:54	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 1.00).
[01:46:54	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 1.00).
[01:46:54	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 1.00).
[01:46:54	]Kaffee loaded the character 'LOYALIST VORT'
[01:46:54	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656544)
[01:46:55	]Felix ran 'combine' on item '30rnd AK-magazine' (#1656824)
[01:46:55	]Bottom G entered observer.
[01:46:55	]Keiichi Ishikawa has gained a '30rnd AK-magazine' #1656221.
[01:46:55	]Keiichi Ishikawa has lost a '30rnd AK-magazine' #1656378.
[01:46:55	]Raptorian loaded the character 'Kraas'Etan'
[01:46:57	]Felix has lost a '30rnd AK-magazine' #1656824.
[01:46:57	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656558)
[01:46:59	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656550)
[01:47:00	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656550)
[01:47:00	]Kraas'Etan is fully healed.
[01:47:01	]C24:i3.GRID-2 ran 'combine' on item '20rnd DMR-magazine' (#1656550)
[01:47:01	][IC] McGee: Gotta reload!
[01:47:02	]LOYALIST VORT entered observer.
[01:47:02	]C24:i3.GRID-2 used the 'John Doe' vendor.
[01:47:03	][Y] Keiichi Ishikawa: I WON!
[01:47:03	]LOYALIST VORT exited observer at their location.
[01:47:03	]Bottom G has spawned a 'NPC [2801][npc_vj_combineguard_z]'.
[01:47:03	]S10/SYNTH.VORTISLAVE-98 entered observer.
[01:47:04	]Bottom G has fired a toolgun with the name: vjstool_healthmodifier
[01:47:05	]S10/SYNTH.VORTISLAVE-98 is fully healed.
[01:47:05	]C24:i3.GRID-2 has gained 0 chips.
[01:47:05	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1657096.
[01:47:05	]C24:i3.GRID-2 has gained 0 chips.
[01:47:05	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1657097.
