[00:20:57	]Rabithunter has connected.
[04:51:51	]Kranky entered observer.
[04:51:52	]Kranky has spawned 'models/props/de_vostok/drainpipe_shortb.mdl'.
[04:51:55	]Kranky has spawned 'models/props_pipes/pipeset08d_corner128l_001a.mdl'.
[04:52:00	]Kranky has spawned 'models/props_pipes/pipecluster32d_003a.mdl'.
[04:52:04	]Kranky has fired a toolgun with the name: advdupe2
[04:52:04	]Kranky has spawned 'models/props/hr_massive/survival_pipes/survival_pipe_128.mdl'.
[04:52:04	]Kranky has spawned 'models/props/hr_massive/survival_pipes/survival_pipe_128.mdl'.
[04:52:04	]Kranky has spawned 'models/props_d47_canals/canal_tunnel2.mdl'.
[04:52:04	]Kranky has spawned 'models/props_debris/plaster_ceilingpile001a.mdl'.
[04:52:04	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[04:52:04	]Kranky has spawned 'models/props_debris/concrete_debris128pile001b.mdl'.
[04:52:04	]Kranky has spawned 'models/props_d47_canals/canal_tunnel1.mdl'.
[04:52:04	]Kranky has spawned 'models/props_d47_canals/interior_wall_512.mdl'.
[04:52:04	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[04:52:04	]Kranky has spawned 'models/props_d47_canals/canal_single_512.mdl'.
[04:52:04	]Kranky has spawned 'models/props_d47_canals/interior_wall_512.mdl'.
[04:52:04	]Kranky has spawned 'models/props_debris/concrete_debris128pile001b.mdl'.
[04:52:04	]Kranky has spawned 'models/props_d47_canals/canal_walkway_secondfloor.mdl'.
[04:52:04	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[04:52:05	]Kranky has spawned 'models/props/de_train/hr_t/trash_c/hr_clothes_pile_02.mdl'.
[04:52:05	]Kranky has spawned 'models/props/hr_massive/survival_pipes/survival_pipe_128.mdl'.
[04:52:05	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[04:52:05	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[04:52:05	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[04:52:05	]Kranky has spawned 'models/props/ar_dizzy/dizzy_trash/dizzy_cardboard_trash_02.mdl'.
[04:52:05	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[04:52:05	]Kranky has spawned 'models/props_d47_canals/canal_corner_inner.mdl'.
[04:52:05	]Kranky has spawned 'models/props/hr_massive/survival_pipes/survival_pipe_128.mdl'.
[04:52:05	]Kranky has spawned 'models/props_d47_canals/canal_ladder.mdl'.
[04:52:05	]Kranky has spawned 'models/props_junk/trashcluster01a.mdl'.
[04:52:05	]Kranky has spawned 'models/props_d47_canals/canal_tunnel1.mdl'.
[04:52:05	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[04:52:05	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[04:52:05	]Kranky has spawned 'models/props_d47_canals/canal_jigsaw.mdl'.
[04:52:05	]Kranky has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[04:52:05	]Kranky has spawned 'models/props_d47_canals/canal_interior_upper.mdl'.
[04:52:05	]Kranky has spawned 'models/props_canal/canal_bridge02.mdl'.
[04:52:05	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[04:52:05	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[04:52:06	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[04:52:06	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[04:52:06	]Kranky has spawned 'models/props_d47_canals/canal_end.mdl'.
[04:52:06	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[04:52:06	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[04:52:06	]Kranky has spawned 'models/props_canal/canal_bridge02.mdl'.
[04:52:09	]Kranky has fired a toolgun with the name: nocollideworld
[04:52:17	]Kranky exited observer at their location.
[04:52:29	]Kranky entered observer.
[04:52:30	]Kranky has spawned 'models/dimidrol/pipe/pipe_shhc_002.mdl'.
[04:52:36	]Kranky exited observer at their location.
[04:52:43	]Kranky entered observer.
[04:52:45	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[04:53:01	]Kranky has fired a toolgun with the name: stacker_improved
[04:53:01	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[04:53:02	]Kranky has fired a toolgun with the name: stacker_improved
[04:53:02	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[04:53:03	]Kranky has fired a toolgun with the name: stacker_improved
[04:53:03	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[04:53:31	]Kranky has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[04:53:40	]Kranky has spawned 'models/props_debris/concrete_spawnchunk001d.mdl'.
[04:53:42	]Kranky has spawned 'models/props_debris/concrete_debris256barricade001a.mdl'.
[04:54:02	]Kranky has spawned 'models/jq/hlvr/props/infestation/dead_body/xen_dead_body.mdl'.
[04:54:02	]Kranky exited observer at their location.
[04:54:05	]Kranky entered observer.
[04:54:08	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[04:54:15	]Kranky has fired a toolgun with the name: nocollideworld
[04:54:16	]Kranky exited observer at their location.
[04:54:27	]Kranky has fired a toolgun with the name: stacker_improved
[04:54:27	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[04:54:29	]Kranky has fired a toolgun with the name: stacker_improved
[04:54:29	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[04:54:33	]Kranky has fired a toolgun with the name: nocollideworld
[04:54:34	]Kranky has fired a toolgun with the name: nocollideworld
[04:54:39	]Kranky has spawned 'models/jq/hlvr/props/infestation/p1/boomerplant_01.mdl'.
[04:54:52	]Kranky has spawned 'models/jq/hlvr/props/infestation/p1/boomerplant_01.mdl'.
[04:55:00	]Kranky has fired a toolgun with the name: nocollideworld
[04:55:08	]Kranky has spawned 'models/jq/hlvr/props/infestation/p1/boomerplant_01.mdl'.
[04:55:11	]Kranky has fired a toolgun with the name: nocollideworld
[04:55:21	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_a3_pitwall_lod1.mdl'.
[04:55:24	]Kranky entered observer.
[04:55:27	]Kranky exited observer at their location.
[04:55:32	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_pod_structure001.mdl'.
[04:55:35	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_blob001.mdl'.
[04:55:40	]Kranky has fired a toolgun with the name: nocollideworld
[04:56:05	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_wallpod001.mdl'.
[04:56:14	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster001.mdl'.
[04:56:23	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_strand_anchor004.mdl'.
[04:56:27	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_strand_anchor008.mdl'.
[04:56:32	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_blob001.mdl'.
[04:56:36	]Kranky has fired a toolgun with the name: nocollideworld
[04:57:03	]Kranky has spawned 'models/jq/hlvr/props/infestation/p1/boomerplant_exploded.mdl'.
[04:57:09	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_flat_blob01.mdl'.
[04:57:14	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_strand_anchor004.mdl'.
[04:57:18	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_strand_anchor007.mdl'.
[04:57:23	]Kranky has spawned 'models/jq/hlvr/props/infestation/p1/xen_lamp_plant.mdl'.
[04:57:36	]Kranky entered observer.
[04:57:46	]Kranky has fired a toolgun with the name: advdupe2
[04:57:46	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[04:57:46	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[04:57:46	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[04:57:58	]Kranky has fired a toolgun with the name: advdupe2
[04:57:58	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[04:57:58	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[04:57:58	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[04:58:00	]Kranky exited observer at their location.
[04:58:02	]Kranky entered observer.
[04:58:04	]Kranky exited observer at their location.
[04:58:09	]Kranky has spawned 'models/jq/hlvr/props/infestation/p1/polyp_3.mdl'.
[04:58:16	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_a2_sewer001.mdl'.
[04:58:20	]Kranky entered observer.
[04:58:30	]Kranky exited observer at their location.
[04:58:32	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_blob001.mdl'.
[04:58:37	]Kranky has fired a toolgun with the name: advdupe2
[04:58:37	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[04:58:37	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[04:58:38	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[04:58:42	]Kranky has fired a toolgun with the name: nocollideworld
[04:58:42	]Kranky has fired a toolgun with the name: nocollideworld
[04:58:42	]Kranky has fired a toolgun with the name: nocollideworld
[04:58:54	]Kranky entered observer.
[04:58:57	]Kranky exited observer at their location.
[04:59:02	]Kranky has spawned 'models/props_debris/plaster_ceilingpile002a.mdl'.
[04:59:07	]Kranky has spawned 'models/props_debris/plaster_ceilingpile001c.mdl'.
[04:59:16	]Kranky entered observer.
[04:59:16	]Kranky exited observer at their location.
[04:59:17	]Kranky entered observer.
[04:59:18	]Kranky exited observer at their location.
[04:59:20	]Kranky entered observer.
[04:59:21	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[04:59:26	]Kranky has fired a toolgun with the name: nocollideworld
[04:59:31	]Kranky exited observer at their location.
[04:59:40	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_warningsign.mdl'.
[04:59:46	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_crate.mdl'.
[04:59:51	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_barrel_lock.mdl'.
[04:59:54	]Kranky entered observer.
[05:00:12	]Kranky exited observer at their location.
[05:00:17	]Kranky entered observer.
[05:00:53	]Kranky exited observer at their location.
[05:00:53	]Kranky entered observer.
[05:00:53	]Kranky exited observer at their location.
[05:00:57	]Kranky entered observer.
[05:01:01	]Kranky has spawned 'models/props_debris/walldestroyed09g.mdl'.
[05:01:07	]Kranky has spawned 'models/props_debris/walldestroyed09a.mdl'.
[05:01:12	]Kranky exited observer at their location.
[05:01:13	]Kranky entered observer.
[05:01:14	]Kranky exited observer at their location.
[05:01:14	]Kranky entered observer.
[05:01:16	]Kranky exited observer at their location.
[05:01:17	]Kranky entered observer.
[05:01:17	]Kranky exited observer at their location.
[05:01:22	]Kranky has spawned 'models/props_wasteland/controlroom_desk001a.mdl'.
[05:01:31	]Kranky has spawned 'models/props_lab/monitor02.mdl'.
[05:01:49	]Kranky has spawned 'models/props/de_vertigo/wood_pallet_debris_01.mdl'.
[05:01:51	]Kranky entered observer.
[05:01:52	]Kranky exited observer at their location.
[05:01:57	]Kranky has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[05:02:04	]Kranky has spawned 'models/props/de_venice/protest_debris/protest_sign_2.mdl'.
[05:02:09	]Kranky has spawned 'models/props/de_venice/protest_debris/protest_sign_2.mdl'.
[05:02:17	]Kranky has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[05:02:17	]Kranky entered observer.
[05:02:29	]Kranky exited observer at their location.
[05:02:29	]Kranky entered observer.
[05:02:30	]Kranky exited observer at their location.
[05:02:42	]Kranky has spawned a 'Entity [5335][ladder_small]'.
[05:03:08	]Kranky entered observer.
[05:03:53	]Kranky has fired a toolgun with the name: stacker_improved
[05:03:53	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:03:54	]Kranky has fired a toolgun with the name: stacker_improved
[05:03:54	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:03:56	]Kranky has fired a toolgun with the name: stacker_improved
[05:03:56	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[05:03:56	]Kranky has fired a toolgun with the name: stacker_improved
[05:03:56	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[05:03:58	]Kranky has fired a toolgun with the name: stacker_improved
[05:03:58	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:03:59	]Kranky has fired a toolgun with the name: stacker_improved
[05:03:59	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[05:04:06	]Kranky has fired a toolgun with the name: stacker_improved
[05:04:06	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:04:07	]Kranky has fired a toolgun with the name: stacker_improved
[05:04:07	]Kranky has fired a toolgun with the name: stacker_improved
[05:04:07	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[05:04:08	]Kranky has fired a toolgun with the name: stacker_improved
[05:04:08	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:04:09	]Kranky has fired a toolgun with the name: stacker_improved
[05:04:09	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[05:04:21	]Kranky has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[05:04:43	]Kranky has fired a toolgun with the name: stacker_improved
[05:04:43	]Kranky has spawned 'models/props_d47_canals/canal_interior_upper.mdl'.
[05:04:44	]Kranky has fired a toolgun with the name: stacker_improved
[05:04:44	]Kranky has spawned 'models/props_d47_canals/canal_ladder.mdl'.
[05:04:51	]Kranky has fired a toolgun with the name: stacker_improved
[05:04:51	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:04:59	]Kranky has spawned 'models/props_d47_canals/canal_doublesawtooth.mdl'.
[05:05:05	]Kranky has fired a toolgun with the name: stacker_improved
[05:05:05	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:05:08	]Kranky has spawned 'models/props_d47_canals/canal_end.mdl'.
[05:05:44	]Kranky has fired a toolgun with the name: stacker_improved
[05:05:44	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:05:45	]Kranky has fired a toolgun with the name: stacker_improved
[05:05:45	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:05:52	]Kranky has spawned 'models/props_d47_canals/canal_double_256.mdl'.
[05:06:02	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[05:06:11	]Kranky has spawned 'models/props_d47_canals/canal_corner_inner.mdl'.
[05:06:24	]Kranky has spawned 'models/props_d47_canals/canal_corner_inner.mdl'.
[05:06:34	]Kranky has spawned 'models/props_d47_canals/canal_double_256.mdl'.
[05:06:44	]Kranky has spawned 'models/props_d47_canals/canal_pipe.mdl'.
[05:06:46	]Kranky has spawned 'models/props_d47_canals/canal_sawtooth.mdl'.
[05:06:57	]Kranky has spawned 'models/props_d47_canals/canal_single_sawtooth2.mdl'.
[05:07:00	]Kranky has spawned 'models/props_d47_canals/canal_corner_outer.mdl'.
[05:07:08	]Kranky has spawned 'models/props_d47_canals/canal_single_256.mdl'.
[05:07:45	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[05:07:49	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[05:08:41	]Kranky has fired a toolgun with the name: advdupe2
[05:08:41	]Kranky has spawned 'models/jq/hlvr/props/infestation/p1/boomerplant_01.mdl'.
[05:08:41	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:08:41	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_pod_structure001.mdl'.
[05:08:41	]Kranky has spawned 'models/props_d47_canals/canal_tunnel1.mdl'.
[05:08:41	]Kranky has spawned 'models/props_d47_canals/canal_double_256.mdl'.
[05:08:41	]Kranky has spawned 'models/jq/hlvr/props/infestation/p1/xen_lamp_plant.mdl'.
[05:08:41	]Kranky has spawned 'models/props_mill/pipeset32d_corner128da.mdl'.
[05:08:41	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:08:41	]Kranky has spawned 'models/props/hr_massive/survival_pipes/survival_pipe_128.mdl'.
[05:08:41	]Kranky has spawned 'models/props_d47_canals/canal_corner_inner.mdl'.
[05:08:41	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster001.mdl'.
[05:08:41	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_strand_anchor004.mdl'.
[05:08:41	]Kranky has spawned 'models/props_debris/plaster_ceilingpile001c.mdl'.
[05:08:41	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[05:08:41	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_barrel_lock.mdl'.
[05:08:41	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:08:41	]Kranky has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[05:08:41	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:08:41	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:08:42	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[05:08:42	]Kranky has spawned a 'Entity [5261][ladder_small]'.
[05:08:42	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_strand_anchor004.mdl'.
[05:08:42	]Kranky has spawned 'models/props/ar_dizzy/dizzy_trash/dizzy_cardboard_trash_02.mdl'.
[05:08:42	]Kranky has spawned 'models/props_d47_canals/canal_interior_upper.mdl'.
[05:08:42	]Kranky has spawned 'models/props_d47_canals/canal_tunnel2.mdl'.
[05:08:42	]Kranky has spawned 'models/jq/hlvr/props/infestation/p1/boomerplant_01.mdl'.
[05:08:42	]Kranky has spawned 'models/props_debris/plaster_ceilingpile002a.mdl'.
[05:08:42	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[05:08:42	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_blob001.mdl'.
[05:08:42	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:08:42	]Kranky has spawned 'models/props_d47_canals/canal_end.mdl'.
[05:08:42	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_flat_blob01.mdl'.
[05:08:42	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[05:08:42	]Kranky has spawned 'models/props_canal/canal_bridge02.mdl'.
[05:08:42	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[05:08:42	]Kranky has spawned 'models/props_d47_canals/canal_single_512.mdl'.
[05:08:42	]Kranky has spawned 'models/jq/hlvr/props/infestation/p1/boomerplant_exploded.mdl'.
[05:08:42	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_strand_anchor008.mdl'.
[05:08:42	]Kranky has spawned 'models/props_debris/concrete_debris128pile001b.mdl'.
[05:08:43	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[05:08:43	]Kranky has spawned 'models/props_debris/plaster_ceilingpile001a.mdl'.
[05:08:43	]Kranky has spawned 'models/props_pipes/uc_pipe02.mdl'.
[05:08:43	]Kranky has spawned 'models/props_canal/canal_bridge02.mdl'.
[05:08:43	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:08:43	]Kranky has spawned 'models/props_d47_canals/canal_end.mdl'.
[05:08:43	]Kranky has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[05:08:43	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[05:08:43	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[05:08:43	]Kranky has spawned 'models/props_pipes/gasworks_pipesystem02.mdl'.
[05:08:43	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[05:08:43	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:08:43	]Kranky has spawned 'models/props_d47_canals/interior_wall_512.mdl'.
[05:08:43	]Kranky has spawned 'models/props_d47_canals/canal_tunnel1.mdl'.
[05:08:43	]Kranky has spawned 'models/props_debris/walldestroyed09a.mdl'.
[05:08:43	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[05:08:43	]Kranky has spawned 'models/jq/hlvr/props/infestation/p1/boomerplant_01.mdl'.
[05:08:43	]Kranky has spawned 'models/props_d47_canals/canal_corner_outer.mdl'.
[05:08:43	]Kranky has spawned 'models/props_debris/concrete_debris256barricade001a.mdl'.
[05:08:43	]Kranky has spawned 'models/props_d47_canals/interior_wall_512.mdl'.
[05:08:44	]Kranky has spawned 'models/props/de_train/hr_t/trash_c/hr_clothes_pile_02.mdl'.
[05:08:44	]Kranky has spawned 'models/props_d47_canals/canal_walkway_secondfloor.mdl'.
[05:08:44	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_warningsign.mdl'.
[05:08:44	]Kranky has spawned 'models/props/de_venice/protest_debris/protest_sign_2.mdl'.
[05:08:44	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_a2_sewer001.mdl'.
[05:08:44	]Kranky has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[05:08:44	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[05:08:44	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_strand_anchor007.mdl'.
[05:08:44	]Kranky has spawned 'models/props_debris/concrete_debris128pile001b.mdl'.
[05:08:44	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:08:44	]Kranky has spawned 'models/props/hr_massive/survival_pipes/survival_pipe_128.mdl'.
[05:08:44	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[05:08:44	]Kranky has spawned 'models/props/hr_massive/survival_pipes/survival_pipe_128.mdl'.
[05:08:44	]Kranky has spawned 'models/props_pipes/pipecluster32d_003a.mdl'.
[05:08:44	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:08:44	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:08:44	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:08:44	]Kranky has spawned 'models/props_d47_canals/canal_ladder.mdl'.
[05:08:44	]Kranky has spawned 'models/props_junk/trashcluster01a.mdl'.
[05:08:44	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_blob001.mdl'.
[05:08:45	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:08:45	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[05:08:45	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:08:45	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[05:08:45	]Kranky has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[05:08:45	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:08:45	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[05:08:45	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[05:08:45	]Kranky has spawned 'models/props_d47_canals/canal_jigsaw.mdl'.
[05:08:45	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:08:45	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_blob001.mdl'.
[05:08:45	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_a3_pitwall_lod1.mdl'.
[05:08:45	]Kranky has spawned 'models/props_d47_canals/canal_single_256.mdl'.
[05:08:45	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[05:08:45	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_crate.mdl'.
[05:08:45	]Kranky has spawned 'models/props_d47_canals/canal_doublesawtooth.mdl'.
[05:08:45	]Kranky has spawned 'models/props_wasteland/controlroom_desk001a.mdl'.
[05:08:45	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:08:45	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:08:49	]Kranky has fired a toolgun with the name: remover
[05:09:26	]Kranky has fired a toolgun with the name: stacker_improved
[05:09:26	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:09:28	]Kranky has fired a toolgun with the name: stacker_improved
[05:09:28	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:09:30	]Kranky has fired a toolgun with the name: stacker_improved
[05:09:30	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:09:38	]Kranky has fired a toolgun with the name: stacker_improved
[05:09:38	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:09:38	]Kranky has fired a toolgun with the name: stacker_improved
[05:09:38	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:09:39	]Kranky has fired a toolgun with the name: stacker_improved
[05:09:39	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:09:43	]Kranky has spawned 'models/props_d47_canals/canal_doublesawtooth.mdl'.
[05:09:53	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[05:10:30	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[05:10:55	]Kranky has used a context menu option with the name: remove
[05:10:56	]Kranky has spawned 'models/props_d47_canals/canal_double_256.mdl'.
[05:10:59	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[05:11:07	]Kranky has spawned 'models/props_d47_canals/canal_doublesawtooth.mdl'.
[05:11:31	]Kranky has fired a toolgun with the name: advdupe2
[05:11:31	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[05:11:31	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_strand_anchor004.mdl'.
[05:11:31	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:11:31	]Kranky has spawned 'models/jq/hlvr/props/infestation/p1/xen_lamp_plant.mdl'.
[05:11:31	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[05:11:31	]Kranky has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[05:11:31	]Kranky has spawned 'models/props_canal/canal_bridge02.mdl'.
[05:11:31	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[05:11:31	]Kranky has spawned 'models/props_debris/plaster_ceilingpile001c.mdl'.
[05:11:31	]Kranky has spawned 'models/props_d47_canals/canal_interior_upper.mdl'.
[05:11:31	]Kranky has spawned 'models/jq/hlvr/props/infestation/p1/boomerplant_01.mdl'.
[05:11:31	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[05:11:31	]Kranky has spawned 'models/props_d47_canals/canal_single_256.mdl'.
[05:11:31	]Kranky has spawned 'models/props_d47_canals/canal_walkway_secondfloor.mdl'.
[05:11:31	]Kranky has spawned 'models/props_pipes/pipecluster32d_003a.mdl'.
[05:11:31	]Kranky has spawned 'models/props_debris/concrete_debris128pile001b.mdl'.
