[17:21:55	]Marco has connected.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x7.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x8.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x4.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x3.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate8x8.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x3.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x8.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x7.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x3.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x7.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x4.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x8.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x4.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x8.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x3.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x8.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x4.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x4.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x4.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x4.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x8.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate8x8.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x8.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate8x8.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x3.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x3.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:21:56	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:22:09	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:22:10	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:22:10	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:22:10	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:22:11	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:22:11	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:22:12	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:22:12	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:22:14	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:22:25	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:22:27	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:22:28	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:22:33	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:22:33	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:22:34	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:22:34	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:22:34	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:22:35	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:22:35	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:22:49	]C8:i3.UNION-49 has fired a toolgun with the name: vjstool_notarget
[18:22:54	]C8:i3.UNION-49 has fired a toolgun with the name: vjstool_notarget
[18:23:07	]C8:i3.UNION-49 has spawned a 'NPC [481][npc_vj_overwatch_soldier_z]'.
[18:23:08	]C8:i3.UNION-49 has spawned a 'NPC [483][npc_vj_overwatch_soldier_z]'.
[18:23:11	]C8:i3.UNION-49 has spawned a 'NPC [481][npc_vj_overwatch_soldier_z]'.
[18:23:13	]C8:i3.UNION-49 has spawned a 'NPC [490][npc_vj_overwatch_soldier_z]'.
[18:23:15	]C8:i3.UNION-49 has spawned a 'NPC [494][npc_vj_overwatch_soldier_z]'.
[18:23:18	]C8:i3.UNION-49 has spawned a 'NPC [498][npc_vj_overwatch_soldier_z]'.
[18:23:21	]C8:i3.UNION-49 has spawned a 'NPC [500][npc_vj_overwatch_soldier_z]'.
[18:23:23	]C8:i3.UNION-49 has spawned a 'NPC [502][npc_vj_overwatch_soldier_z]'.
[18:23:29	]C8:i3.UNION-49 has spawned a 'NPC [506][npc_vj_overwatch_soldier_z]'.
[18:23:30	]C8:i3.UNION-49 has spawned a 'NPC [508][npc_vj_overwatch_soldier_z]'.
[18:23:31	]C8:i3.UNION-49 has spawned a 'NPC [511][npc_vj_overwatch_soldier_z]'.
[18:23:31	]C8:i3.UNION-49 has spawned a 'NPC [517][npc_vj_overwatch_soldier_z]'.
[18:23:32	]C8:i3.UNION-49 has spawned a 'NPC [520][npc_vj_overwatch_soldier_z]'.
[18:23:33	]C8:i3.UNION-49 has spawned a 'NPC [525][npc_vj_overwatch_soldier_z]'.
[18:23:34	]C8:i3.UNION-49 has spawned a 'NPC [534][npc_vj_overwatch_soldier_z]'.
[18:23:35	]C8:i3.UNION-49 has spawned a 'NPC [538][npc_vj_overwatch_soldier_z]'.
[18:23:36	]C8:i3.UNION-49 has spawned a 'NPC [542][npc_vj_overwatch_soldier_z]'.
[18:23:37	]C8:i3.UNION-49 has spawned a 'NPC [547][npc_vj_overwatch_soldier_z]'.
[18:23:37	]C8:i3.UNION-49 has spawned a 'NPC [550][npc_vj_overwatch_soldier_z]'.
[18:23:39	]C8:i3.UNION-49 has spawned a 'NPC [554][npc_vj_overwatch_soldier_z]'.
[18:23:41	]C8:i3.UNION-49 has spawned a 'NPC [560][npc_vj_overwatch_soldier_z]'.
[18:23:48	]C8:i3.UNION-49 entered observer.
[18:23:49	]C8:i3.UNION-49 exited observer.
[18:23:51	]C8:i3.UNION-49 used command '/ToggleRaise'.
[18:23:52	]C8:i3.UNION-49 has lost a '8rnd Shotgun Magazine' #3305765.
[18:23:53	]C8:i3.UNION-49 has gained a '8rnd Shotgun Magazine' #3305765.
[18:23:53	]C8:i3.UNION-49 has lost a '8rnd Shotgun Magazine' #3305764.
[18:23:53	]C8:i3.UNION-49 has gained a '8rnd Shotgun Magazine' #3305764.
[18:23:53	]C8:i3.UNION-49 has lost a '8rnd Shotgun Magazine' #3305765.
[18:23:54	]C8:i3.UNION-49 used command '/ToggleRaise'.
[18:24:01	]C8:i3.UNION-49 has taken 1 damage from Combine Turret.
[18:24:01	]C8:i3.UNION-49 has critically hit npc_vj_overwatch_soldier_z dealing 9 damage (CritChance was 0.60).
[18:24:01	]C8:i3.UNION-49 has critically hit npc_vj_overwatch_soldier_z dealing 9 damage (CritChance was 0.60).
[18:24:01	]C8:i3.UNION-49 has critically hit npc_vj_overwatch_soldier_z dealing 9 damage (CritChance was 0.60).
[18:24:01	]C8:i3.UNION-49 has hit npc_vj_overwatch_soldier_z dealing 8 damage (CritChance was 0.60).
[18:24:01	]C8:i3.UNION-49 has critically hit npc_vj_overwatch_soldier_z dealing 9 damage (CritChance was 0.60).
[18:24:01	]C8:i3.UNION-49 has critically hit npc_vj_overwatch_soldier_z dealing 9 damage (CritChance was 0.60).
[18:24:01	]C8:i3.UNION-49 has hit npc_vj_overwatch_soldier_z dealing 8 damage (CritChance was 0.60).
[18:24:02	]C8:i3.UNION-49 has taken 1 damage from Combine Turret.
[18:24:03	]C8:i3.UNION-49 has taken 4 damage from Combine Turret.
[18:24:03	]C8:i3.UNION-49 has hit npc_vj_combine_turret_z dealing 8 damage (CritChance was 0.60).
[18:24:03	]C8:i3.UNION-49 has critically hit npc_vj_combine_turret_z dealing 9 damage (CritChance was 0.60).
[18:24:03	]C8:i3.UNION-49 has critically hit npc_vj_combine_turret_z dealing 9 damage (CritChance was 0.60).
[18:24:03	]C8:i3.UNION-49 has hit npc_vj_combine_turret_z dealing 8 damage (CritChance was 0.60).
[18:24:03	]C8:i3.UNION-49 has hit npc_vj_combine_turret_z dealing 8 damage (CritChance was 0.60).
[18:24:04	]C8:i3.UNION-49 has taken 1 damage from Combine Turret.
[18:24:04	]C8:i3.UNION-49 has taken 1 damage from Combine Turret.
[18:24:06	]C8:i3.UNION-49 has taken 1 damage from Combine Turret.
[18:24:06	]C8:i3.UNION-49 is fully healed.
[18:24:06	]C8:i3.UNION-49 has taken 25 damage from Overwatch Soldier.
[18:24:07	]C8:i3.UNION-49 has taken 1 damage from Combine Turret.
[18:24:07	]C8:i3.UNION-49 has taken 1 damage from Combine Turret.
[18:24:07	]C8:i3.UNION-49 has critically hit npc_vj_combine_turret_z dealing 9 damage (CritChance was 0.60).
[18:24:07	]C8:i3.UNION-49 has critically hit npc_vj_combine_turret_z dealing 9 damage (CritChance was 0.60).
[18:24:07	]C8:i3.UNION-49 has hit npc_vj_combine_turret_z dealing 8 damage (CritChance was 0.60).
[18:24:07	]C8:i3.UNION-49 has hit npc_vj_combine_turret_z dealing 8 damage (CritChance was 0.60).
[18:24:07	]C8:i3.UNION-49 has critically hit npc_vj_combine_turret_z dealing 9 damage (CritChance was 0.60).
[18:24:07	]C8:i3.UNION-49 has critically hit npc_vj_combine_turret_z dealing 9 damage (CritChance was 0.60).
[18:24:07	]C8:i3.UNION-49 has critically hit npc_vj_combine_turret_z dealing 9 damage (CritChance was 0.60).
[18:24:07	]C8:i3.UNION-49 has critically hit npc_vj_combine_turret_z dealing 9 damage (CritChance was 0.60).
[18:24:08	]C8:i3.UNION-49 has taken 1 damage from Combine Turret.
[18:24:08	]C8:i3.UNION-49 has critically hit npc_vj_combine_turret_z dealing 9 damage (CritChance was 0.60).
[18:24:08	]C8:i3.UNION-49 has hit npc_vj_combine_turret_z dealing 8 damage (CritChance was 0.60).
[18:24:08	]C8:i3.UNION-49 has critically hit npc_vj_combine_turret_z dealing 9 damage (CritChance was 0.60).
[18:24:08	]C8:i3.UNION-49 has hit npc_vj_combine_turret_z dealing 8 damage (CritChance was 0.60).
[18:24:08	]C8:i3.UNION-49 has hit npc_vj_overwatch_soldier_z in the left leg dealing 6 damage (CritChance was 0.36).
[18:24:08	]C8:i3.UNION-49 has critically hit npc_vj_overwatch_soldier_z in the chest dealing 9 damage (CritChance was 0.36).
[18:24:08	]C8:i3.UNION-49 has hit npc_vj_combine_turret_z dealing 8 damage (CritChance was 0.60).
[18:24:08	]C8:i3.UNION-49 has hit npc_vj_combine_turret_z dealing 8 damage (CritChance was 0.60).
[18:24:09	]C8:i3.UNION-49 has taken 1 damage from Combine Turret.
[18:24:10	]C8:i3.UNION-49 has taken 3 damage from Overwatch Soldier.
[18:24:10	]C8:i3.UNION-49 has taken 3 damage from Overwatch Soldier.
[18:24:10	]C8:i3.UNION-49 has taken 1 damage from Combine Turret.
[18:24:11	]C8:i3.UNION-49 has taken 8 damage from Combine Turret.
[18:24:12	]C8:i3.UNION-49 has taken 3 damage from Overwatch Soldier.
[18:24:12	]C8:i3.UNION-49 has taken 3 damage from Overwatch Soldier.
[18:24:12	]C8:i3.UNION-49 has taken 34 damage from Overwatch Soldier.
[18:24:12	]C8:i3.UNION-49 has taken 12 damage from Overwatch Soldier.
[18:24:12	]C8:i3.UNION-49 has taken 3 damage from Overwatch Soldier.
[18:24:13	]C8:i3.UNION-49 has taken 3 damage from Overwatch Soldier.
[18:24:13	]C8:i3.UNION-49 has taken 3 damage from Overwatch Soldier.
[18:24:13	]C8:i3.UNION-49 has hit npc_vj_overwatch_soldier_z in the left arm dealing 6 damage (CritChance was 0.36).
[18:24:13	]C8:i3.UNION-49 has critically hit npc_vj_overwatch_soldier_z in the left arm dealing 8 damage (CritChance was 0.36).
[18:24:13	]C8:i3.UNION-49 has hit npc_vj_overwatch_soldier_z in the head dealing 9 damage (CritChance was 0.12).
[18:24:13	]C8:i3.UNION-49 has critically hit npc_vj_overwatch_soldier_z in the right leg dealing 8 damage (CritChance was 0.36).
[18:24:13	]C8:i3.UNION-49 has hit npc_vj_overwatch_soldier_z in the head dealing 9 damage (CritChance was 0.12).
[18:24:13	]C8:i3.UNION-49 has critically hit npc_vj_overwatch_soldier_z dealing 9 damage (CritChance was 0.60).
[18:24:14	]C8:i3.UNION-49 has gained a '8rnd Shotgun Magazine' #3305765.
[18:24:14	]C8:i3.UNION-49 has lost a '8rnd Shotgun Magazine' #3305764.
[18:24:18	]C8:i3.UNION-49 ran 'use' on item 'Disinfected Bandage Roll' (#3231741)
[18:24:18	]C8:i3.UNION-49 has performed the 'Use Disinfected Bandage Roll' action, gaining 22 experience in medicine.
[18:24:18	]C8:i3.UNION-49 was disinfected by C8:i3.UNION-49 for 79 seconds.
[18:24:18	]C8:i3.UNION-49 was bandaged by C8:i3.UNION-49 for 16 HP.
[18:24:19	]C8:i3.UNION-49 ran 'use' on item 'Disinfected Bandage Roll' (#3231741)
[18:24:19	]C8:i3.UNION-49 has performed the 'Use Disinfected Bandage Roll' action, gaining 15 experience in medicine.
[18:24:19	]C8:i3.UNION-49 was disinfected by C8:i3.UNION-49 for 79 seconds.
[18:24:19	]C8:i3.UNION-49 was bandaged by C8:i3.UNION-49 for 16 HP.
[18:24:24	]C8:i3.UNION-49 ran 'use' on item 'Disinfected Bandage Roll' (#3231741)
[18:24:24	]C8:i3.UNION-49 has performed the 'Use Disinfected Bandage Roll' action, gaining 18 experience in medicine.
[18:24:24	]C8:i3.UNION-49 was disinfected by C8:i3.UNION-49 for 79 seconds.
[18:24:24	]C8:i3.UNION-49 was bandaged by C8:i3.UNION-49 for 16 HP.
[18:24:30	]C8:i3.UNION-49 has hit npc_vj_overwatch_soldier_z in the left leg dealing 6 damage (CritChance was 0.36).
[18:24:31	]C8:i3.UNION-49 has hit npc_vj_overwatch_soldier_z dealing 32 damage (CritChance was 0.00).
[18:24:35	]C8:i3.UNION-49 has gained a '8rnd Shotgun Magazine' #3305764.
[18:24:35	]C8:i3.UNION-49 was knocked unconscious and is bleeding out.
[18:24:40	]C8:i3.UNION-49 used command '/CharStopBleedout ^'.
[18:24:46	]C8:i3.UNION-49 is no longer unconscious from critical wounds.
[18:24:46	]C8:i3.UNION-49 is fully healed.
[18:24:47	]C8:i3.UNION-49 used command '/ToggleRaise'.
[18:24:49	]C8:i3.UNION-49 has lost a '8rnd Shotgun Magazine' #3270398.
[18:24:55	]C8:i3.UNION-49 has hit npc_vj_overwatch_soldier_z in the chest dealing 9 damage (CritChance was 0.36).
[18:24:57	]C8:i3.UNION-49 has hit npc_vj_overwatch_soldier_z in the left leg dealing 6 damage (CritChance was 0.36).
[18:24:57	]C8:i3.UNION-49 has critically hit npc_vj_overwatch_soldier_z in the left leg dealing 8 damage (CritChance was 0.36).
[18:24:57	]C8:i3.UNION-49 has critically hit npc_vj_overwatch_soldier_z in the right leg dealing 8 damage (CritChance was 0.36).
[18:24:57	]C8:i3.UNION-49 has critically hit npc_vj_overwatch_soldier_z in the right arm dealing 8 damage (CritChance was 0.36).
[18:24:57	]C8:i3.UNION-49 has critically hit npc_vj_overwatch_soldier_z dealing 9 damage (CritChance was 0.60).
[18:24:58	]C8:i3.UNION-49 has hit npc_vj_overwatch_soldier_z in the left arm dealing 6 damage (CritChance was 0.36).
[18:24:58	]C8:i3.UNION-49 has critically hit npc_vj_overwatch_soldier_z in the left arm dealing 8 damage (CritChance was 0.36).
[18:24:58	]C8:i3.UNION-49 has hit npc_vj_overwatch_soldier_z in the left arm dealing 6 damage (CritChance was 0.36).
[18:24:58	]C8:i3.UNION-49 has hit npc_vj_overwatch_soldier_z dealing 8 damage (CritChance was 0.60).
[18:24:58	]C8:i3.UNION-49 has critically hit npc_vj_overwatch_soldier_z dealing 9 damage (CritChance was 0.60).
[18:24:59	]C8:i3.UNION-49 has critically hit npc_vj_overwatch_soldier_z in the right leg dealing 8 damage (CritChance was 0.36).
[18:24:59	]C8:i3.UNION-49 has critically hit npc_vj_overwatch_soldier_z in the left leg dealing 8 damage (CritChance was 0.36).
[18:24:59	]C8:i3.UNION-49 has hit npc_vj_overwatch_soldier_z in the right arm dealing 6 damage (CritChance was 0.36).
[18:25:03	]C8:i3.UNION-49 used command '/ToggleRaise'.
[18:25:04	]C8:i3.UNION-49 has lost a '17rnd USP Magazine' #3200148.
[18:25:13	]C8:i3.UNION-49 has taken 1 damage from Overwatch Soldier.
[18:25:14	]C8:i3.UNION-49 has taken 80 damage from Overwatch Soldier.
[18:25:14	]C8:i3.UNION-49 has taken 5 damage from Overwatch Soldier.
[18:25:14	]C8:i3.UNION-49 has taken 5 damage from Overwatch Soldier.
[18:25:15	]C8:i3.UNION-49 has taken 5 damage from Overwatch Soldier.
[18:25:15	]C8:i3.UNION-49 has taken 5 damage from Overwatch Soldier.
[18:25:15	]C8:i3.UNION-49 has taken 5 damage from Overwatch Soldier.
[18:25:15	]C8:i3.UNION-49 has taken 1 damage from Overwatch Soldier.
[18:25:16	]C8:i3.UNION-49 has taken 1 damage from Overwatch Soldier.
[18:25:16	]C8:i3.UNION-49 has gained a '17rnd USP Magazine' #3200148.
[18:25:16	]C8:i3.UNION-49 has lost a '17rnd USP Magazine' #3136463.
[18:25:20	]C8:i3.UNION-49 has taken 38 damage from Overwatch Soldier.
[18:25:22	]C8:i3.UNION-49 has taken 5 damage from Overwatch Soldier.
[18:25:23	]C8:i3.UNION-49 has taken 10 damage from Overwatch Soldier.
[18:25:23	]C8:i3.UNION-49 has taken 1 damage from Overwatch Soldier.
[18:25:23	]C8:i3.UNION-49 used command '/ToggleRaise'.
[18:25:25	]C8:i3.UNION-49 has gained a '17rnd USP Magazine' #3136463.
[18:25:25	]C8:i3.UNION-49 has gained a '8rnd Shotgun Magazine' #3270398.
[18:25:25	]C8:i3.UNION-49 was knocked unconscious and is bleeding out.
[18:25:29	]C8:i3.UNION-49 used command '/CharStopBleedout ^'.
[18:25:31	]C8:i3.UNION-49 is no longer unconscious from critical wounds.
[18:25:31	]C8:i3.UNION-49 is fully healed.
[18:25:33	]C8:i3.UNION-49 used command '/ToggleRaise'.
