[01:48:17	]'Sevens' has connected.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:16	]Su'Kma'Ba'Lez has taken 3 damage from Crab Synth.
[20:14:17	]Su'Kma'Ba'Lez has taken 40 damage from Crab Synth.
[20:14:19	]Su'Kma'Ba'Lez is fully healed.
[20:14:19	]Su'Kma'Ba'Lez has taken 40 damage from Crab Synth.
[20:14:20	]Monika Némethová entered observer.
[20:14:20	]Su'Kma'Ba'Lez has taken 40 damage from Crab Synth.
[20:14:21	]I CHECK THIS OUT destroyed a 'Artificial Cheese Paste' #2050866.
[20:14:21	][Y] Jindosh Mighty: Help me you purple stinker.
[20:14:21	]Su'Kma'Ba'Lez has taken 40 damage from Crab Synth.
[20:14:23	]Su'Kma'Ba'Lez has taken 40 damage from Crab Synth.
[20:14:23	]Monika Némethová exited observer at their location.
[20:14:24	][IC] Klim Stasiuk: You can buy resin from train for credits.
[20:14:24	]Su'Kma'Ba'Lez is fully healed.
[20:14:24	]Su'Kma'Ba'Lez has taken 40 damage from Crab Synth.
[20:14:25	]Osaka Tariotto entered observer.
[20:14:29	]Ernest Descombes ran 'take' on item '#63018's Identity Card' (#2050814)
[20:14:29	]Ernest Descombes has gained a '#63018's Identity Card' #2050814.
[20:14:29	]Su'Kma'Ba'Lez is fully healed.
[20:14:29	]Osaka Tariotto ran SAM command 'respawn' with arguments: 'mighty'
[20:14:29	]Jindosh Mighty is fully healed.
[20:14:30	]Jindosh Mighty has taken 40 damage from Crab Synth.
[20:14:30	]Ernest Descombes ran 'take' on item 'CWU Member Access Keycard' (#2050983)
[20:14:30	]Ernest Descombes has gained a 'CWU Member Access Keycard' #2050983.
[20:14:31	]Ernest Descombes entered observer.
[20:14:33	]Jindosh Mighty has taken 40 damage from Crab Synth.
[20:14:33	]Ernest Descombes exited observer at their location.
[20:14:33	]Bastard Child used command '/ToggleRaise'.
[20:14:34	]Reece Wolstenhoilkme entered observer.
[20:14:34	]Jindosh Mighty was knocked unconscious and is bleeding out.
[20:14:35	]Ernest Descombes entered observer.
[20:14:36	]C24:CpT.JURY-181 has taken 15 damage from Bastard Child.
[20:14:36	]C24:CpT.JURY-181 has taken 15 damage from Bastard Child.
[20:14:36	]C24:CpT.JURY-181 has taken 15 damage from Bastard Child.
[20:14:36	]C24:CpT.JURY-181 has taken 30 damage from Bastard Child.
[20:14:36	]C24:CpT.JURY-181 has taken 30 damage from Bastard Child.
[20:14:36	]C24:CpT.JURY-181 has taken 30 damage from Bastard Child.
[20:14:36	]C24:CpT.JURY-181 has taken 30 damage from Bastard Child.
[20:14:36	]Ernest Descombes exited observer at their location.
[20:14:36	]C24:CpT.JURY-181 has gained a '6rnd Popper-magazine' #2018128.
[20:14:36	]C24:CpT.JURY-181 was knocked unconscious and is bleeding out.
[20:14:38	]Reece Wolstenhoilkme exited observer at their location.
[20:14:38	][IC] Donald Trump: Hey.
[20:14:40	]Osaka Tariotto ran SAM command 'respawn' with arguments: 'mighty'
[20:14:41	]Jindosh Mighty has taken 60 damage from Crab Synth.
[20:14:41	]Reece Wolstenhoilkme has given himself a cwu_card.
[20:14:41	]Reece Wolstenhoilkme has gained a 'CWU Member Access Keycard' #2051089.
[20:14:42	]Osaka Tariotto ran SAM command 'bring' with arguments: 'mighty'
[20:14:43	]jeoff has damaged npc_vj_crabsynth2_z, dealing 5.0036 with ix_hands
[20:14:43	][IC] Klim Stasiuk: P much actual economy, let's say CPs get budget of 50k.
[20:14:43	]jeoff has taken 40 damage from Crab Synth.
[20:14:43	]Harvey Dalloway used command '/Broadcast Shift, Bruh'.
[20:14:43	]Reece Wolstenhoilkme ran 'Bind' on item 'CWU Member Access Keycard' (#2051089)
[20:14:44	]jeoff has damaged npc_vj_crabsynth2_z, dealing 5.0036 with ix_hands
[20:14:44	]jeoff has taken 40 damage from Crab Synth.
[20:14:44	]C24:CpT.JURY-181 ran SAM command 'hp' with arguments: 'jury-181' '9999999999999999999'
[20:14:45	]jeoff has damaged npc_vj_crabsynth2_z, dealing 5.0036 with ix_hands
[20:14:45	]jeoff was knocked unconscious and is bleeding out.
[20:14:48	]C24:CpT.JURY-181 used command '/CharStopBleedout jury-181'.
[20:14:49	]C24:CpT.JURY-181 is no longer unconscious from critical wounds.
[20:14:49	]C24:CpT.JURY-181 is fully healed.
[20:14:50	]Reece Wolstenhoilkme has spawned a 'Entity [305][ix_cwuterminal]'.
[20:14:50	]Bastard Child used command '/ToggleRaise'.
[20:14:52	]Osaka Tariotto exited observer at their location.
[20:14:53	]Reece Wolstenhoilkme ran 'drop' on item 'CWU Member Access Keycard' (#2051089)
[20:14:53	]Reece Wolstenhoilkme has lost a 'CWU Member Access Keycard' #2051089.
[20:14:53	]Reece Wolstenhoilkme ran 'drop' on item '#99679's Identity Card' (#2051088)
[20:14:53	]Reece Wolstenhoilkme has lost a '#99679's Identity Card' #2051088.
[20:14:54	]Jindosh Mighty has taken 15 damage from Bastard Child.
[20:14:54	]Jindosh Mighty was knocked unconscious and is bleeding out.
[20:14:54	]Su'Kma'Ba'Lez has taken 15 damage from Bastard Child.
[20:14:55	]Monika Némethová entered observer.
[20:14:56	]Monika Némethová exited observer at their location.
[20:14:56	][IC] Klim Stasiuk: For those 50k you need to gear up garrison.
[20:14:56	][IC] Harvey Dalloway: Shift, Bruh.
[20:14:59	]Su'Kma'Ba'Lez is fully healed.
[20:15:01	][IC] Donald Trump: Shift bruh.
[20:15:01	]Su'Kma'Ba'Lez has spawned a 'NPC [339][npc_vj_vortigaunt_synth_z]'.
[20:15:02	][Y] Jindosh Mighty: Augh.
[20:15:02	]jeoff was just killed due to: accepting their death
[20:15:02	]Su'Kma'Ba'Lez has taken 10 damage from Vort Synth.
[20:15:04	]Su'Kma'Ba'Lez is fully healed.
[20:15:04	]Su'Kma'Ba'Lez has taken 41 damage from Vort Synth.
[20:15:04	]Bastard Child has taken 25 damage from Vort Synth.
[20:15:09	]Su'Kma'Ba'Lez is fully healed.
[20:15:11	][IC] Donald Trump: Shift bruh.
[20:15:12	]Osaka Tariotto has taken 30 damage from Vort Synth.
[20:15:12	]Bastard Child has taken 25 damage from Vort Synth.
[20:15:12	]Osaka Tariotto is fully healed.
[20:15:12	][IC] Klim Stasiuk: Which means fines will have to go into budget, dying will fuck up economy.
[20:15:15	]Osaka Tariotto has taken 15 damage from Vort Synth.
[20:15:15	]Osaka Tariotto has taken 15 damage from Vort Synth.
[20:15:16	]Bastard Child was knocked unconscious and is bleeding out.
[20:15:17	]Osaka Tariotto is fully healed.
[20:15:21	]Bastard Child used command '/ToggleRaise'.
[20:15:23	]Unverified (STEAM_0:0:72476323) has disconnected.
[20:15:24	][IC] Ernest Descombes: Cheer.
[20:15:24	][IC] Klim Stasiuk: CWU Raids will fuck up city economy, so ammo, guns.
[20:15:26	][IC] Ernest Descombes: *Cheering!*.
[20:15:30	]Jindosh Mighty was just killed due to: accepting their death
[20:15:30	]Su'Kma'Ba'Lez has spawned a 'NPC [293][npc_vj_stalker_z]'.
[20:15:30	][IC] Klim Stasiuk: Medicals will be hard to get.
[20:15:30	]jeoff has taken 2 damage from Combine Stalker.
[20:15:31	]jeoff has taken 2 damage from Combine Stalker.
[20:15:31	]jeoff has taken 2 damage from Combine Stalker.
[20:15:31	]jeoff has taken 2 damage from Combine Stalker.
[20:15:31	]jeoff has taken 2 damage from Combine Stalker.
[20:15:31	]jeoff has taken 2 damage from Combine Stalker.
[20:15:31	]jeoff has taken 2 damage from Combine Stalker.
[20:15:31	]jeoff has taken 2 damage from Combine Stalker.
[20:15:31	]jeoff has taken 2 damage from Combine Stalker.
[20:15:31	]jeoff has taken 2 damage from Combine Stalker.
[20:15:31	]jeoff has taken 2 damage from Combine Stalker.
[20:15:32	]jeoff has taken 2 damage from Combine Stalker.
[20:15:32	]jeoff has taken 2 damage from Combine Stalker.
[20:15:32	]jeoff has taken 2 damage from Combine Stalker.
[20:15:32	]jeoff has taken 2 damage from Combine Stalker.
[20:15:32	]jeoff has taken 2 damage from Combine Stalker.
[20:15:32	]jeoff has taken 2 damage from Combine Stalker.
[20:15:32	]jeoff has taken 2 damage from Combine Stalker.
[20:15:32	]jeoff has taken 2 damage from Combine Stalker.
[20:15:32	]jeoff has taken 2 damage from Combine Stalker.
[20:15:32	]jeoff has taken 2 damage from Combine Stalker.
[20:15:33	]jeoff has taken 2 damage from Combine Stalker.
[20:15:33	]jeoff has taken 2 damage from Combine Stalker.
[20:15:34	]jeoff has taken 2 damage from Combine Stalker.
[20:15:34	]jeoff has taken 2 damage from Combine Stalker.
[20:15:34	]jeoff has taken 2 damage from Combine Stalker.
[20:15:34	]jeoff has taken 2 damage from Combine Stalker.
[20:15:35	]jeoff has taken 2 damage from Combine Stalker.
[20:15:35	]jeoff has taken 2 damage from Combine Stalker.
[20:15:35	]jeoff has taken 2 damage from Combine Stalker.
[20:15:35	]jeoff has taken 2 damage from Combine Stalker.
[20:15:35	]jeoff has taken 2 damage from Combine Stalker.
[20:15:36	]Jindosh Mighty ran 'Equip' on item 'AR-2' (#2051061)
[20:15:37	][OOC] Donald Trump: give us spawn perms
[20:15:38	][IC] Ernest Descombes: *Cheering!*.
[20:15:38	]jeoff has damaged npc_vj_stalker_z, dealing 5.0036 with ix_hands
[20:15:38	]jeoff has taken 4 damage from Combine Stalker.
[20:15:38	]jeoff has taken 4 damage from Combine Stalker.
[20:15:39	]jeoff has taken 4 damage from Combine Stalker.
[20:15:39	]jeoff has taken 1 damage from entityflame.
[20:15:39	]jeoff has taken 4 damage from Combine Stalker.
[20:15:39	]jeoff has taken 4 damage from Combine Stalker.
[20:15:39	]jeoff has taken 1 damage from entityflame.
[20:15:39	]jeoff has taken 4 damage from Combine Stalker.
[20:15:39	]jeoff has taken 4 damage from Combine Stalker.
[20:15:39	]jeoff has taken 1 damage from entityflame.
[20:15:39	][IC] C24:CpT.JURY-181: <:: How do you transfer credits into the budget. ::>
[20:15:39	]jeoff has damaged npc_vj_stalker_z, dealing 5.0036 with ix_hands
[20:15:39	]jeoff was knocked unconscious and is bleeding out.
[20:15:45	]Donald Trump has damaged npc_vj_stalker_z, dealing 5.0141 with ix_hands
[20:15:46	]Donald Trump has damaged npc_vj_stalker_z, dealing 5.0141 with ix_hands
[20:15:46	]Donald Trump has taken 2 damage from Combine Stalker.
[20:15:46	]Donald Trump has taken 2 damage from Combine Stalker.
[20:15:47	]Donald Trump has damaged npc_vj_stalker_z, dealing 5.0141 with ix_hands
[20:15:47	][IC] Jindosh Mighty: Ok properly now.
[20:15:47	]Donald Trump has damaged npc_vj_stalker_z, dealing 5.0141 with ix_hands
[20:15:48	]Osaka Tariotto has fired a toolgun with the name: creator
[20:15:48	]Osaka Tariotto has spawned a 'Weapon [542][arccw_go_m249para]'.
[20:15:48	][IC] Klim Stasiuk: Through MoC i believe.
[20:15:49	]Donald Trump has damaged npc_vj_stalker_z, dealing 5.0141 with ix_hands
[20:15:50	]Ernest Descombes entered observer.
[20:15:51	]Donald Trump has damaged npc_vj_stalker_z, dealing 5.0141 with ix_hands
[20:15:52	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:52	]Harvey Dalloway has taken 4 damage from Combine Stalker.
[20:15:52	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:52	]Harvey Dalloway has taken 4 damage from Combine Stalker.
[20:15:52	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:52	]Harvey Dalloway has taken 4 damage from Combine Stalker.
[20:15:52	]Harvey Dalloway has taken 1 damage from entityflame.
[20:15:52	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:52	]Harvey Dalloway has taken 4 damage from Combine Stalker.
[20:15:52	]Donald Trump has damaged npc_vj_stalker_z, dealing 5.0141 with ix_hands
[20:15:52	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:52	]Harvey Dalloway has taken 4 damage from Combine Stalker.
[20:15:52	]Harvey Dalloway has taken 1 damage from entityflame.
[20:15:52	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:52	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:52	]Harvey Dalloway has taken 1 damage from entityflame.
[20:15:52	]Osaka Tariotto entered observer.
[20:15:52	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:52	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:52	]Harvey Dalloway has taken 1 damage from entityflame.
[20:15:53	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:53	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:53	]Harvey Dalloway has taken 1 damage from entityflame.
[20:15:53	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:53	]Donald Trump has damaged npc_vj_stalker_z, dealing 5.0141 with ix_hands
[20:15:53	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:53	]Harvey Dalloway has taken 1 damage from entityflame.
[20:15:53	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:53	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:53	]Harvey Dalloway has taken 1 damage from entityflame.
[20:15:53	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:53	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:53	]Harvey Dalloway has taken 1 damage from entityflame.
[20:15:53	]Reece Wolstenhoilkme ran 'take' on item 'CWU Member Access Keycard' (#2051089)
[20:15:53	]Reece Wolstenhoilkme has gained a 'CWU Member Access Keycard' #2051089.
[20:15:53	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:53	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:53	]Donald Trump has taken 1 damage from entityflame.
[20:15:54	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:54	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:54	]Donald Trump has taken 1 damage from entityflame.
[20:15:54	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:54	]Donald Trump has taken 4 damage from Combine Stalker.
[20:15:54	]Donald Trump was knocked unconscious and is bleeding out.
[20:15:55	]Reece Wolstenhoilkme ran 'take' on item '#99679's Identity Card' (#2051088)
[20:15:55	]Reece Wolstenhoilkme has gained a '#99679's Identity Card' #2051088.
[20:15:55	][IC] Klim Stasiuk: They can assign money.
[20:15:57	]jeoff was just killed due to: accepting their death
[20:16:00	]jeoff used command '/CharGetUp'.
[20:16:01	]jeoff used command '/CharGetUp'.
[20:16:02	]Su'Kma'Ba'Lez entered observer.
[20:16:02	]jeoff used command '/CharGetUp'.
[20:16:09	][IC] Klim Stasiuk: So we can force CPs to pay captains and they give it to MoC.
[20:16:09	]Reece Wolstenhoilkme has spawned a 'Entity [291][acwatt_gauss_rifle_bullet_rifle]'.
[20:16:09	]Su'Kma'Ba'Lez has spawned a 'NPC [293][npc_vj_overwatch_sniper_z]'.
[20:16:09	]Donald Trump was just killed due to: accepting their death
[20:16:11	]Reece Wolstenhoilkme has spawned a 'Entity [291][ix_pickupterminal]'.
[20:16:14	][IC] jeoff: Can you give me a gun.
[20:16:16	]Su'Kma'Ba'Lez has spawned a 'NPC [291][npc_vj_overwatch_sniper_z]'.
[20:16:17	]Su'Kma'Ba'Lez has spawned a 'NPC [315][npc_vj_overwatch_sniper_z]'.
[20:16:18	][IC] Klim Stasiuk: With this comes, Taxes for citizens.
[20:16:19	]Reece Wolstenhoilkme has spawned a 'Entity [387][ix_fabricator]'.
[20:16:20	][IC] Klim Stasiuk: Store taxes.
[20:16:21	][IC] Jindosh Mighty: I only have this one chief.
[20:16:23	]I CHECK THIS OUT has spawned a 'Entity [291][ix_pickupterminal]'.
[20:16:23	]Jindosh Mighty has taken 5 damage from jeoff.
[20:16:23	]jeoff has damaged Jindosh Mighty, dealing 5.0036 with ix_hands
[20:16:25	][IC] Jindosh Mighty: Ar2 is empty.
[20:16:25	]Monika Némethová ran 'drop' on item 'CWU Member Access Keycard' (#2050661)
[20:16:25	]Monika Némethová has lost a 'CWU Member Access Keycard' #2050661.
[20:16:25	]Osaka Tariotto exited observer at their location.
[20:16:26	]Reece Wolstenhoilkme ran 'drop' on item 'CWU Member Access Keycard' (#2051089)
[20:16:26	]Reece Wolstenhoilkme has lost a 'CWU Member Access Keycard' #2051089.
[20:16:26	]Reece Wolstenhoilkme ran 'drop' on item '#99679's Identity Card' (#2051088)
[20:16:26	]Reece Wolstenhoilkme has lost a '#99679's Identity Card' #2051088.
[20:16:27	][IC] jeoff: Are we gonna have a problem.
[20:16:27	]Harvey Dalloway ran 'take' on item 'Empty Breen's Water' (#2050982)
[20:16:27	]Harvey Dalloway has gained a 'Empty Breen's Water' #2050982.
[20:16:28	]Monika Némethová ran 'drop' on item '#71921's Identity Card' (#2050656)
[20:16:28	]Monika Némethová has lost a '#71921's Identity Card' #2050656.
[20:16:29	]Reece Wolstenhoilkme ran 'take' on item '#99679's Identity Card' (#2051088)
[20:16:29	]Reece Wolstenhoilkme has gained a '#99679's Identity Card' #2051088.
[20:16:30	]Reece Wolstenhoilkme ran 'take' on item 'CWU Member Access Keycard' (#2051089)
[20:16:30	]Reece Wolstenhoilkme has gained a 'CWU Member Access Keycard' #2051089.
[20:16:31	]Su'Kma'Ba'Lez has spawned a 'NPC [298][npc_vj_overwatch_sniper_z]'.
[20:16:32	]Su'Kma'Ba'Lez has spawned a 'NPC [315][npc_vj_overwatch_sniper_z]'.
[20:16:35	][IC] Harvey Dalloway: You're mother.
[20:16:35	][IC] Osaka Tariotto: Fucking run.
[20:16:36	][IC] Klim Stasiuk: Apartment taxes and shit.
[20:16:40	][IC] Klim Stasiuk: Like.
[20:16:41	]Reece Wolstenhoilkme entered observer.
[20:16:42	][IC] Ernest Descombes: Rent!
[20:16:42	]Jindosh Mighty has taken 5 damage from jeoff.
[20:16:42	]jeoff has damaged Jindosh Mighty, dealing 5.0039 with ix_hands
[20:16:43	]Reece Wolstenhoilkme exited observer at their location.
[20:16:43	]jeoff has taken 3 damage from Jindosh Mighty.
[20:16:43	][IC] Klim Stasiuk: Lemme show u this.
[20:16:43	]jeoff has taken 12 damage from Jindosh Mighty.
[20:16:44	]jeoff has taken 3 damage from Jindosh Mighty.
[20:16:44	]jeoff has taken 12 damage from Jindosh Mighty.
[20:16:44	]jeoff has taken 12 damage from Jindosh Mighty.
[20:16:45	]jeoff has taken 3 damage from Jindosh Mighty.
[20:16:45	]jeoff has taken 12 damage from Jindosh Mighty.
[20:16:45	]Jindosh Mighty has taken 5 damage from jeoff.
[20:16:45	]jeoff has damaged Jindosh Mighty, dealing 5.0042 with ix_hands
[20:16:46	]jeoff has taken 12 damage from Jindosh Mighty.
[20:16:46	]I CHECK THIS OUT has spawned a 'Entity [291][ix_pickupterminal]'.
[20:16:46	]C24:CpT.JURY-181 entered observer.
[20:16:47	]C24:CpT.JURY-181 exited observer at their location.
[20:16:47	][IC] Ernest Descombes: Like a fully functional rent system.
[20:16:48	]C24:CpT.JURY-181 entered observer.
[20:16:49	]jeoff has taken 24 damage from Jindosh Mighty.
[20:16:49	]jeoff was knocked unconscious and is bleeding out.
[20:16:49	]C24:CpT.JURY-181 exited observer at their location.
[20:16:49	][IC] Ernest Descombes: That's neat.
[20:16:53	][OOC] Donald Trump: i got a question, if i get banned from lets say, the spanish server, do i also get banned from the main server/vice versa?
[20:16:55	]Klim Stasiuk entered observer.
[20:16:59	][OOC] Su'Kma'Ba'Lez: Nah
[20:17:01	]Klim Stasiuk exited observer at their location.
[20:17:02	][IC] C24:CpT.JURY-181: <:: Hl2rp players are naturally lazy, hence my skepticism. ::>
[20:17:03	][OOC] Su'Kma'Ba'Lez: Unless you're Dr. Pepper
[20:17:05	]jeoff was just killed due to: accepting their death
[20:17:07	]Reece Wolstenhoilkme entered observer.
[20:17:08	]Reece Wolstenhoilkme exited observer at their location.
[20:17:10	]jeoff used command '/CharGetUp'.
[20:17:10	][OOC] Su'Kma'Ba'Lez: Or do smth really really bad
[20:17:10	][IC] Klim Stasiuk: Get yourself CWU Card.
[20:17:10	]Reece Wolstenhoilkme ran 'drop' on item 'Light Grey Armband' (#2051087)
[20:17:10	]Reece Wolstenhoilkme has lost a 'Light Grey Armband' #2051087.
[20:17:10	][OOC] Donald Trump: the soda?
[20:17:17	][OOC] Ernest Descombes: no the person
[20:17:18	]Osaka Tariotto entered observer.
[20:17:19	]Osaka Tariotto exited observer at their location.
[20:17:21	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:21	]Su'Kma'Ba'Lez has spawned a 'Entity [373][obj_vj_hopper_mine_z]'.
[20:17:21	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:21	]Su'Kma'Ba'Lez has spawned a 'Entity [400][obj_vj_hopper_mine_z]'.
[20:17:21	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:21	]Su'Kma'Ba'Lez has spawned a 'Entity [413][obj_vj_hopper_mine_z]'.
[20:17:22	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:22	]Su'Kma'Ba'Lez has spawned a 'Entity [438][obj_vj_hopper_mine_z]'.
[20:17:22	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:22	]Su'Kma'Ba'Lez has spawned a 'Entity [444][obj_vj_hopper_mine_z]'.
[20:17:22	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:22	]Su'Kma'Ba'Lez has spawned a 'Entity [467][obj_vj_hopper_mine_z]'.
[20:17:22	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:22	]Su'Kma'Ba'Lez has spawned a 'Entity [483][obj_vj_hopper_mine_z]'.
[20:17:22	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:22	]Su'Kma'Ba'Lez has spawned a 'Entity [485][obj_vj_hopper_mine_z]'.
[20:17:22	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:22	]Su'Kma'Ba'Lez has spawned a 'Entity [494][obj_vj_hopper_mine_z]'.
[20:17:23	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:23	]Su'Kma'Ba'Lez has spawned a 'Entity [497][obj_vj_hopper_mine_z]'.
[20:17:23	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:23	]Su'Kma'Ba'Lez has spawned a 'Entity [504][obj_vj_hopper_mine_z]'.
[20:17:23	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:23	]Su'Kma'Ba'Lez has spawned a 'Entity [511][obj_vj_hopper_mine_z]'.
[20:17:23	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:23	]Su'Kma'Ba'Lez has spawned a 'Entity [513][obj_vj_hopper_mine_z]'.
[20:17:23	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:23	]Su'Kma'Ba'Lez has spawned a 'Entity [515][obj_vj_hopper_mine_z]'.
[20:17:23	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:23	]Su'Kma'Ba'Lez has spawned a 'Entity [517][obj_vj_hopper_mine_z]'.
[20:17:24	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:24	]Su'Kma'Ba'Lez has spawned a 'Entity [519][obj_vj_hopper_mine_z]'.
[20:17:24	]Reece Wolstenhoilkme entered observer.
[20:17:24	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:24	]Su'Kma'Ba'Lez has spawned a 'Entity [523][obj_vj_hopper_mine_z]'.
[20:17:24	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:24	]Su'Kma'Ba'Lez has spawned a 'Entity [525][obj_vj_hopper_mine_z]'.
[20:17:24	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:24	]Su'Kma'Ba'Lez has spawned a 'Entity [527][obj_vj_hopper_mine_z]'.
[20:17:24	]Su'Kma'Ba'Lez has fired a toolgun with the name: creator
[20:17:24	]Su'Kma'Ba'Lez has spawned a 'Entity [529][obj_vj_hopper_mine_z]'.
