[19:47:36	]Merlinsclaw has connected.
[21:34:34	]Merlinsclaw exited observer at their location.
[21:35:05	]Merlinsclaw entered observer.
[21:35:29	]Merlinsclaw exited observer at their location.
[21:35:37	]Merlinsclaw entered observer.
[21:35:41	]Merlinsclaw exited observer at their location.
[21:35:49	]Merlinsclaw entered observer.
[21:35:52	]Merlinsclaw exited observer at their location.
[21:36:00	]Merlinsclaw has spawned 'models/props_pipes/valvewheel002a.mdl'.
[21:36:01	]Merlinsclaw has spawned 'models/props_pipes/valvewheel001.mdl'.
[21:36:07	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[21:36:13	]Merlinsclaw entered observer.
[21:36:15	]Merlinsclaw exited observer at their location.
[21:36:22	]Merlinsclaw has spawned 'models/props_pipes/valvewheel001.mdl'.
[21:36:31	]Merlinsclaw entered observer.
[21:36:33	]Merlinsclaw exited observer at their location.
[21:36:36	]Merlinsclaw entered observer.
[21:37:06	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_corner128r_001a.mdl'.
[21:37:10	]Merlinsclaw exited observer at their location.
[21:37:14	]Merlinsclaw entered observer.
[21:37:15	]Merlinsclaw exited observer at their location.
[21:37:22	]Merlinsclaw entered observer.
[21:37:23	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[21:37:23	]Merlinsclaw exited observer at their location.
[21:37:28	]Merlinsclaw entered observer.
[21:37:29	]Merlinsclaw exited observer at their location.
[21:37:32	]Merlinsclaw entered observer.
[21:37:43	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[21:37:43	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[21:37:45	]Merlinsclaw exited observer at their location.
[21:37:46	]Merlinsclaw entered observer.
[21:37:47	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_corner128r_001a.mdl'.
[21:37:53	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[21:37:54	]Merlinsclaw exited observer at their location.
[21:37:54	]Merlinsclaw entered observer.
[21:37:59	]Merlinsclaw exited observer at their location.
[21:38:06	]Merlinsclaw entered observer.
[21:38:13	]Merlinsclaw exited observer at their location.
[21:38:15	]Merlinsclaw entered observer.
[21:38:18	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_bend256d_001a.mdl'.
[21:38:21	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[21:38:25	]Merlinsclaw exited observer at their location.
[21:38:29	]Merlinsclaw entered observer.
[21:38:51	]Merlinsclaw exited observer at their location.
[21:38:58	]Merlinsclaw entered observer.
[21:39:02	]Merlinsclaw exited observer at their location.
[21:39:05	]Merlinsclaw entered observer.
[21:39:25	]Merlinsclaw exited observer at their location.
[21:39:30	]Merlinsclaw entered observer.
[21:39:32	]Merlinsclaw exited observer at their location.
[21:39:39	]Merlinsclaw entered observer.
[21:40:11	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[21:40:11	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:40:20	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:40:24	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_128.mdl'.
[21:40:35	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_128.mdl'.
[21:40:38	]Merlinsclaw exited observer at their location.
[21:40:43	]Merlinsclaw entered observer.
[21:40:50	]Merlinsclaw has fired a toolgun with the name: precision
[21:40:53	]Merlinsclaw has fired a toolgun with the name: precision
[21:40:54	]Merlinsclaw has fired a toolgun with the name: precision
[21:40:56	]Merlinsclaw exited observer at their location.
[21:41:01	]Merlinsclaw entered observer.
[21:41:17	]Merlinsclaw exited observer at their location.
[21:41:20	]Merlinsclaw entered observer.
[21:41:25	]Merlinsclaw exited observer at their location.
[21:41:29	]Merlinsclaw entered observer.
[21:41:35	]Merlinsclaw exited observer at their location.
[21:41:38	]Merlinsclaw entered observer.
[21:42:19	]Merlinsclaw exited observer at their location.
[21:42:24	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[21:42:46	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_128.mdl'.
[21:42:56	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[21:43:05	]Merlinsclaw entered observer.
[21:43:08	]Merlinsclaw exited observer at their location.
[21:43:09	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[21:43:18	]Merlinsclaw entered observer.
[21:43:19	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_128.mdl'.
[21:43:22	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[21:43:23	]Merlinsclaw exited observer at their location.
[21:43:34	]Merlinsclaw entered observer.
[21:43:49	]Merlinsclaw exited observer at their location.
[21:43:56	]Merlinsclaw has spawned 'models/props_pipes/valvewheel001.mdl'.
[21:44:03	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[21:44:09	]Merlinsclaw has spawned 'models/props_pipes/valvewheel001.mdl'.
[21:44:12	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[21:44:24	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:44:24	]Merlinsclaw has enabled persistence for 'models/props_pipes/valvewheel001.mdl'.
[21:44:25	]Merlinsclaw entered observer.
[21:44:26	]Merlinsclaw exited observer at their location.
[21:44:26	]Merlinsclaw entered observer.
[21:46:44	]Merlinsclaw exited observer at their location.
[21:46:45	]Merlinsclaw entered observer.
[21:47:31	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[21:47:31	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[21:47:37	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[21:47:37	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[21:47:42	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[21:47:42	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[21:47:50	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[21:47:50	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[21:47:57	]Merlinsclaw exited observer at their location.
[21:48:12	]Merlinsclaw entered observer.
[21:48:22	]Merlinsclaw exited observer at their location.
[21:48:41	]Merlinsclaw entered observer.
[21:48:46	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[21:48:46	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[21:48:51	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[21:48:51	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[21:49:00	]Merlinsclaw exited observer at their location.
[21:49:08	]Merlinsclaw entered observer.
[21:49:23	]Merlinsclaw exited observer at their location.
[21:49:23	]Merlinsclaw entered observer.
[21:49:29	]Merlinsclaw exited observer at their location.
[21:49:36	]Merlinsclaw entered observer.
[21:49:42	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[21:49:42	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[21:49:58	]Merlinsclaw exited observer at their location.
[21:50:09	]Merlinsclaw entered observer.
[21:50:13	]Merlinsclaw exited observer at their location.
[21:50:15	]Merlinsclaw entered observer.
[21:50:20	]Merlinsclaw exited observer at their location.
[21:50:23	]Merlinsclaw entered observer.
[21:50:46	]Merlinsclaw exited observer at their location.
[21:50:48	]Merlinsclaw entered observer.
[21:50:49	]Merlinsclaw exited observer at their location.
[21:50:51	]Merlinsclaw entered observer.
[21:50:58	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[21:50:58	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[21:51:06	]Merlinsclaw exited observer at their location.
[21:51:21	]Merlinsclaw entered observer.
[21:51:27	]Merlinsclaw exited observer at their location.
[21:51:27	]Merlinsclaw entered observer.
[21:51:28	]Merlinsclaw exited observer at their location.
[21:51:28	]Merlinsclaw entered observer.
[21:51:29	]Merlinsclaw exited observer at their location.
[21:51:31	]Merlinsclaw entered observer.
[21:51:49	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[21:51:49	]Merlinsclaw has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[21:51:55	]Merlinsclaw exited observer at their location.
[21:52:01	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[21:52:02	]Merlinsclaw entered observer.
[21:52:05	]Merlinsclaw exited observer at their location.
[21:52:16	]Merlinsclaw entered observer.
[21:52:41	]Merlinsclaw exited observer at their location.
[21:52:43	]Merlinsclaw entered observer.
[21:53:23	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:23	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_256_001a.mdl'.
[21:53:24	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:24	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_256_001a.mdl'.
[21:53:25	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:25	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_256_001a.mdl'.
[21:53:26	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:26	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_256_001a.mdl'.
[21:53:28	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:28	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_bend256d_001a.mdl'.
[21:53:29	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:29	]Merlinsclaw has enabled persistence for 'models/props_pipes/valvewheel001.mdl'.
[21:53:31	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:31	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_256_001a.mdl'.
[21:53:33	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:33	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_256_001a.mdl'.
[21:53:34	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:34	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_256_001a.mdl'.
[21:53:35	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:35	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_256_001a.mdl'.
[21:53:36	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:36	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_256_001a.mdl'.
[21:53:37	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:37	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_corner128r_001a.mdl'.
[21:53:39	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:39	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_bend256d_001a.mdl'.
[21:53:41	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:41	]Merlinsclaw has disabled persistence for 'models/props_pipes/pipeset32d_bend256d_001a.mdl'.
[21:53:42	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:42	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_bend256d_001a.mdl'.
[21:53:44	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:44	]Merlinsclaw has disabled persistence for 'models/props_pipes/pipeset32d_corner128r_001a.mdl'.
[21:53:45	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:45	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_corner128r_001a.mdl'.
[21:53:46	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:46	]Merlinsclaw has disabled persistence for 'models/props_pipes/pipeset32d_256_001a.mdl'.
[21:53:47	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:47	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_256_001a.mdl'.
[21:53:50	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:50	]Merlinsclaw has disabled persistence for 'models/props_pipes/pipeset32d_bend256d_001a.mdl'.
[21:53:51	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:51	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_bend256d_001a.mdl'.
[21:53:54	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:54	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_corner128r_001a.mdl'.
[21:53:55	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:55	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_256_001a.mdl'.
[21:53:56	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:56	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_256_001a.mdl'.
[21:53:57	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:57	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_256_001a.mdl'.
[21:53:58	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:53:58	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_256_001a.mdl'.
[21:54:00	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:00	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:54:01	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:01	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:54:02	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:02	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:54:03	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:03	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:54:04	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:04	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_128.mdl'.
[21:54:05	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:05	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_128.mdl'.
[21:54:06	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:06	]Merlinsclaw has disabled persistence for 'models/props_pipes/pipeset32d_corner128r_001a.mdl'.
[21:54:07	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:07	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_128.mdl'.
[21:54:08	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:08	]Merlinsclaw has enabled persistence for 'models/props_pipes/pipeset32d_corner128r_001a.mdl'.
[21:54:10	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:10	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_128.mdl'.
[21:54:11	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:11	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:54:12	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:12	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:54:13	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:13	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:54:13	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:13	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:54:14	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:14	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:54:15	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:15	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:54:16	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:16	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:54:17	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:17	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:54:17	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:17	]Merlinsclaw has enabled persistence for 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:54:21	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:21	]Merlinsclaw has disabled persistence for 'models/props_pipes/valvewheel001.mdl'.
[21:54:24	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:24	]Merlinsclaw has enabled persistence for 'models/props_pipes/valvewheel001.mdl'.
[21:54:27	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:27	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:28	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:28	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:29	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:29	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:30	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:30	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:31	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:31	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x150x025.mdl'.
[21:54:32	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:32	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:33	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:33	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:34	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:34	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x150x025.mdl'.
[21:54:35	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:35	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:36	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:36	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:37	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:37	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:37	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:37	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x150x025.mdl'.
[21:54:38	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:38	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:39	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:39	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:39	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:39	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:40	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:40	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:41	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:41	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:42	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:42	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:44	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:44	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:45	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:45	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:46	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:46	]Merlinsclaw has disabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:46	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:46	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:47	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:47	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:54:59	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:54:59	]Merlinsclaw has disabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:55:00	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:00	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:55:00	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:00	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x150x025.mdl'.
[21:55:01	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:01	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:55:02	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:02	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:55:03	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:03	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x150x025.mdl'.
[21:55:04	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:04	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:55:05	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:05	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:55:21	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:21	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:55:25	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:25	]Merlinsclaw has disabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:55:27	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:27	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:55:29	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:29	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x150x025.mdl'.
[21:55:30	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:30	]Merlinsclaw has disabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:55:32	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:32	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:55:33	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:33	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:55:34	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:34	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x150x025.mdl'.
[21:55:35	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:35	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:55:40	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:40	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:55:41	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:41	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:55:43	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:43	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:55:44	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:44	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x150x025.mdl'.
[21:55:45	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:45	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:55:46	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:46	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:55:47	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:47	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x150x025.mdl'.
[21:55:48	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:55:48	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:56:04	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:56:04	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:56:04	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:56:04	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x150x025.mdl'.
[21:56:05	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:56:05	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:56:11	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:56:11	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:56:11	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:56:11	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x150x025.mdl'.
[21:56:12	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:56:12	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:56:13	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:56:13	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:56:13	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:56:13	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x150x025.mdl'.
[21:56:14	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:56:14	]Merlinsclaw has disabled persistence for 'models/hunter/blocks/cube025x150x025.mdl'.
[21:56:15	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:56:15	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x150x025.mdl'.
[21:56:15	]Merlinsclaw has fired a toolgun with the name: sh_persist
[21:56:15	]Merlinsclaw has enabled persistence for 'models/hunter/blocks/cube025x3x025.mdl'.
[21:56:27	]Merlinsclaw exited observer at their location.
[21:56:28	]Merlinsclaw entered observer.
[21:56:47	]Merlinsclaw exited observer at their location.
[21:56:55	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[21:56:55	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:57:11	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[21:57:11	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:57:13	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[21:57:13	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:57:14	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[21:57:14	]Merlinsclaw has spawned 'models/nt/props_warehouse/handrail_walkway_256.mdl'.
[21:57:15	]Merlinsclaw entered observer.
[21:57:21	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[21:57:21	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[21:57:22	]Merlinsclaw has fired a toolgun with the name: stacker_improved
[21:57:22	]Merlinsclaw has spawned 'models/props_pipes/pipeset32d_256_001a.mdl'.
[21:57:23	]Merlinsclaw has fired a toolgun with the name: stacker_improved
