[02:35:45	]Fractures has connected.
[03:07:11	]S10/WALLHAMMER.ICE-20 has gained a 'Smoke Grenade' #1655678.
[03:07:11	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:07:11	]S10/WALLHAMMER.ICE-20 has gained a 'Smoke Grenade' #1655679.
[03:07:12	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:07:12	]S10/WALLHAMMER.ICE-20 has gained a 'Smoke Grenade' #1655680.
[03:07:12	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:07:12	]S10/WALLHAMMER.ICE-20 has gained a 'Smoke Grenade' #1655681.
[03:07:12	]Crash test dummy has lost a '20rnd DMR-magazine' #1654833.
[03:07:14	]S10/WALLHAMMER.ICE-20 ran 'Equip' on item 'Smoke Grenade' (#1655678)
[03:07:14	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[03:07:19	]S10/WALLHAMMER.ICE-20 ran 'Equip' on item 'Smoke Grenade' (#1655679)
[03:07:19	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[03:07:22	]Crash test dummy used command '/Reply come here a sec and do the moving target thing again'.
[03:07:24	]Crash test dummy used command '/ToggleRaise'.
[03:07:24	]S10/WALLHAMMER.ICE-20 ran 'Equip' on item 'Smoke Grenade' (#1655681)
[03:07:25	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[03:07:30	]S10/WALLHAMMER.ICE-20 ran 'Equip' on item 'Flash Grenade' (#1655670)
[03:07:31	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[03:07:38	]S10/WALLHAMMER.ICE-20 ran 'Equip' on item 'Flash Grenade' (#1655671)
[03:07:38	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[03:07:38	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left arm dealing 0 damage (CritChance was 0.19).
[03:07:38	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 0 damage (CritChance was 0.19).
[03:07:38	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left arm dealing 9 damage (CritChance was 0.19).
[03:07:38	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[03:07:39	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[03:07:39	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:07:39	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[03:07:39	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:07:39	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.21).
[03:07:39	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:07:39	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the stomach dealing 21 damage (CritChance was 0.21).
[03:07:39	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:07:39	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the stomach dealing 21 damage (CritChance was 0.21).
[03:07:39	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:07:39	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the stomach dealing 21 damage (CritChance was 0.21).
[03:07:39	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:07:40	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 34 damage (CritChance was 0.84).
[03:07:40	]S10/WALLHAMMER.ICE-20 has taken 34 damage from Crash test dummy.
[03:07:40	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 34 damage (CritChance was 0.84).
[03:07:40	]S10/WALLHAMMER.ICE-20 has taken 34 damage from Crash test dummy.
[03:07:41	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the stomach dealing 0 damage (CritChance was 0.84).
[03:07:41	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left arm dealing 9 damage (CritChance was 0.80).
[03:07:41	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[03:07:41	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 9 damage (CritChance was 0.82).
[03:07:41	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[03:07:42	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left arm dealing 0 damage (CritChance was 0.82).
[03:07:42	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left arm dealing 0 damage (CritChance was 0.82).
[03:07:42	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left arm dealing 0 damage (CritChance was 0.82).
[03:07:42	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left arm dealing 0 damage (CritChance was 0.82).
[03:07:42	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left arm dealing 9 damage (CritChance was 0.82).
[03:07:42	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[03:07:43	]Crash test dummy has gained a '20rnd DMR-magazine' #1654833.
[03:07:43	]Crash test dummy has lost a '20rnd DMR-magazine' #1652269.
[03:07:48	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[03:07:52	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the right arm dealing 9 damage (CritChance was 0.75).
[03:07:52	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655647.
[03:07:52	]S10/WALLHAMMER.ICE-20 was knocked unconscious and is bleeding out.
[03:08:00	][Y] S10/WALLHAMMER.ICE-20: <:: DAYUM. ::>
[03:08:07	][IC] S10/WALLHAMMER.ICE-20: <:: 1v1. ::>
[03:08:08	][IC] S10/WALLHAMMER.ICE-20: <:: From afar. ::>
[03:08:13	][Y] Crash test dummy: So my current MAIN SERVER gun can nuke OTA at a distance.
[03:08:16	]S10/WALLHAMMER.ICE-20 was just killed due to: accepting their death
[03:08:18	][IC] Crash test dummy: This is bonkers.
[03:08:20	]Crash test dummy has gained a '20rnd DMR-magazine' #1652269.
[03:08:20	]Crash test dummy has lost a '20rnd DMR-magazine' #1652268.
[03:08:24	]S10/WALLHAMMER.ICE-20 ran 'drop' on item 'OTA Elite Uniform' (#1655674)
[03:08:24	]S10/WALLHAMMER.ICE-20 has lost a 'OTA Elite Uniform' #1655674.
[03:08:24	]Crash test dummy ran 'Repair' on item 'CP Rank Leader Uniform' (#1652265)
[03:08:26	]Crash test dummy used command '/ToggleRaise'.
[03:08:27	]S10/WALLHAMMER.ICE-20 used the 'John Doe' vendor.
[03:08:30	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:08:30	]S10/WALLHAMMER.ICE-20 has gained a 'OTA Elite Uniform' #1655682.
[03:08:34	][IC] S10/WALLHAMMER.ICE-20: <:: 1v1. ::>
[03:08:36	]S10/WALLHAMMER.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655649)
[03:08:36	]S10/WALLHAMMER.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655648)
[03:08:38	]S10/WALLHAMMER.ICE-20 ran 'drop' on item 'SR-1A' (#1655657)
[03:08:38	]S10/WALLHAMMER.ICE-20 has lost a 'SR-1A' #1655657.
[03:08:39	]S10/WALLHAMMER.ICE-20 used the 'John Doe' vendor.
[03:08:39	][IC] Crash test dummy: Let me grab cp armor equal to my rebel.
[03:08:41	]Crash test dummy used the 'John Doe' vendor.
[03:08:46	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:08:46	]S10/WALLHAMMER.ICE-20 has gained a 'AR-2' #1655683.
[03:08:48	]S10/WALLHAMMER.ICE-20 ran 'Equip' on item 'AR-2' (#1655683)
[03:08:48	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[03:08:49	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655649.
[03:09:01	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_wasteland/kitchen_fridge001a.mdl'.
[03:09:04	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_wasteland/kitchen_fridge001a.mdl'.
[03:09:05	]Crash test dummy ran 'use' on item 'Dark Pills' (#1652297)
[03:09:05	]Crash test dummy has gained a level 7 short boost in Strength.
[03:09:05	]Crash test dummy has gained a level 7 short boost in Agility.
[03:09:05	]Crash test dummy has gained a level 7 short boost in Intelligence.
[03:09:05	]Crash test dummy has gained a level 7 short boost in Perception.
[03:09:05	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_wasteland/kitchen_fridge001a.mdl'.
[03:09:07	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_wasteland/laundry_cart001.mdl'.
[03:09:08	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652267)
[03:09:09	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1654833)
[03:09:11	]Crash test dummy used the 'John Doe' vendor.
[03:09:13	]Crash test dummy has gained 0 chips.
[03:09:13	]Crash test dummy has gained a 'Rifle Bullets' #1655684.
[03:09:13	]Crash test dummy has gained 0 chips.
[03:09:13	]Crash test dummy has gained a 'Rifle Bullets' #1655685.
[03:09:14	]Crash test dummy has gained 0 chips.
[03:09:14	]Crash test dummy has gained a 'Rifle Bullets' #1655686.
[03:09:14	]Crash test dummy has gained 0 chips.
[03:09:14	]Crash test dummy has gained a 'Rifle Bullets' #1655687.
[03:09:16	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652269)
[03:09:18	]Crash test dummy ran 'combine' on item 'Rifle Bullets' (#1655687)
[03:09:18	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_wasteland/kitchen_counter001d.mdl'.
[03:09:22	]Crash test dummy ran 'drop' on item 'Combine PDA' (#1652279)
[03:09:22	]Crash test dummy has lost a 'Combine PDA' #1652279.
[03:09:24	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_wasteland/kitchen_counter001d.mdl'.
[03:09:29	]Crash test dummy has spawned 'models/props_lab/blastdoor001a.mdl'.
[03:09:30	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/VendingMachineSoda01a.mdl'.
[03:09:36	]Crash test dummy has spawned 'models/props_lab/blastdoor001a.mdl'.
[03:09:36	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_c17/statue_horse.mdl'.
[03:09:39	]Crash test dummy has spawned 'models/props_lab/blastdoor001a.mdl'.
[03:09:43	]Crash test dummy has spawned 'models/props_lab/blastdoor001a.mdl'.
[03:09:49	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:09:52	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:09:54	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:09:55	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:09:56	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:09:57	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:09:59	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:09:59	]Crash test dummy has spawned 'models/props_junk/TrashDumpster01a.mdl'.
[03:10:00	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:01	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:02	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:03	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:04	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:05	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:06	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:07	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:10	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:10	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:11	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:12	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:14	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:15	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:16	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:17	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:18	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:18	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:19	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:19	]Crash test dummy has spawned 'models/props/de_nuke/crate_extralarge.mdl'.
[03:10:20	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:21	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:22	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:23	]Crash test dummy has spawned 'models/props/de_nuke/crate_extrasmall.mdl'.
[03:10:23	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:24	]Crash test dummy has spawned 'models/props/de_nuke/crate_extrasmall.mdl'.
[03:10:24	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:25	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:26	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:26	]Crash test dummy has spawned 'models/props/de_nuke/crate_large.mdl'.
[03:10:27	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:28	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:29	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:30	]Crash test dummy has spawned 'models/props/de_nuke/crate_small.mdl'.
[03:10:30	]S10/WALLHAMMER.ICE-20 has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[03:10:32	][OOC] S10/WALLHAMMER.ICE-20: ready
[03:10:35	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[03:10:41	][OOC] Crash test dummy: r
[03:10:42	]Crash test dummy used command '/ToggleRaise'.
[03:10:56	][ME] S10/WALLHAMMER.ICE-20: pulled the trigger on their firearm trained on their target(s) they fire to harm/kill
[03:11:00	][IC] S10/WALLHAMMER.ICE-20: <:: Haha. ::>
[03:11:06	][Y] S10/WALLHAMMER.ICE-20: <:: You can come out now! ::>
[03:11:31	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 6 damage (CritChance was 0.23).
[03:11:31	]S10/WALLHAMMER.ICE-20 has taken 6 damage from Crash test dummy.
[03:11:32	]S10/WALLHAMMER.ICE-20 is fully healed.
[03:11:38	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655649.
[03:11:38	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655648.
[03:11:48	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the stomach dealing 12 damage (CritChance was 0.66).
[03:11:48	]Crash test dummy has taken 11 damage from S10/WALLHAMMER.ICE-20.
[03:11:48	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left leg dealing 9 damage (CritChance was 0.23).
[03:11:48	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[03:11:48	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the chest dealing 12 damage (CritChance was 0.66).
[03:11:48	]Crash test dummy has taken 11 damage from S10/WALLHAMMER.ICE-20.
[03:11:49	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the stomach dealing 21 damage (CritChance was 0.23).
[03:11:49	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:11:49	]S10/WALLHAMMER.ICE-20 has hit Crash test dummy in the chest dealing 12 damage (CritChance was 0.66).
[03:11:49	]Crash test dummy has taken 11 damage from S10/WALLHAMMER.ICE-20.
[03:11:49	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the chest dealing 12 damage (CritChance was 0.66).
[03:11:49	]Crash test dummy has taken 11 damage from S10/WALLHAMMER.ICE-20.
[03:11:49	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the stomach dealing 21 damage (CritChance was 0.23).
[03:11:49	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:11:50	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the stomach dealing 21 damage (CritChance was 0.23).
[03:11:50	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:11:50	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the stomach dealing 21 damage (CritChance was 0.23).
[03:11:50	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:11:50	]Crash test dummy is fully healed.
[03:11:50	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the stomach dealing 21 damage (CritChance was 0.23).
[03:11:50	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:11:50	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the left arm dealing 3 damage (CritChance was 0.66).
[03:11:50	]Crash test dummy has taken 2 damage from S10/WALLHAMMER.ICE-20.
[03:11:50	]S10/WALLHAMMER.ICE-20 has hit Crash test dummy in the left arm dealing 0 damage (CritChance was 0.66).
[03:11:50	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the left arm dealing 3 damage (CritChance was 0.66).
[03:11:50	]Crash test dummy has taken 2 damage from S10/WALLHAMMER.ICE-20.
[03:11:50	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the left arm dealing 0 damage (CritChance was 0.66).
[03:11:50	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the left arm dealing 3 damage (CritChance was 0.66).
[03:11:50	]Crash test dummy has taken 2 damage from S10/WALLHAMMER.ICE-20.
[03:11:51	]Crash test dummy has gained a '20rnd DMR-magazine' #1652268.
[03:11:51	]Crash test dummy has lost a '20rnd DMR-magazine' #1654833.
[03:11:52	]S10/WALLHAMMER.ICE-20 is fully healed.
[03:11:55	]Crash test dummy is fully healed.
[03:11:57	]S10/WALLHAMMER.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655649)
[03:12:04	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the left leg dealing 1 damage (CritChance was 0.66).
[03:12:04	]Crash test dummy has taken 1 damage from S10/WALLHAMMER.ICE-20.
[03:12:05	]Crash test dummy is fully healed.
[03:12:06	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655648.
[03:12:06	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655649.
[03:12:19	]S10/WALLHAMMER.ICE-20 ran 'Equip' on item 'Smoke Grenade' (#1655680)
[03:12:20	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[03:12:24	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[03:12:50	]S10/WALLHAMMER.ICE-20 has hit Crash test dummy in the stomach dealing 13 damage (CritChance was 0.66).
[03:12:50	]Crash test dummy has taken 13 damage from S10/WALLHAMMER.ICE-20.
[03:12:55	]Crash test dummy is fully healed.
[03:12:57	][IC] S10/WALLHAMMER.ICE-20: <:: Haha. ::>
[03:13:08	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[03:13:11	][IC] S10/WALLHAMMER.ICE-20: <:: Haha. ::>
[03:13:13	]S10/WALLHAMMER.ICE-20 ran 'Equip' on item 'Frag Grenade' (#1655673)
[03:13:17	][IC] S10/WALLHAMMER.ICE-20: <:: Bouncer bouncer! ::>
[03:13:17	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[03:13:20	][ME] S10/WALLHAMMER.ICE-20: Pulled out a grenade, they pull the pin on the grenade they toss it letting it activate towards their target(s)
[03:13:22	]S10/WALLHAMMER.ICE-20 used command '/ToggleRaise'.
[03:13:33	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655649.
[03:13:33	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655647.
[03:13:35	]S10/WALLHAMMER.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655648)
[03:13:36	]S10/WALLHAMMER.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655649)
[03:13:36	]Crash test dummy has gained a '20rnd DMR-magazine' #1654833.
[03:13:36	]Crash test dummy has lost a '20rnd DMR-magazine' #1652269.
[03:13:36	]S10/WALLHAMMER.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655649)
[03:13:36	]S10/WALLHAMMER.ICE-20 ran 'combine' on item '30rnd Pulse-magazine' (#1655649)
[03:13:46	][IC] S10/WALLHAMMER.ICE-20: <:: You can come out now! ::>
[03:13:54	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the left leg dealing 3 damage (CritChance was 0.66).
[03:13:54	]Crash test dummy has taken 3 damage from S10/WALLHAMMER.ICE-20.
[03:13:58	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the right arm dealing 0 damage (CritChance was 1.01).
[03:13:58	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the right arm dealing 0 damage (CritChance was 1.01).
[03:13:58	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the right arm dealing 3 damage (CritChance was 1.01).
[03:13:58	]Crash test dummy has taken 3 damage from S10/WALLHAMMER.ICE-20.
[03:13:58	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the left leg dealing 3 damage (CritChance was 1.01).
[03:13:58	]Crash test dummy has taken 3 damage from S10/WALLHAMMER.ICE-20.
[03:13:58	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the left leg dealing 9 damage (CritChance was 0.23).
[03:13:58	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[03:13:58	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the stomach dealing 21 damage (CritChance was 0.23).
[03:13:58	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:13:58	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the left arm dealing 9 damage (CritChance was 0.23).
[03:13:58	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[03:13:58	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the stomach dealing 21 damage (CritChance was 0.23).
[03:13:58	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:14:00	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the right leg dealing 3 damage (CritChance was 1.01).
[03:14:00	]Crash test dummy has taken 3 damage from S10/WALLHAMMER.ICE-20.
[03:14:00	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.23).
[03:14:00	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:14:00	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.23).
[03:14:00	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:14:00	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the right arm dealing 9 damage (CritChance was 0.23).
[03:14:00	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[03:14:01	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655647.
[03:14:01	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655649.
[03:14:02	]S10/WALLHAMMER.ICE-20 is fully healed.
[03:14:02	]Crash test dummy has gained a '20rnd DMR-magazine' #1652269.
[03:14:02	]Crash test dummy has lost a '20rnd DMR-magazine' #1652267.
[03:14:09	][IC] S10/WALLHAMMER.ICE-20: <:: Inject. ::>
[03:14:10	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the head dealing 22 damage (CritChance was 1.01).
[03:14:10	]Crash test dummy has taken 22 damage from S10/WALLHAMMER.ICE-20.
[03:14:11	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the chest dealing 14 damage (CritChance was 1.01).
[03:14:11	]Crash test dummy has taken 13 damage from S10/WALLHAMMER.ICE-20.
[03:14:11	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the right arm dealing 4 damage (CritChance was 1.01).
[03:14:11	]Crash test dummy has taken 3 damage from S10/WALLHAMMER.ICE-20.
[03:14:11	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the right leg dealing 4 damage (CritChance was 1.01).
[03:14:11	]Crash test dummy has taken 3 damage from S10/WALLHAMMER.ICE-20.
[03:14:11	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the right arm dealing 4 damage (CritChance was 1.01).
[03:14:11	]Crash test dummy has taken 3 damage from S10/WALLHAMMER.ICE-20.
[03:14:11	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the right arm dealing 4 damage (CritChance was 1.01).
[03:14:11	]Crash test dummy has taken 3 damage from S10/WALLHAMMER.ICE-20.
[03:14:11	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 34 damage (CritChance was 0.23).
[03:14:11	]S10/WALLHAMMER.ICE-20 has taken 34 damage from Crash test dummy.
[03:14:11	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the right arm dealing 4 damage (CritChance was 1.01).
[03:14:11	]Crash test dummy has taken 3 damage from S10/WALLHAMMER.ICE-20.
[03:14:12	]S10/WALLHAMMER.ICE-20 is fully healed.
[03:14:12	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the right arm dealing 9 damage (CritChance was 0.23).
[03:14:12	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[03:14:12	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the chest dealing 21 damage (CritChance was 0.23).
[03:14:12	]S10/WALLHAMMER.ICE-20 has taken 21 damage from Crash test dummy.
[03:14:12	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the stomach dealing 14 damage (CritChance was 1.01).
[03:14:12	]Crash test dummy has taken 14 damage from S10/WALLHAMMER.ICE-20.
