[13:29:51	]TheDeNuke has connected.
[18:19:20	][IC] Sho'Tcop: Atm vorts are weak idc what people say.
[18:19:32	][IC] LORD-STEVEN-X: In S2RP?
[18:19:32	][IC] Sho'Tcop: Fighting them outside is your best chance of winning, just move around a lot.
[18:19:38	][IC] Sho'Tcop: Oh right.
[18:19:41	][IC] Sho'Tcop: S2rp theyre op.
[18:19:44	][IC] LORD-STEVEN-X: S2K they'd be a joke.
[18:19:50	][IC] LORD-STEVEN-X: But it is s2rp.
[18:20:01	][IC] LORD-STEVEN-X: Gonna have to remind my peeps to "SPREAD THE FUCK OUT".
[18:20:06	][IC] LORD-STEVEN-X: To avoid 1 vort stomping us all.
[18:20:23	][IC] Sho'Tcop: Tbh we've seen how cps sweep.
[18:20:29	][IC] Sho'Tcop: They're scared to spread out.
[18:20:36	][IC] Sho'Tcop: They're going to get slammed.
[18:20:48	][IC] LORD-STEVEN-X: I'd love to watch a vort sneak on a roof.
[18:20:51	][IC] LORD-STEVEN-X: Sweep passes by.
[18:20:55	][IC] LORD-STEVEN-X: And the vort does a WWE slam.
[18:21:01	][IC] LORD-STEVEN-X: Right into the sweep.
[18:21:15	]Sho'Tcop used command '/CharGiveFlag sho q'.
[18:21:30	]Sho'Tcop used command '/CharTakeFlag sho q'.
[18:21:31	]LORD-STEVEN-X ran 'Equip' on item 'Machete' (#1646019)
[18:21:34	]Sho'Tcop used command '/CharGiveFlag sho q'.
[18:21:35	]LORD-STEVEN-X used command '/ToggleRaise'.
[18:21:51	]Sho'Tcop used command '/SetVortalEnergy sho 10000000000000000000000'.
[18:21:56	][IC] LORD-STEVEN-X: Ah.
[18:22:00	][IC] LORD-STEVEN-X: Let me see if they fixed it.
[18:22:06	]LORD-STEVEN-X has hit Sho'Tcop dealing 18 damage (CritChance was 0.60).
[18:22:06	]Sho'Tcop has taken 18 damage from LORD-STEVEN-X.
[18:22:06	]LORD-STEVEN-X has critically hit Sho'Tcop dealing 36 damage (CritChance was 0.60).
[18:22:06	]Sho'Tcop has taken 36 damage from LORD-STEVEN-X.
[18:22:07	]LORD-STEVEN-X has critically hit Sho'Tcop dealing 36 damage (CritChance was 0.60).
[18:22:07	]Sho'Tcop has taken 36 damage from LORD-STEVEN-X.
[18:22:10	]LORD-STEVEN-X has hit Sho'Tcop dealing 18 damage (CritChance was 0.60).
[18:22:10	]Sho'Tcop has taken 18 damage from LORD-STEVEN-X.
[18:22:10	]LORD-STEVEN-X has critically hit Sho'Tcop dealing 36 damage (CritChance was 0.60).
[18:22:10	]Sho'Tcop has taken 36 damage from LORD-STEVEN-X.
[18:22:11	]LORD-STEVEN-X has critically hit Sho'Tcop dealing 36 damage (CritChance was 0.60).
[18:22:11	]Sho'Tcop has taken 36 damage from LORD-STEVEN-X.
[18:22:12	]LORD-STEVEN-X has hit Sho'Tcop dealing 18 damage (CritChance was 0.60).
[18:22:12	]Sho'Tcop has taken 18 damage from LORD-STEVEN-X.
[18:22:20	]LORD-STEVEN-X has taken 77 damage from Sho'Tcop.
[18:22:23	]LORD-STEVEN-X is fully healed.
[18:22:36	][IC] Sho'Tcop: Wtf i can shoot you and have a shield up.
[18:22:40	]LORD-STEVEN-X has hit Sho'Tcop dealing 18 damage (CritChance was 0.60).
[18:22:40	]Sho'Tcop was knocked unconscious and is bleeding out.
[18:22:46	][IC] LORD-STEVEN-X: Only if I get close.
[18:22:49	]Sho'Tcop ran SAM command 'respawn' with arguments: '^'
[18:22:52	]Sho'Tcop is fully healed.
[18:22:58	][IC] LORD-STEVEN-X: New OTA tactic.
[18:23:06	][IC] LORD-STEVEN-X: Run up to shielded vorts and blast them from close up then run back.
[18:23:10	][IC] Sho'Tcop: Counterpoint.
[18:23:12	]LORD-STEVEN-X has taken 40 damage from Sho'Tcop.
[18:23:13	]LORD-STEVEN-X is fully healed.
[18:23:17	][IC] LORD-STEVEN-X: Wtf is that range.
[18:23:21	]Sho'Tcop ran SAM command 'respawn' with arguments: '^'
[18:23:21	]LORD-STEVEN-X ran SAM command 'hp' with arguments: '^' '100'
[18:23:23	]LORD-STEVEN-X entered observer.
[18:23:24	]Sho'Tcop ran SAM command 'goto' with arguments: 'ste'
[18:23:26	]LORD-STEVEN-X exited observer at their location.
[18:23:27	]Sho'Tcop entered observer.
[18:23:28	]Sho'Tcop exited observer at their location.
[18:23:33	][Y] LORD-STEVEN-X: Stomp.
[18:23:35	]Sho'Tcop used command '/SetVortalEnergy sho 10000000000000000000000'.
[18:23:39	]LORD-STEVEN-X has taken 40 damage from Sho'Tcop.
[18:23:42	][Y] LORD-STEVEN-X: WHY.
[18:23:47	][Y] LORD-STEVEN-X: WHY IS THE RANGE THAT LONG.
[18:23:56	][LOOC] Sho'Tcop: pretty sure its a shockwave effect 
[18:24:08	][IC] LORD-STEVEN-X: Yeah it don't go through walls luckily.
[18:24:12	][IC] LORD-STEVEN-X: But still.
[18:24:16	][IC] LORD-STEVEN-X: Across the room is meme.
[18:24:47	]Furret No Furry Asimo loaded the character 'Galungae'
[18:24:56	]Galungae used command '/CharGiveFlag ^ q'.
[18:24:58	]Galungae entered observer.
[18:24:59	]Sho'Tcop entered observer.
[18:25:02	]Galungae exited observer at their location.
[18:25:03	]Galungae entered observer.
[18:25:03	]Sho'Tcop exited observer at their location.
[18:25:06	]Galungae exited observer at their location.
[18:25:08	][IC] Galungae: Behold!
[18:25:15	]Sho'Tcop has fired a toolgun with the name: creator
[18:25:15	]Sho'Tcop has spawned a 'NPC [432][npc_turret_floor]'.
[18:25:17	]Galungae has taken 3 damage from npc_turret_floor.
[18:25:17	]Galungae has taken 3 damage from npc_turret_floor.
[18:25:17	]Galungae has taken 3 damage from npc_turret_floor.
[18:25:17	]Galungae has taken 3 damage from npc_turret_floor.
[18:25:17	]Galungae has taken 3 damage from npc_turret_floor.
[18:25:23	]Sho'Tcop has taken 15 damage from Galungae.
[18:25:23	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:23	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:24	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:24	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:24	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:24	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:24	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:25	]Sho'Tcop entered observer.
[18:25:25	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:25	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:25	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:25	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:25	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:26	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:26	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:26	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:26	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:26	]Sho'Tcop exited observer at their location.
[18:25:26	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:27	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:27	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:27	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:27	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:27	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:28	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:28	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:28	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:28	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:28	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:29	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:29	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:29	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:29	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:29	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:30	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:30	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:30	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:30	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:30	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:31	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:31	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:31	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:31	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:31	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:32	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:32	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:32	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:32	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:32	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:33	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:33	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:33	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:33	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:33	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:34	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:34	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:34	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:34	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:34	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:35	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:35	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:35	]Sho'Tcop has taken 1 damage from entityflame.
[18:25:37	]Galungae has taken 96 damage from Sho'Tcop.
[18:25:42	][Y] Galungae: Fucking AOE.
[18:25:54	][IC] Galungae: But yeah.
[18:25:56	][IC] Galungae: You could just.
[18:25:58	][IC] Galungae: Put up the shield.
[18:25:59	][IC] Galungae: Run up.
[18:26:01	][IC] Galungae: Pyro.
[18:26:05	]Galungae ran SAM command 'hp' with arguments: '^' '100'
[18:26:09	][IC] Sho'Tcop: How much does the shielf take.
[18:26:11	]Sho'Tcop used command '/SetVortalEnergy sho 10000000000000000000000'.
[18:26:12	]Galungae used command '/AddVortalEnergy ^ 100'.
[18:26:18	]Galungae ran SAM command 'hp' with arguments: '^' '200'
[18:26:22	]Galungae is fully healed.
[18:26:22	]Galungae has spawned a 'NPC [444][npc_metropolice]'.
[18:26:25	]Galungae has spawned a 'NPC [446][npc_metropolice]'.
[18:26:25	][IC] Sho'Tcop: You've still got about 15 shots with a shield.
[18:26:30	]Galungae has spawned a 'NPC [444][npc_metropolice]'.
[18:26:43	]Sho'Tcop has taken 15 damage from Galungae.
[18:26:43	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:43	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:43	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:43	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:43	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:44	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:44	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:44	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:44	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:44	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:45	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:45	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:45	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:45	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:45	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:46	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:46	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:46	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:46	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:46	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:47	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:47	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:47	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:47	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:47	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:48	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:48	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:48	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:48	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:48	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:49	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:49	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:49	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:49	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:49	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:50	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:50	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:50	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:50	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:50	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:51	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:51	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:51	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:51	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:51	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:52	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:52	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:52	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:52	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:52	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:53	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:53	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:53	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:53	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:53	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:54	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:54	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:54	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:54	]Sho'Tcop has taken 1 damage from entityflame.
[18:26:54	]Sho'Tcop has taken 1 damage from entityflame.
[18:27:01	][IC] Galungae: Meme ability.
[18:27:07	][IC] Galungae: Shield and then pyro.
[18:27:22	][IC] Galungae: Though 1 pyro takes like 25 energy.
[18:27:25	][IC] Sho'Tcop: When is the update being released anyway.
[18:27:35	][IC] Galungae: When we have big tests on dev.
[18:27:43	][IC] Galungae: Or when robert becomes impatient and just yeets it on main.
[18:27:48	]Galungae used command '/AddVortalEnergy ^ 100'.
[18:28:03	][IC] Sho'Tcop: We should do a playtest tonight, have an s2k fight with vort and ota.
[18:28:06	][IC] Sho'Tcop: On here.
[18:28:13	][IC] Galungae: Tonight I need to do the warden stuff.
[18:28:13	][IC] Galungae: Soz.
[18:28:19	][IC] Sho'Tcop: Galunga.
[18:28:27	][IC] Galungae: Or wait.
[18:28:38	]Sho'Tcop has spawned a 'NPC [433][npc_turret_floor]'.
[18:28:38	]Galungae has gained level 50 in the Melee skill.
[18:28:38	]Galungae used command '/CharSkillSet ^ melee 50'.
[18:28:46	]Galungae entered observer.
[18:28:50	]Galungae has fired a toolgun with the name: creator
[18:28:50	]Galungae has spawned a 'NPC [432][npc_metropolice]'.
[18:28:51	]Galungae has fired a toolgun with the name: creator
[18:28:51	]Galungae has spawned a 'NPC [435][npc_metropolice]'.
[18:28:51	]Galungae has fired a toolgun with the name: creator
[18:28:51	]Galungae has spawned a 'NPC [437][npc_metropolice]'.
[18:29:00	]Galungae has fired a toolgun with the name: creator
[18:29:00	]Galungae has spawned a 'NPC [432][npc_metropolice]'.
[18:29:01	]Galungae has fired a toolgun with the name: creator
[18:29:01	]Galungae has spawned a 'NPC [435][npc_metropolice]'.
[18:29:01	]Galungae has fired a toolgun with the name: creator
[18:29:01	]Galungae has spawned a 'NPC [437][npc_metropolice]'.
[18:29:01	]Galungae has fired a toolgun with the name: creator
[18:29:01	]Galungae has spawned a 'NPC [439][npc_metropolice]'.
[18:29:02	]Galungae has fired a toolgun with the name: creator
[18:29:02	]Galungae has spawned a 'NPC [444][npc_metropolice]'.
[18:29:02	]Galungae has fired a toolgun with the name: creator
[18:29:02	]Galungae has spawned a 'NPC [446][npc_metropolice]'.
[18:29:03	]Galungae has fired a toolgun with the name: creator
[18:29:03	]Galungae has spawned a 'NPC [448][npc_metropolice]'.
[18:29:03	]Galungae has fired a toolgun with the name: creator
[18:29:03	]Galungae has spawned a 'NPC [454][npc_metropolice]'.
[18:29:04	]Galungae has fired a toolgun with the name: creator
[18:29:04	]Galungae has spawned a 'NPC [480][npc_metropolice]'.
[18:29:07	]Galungae exited observer at their location.
[18:29:10	]Galungae used command '/ToggleRaise'.
[18:29:15	]Galungae has taken 3 damage from npc_metropolice.
[18:29:15	]Galungae has taken 3 damage from npc_metropolice.
[18:29:15	]Galungae has taken 3 damage from npc_metropolice.
[18:29:16	]Galungae has taken 3 damage from npc_metropolice.
[18:29:17	]Galungae has taken 3 damage from npc_metropolice.
[18:29:17	]Galungae has taken 3 damage from npc_metropolice.
[18:29:17	]Galungae has taken 3 damage from npc_metropolice.
[18:29:17	]Galungae has taken 3 damage from npc_metropolice.
[18:29:17	]Galungae has taken 3 damage from npc_metropolice.
[18:29:18	]Galungae has taken 3 damage from npc_metropolice.
[18:29:18	]Galungae has taken 3 damage from npc_metropolice.
[18:29:19	]Galungae has taken 3 damage from npc_metropolice.
[18:29:19	]Galungae has taken 3 damage from npc_metropolice.
[18:29:20	]Galungae has taken 3 damage from npc_metropolice.
[18:29:21	]Galungae has taken 3 damage from npc_metropolice.
[18:29:21	]Galungae has taken 3 damage from npc_metropolice.
[18:29:21	]Galungae has taken 3 damage from npc_metropolice.
[18:29:21	]Galungae has taken 3 damage from npc_metropolice.
[18:29:22	]Galungae has taken 3 damage from npc_metropolice.
[18:29:22	]Galungae has taken 3 damage from npc_metropolice.
[18:29:22	]Galungae has taken 3 damage from npc_metropolice.
[18:29:22	]Galungae has taken 3 damage from npc_metropolice.
[18:29:23	]Galungae has taken 3 damage from npc_metropolice.
[18:29:23	]Galungae has taken 3 damage from npc_metropolice.
[18:29:23	]Galungae has taken 3 damage from npc_metropolice.
[18:29:23	]Galungae has taken 3 damage from npc_metropolice.
[18:29:23	]Galungae has taken 3 damage from npc_metropolice.
[18:29:24	]Galungae has taken 3 damage from npc_metropolice.
[18:29:24	]Galungae has taken 3 damage from npc_metropolice.
[18:29:39	][OOC] Galungae: Shield + melee for extra meme
[18:29:42	]Galungae entered observer.
[18:29:44	]Galungae exited observer at their location.
[18:29:45	]Sho'Tcop has taken 55 damage from Galungae.
[18:29:46	]Galungae entered observer.
[18:29:47	]Galungae exited observer at their location.
[18:29:57	]Sho'Tcop was knocked unconscious and is bleeding out.
[18:30:17	][ME] Galungae: hits the sickest teabag
[18:30:17	]Sho'Tcop ran SAM command 'respawn' with arguments: '^'
[18:30:21	]Sho'Tcop has taken 40 damage from Galungae.
[18:30:30	]Galungae used command '/AddVortalEnergy ^ 100'.
[18:30:36	][Y] Galungae: NERF THIS.
[18:30:37	]Sho'Tcop was knocked unconscious and is bleeding out.
[18:30:46	]Sho'Tcop was killed while bleeding out.
[18:30:46	]Galungae has killed Sho'Tcop with ix_vortslam.
[18:30:50	]Galungae entered observer.
[18:30:52	]Kaffee (STEAM_0:0:74662997) has disconnected.
[18:36:17	]Galungae has gone afk.
[18:37:40	]Galungae exited observer at their location.
[18:37:42	]Galungae is no longer afk. Total time spent AFK: 380
[18:37:51	]Galungae has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
[18:37:54	]Galungae created a stash (models/props_c17/furniturewashingmachine001a.mdl).
[18:37:54	]Galungae has used a context menu option with the name: ixcreatestash
[18:38:02	]Galungae opened the 'Personal Stash 431' stash.
[18:38:02	]Galungae closed the 'Personal Stash 431' stash.
[18:38:04	]Galungae opened the 'Personal Stash 431' stash.
[18:38:31	]Galungae closed the 'Personal Stash 431' stash.
[18:39:22	]Galungae entered observer.
[18:39:22	]Galungae exited observer at their location.
[18:39:22	]Galungae entered observer.
[18:39:23	]Galungae exited observer at their location.
[18:39:23	]Galungae entered observer.
[18:39:23	]Galungae exited observer at their location.
[18:39:24	]Galungae entered observer.
[18:39:24	]Galungae exited observer at their location.
[18:39:25	]Galungae entered observer.
[18:39:25	]Galungae exited observer at their location.
[18:39:26	]Galungae entered observer.
[18:39:26	]Galungae exited observer at their location.
[18:39:26	]Galungae entered observer.
[18:39:27	]Galungae exited observer at their location.
[18:39:27	]Galungae entered observer.
[18:39:27	]Galungae exited observer at their location.
[18:39:28	]Galungae entered observer.
[18:39:29	]Galungae exited observer at their location.
[18:39:29	]Galungae entered observer.
[18:39:29	]Galungae exited observer at their location.
[18:39:30	]Galungae entered observer.
[18:39:30	]Galungae exited observer at their location.
[18:39:30	]Galungae entered observer.
[18:39:31	]Galungae exited observer at their location.
[18:39:32	]Galungae entered observer.
[18:39:32	]Galungae exited observer at their location.
[18:39:32	]Galungae entered observer.
[18:39:33	]Galungae exited observer at their location.
[18:39:33	]Galungae entered observer.
[18:39:33	]Galungae exited observer at their location.
[18:39:34	]Galungae entered observer.
[18:39:34	]Galungae exited observer at their location.
[18:39:34	]Galungae entered observer.
[18:39:35	]Galungae exited observer at their location.
[18:39:35	]Galungae entered observer.
[18:39:36	]Galungae exited observer at their location.
[18:39:36	]Galungae entered observer.
[18:39:36	]Galungae exited observer at their location.
[18:39:37	]Galungae entered observer.
[18:39:37	]Galungae exited observer at their location.
[18:39:38	]Galungae entered observer.
[18:39:38	]Galungae exited observer at their location.
[18:39:38	]Galungae entered observer.
[18:39:38	]Galungae exited observer at their location.
[18:39:39	]Galungae entered observer.
[18:39:39	]Galungae exited observer at their location.
[18:39:40	]Galungae entered observer.
[18:39:40	]Galungae exited observer at their location.
[18:40:24	]Galungae entered observer.
[18:40:24	]Galungae exited observer at their location.
[18:40:25	]Galungae entered observer.
[18:40:29	]Galungae exited observer at their location.
[18:40:29	]Galungae entered observer.
[18:40:32	]Galungae exited observer at their location.
[18:40:32	]Galungae entered observer.
[18:40:32	]Galungae exited observer at their location.
[18:40:33	]Galungae entered observer.
[18:40:35	]Galungae exited observer at their location.
[18:45:42	]Galungae has gone afk.
[18:58:07	]Galungae is fully healed.
[19:24:57	]Galungae is no longer afk. Total time spent AFK: 2650
[19:24:58	]Furret No Furry Asimo (STEAM_0:0:58605803) has disconnected.
