[00:00:03	]Julia Jazmin has hit npc_vj_hlr2_rebel in the chest dealing 17 damage (CritChance was 0.65).
[22:06:20	]C24: i2.MCNULTY-19 was knocked unconscious and is bleeding out.
[22:06:22	]Salvatore Lombardi ran 'EquipUn' on item 'AKSU' (#2687640)
[22:06:22	]Salvatore Lombardi ran 'Equip' on item 'Spas-12' (#2687584)
[22:06:24	]Salvatore Lombardi used command '/ToggleRaise'.
[22:06:25	]March McRebel used command '/CharGetUp'.
[22:06:26	]C24: i2.MCNULTY-19 ran SAM command 'slay' with arguments: 'MCNULTY'
[22:06:27	]C24: i2.MCNULTY-19 entered observer.
[22:06:28	]Hank J. Wimleton used command '/CharSearch'.
[22:06:29	]Nazariy Svyatopolk Kozlov used command '/Staff Fight is surprinsgly well balanced on both sides with random guns'.
[22:06:33	][OOC] C24:RL.GOMEZ-99: finally
[22:06:34	][OOC] March McRebel: this is so not rebel
[22:06:34	]C24:RL.GOMEZ-99 ran 'EquipUn' on item 'Mini-14' (#2687598)
[22:06:36	]C24:RL.GOMEZ-99 ran 'Equip' on item 'Mini-14' (#2687598)
[22:06:36	]C24:RL.GOMEZ-99 used command '/ToggleRaise'.
[22:06:40	][IC] C17:RCT.YELLO-11: <:: So over.. ::>
[22:06:44	][IC] John Jonhston: The aksu is dogshit.
[22:06:45	]Disposable Rebel is no longer unconscious from critical wounds.
[22:06:45	]Nazariy Svyatopolk Kozlov used command '/Announce Rebel won'.
[22:06:47	][IC] Hank J. Wimleton: Fr.
[22:06:48	]C24: i2.MCNULTY-19 exited observer at their location.
[22:06:48	][IC] John Jonhston: 8 dmg to the head.
[22:06:48	][OOC] March McRebel: we did it
[22:06:49	]C24: i2.MCNULTY-19 ran 'Equip' on item 'AKM' (#2687589)
[22:06:50	]Mii "parents got" Amputado ran SAM command 'respawn' with arguments: '*'
[22:06:50	][OOC] C24:RL.GOMEZ-99: THIS IS NOT COOL
[22:06:51	][IC] Hank J. Wimleton: Its an smg.
[22:06:51	]C24:i5.CATOENTIS-07 entered observer.
[22:06:52	]Mii "parents got" Amputado entered observer.
[22:06:52	]March McRebel is fully healed.
[22:06:53	][OOC] Disposable Rebel: yaay
[22:06:53	]C24: i2.MCNULTY-19 entered observer.
[22:06:54	]Hank J. Wimleton is fully healed.
[22:06:55	]C24:RL.GOMEZ-99 used command '/Handsignals'.
[22:06:55	]C24: i2.MCNULTY-19 exited observer at their location.
[22:06:58	][OOC] Hank J. Wimleton: aksu 8 dmg on head LOL
[22:06:58	]C24:i5.CATOENTIS-07 exited observer at their location.
[22:06:58	]John Jonhston ran 'Equip' on item 'Makeshift P90' (#2687651)
[22:06:59	][Y] C17:RCT.YELLO-11: <:: FUUUCK!!!!!! ::>
[22:06:59	]John Jonhston ran 'EquipUn' on item 'AKSU' (#2687638)
[22:07:00	]John Jonhston ran 'Equip' on item 'Makeshift P90' (#2687651)
[22:07:02	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'AKM' (#2687589)
[22:07:02	]Mii "parents got" Amputado ran SAM command 'bring' with arguments: '*'
[22:07:02	]Disposable Rebel ran 'EquipUn' on item 'M16A2' (#2687661)
[22:07:03	]C24: i2.MCNULTY-19 ran 'Equip' on item 'AKM' (#2687589)
[22:07:03	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'AKM' (#2687589)
[22:07:04	][OOC] C24.CPT.KRAAS-44: 900 ping btw
[22:07:04	]Mii "parents got" Amputado ran SAM command 'god' with arguments: '*'
[22:07:04	]C24: i2.MCNULTY-19 ran 'Equip' on item 'AKM' (#2687589)
[22:07:05	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'AKM' (#2687589)
[22:07:05	]C24: i2.MCNULTY-19 ran 'Equip' on item 'AKM' (#2687589)
[22:07:05	]Salvatore Lombardi used command '/ToggleRaise'.
[22:07:06	]Disposable Rebel ran 'Equip' on item 'Spas-12' (#2687587)
[22:07:06	]Hank J. Wimleton ran 'Repair' on item 'Medium Kevlar Uniform' (#2686932)
[22:07:09	]Nazariy Svyatopolk Kozlov used command '/Staff Can you TP everyone to gun room in Outlands'.
[22:07:10	]Hank J. Wimleton used command '/ToggleRaise'.
[22:07:12	]Salvatore Lombardi ran SAM command 'asay' with arguments: 'can i get a heal'
[22:07:12	]Salvatore Lombardi used command '/Help can i get a heal'.
[22:07:15	][IC] C17:RCT.YELLO-11: <:: 56 ping btw.. ::>
[22:07:16	][OOC] Disposable Rebel: wdym raptor, how could you have higher ping than i
[22:07:16	]Nazariy Svyatopolk Kozlov used command '/Staff As my everyone tp doesn't worko'.
[22:07:18	][OOC] Hank J. Wimleton: 30 fps in the nexus btw
[22:07:19	]C24: i2.MCNULTY-19 ran SAM command 'sethp' with arguments: '*' '100'
[22:07:19	][OOC] C24:RL.GOMEZ-99: does damage info still lag you
[22:07:19	][IC] John Jonhston: Aksu btw.
[22:07:21	]C24: i2.MCNULTY-19 ran SAM command 'setarmor' with arguments: '*' '50'
[22:07:22	]C24:i5.CATOENTIS-07 entered observer.
[22:07:22	]C24.CPT.KRAAS-44 is fully healed.
[22:07:23	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'AKM' (#2687589)
[22:07:24	][OOC] C24.CPT.KRAAS-44: 9000 ping.
[22:07:25	]Disposable Rebel has critically hit C24:RL.GOMEZ-99 in the head dealing 8 damage (CritChance was 0.29).
[22:07:25	]C24:RL.GOMEZ-99 has taken 8 damage from Disposable Rebel.
[22:07:25	]Disposable Rebel has hit C24:RL.GOMEZ-99 in the chest dealing 5 damage (CritChance was 0.29).
[22:07:25	]C24:RL.GOMEZ-99 has taken 5 damage from Disposable Rebel.
[22:07:25	]Disposable Rebel has hit C24:RL.GOMEZ-99 in the head dealing 5 damage (CritChance was 0.29).
[22:07:25	]C24:RL.GOMEZ-99 has taken 5 damage from Disposable Rebel.
[22:07:25	]Disposable Rebel has hit C24:RL.GOMEZ-99 in the chest dealing 5 damage (CritChance was 0.29).
[22:07:25	]C24:RL.GOMEZ-99 has taken 5 damage from Disposable Rebel.
[22:07:25	]Disposable Rebel has hit C24:RL.GOMEZ-99 in the chest dealing 5 damage (CritChance was 0.29).
[22:07:25	]C24:RL.GOMEZ-99 has taken 5 damage from Disposable Rebel.
[22:07:25	]Disposable Rebel has hit C24:RL.GOMEZ-99 in the chest dealing 5 damage (CritChance was 0.29).
[22:07:25	]C24:RL.GOMEZ-99 has taken 5 damage from Disposable Rebel.
[22:07:25	]Disposable Rebel has hit C24:RL.GOMEZ-99 in the chest dealing 5 damage (CritChance was 0.29).
[22:07:25	]C24:RL.GOMEZ-99 has taken 5 damage from Disposable Rebel.
[22:07:27	]Mii "parents got" Amputado ran SAM command 'bring' with arguments: '*'
[22:07:27	]March McRebel has critically hit Disposable Rebel in the chest dealing 11 damage (CritChance was 0.24).
[22:07:27	]Disposable Rebel has taken 11 damage from March McRebel.
[22:07:27	]C24:RL.GOMEZ-99 is fully healed.
[22:07:28	]C24:RL.GOMEZ-99 used command '/ToggleRaise'.
[22:07:29	]Disposable Rebel was knocked unconscious and is bleeding out.
[22:07:29	]C24:RL.GOMEZ-99 was knocked unconscious and is bleeding out.
[22:07:29	]C24: i2.MCNULTY-19 was knocked unconscious and is bleeding out.
[22:07:29	]C17:RCT.YELLO-11 was knocked unconscious and is bleeding out.
[22:07:29	]Nazariy Svyatopolk Kozlov was knocked unconscious and is bleeding out.
[22:07:29	]C24.CPT.KRAAS-44 was knocked unconscious and is bleeding out.
[22:07:29	]John Jonhston was knocked unconscious and is bleeding out.
[22:07:29	]March McRebel was knocked unconscious and is bleeding out.
[22:07:29	]Hank J. Wimleton was knocked unconscious and is bleeding out.
[22:07:29	]Salvatore Lombardi was knocked unconscious and is bleeding out.
[22:07:31	][OOC] C17:RCT.YELLO-11: me when the 59-
[22:07:31	]C24: i2.MCNULTY-19 ran SAM command 'sethp' with arguments: '*' '100'
[22:07:31	][OOC] Hank J. Wimleton: LOL
[22:07:31	]John Jonhston is no longer unconscious from critical wounds.
[22:07:32	]Nazariy Svyatopolk Kozlov is no longer unconscious from critical wounds.
[22:07:32	]C24.CPT.KRAAS-44 is no longer unconscious from critical wounds.
[22:07:32	]C24:RL.GOMEZ-99 is no longer unconscious from critical wounds.
[22:07:32	]March McRebel is no longer unconscious from critical wounds.
[22:07:33	]C24: i2.MCNULTY-19 ran SAM command 'setarmor' with arguments: '*' '50'
[22:07:33	]Salvatore Lombardi is no longer unconscious from critical wounds.
[22:07:33	]C24:i5.CATOENTIS-07 used command '/Staff gg asimo'.
[22:07:33	]C24: i2.MCNULTY-19 is no longer unconscious from critical wounds.
[22:07:33	][OOC] John Jonhston: LOL
[22:07:34	]Mii "parents got" Amputado ran SAM command 'respawn' with arguments: '*'
[22:07:34	][IC] Salvatore Lombardi: NICEEEE.
[22:07:34	]Hank J. Wimleton is fully healed.
[22:07:35	]C24:i5.CATOENTIS-07 entered observer.
[22:07:35	]C17:RCT.YELLO-11 is fully healed.
[22:07:35	]Mii "parents got" Amputado entered observer.
[22:07:35	]Nazariy Svyatopolk Kozlov entered observer.
[22:07:36	]C24: i2.MCNULTY-19 entered observer.
[22:07:38	]Hank J. Wimleton used command '/ToggleRaise'.
[22:07:39	]C24:RL.GOMEZ-99 used command '/ToggleRaise'.
[22:07:40	][OOC] C24.CPT.KRAAS-44: (Im lying)
[22:07:42	][OOC] Nazariy Svyatopolk Kozlov: Ow
[22:07:43	]Hank J. Wimleton has taken 3 damage from worldspawn.
[22:07:45	][OOC] Disposable Rebel: y u lie
[22:07:45	]John Jonhston has hit C24:RL.GOMEZ-99 in the chest dealing 4 damage (CritChance was 0.09).
[22:07:45	]C24:RL.GOMEZ-99 has taken 4 damage from John Jonhston.
[22:07:45	][OOC] C24: i2.MCNULTY-19: Nice one ASIMO
[22:07:46	]Salvatore Lombardi used command '/ToggleRaise'.
[22:07:47	]C24:i5.CATOENTIS-07 ran SAM command 'bring' with arguments: '*'
[22:07:47	]Mii "parents got" Amputado ran SAM command 'bring' with arguments: '*'
[22:07:47	]C24:RL.GOMEZ-99 is fully healed.
[22:07:48	][IC] John Jonhston: 4 dmg.
[22:07:49	][IC] C24:RL.GOMEZ-99: <:: Help! ::>
[22:07:49	][IC] C24:RL.GOMEZ-99: <:: Help! ::>
[22:07:50	][IC] C17:RCT.YELLO-11: <:: Help! ::>
[22:07:50	]Salvatore Lombardi has critically hit C17:RCT.YELLO-11 in the left arm dealing 0 damage (CritChance was 0.29).
[22:07:50	]Salvatore Lombardi has hit C17:RCT.YELLO-11 in the left arm dealing 5 damage (CritChance was 0.29).
[22:07:50	]C17:RCT.YELLO-11 has taken 5 damage from Salvatore Lombardi.
[22:07:50	]Salvatore Lombardi has gained level 5 in the Guns skill.
[22:07:50	]Salvatore Lombardi has hit C17:RCT.YELLO-11 in the left arm dealing 0 damage (CritChance was 0.29).
[22:07:50	]Salvatore Lombardi has hit C17:RCT.YELLO-11 in the left arm dealing 5 damage (CritChance was 0.29).
[22:07:50	]C17:RCT.YELLO-11 has taken 5 damage from Salvatore Lombardi.
[22:07:50	]Salvatore Lombardi has hit C17:RCT.YELLO-11 in the head dealing 5 damage (CritChance was 0.29).
[22:07:50	]C17:RCT.YELLO-11 has taken 5 damage from Salvatore Lombardi.
[22:07:50	]Salvatore Lombardi has hit C17:RCT.YELLO-11 in the head dealing 5 damage (CritChance was 0.29).
[22:07:50	]C17:RCT.YELLO-11 has taken 5 damage from Salvatore Lombardi.
[22:07:50	]Salvatore Lombardi has gained level 6 in the Guns skill.
[22:07:50	]Salvatore Lombardi has hit C17:RCT.YELLO-11 in the head dealing 5 damage (CritChance was 0.29).
[22:07:50	]C17:RCT.YELLO-11 has taken 5 damage from Salvatore Lombardi.
[22:07:50	]Salvatore Lombardi has hit C17:RCT.YELLO-11 in the left arm dealing 5 damage (CritChance was 0.29).
[22:07:50	]C17:RCT.YELLO-11 has taken 5 damage from Salvatore Lombardi.
[22:07:50	]Salvatore Lombardi has critically hit C17:RCT.YELLO-11 in the head dealing 8 damage (CritChance was 0.84).
[22:07:50	]C17:RCT.YELLO-11 has taken 8 damage from Salvatore Lombardi.
[22:07:50	]Salvatore Lombardi has gained level 7 in the Guns skill.
[22:07:50	]Salvatore Lombardi has critically hit C17:RCT.YELLO-11 in the head dealing 8 damage (CritChance was 0.84).
[22:07:50	]C17:RCT.YELLO-11 has taken 8 damage from Salvatore Lombardi.
[22:07:50	][IC] C24:RL.GOMEZ-99: <:: Help! ::>
[22:07:51	][IC] C17:RCT.YELLO-11: <:: Help! ::>
[22:07:51	][IC] C24.CPT.KRAAS-44: <:: Help! ::>
[22:07:51	]C24:i5.CATOENTIS-07 ran SAM command 'bring' with arguments: '*'
[22:07:52	]John Jonhston has critically hit Salvatore Lombardi in the stomach dealing 7 damage (CritChance was 0.87).
[22:07:52	]Salvatore Lombardi has taken 6 damage from John Jonhston.
[22:07:52	]John Jonhston has critically hit Disposable Rebel in the left arm dealing 0 damage (CritChance was 0.87).
[22:07:52	]John Jonhston has critically hit Disposable Rebel in the right arm dealing 2 damage (CritChance was 0.87).
[22:07:52	]Disposable Rebel was knocked unconscious and is bleeding out.
[22:07:52	][IC] C24.CPT.KRAAS-44: <:: Help! ::>
[22:07:53	]C24: i2.MCNULTY-19 exited observer at their location.
[22:07:54	][IC] C17:RCT.YELLO-11: <:: Hi. ::>
[22:07:54	][IC] Hank J. Wimleton: LOL.
[22:07:54	][IC] John Jonhston: LOL.
[22:07:54	]C24: i2.MCNULTY-19 ran SAM command 'sethp' with arguments: '*' '100'
[22:07:55	]Disposable Rebel is no longer unconscious from critical wounds.
[22:07:55	]C17:RCT.YELLO-11 is fully healed.
[22:07:55	]C24:RL.GOMEZ-99 ran 'drop' on item 'Mini-14' (#2687598)
[22:07:55	]C24:RL.GOMEZ-99 has lost a 'Mini-14' #2687598.
[22:07:56	]C24: i2.MCNULTY-19 ran SAM command 'setarmor' with arguments: '*' '50'
[22:07:56	][IC] C17:RCT.YELLO-11: <:: Help! ::>
[22:07:56	]C24:RL.GOMEZ-99 ran 'drop' on item 'G3A3' (#2687643)
[22:07:56	]C24:RL.GOMEZ-99 has lost a 'G3A3' #2687643.
[22:07:57	]C24:RL.GOMEZ-99 used the 'John Doe' vendor.
[22:07:57	]C24: i2.MCNULTY-19 entered observer.
[22:07:57	]C24.CPT.KRAAS-44 is fully healed.
[22:07:57	][IC] C17:RCT.YELLO-11: <:: Help! ::>
[22:07:58	]Salvatore Lombardi ran 'EquipUn' on item 'Spas-12' (#2687584)
[22:07:58	][IC] C17:RCT.YELLO-11: <:: Help! ::>
[22:07:59	]Salvatore Lombardi used the 'John Doe' vendor.
[22:07:59	]Hank J. Wimleton is fully healed.
[22:07:59	][IC] C17:RCT.YELLO-11: <:: Help! ::>
[22:08:00	][IC] C17:RCT.YELLO-11: <:: Help! ::>
[22:08:01	]Nazariy Svyatopolk Kozlov exited observer at their location.
[22:08:02	][IC] Hank J. Wimleton: Help.
[22:08:02	]C24: i2.MCNULTY-19 exited observer at their location.
[22:08:03	][IC] C17:RCT.YELLO-11: <:: Thanks :). ::>
[22:08:03	]Hank J. Wimleton used command '/ToggleRaise'.
[22:08:03	][OOC] Disposable Rebel: help, i still have the bleeedout timer
[22:08:04	]March McRebel ran 'drop' on item 'MP5A3' (#2687653)
[22:08:04	]March McRebel has lost a 'MP5A3' #2687653.
[22:08:04	]Salvatore Lombardi has gained 0 chips.
[22:08:05	]John Jonhston ran 'drop' on item 'Makeshift P90' (#2687651)
[22:08:05	]John Jonhston has lost a 'Makeshift P90' #2687651.
[22:08:05	]Mii "parents got" Amputado ran SAM command 'ungod' with arguments: '*'
[22:08:05	]John Jonhston ran 'drop' on item 'MP5A3' (#2687639)
[22:08:05	]John Jonhston has lost a 'MP5A3' #2687639.
[22:08:06	]Hank J. Wimleton destroyed a 'Mini-14' #2687598.
[22:08:06	]John Jonhston ran 'drop' on item 'AKSU' (#2687638)
[22:08:06	]John Jonhston has lost a 'AKSU' #2687638.
[22:08:06	]Hank J. Wimleton destroyed a 'MP5A3' #2687653.
[22:08:09	]Hank J. Wimleton destroyed a 'G3A3' #2687643.
[22:08:09	]March McRebel used the 'John Doe' vendor.
[22:08:09	]Nazariy Svyatopolk Kozlov entered observer.
[22:08:09	]C24: i2.MCNULTY-19 used command '/CharStopBleedout dispos'.
[22:08:10	]John Jonhston used the 'John Doe' vendor.
[22:08:12	]C24:i5.CATOENTIS-07 used command '/CharStopBleedout rebel'.
[22:08:14	]John Jonhston has gained 0 chips.
[22:08:14	]John Jonhston has gained a 'Makeshift AK' #2687671.
[22:08:15	][OOC] Disposable Rebel: thank
[22:08:15	]Salvatore Lombardi has gained 0 chips.
[22:08:15	]Salvatore Lombardi has gained a 'MP-153' #2687672.
[22:08:16	]C24:i5.CATOENTIS-07 exited observer at their location.
[22:08:16	]March McRebel has gained 0 chips.
[22:08:16	]March McRebel has gained a 'Mini-14' #2687673.
[22:08:17	]John Jonhston has gained 0 chips.
[22:08:17	]John Jonhston has gained a 'VSK-94' #2687674.
[22:08:19	]Nazariy Svyatopolk Kozlov used command '/CharStopBleedout disp'.
[22:08:19	]March McRebel ran 'Equip' on item 'Mini-14' (#2687673)
[22:08:19	]Hank J. Wimleton has hit John Jonhston in the head dealing 12 damage (CritChance was 0.30).
[22:08:19	]John Jonhston has taken 12 damage from Hank J. Wimleton.
[22:08:20	]Mii "parents got" Amputado has spawned a 'Entity [6414][gmod_sent_vehicle_fphysics_base]'.
[22:08:20	]Disposable Rebel used the 'John Doe' vendor.
[22:08:21	]Mii "parents got" Amputado has spawned a 'Entity [6426][gmod_sent_vehicle_fphysics_base]'.
[22:08:22	]C24:RL.GOMEZ-99 has gained 0 chips.
[22:08:22	]C24:RL.GOMEZ-99 has gained a 'Spas-12' #2687675.
[22:08:23	]Hank J. Wimleton has hit John Jonhston in the head dealing 12 damage (CritChance was 0.30).
[22:08:23	]John Jonhston has taken 12 damage from Hank J. Wimleton.
[22:08:23	]March McRebel destroyed a 'Empty Jar' #2687659.
[22:08:24	]Disposable Rebel has gained 0 chips.
[22:08:24	]Salvatore Lombardi ran 'drop' on item 'Spoiled Sparkling Breen's Water' (#2539691)
[22:08:24	]Salvatore Lombardi has lost a 'Spoiled Sparkling Breen's Water' #2539691.
[22:08:24	]Mii "parents got" Amputado exited observer at their location.
[22:08:25	]C24:RL.GOMEZ-99 has gained 0 chips.
[22:08:25	]C24:RL.GOMEZ-99 has gained a 'G3A3' #2687676.
[22:08:25	]Salvatore Lombardi ran 'drop' on item 'Spoiled Pickled Vegetables' (#2537304)
[22:08:25	]Salvatore Lombardi has lost a 'Spoiled Pickled Vegetables' #2537304.
[22:08:26	]John Jonhston has gained 0 chips.
[22:08:26	]John Jonhston has gained a 'MP7A1' #2687677.
[22:08:27	]Nazariy Svyatopolk Kozlov used command '/Announce Stop shooting each other'.
[22:08:27	]C24:RL.GOMEZ-99 ran 'Equip' on item 'G3A3' (#2687676)
[22:08:27	]C24:RL.GOMEZ-99 used command '/ToggleRaise'.
[22:08:31	]Salvatore Lombardi ran 'Equip' on item 'MP-153' (#2687672)
[22:08:33	]C24:RL.GOMEZ-99 ran 'EquipUn' on item 'G3A3' (#2687676)
[22:08:33	]Nazariy Svyatopolk Kozlov ran SAM command 'hp' with arguments: '*' '100'
[22:08:33	]C24:RL.GOMEZ-99 ran 'Equip' on item 'G3A3' (#2687676)
[22:08:34	]C24:RL.GOMEZ-99 used command '/ToggleRaise'.
[22:08:34	]Salvatore Lombardi used command '/ToggleRaise'.
[22:08:35	]C24:RL.GOMEZ-99 ran 'EquipUn' on item 'G3A3' (#2687676)
[22:08:36	]C24:RL.GOMEZ-99 ran 'Equip' on item 'G3A3' (#2687676)
[22:08:36	]Nazariy Svyatopolk Kozlov ran SAM command 'armor' with arguments: '*' '100'
[22:08:37	]C24:RL.GOMEZ-99 used command '/ToggleRaise'.
[22:08:37	]John Jonhston ran 'Equip' on item 'Makeshift AK' (#2687671)
[22:08:38	]C24:RL.GOMEZ-99 ran 'EquipUn' on item 'G3A3' (#2687676)
[22:08:38	]Disposable Rebel has gained 0 chips.
[22:08:38	]Disposable Rebel has gained a 'Model 870' #2687678.
[22:08:39	]C24:RL.GOMEZ-99 ran 'Equip' on item 'G3A3' (#2687676)
[22:08:39	]C24:RL.GOMEZ-99 ran 'EquipUn' on item 'G3A3' (#2687676)
[22:08:40	]C24:RL.GOMEZ-99 used command '/ToggleRaise'.
[22:08:41	]C24:RL.GOMEZ-99 ran 'Equip' on item 'G3A3' (#2687676)
[22:08:42	]C24:RL.GOMEZ-99 used command '/ToggleRaise'.
[22:08:44	]Disposable Rebel has gained 0 chips.
[22:08:47	]John Jonhston ran 'drop' on item 'Makeshift AK' (#2687671)
[22:08:47	]John Jonhston has lost a 'Makeshift AK' #2687671.
[22:08:50	][IC] C17:RCT.YELLO-11: <:: Come and take it next song fr fr. ::>
[22:08:50	]Salvatore Lombardi has critically hit C24:RL.GOMEZ-99 in the head dealing 8 damage (CritChance was 0.25).
[22:08:50	]C24:RL.GOMEZ-99 has taken 8 damage from Salvatore Lombardi.
[22:08:50	]Salvatore Lombardi has critically hit C24:RL.GOMEZ-99 in the head dealing 8 damage (CritChance was 0.25).
[22:08:50	]C24:RL.GOMEZ-99 has taken 8 damage from Salvatore Lombardi.
[22:08:50	]Salvatore Lombardi has gained level 8 in the Guns skill.
[22:08:50	]Salvatore Lombardi has hit C24:RL.GOMEZ-99 in the head dealing 5 damage (CritChance was 0.25).
[22:08:50	]C24:RL.GOMEZ-99 has taken 5 damage from Salvatore Lombardi.
[22:08:50	]Salvatore Lombardi has hit C24:RL.GOMEZ-99 in the head dealing 5 damage (CritChance was 0.25).
[22:08:50	]C24:RL.GOMEZ-99 has taken 5 damage from Salvatore Lombardi.
[22:08:50	]Salvatore Lombardi has hit C24:RL.GOMEZ-99 in the head dealing 5 damage (CritChance was 0.25).
[22:08:50	]C24:RL.GOMEZ-99 has taken 5 damage from Salvatore Lombardi.
[22:08:50	]Salvatore Lombardi has hit C24:RL.GOMEZ-99 in the head dealing 5 damage (CritChance was 0.25).
[22:08:50	]C24:RL.GOMEZ-99 has taken 5 damage from Salvatore Lombardi.
[22:08:51	][OOC] Hank J. Wimleton: buddy i think the dps is kinda fucked. 120% chance of dealing a crit  and a headshot doesnt crit or do extra dmg wtf is this
[22:08:51	]March McRebel destroyed a 'Makeshift AK' #2687671.
[22:08:51	]Disposable Rebel ran 'Equip' on item 'Model 870' (#2687678)
[22:08:52	]C24:RL.GOMEZ-99 is fully healed.
[22:08:52	]Disposable Rebel ran 'EquipUn' on item 'Spas-12' (#2687587)
[22:08:53	]Disposable Rebel ran 'Equip' on item 'Model 870' (#2687678)
[22:08:57	]March McRebel destroyed a 'Makeshift P90' #2687651.
[22:08:58	]March McRebel destroyed a 'AKSU' #2687638.
[22:08:58	]Salvatore Lombardi ran 'EquipUn' on item 'MP-153' (#2687672)
[22:08:59	]Salvatore Lombardi ran 'drop' on item 'MP-153' (#2687672)
[22:08:59	]Salvatore Lombardi has lost a 'MP-153' #2687672.
[22:09:03	]Salvatore Lombardi used the 'John Doe' vendor.
[22:09:04	]Hank J. Wimleton destroyed a 'G3A3' #2687650.
[22:09:05	][IC] C17:RCT.YELLO-11: <:: LETS GO TEXAS. ::>
[22:09:08	]Salvatore Lombardi has gained 0 chips.
[22:09:08	]Salvatore Lombardi has gained a 'Uzi' #2687680.
[22:09:11	]Salvatore Lombardi ran 'Equip' on item 'Uzi' (#2687680)
[22:09:12	]C24:RL.GOMEZ-99 used the 'John Doe' vendor.
[22:09:15	][IC] C17:RCT.YELLO-11: <:: Waht the flip. ::>
[22:09:17	]Salvatore Lombardi used command '/ToggleRaise'.
[22:09:17	]Disposable Rebel ran 'drop' on item 'Model 870' (#2687678)
[22:09:17	]Disposable Rebel has lost a 'Model 870' #2687678.
[22:09:19	][OOC] John Jonhston: most guns are way too weak
[22:09:19	]Disposable Rebel ran 'take' on item 'Mini-14' (#2687679)
[22:09:19	]Disposable Rebel has gained a 'Mini-14' #2687679.
[22:09:22	]Disposable Rebel ran 'Equip' on item 'Mini-14' (#2687679)
[22:09:22	]C24:RL.GOMEZ-99 has gained 0 chips.
[22:09:22	]Salvatore Lombardi ran 'drop' on item 'Uzi' (#2687680)
[22:09:22	]Salvatore Lombardi has lost a 'Uzi' #2687680.
[22:09:24	]John Jonhston ran 'Equip' on item 'MP7A1' (#2687677)
[22:09:24	]Hank J. Wimleton used command '/ToggleRaise'.
[22:09:24	]Salvatore Lombardi used the 'John Doe' vendor.
[22:09:28	]C24:i5.CATOENTIS-07 entered observer.
[22:09:28	]C24: i2.MCNULTY-19 ran 'Equip' on item 'AKM' (#2687589)
[22:09:30	]Nazariy Svyatopolk Kozlov used command '/Announce Going to do another test in the beach this time, more open. Will also allow 1 sniper for each team.'.
[22:09:31	][OOC] Hank J. Wimleton: resident evil 7 opening
[22:09:33	]March McRebel has critically hit Mii "parents got" Amputado in the left leg dealing 24 damage (CritChance was 0.34).
[22:09:33	]Mii "parents got" Amputado has taken 24 damage from March McRebel.
[22:09:33	]March McRebel has hit Mii "parents got" Amputado in the chest dealing 15 damage (CritChance was 0.34).
[22:09:33	]Mii "parents got" Amputado has taken 15 damage from March McRebel.
[22:09:34	]Mii "parents got" Amputado entered observer.
[22:09:34	]entityflame destroyed a 'HK USP .45' #2687529.
[22:09:37	]C24:RL.GOMEZ-99 ran 'drop' on item 'G3A3' (#2687676)
[22:09:37	]C24:RL.GOMEZ-99 has lost a 'G3A3' #2687676.
[22:09:38	]C24:i5.CATOENTIS-07 exited observer at their location.
[22:09:38	]C24:RL.GOMEZ-99 used the 'John Doe' vendor.
[22:09:41	]C24:RL.GOMEZ-99 has gained 0 chips.
[22:09:41	]C24:RL.GOMEZ-99 has gained a 'Mini-14' #2687682.
[22:09:42	]March McRebel destroyed a 'Spoiled Pickled Vegetables' #2537304.
[22:09:43	]C24: i2.MCNULTY-19 used command '/Radio Rapt's going sjiper'.
[22:09:43	][OOC] Disposable Rebel: time to try out guns nobody in their right mind would use in a world of full autos, like the mini 14
[22:09:43	]Salvatore Lombardi has gained 0 chips.
[22:09:43	]Salvatore Lombardi has gained a 'Overwatch Pulse Submachine-gun' #2687683.
[22:09:44	][OOC] Hank J. Wimleton: ill be a sniper!
[22:09:44	]C24:i5.CATOENTIS-07 used command '/Radio kraas will be sniper'.
[22:09:45	]C24.CPT.KRAAS-44 ran 'EquipUn' on item 'AKM' (#2687594)
[22:09:46	]C24.CPT.KRAAS-44 used the 'John Doe' vendor.
[22:09:46	]John Jonhston used the 'John Doe' vendor.
[22:09:46	]March McRebel destroyed a 'Spoiled Sparkling Breen's Water' #2539691.
[22:09:47	]Salvatore Lombardi ran 'Equip' on item 'Overwatch Pulse Submachine-gun' (#2687683)
[22:09:47	]C24:RL.GOMEZ-99 ran 'Equip' on item 'Mini-14' (#2687682)
[22:09:47	]C24:RL.GOMEZ-99 used command '/ToggleRaise'.
[22:09:48	]C24.CPT.KRAAS-44 has gained 0 chips.
[22:09:49	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'AKM' (#2687589)
[22:09:50	]C24: i2.MCNULTY-19 ran 'Equip' on item 'AKM' (#2687589)
[22:09:50	]C24:RL.GOMEZ-99 used command '/Radio taking m14'.
[22:09:50	]March McRebel destroyed a 'MP5A3' #2687681.
[22:09:52	]Hank J. Wimleton ran 'EquipUn' on item 'AKM' (#2687641)
[22:09:52	]Salvatore Lombardi ran 'EquipUn' on item 'Overwatch Pulse Submachine-gun' (#2687683)
[22:09:52	]Hank J. Wimleton ran 'clearChamber' on item 'AKM' (#2687641)
