[10:30:34	]thc has connected.
[22:19:42	]Jon Hoodfella exited observer at their location.
[22:19:42	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:19:42	]Merlinsclaw has enabled persistence for 'models/mechanics/solid_steel/type_b_2_2.mdl'.
[22:19:43	]Michael Brians has spawned 'models/props/wall9.mdl'.
[22:19:47	]Michael Brians has spawned 'models/props/wall8.mdl'.
[22:19:49	]Jon Hoodfella has spawned 'models/props/wall6.mdl'.
[22:19:50	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:19:50	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:19:52	]Jon Hoodfella entered observer.
[22:19:54	]Jon Hoodfella has spawned 'models/props/wall6.mdl'.
[22:19:54	]Merlinsclaw has spawned 'models/props_interiors/Furniture_Couch01a.mdl'.
[22:19:54	]Michael Brians exited observer at their location.
[22:19:59	]Merlinsclaw has spawned 'models/props_interiors/Furniture_Couch02a.mdl'.
[22:19:59	]Michael Brians entered observer.
[22:19:59	]Jon Hoodfella has spawned 'models/props/wall6.mdl'.
[22:20:00	]Michael Brians exited observer at their location.
[22:20:01	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:20:04	]Jon Hoodfella exited observer at their location.
[22:20:07	]Merlinsclaw has spawned 'models/props/gg_tibet/pillowonfloorgray.mdl'.
[22:20:18	]Michael Brians entered observer.
[22:20:19	]Merlinsclaw has spawned 'models/props_c17/FurnitureRadiator001a.mdl'.
[22:20:20	]Michael Brians exited observer at their location.
[22:20:20	]Michael Brians entered observer.
[22:20:27	]Michael Brians exited observer at their location.
[22:20:28	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:20:28	]Merlinsclaw has enabled persistence for 'models/props_c17/furnitureradiator001a.mdl'.
[22:20:28	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:20:28	]Merlinsclaw has enabled persistence for 'models/props_interiors/furniture_couch02a.mdl'.
[22:20:29	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:20:29	]Merlinsclaw has enabled persistence for 'models/props/gg_tibet/pillowonfloorgray.mdl'.
[22:20:29	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:20:29	]Merlinsclaw has enabled persistence for 'models/props_interiors/furniture_couch01a.mdl'.
[22:20:32	]Michael Brians has enabled persistence for 'models/props/wall8.mdl'.
[22:20:32	]Michael Brians has used a context menu option with the name: persist
[22:20:32	]Michael Brians entered observer.
[22:20:35	]Merlinsclaw has spawned 'models/props_trainstation/BenchOutdoor01a.mdl'.
[22:20:36	]Jon Hoodfella has spawned 'models/props/wall9.mdl'.
[22:20:36	]Michael Brians has enabled persistence for 'models/props/wall6.mdl'.
[22:20:36	]Michael Brians has used a context menu option with the name: persist
[22:20:38	]Merlinsclaw entered observer.
[22:20:39	]Merlinsclaw exited observer at their location.
[22:20:40	]Michael Brians has enabled persistence for 'models/props/wall4.mdl'.
[22:20:40	]Michael Brians has used a context menu option with the name: persist
[22:20:41	]Merlinsclaw entered observer.
[22:20:43	]Jon Hoodfella entered observer.
[22:20:43	]Michael Brians exited observer at their location.
[22:20:46	]Michael Brians has spawned 'models/props/wall4.mdl'.
[22:20:46	]Merlinsclaw exited observer at their location.
[22:20:47	]Jon Hoodfella has spawned 'models/props/wall8.mdl'.
[22:20:49	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:20:49	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:20:51	]Jon Hoodfella exited observer at their location.
[22:20:53	]Merlinsclaw entered observer.
[22:20:56	]Merlinsclaw exited observer at their location.
[22:20:59	]Merlinsclaw entered observer.
[22:21:03	]Michael Brians has spawned 'models/props/wall10.mdl'.
[22:21:07	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:21:15	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:21:20	]Jon Hoodfella entered observer.
[22:21:20	]Michael Brians has enabled persistence for 'models/props/wall10.mdl'.
[22:21:20	]Michael Brians has used a context menu option with the name: persist
[22:21:21	]Michael Brians has enabled persistence for 'models/props/wall4.mdl'.
[22:21:21	]Michael Brians has used a context menu option with the name: persist
[22:21:23	]Merlinsclaw has spawned 'models/props/de_dust/hr_dust/dust_soccerball/dust_soccer_ball001.mdl'.
[22:21:24	]Merlinsclaw exited observer at their location.
[22:21:25	]Michael Brians has spawned 'models/props/railing2.mdl'.
[22:21:29	]Michael Brians has spawned 'models/props/wall5.mdl'.
[22:21:33	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:21:36	]Merlinsclaw has spawned 'models/mechanics/solid_steel/sheetmetal_box_4.mdl'.
[22:21:42	]Jon Hoodfella exited observer at their location.
[22:21:44	]Jon Hoodfella entered observer.
[22:21:44	]Michael Brians has enabled persistence for 'models/props/wall5.mdl'.
[22:21:44	]Michael Brians has used a context menu option with the name: persist
[22:21:47	]Merlinsclaw has spawned 'models/props_phx/construct/metal_wire1x1.mdl'.
[22:21:48	]Michael Brians has spawned 'models/props/wall3.mdl'.
[22:21:48	]Merlinsclaw entered observer.
[22:21:52	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:21:58	]Merlinsclaw exited observer at their location.
[22:22:07	]Michael Brians has enabled persistence for 'models/props/wall3.mdl'.
[22:22:07	]Michael Brians has used a context menu option with the name: persist
[22:22:07	]Merlinsclaw entered observer.
[22:22:08	]Merlinsclaw exited observer at their location.
[22:22:10	]Michael Brians has spawned 'models/props/wall7.mdl'.
[22:22:11	]Merlinsclaw entered observer.
[22:22:13	]Michael Brians has spawned 'models/props/wall6.mdl'.
[22:22:14	]Merlinsclaw exited observer at their location.
[22:22:14	]Jon Hoodfella exited observer at their location.
[22:22:15	]Jon Hoodfella entered observer.
[22:22:17	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:22:17	]Merlinsclaw entered observer.
[22:22:23	]Jon Hoodfella has spawned 'models/props/fence2.mdl'.
[22:22:24	]Merlinsclaw has spawned 'models/props_c17/metalladder003.mdl'.
[22:22:26	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:22:27	]Merlinsclaw exited observer at their location.
[22:22:27	]Merlinsclaw has spawned 'models/props_c17/metalladder003.mdl'.
[22:22:29	]Jon Hoodfella exited observer at their location.
[22:22:30	]Merlinsclaw entered observer.
[22:22:31	]Merlinsclaw exited observer at their location.
[22:22:31	]Merlinsclaw entered observer.
[22:22:32	]Merlinsclaw exited observer at their location.
[22:22:32	]Merlinsclaw entered observer.
[22:22:33	]Michael Brians entered observer.
[22:22:34	]Merlinsclaw exited observer at their location.
[22:22:35	]Merlinsclaw entered observer.
[22:22:35	]Merlinsclaw exited observer at their location.
[22:22:36	]Merlinsclaw entered observer.
[22:22:36	]Michael Brians exited observer at their location.
[22:22:37	]Jon Hoodfella entered observer.
[22:22:37	]Merlinsclaw exited observer at their location.
[22:22:38	]Merlinsclaw entered observer.
[22:22:39	]Michael Brians has enabled persistence for 'models/props/wall6.mdl'.
[22:22:39	]Michael Brians has used a context menu option with the name: persist
[22:22:39	]Jon Hoodfella exited observer at their location.
[22:22:41	]Michael Brians has spawned 'models/props/wall9.mdl'.
[22:22:41	]Merlinsclaw exited observer at their location.
[22:22:41	]Jon Hoodfella entered observer.
[22:22:46	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:22:52	]Merlinsclaw has fired a toolgun with the name: remover
[22:22:52	]Jon Hoodfella has spawned 'models/props/window1.mdl'.
[22:22:54	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:22:55	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:22:56	]Michael Brians has enabled persistence for 'models/props/wall9.mdl'.
[22:22:56	]Michael Brians has used a context menu option with the name: persist
[22:22:58	]Jon Hoodfella exited observer at their location.
[22:22:58	]Michael Brians entered observer.
[22:23:04	]Michael Brians has spawned 'models/props/window_cap2.mdl'.
[22:23:04	]Merlinsclaw entered observer.
[22:23:06	]Jon Hoodfella entered observer.
[22:23:13	]Michael Brians has spawned 'models/props/window_cap1.mdl'.
[22:23:16	]Jon Hoodfella exited observer at their location.
[22:23:21	]Merlinsclaw exited observer at their location.
[22:23:23	]Merlinsclaw entered observer.
[22:23:24	]Jon Hoodfella entered observer.
[22:23:30	]Merlinsclaw exited observer at their location.
[22:23:33	]Jon Hoodfella has spawned 'models/barn/barnwall5.mdl'.
[22:23:33	]Merlinsclaw entered observer.
[22:23:36	]Merlinsclaw exited observer at their location.
[22:23:38	]Merlinsclaw entered observer.
[22:23:39	]Jon Hoodfella has spawned 'models/props/wall3.mdl'.
[22:23:40	]Merlinsclaw exited observer at their location.
[22:23:42	]Jon Hoodfella has spawned 'models/props/wall10.mdl'.
[22:23:44	]Merlinsclaw entered observer.
[22:23:47	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:23:54	]Jon Hoodfella exited observer at their location.
[22:23:58	]Michael Brians has spawned 'models/props/storefront.mdl'.
[22:24:09	]Merlinsclaw exited observer at their location.
[22:24:12	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:24:17	]Merlinsclaw entered observer.
[22:24:18	]Jon Hoodfella entered observer.
[22:24:18	]Merlinsclaw exited observer at their location.
[22:24:23	]Merlinsclaw entered observer.
[22:24:25	]Merlinsclaw exited observer at their location.
[22:24:28	]Merlinsclaw entered observer.
[22:24:30	]Merlinsclaw exited observer at their location.
[22:24:34	]Merlinsclaw entered observer.
[22:24:36	]Merlinsclaw exited observer at their location.
[22:24:37	]Merlinsclaw entered observer.
[22:24:38	]Merlinsclaw exited observer at their location.
[22:24:40	]Michael Brians exited observer at their location.
[22:24:43	]Merlinsclaw entered observer.
[22:24:44	]Merlinsclaw exited observer at their location.
[22:24:44	]Merlinsclaw entered observer.
[22:24:46	]Merlinsclaw exited observer at their location.
[22:24:47	]Merlinsclaw has spawned 'models/props_debris/metal_panel01a.mdl'.
[22:24:49	]Michael Brians entered observer.
[22:24:50	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[22:24:54	]Merlinsclaw entered observer.
[22:24:56	]Merlinsclaw exited observer at their location.
[22:25:17	]Merlinsclaw has spawned 'models/props_debris/metal_panel01a.mdl'.
[22:25:18	]Jon Hoodfella exited observer at their location.
[22:25:19	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[22:25:21	]Jon Hoodfella has spawned 'models/props/wall10.mdl'.
[22:25:23	]Merlinsclaw entered observer.
[22:25:23	]Jon Hoodfella entered observer.
[22:25:26	]Jon Hoodfella has spawned 'models/props/fence1.mdl'.
[22:25:28	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:25:30	]Michael Brians has spawned 'models/props/window_cap1.mdl'.
[22:25:31	]Jon Hoodfella exited observer at their location.
[22:25:47	]Michael Brians has spawned 'models/props/window_cap1.mdl'.
[22:25:49	]Merlinsclaw exited observer at their location.
[22:25:49	]Merlinsclaw has spawned 'models/props_debris/metal_panel01a.mdl'.
[22:25:50	]Jon Hoodfella entered observer.
[22:25:55	]Merlinsclaw has fired a toolgun with the name: nocollideworld
[22:25:58	]Jon Hoodfella has spawned 'models/props/wall7.mdl'.
[22:25:58	]Merlinsclaw entered observer.
[22:26:02	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:26:05	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:26:05	]Merlinsclaw has enabled persistence for 'models/props_debris/metal_panel01a.mdl'.
[22:26:05	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:26:05	]Merlinsclaw has enabled persistence for 'models/props_debris/metal_panel01a.mdl'.
[22:26:05	]Merlinsclaw has fired a toolgun with the name: sh_persist
[22:26:05	]Merlinsclaw has enabled persistence for 'models/props_debris/metal_panel01a.mdl'.
[22:26:06	]Merlinsclaw exited observer at their location.
[22:26:10	]Michael Brians has spawned 'models/props/storefront.mdl'.
[22:26:10	]Jon Hoodfella has spawned 'models/props/wall4.mdl'.
[22:26:12	]Merlinsclaw has spawned 'models/props_lab/blastdoor001c.mdl'.
[22:26:13	]Jon Hoodfella has spawned 'models/props/wall4.mdl'.
[22:26:14	]Merlinsclaw entered observer.
[22:26:15	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:26:16	]Merlinsclaw exited observer at their location.
[22:26:18	]Jon Hoodfella exited observer at their location.
[22:26:18	]Merlinsclaw entered observer.
[22:26:21	]Merlinsclaw exited observer at their location.
[22:26:31	]Jon Hoodfella entered observer.
[22:26:33	]Michael Brians has spawned 'models/props/storefront.mdl'.
[22:26:35	]Jon Hoodfella has spawned 'models/props/wall1.mdl'.
[22:26:38	]Jon Hoodfella has spawned 'models/props/wall3.mdl'.
[22:26:40	]Michael Brians has spawned 'models/props/window_cap2.mdl'.
[22:26:40	]Merlinsclaw entered observer.
[22:26:42	]Jon Hoodfella has spawned 'models/props/fence3.mdl'.
[22:26:49	]Jon Hoodfella has spawned 'models/props/fence3.mdl'.
[22:26:58	]Merlinsclaw exited observer at their location.
[22:26:59	]Michael Brians exited observer at their location.
[22:26:59	]Jon Hoodfella has spawned 'models/props/wall1.mdl'.
[22:27:02	]Michael Brians entered observer.
[22:27:03	]Merlinsclaw entered observer.
[22:27:05	]Merlinsclaw exited observer at their location.
[22:27:05	]Jon Hoodfella has spawned 'models/props/wall8.mdl'.
[22:27:07	]Michael Brians has spawned 'models/props/window_cap2.mdl'.
[22:27:07	]Merlinsclaw entered observer.
[22:27:08	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:27:08	]Merlinsclaw exited observer at their location.
[22:27:08	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:27:09	]Michael Brians has spawned 'models/props/window_cap2.mdl'.
[22:27:13	]Jon Hoodfella exited observer at their location.
[22:27:17	]Merlinsclaw has spawned 'models/props_debris/metal_panel01a.mdl'.
[22:27:23	]Merlinsclaw entered observer.
[22:27:23	]Michael Brians has enabled persistence for 'models/props/window_cap2.mdl'.
[22:27:23	]Michael Brians has used a context menu option with the name: persist
[22:27:24	]Michael Brians has enabled persistence for 'models/props/window_cap2.mdl'.
[22:27:24	]Michael Brians has used a context menu option with the name: persist
[22:27:25	]Jon Hoodfella entered observer.
[22:27:26	]Merlinsclaw has spawned 'models\props/CS_militia/logpile2.mdl'.
[22:27:31	]Michael Brians has spawned 'models/props/window_cap2.mdl'.
[22:27:33	]Michael Brians has spawned 'models/props/window_cap2.mdl'.
[22:27:36	]Michael Brians has fired a toolgun with the name: nocollideworld
[22:27:42	]Merlinsclaw exited observer at their location.
[22:27:44	]Merlinsclaw entered observer.
[22:27:45	]Merlinsclaw exited observer at their location.
[22:27:46	]Merlinsclaw entered observer.
[22:27:47	]Merlinsclaw exited observer at their location.
[22:27:48	]Merlinsclaw has spawned 'models\props/CS_militia/boxes_frontroom.mdl'.
[22:27:51	]Merlinsclaw entered observer.
[22:28:14	]Michael Brians has spawned 'models/props/foundation9.mdl'.
[22:28:20	]Michael Brians has spawned 'models/props/foundation_64x128.mdl'.
[22:28:23	]Michael Brians has spawned 'models/props/stair_pref1.mdl'.
[22:28:27	]Michael Brians has spawned 'models/props/stair_pref1.mdl'.
[22:28:30	]Merlinsclaw exited observer at their location.
[22:28:31	]Merlinsclaw entered observer.
[22:28:49	]Merlinsclaw has fired a toolgun with the name: remover
[22:28:54	]Merlinsclaw has fired a toolgun with the name: remover
[22:28:56	]Merlinsclaw exited observer at their location.
[22:29:03	]Merlinsclaw has fired a toolgun with the name: remover
[22:29:05	]Merlinsclaw entered observer.
[22:29:09	]Jon Hoodfella has spawned 'models/props/storefront.mdl'.
[22:29:18	]Michael Brians has spawned 'models/props/stair_pref1.mdl'.
[22:29:19	]SugarDick has connected.
[22:29:28	]Michael Brians exited observer at their location.
[22:29:29	]Jon Hoodfella has spawned 'models/props/wall3.mdl'.
[22:29:32	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:29:33	]Michael Brians entered observer.
[22:29:34	]Michael Brians exited observer at their location.
[22:29:36	]Michael Brians entered observer.
[22:29:38	]Michael Brians has spawned 'models/props/stair_pref2.mdl'.
[22:29:39	]Michael Brians exited observer at their location.
[22:29:42	]Jon Hoodfella has spawned 'models/props/wall3.mdl'.
[22:29:44	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:29:51	]Michael Brians has spawned 'models/props/wall2.mdl'.
[22:29:53	]Jon Hoodfella exited observer at their location.
[22:29:53	]Michael Brians entered observer.
[22:30:39	]Jon Hoodfella entered observer.
[22:30:45	]Jon Hoodfella has spawned 'models/props/fence1.mdl'.
[22:30:50	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:30:59	]Jon Hoodfella exited observer at their location.
[22:31:12	]Jon Hoodfella entered observer.
[22:31:28	]Jon Hoodfella has spawned 'models/props/door4.mdl'.
[22:31:31	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:31:37	]Jon Hoodfella has spawned 'models/props/door2.mdl'.
[22:31:41	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:31:46	]Jon Hoodfella exited observer at their location.
[22:32:04	]Jon Hoodfella entered observer.
[22:32:11	]Jon Hoodfella has spawned 'models/props/wall3.mdl'.
[22:32:15	]Jon Hoodfella has spawned 'models/props/wall5.mdl'.
[22:32:17	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:32:23	]Merlinsclaw (STEAM_0:1:63717084) has disconnected (timed out).
[22:32:28	]Jon Hoodfella exited observer at their location.
[22:32:33	]SugarDick created the character 'Goodman'
[22:32:33	]SugarDick has gained 20 chips.
[22:32:33	]SugarDick loaded the character 'Goodman'
[22:32:33	]Goodman has gained a 'Flashlight' #155.
[22:32:33	]Goodman has gained a '#18549's Identity Card' #156.
[22:32:51	][OOC] Goodman: plz admin?
[22:33:04	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:33:05	]Michael Brians ran SAM command 'menu' with arguments: ''
[22:33:13	]Michael Brians ran SAM command 'setrank' with arguments: '#4' 'gamemaster' '0'
[22:33:14	]Goodman entered observer.
[22:33:18	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:33:18	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:33:19	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:33:20	]Michael Brians ran SAM command 'menu' with arguments: ''
[22:33:21	]Jon Hoodfella entered observer.
[22:33:22	]Michael Brians ran SAM command 'setrank' with arguments: '#4' 'community_manager' '0'
[22:33:24	]Michael Brians ran SAM command 'setrank' with arguments: '#3' 'community_manager' '0'
[22:33:58	]Goodman exited observer at their location.
[22:34:10	]Goodman used command '/CharGiveFlag Goodman PET'.
[22:34:11	]Goodman entered observer.
[22:34:16	]Goodman used command '/CharGiveFlag Goodman pet'.
[22:34:18	]Jon Hoodfella exited observer at their location.
[22:34:28	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:34:28	]Jon Hoodfella entered observer.
[22:34:37	]Jon Hoodfella exited observer at their location.
[22:34:49	]Michael Brians has fired a toolgun with the name: physprop
[22:34:58	]Michael Brians has fired a toolgun with the name: physprop
[22:35:04	]Goodman used command '/CharGiveFlag Goodman CJLNQUacinr'.
[22:35:07	]Jon Hoodfella entered observer.
[22:35:11	]Merlinsclaw has connected.
[22:35:11	]Jon Hoodfella exited observer at their location.
[22:35:16	]Jon Hoodfella has spawned 'models/props_c17/hospital_surgerytable01.mdl'.
[22:35:34	]Jon Hoodfella entered observer.
[22:35:39	]Jon Hoodfella exited observer at their location.
[22:35:41	]Jon Hoodfella has enabled persistence for 'models/props/wall8.mdl'.
[22:35:41	]Jon Hoodfella has used a context menu option with the name: persist
[22:35:41	]Jon Hoodfella has enabled persistence for 'models/props/wall4.mdl'.
[22:35:41	]Jon Hoodfella has used a context menu option with the name: persist
[22:35:43	]Jon Hoodfella has enabled persistence for 'models/props/fence1.mdl'.
[22:35:43	]Jon Hoodfella has used a context menu option with the name: persist
[22:35:44	]Jon Hoodfella has enabled persistence for 'models/props/wall3.mdl'.
[22:35:44	]Jon Hoodfella has used a context menu option with the name: persist
[22:35:44	]Michael Brians exited observer at their location.
[22:35:46	]Jon Hoodfella has enabled persistence for 'models/props/wall5.mdl'.
[22:35:46	]Jon Hoodfella has used a context menu option with the name: persist
[22:35:47	]Jon Hoodfella has enabled persistence for 'models/props/door2.mdl'.
[22:35:47	]Jon Hoodfella has used a context menu option with the name: persist
[22:35:48	]Jon Hoodfella has enabled persistence for 'models/props/wall10.mdl'.
[22:35:48	]Jon Hoodfella has used a context menu option with the name: persist
[22:35:50	]Jon Hoodfella has enabled persistence for 'models/props/wall8.mdl'.
[22:35:50	]Jon Hoodfella has used a context menu option with the name: persist
[22:35:50	]Michael Brians entered observer.
[22:35:51	]Jon Hoodfella has enabled persistence for 'models/props/wall6.mdl'.
[22:35:51	]Jon Hoodfella has used a context menu option with the name: persist
[22:35:52	]Michael Brians exited observer at their location.
[22:35:53	]Michael Brians entered observer.
[22:35:55	]Merlinsclaw loaded the character 'Merlinsclaw'
[22:35:56	]Jon Hoodfella has enabled persistence for 'models/props_c17/hospital_surgerytable01.mdl'.
[22:35:56	]Jon Hoodfella has used a context menu option with the name: persist
[22:35:59	]Merlinsclaw entered observer.
[22:36:07	]Merlinsclaw exited observer at their location.
[22:36:08	]Merlinsclaw entered observer.
[22:36:09	]Merlinsclaw exited observer at their location.
[22:36:11	]Merlinsclaw entered observer.
[22:36:11	]Merlinsclaw exited observer at their location.
[22:36:13	]Merlinsclaw entered observer.
[22:36:15	]Merlinsclaw exited observer at their location.
[22:36:17	]Merlinsclaw entered observer.
[22:36:17	]Merlinsclaw exited observer at their location.
[22:36:18	]Merlinsclaw entered observer.
[22:36:18	]Merlinsclaw exited observer at their location.
[22:36:20	]Merlinsclaw entered observer.
[22:36:20	]Merlinsclaw exited observer at their location.
[22:36:23	]Merlinsclaw entered observer.
[22:36:24	]Merlinsclaw exited observer at their location.
[22:36:26	]Jon Hoodfella entered observer.
[22:36:26	]Merlinsclaw entered observer.
[22:36:27	]Jon Hoodfella exited observer at their location.
[22:36:29	][OOC] Michael Brians: back shortly.
[22:36:30	]Merlinsclaw exited observer at their location.
[22:36:31	]Merlinsclaw entered observer.
[22:36:32	]Jon Hoodfella entered observer.
[22:36:34	]Jon Hoodfella exited observer at their location.
[22:36:37	]Jon Hoodfella entered observer.
[22:36:38	]Jon Hoodfella exited observer at their location.
[22:36:43	]Jon Hoodfella has spawned 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[22:37:00	]Jon Hoodfella has spawned 'models/props_wasteland/controlroom_desk001b.mdl'.
[22:37:01	]Goodman exited observer at their location.
[22:37:02	]Goodman entered observer.
[22:37:07	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:08	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:37:08	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:11	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:11	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:11	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:12	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:12	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:12	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:12	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:13	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:15	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:16	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:16	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:16	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:16	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:16	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:17	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:17	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:17	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:17	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:17	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:17	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:18	]Merlinsclaw has fired a toolgun with the name: remover
[22:37:20	]Merlinsclaw exited observer at their location.
[22:37:23	]Merlinsclaw entered observer.
[22:37:27	]Jon Hoodfella has spawned 'models/props_interiors/Furniture_Desk01a.mdl'.
[22:37:43	]Merlinsclaw exited observer at their location.
[22:37:44	]Merlinsclaw entered observer.
[22:37:47	]Merlinsclaw exited observer at their location.
[22:37:48	]Merlinsclaw entered observer.
[22:37:51	]Jon Hoodfella has spawned 'models/props_interiors/Furniture_chair03a.mdl'.
[22:37:53	]Merlinsclaw exited observer at their location.
[22:37:53	]Merlinsclaw entered observer.
[22:37:56	]Jon Hoodfella has enabled persistence for 'models/props_interiors/furniture_chair03a.mdl'.
[22:37:56	]Jon Hoodfella has used a context menu option with the name: persist
[22:37:56	]Merlinsclaw exited observer at their location.
[22:37:57	]Jon Hoodfella has enabled persistence for 'models/props_interiors/furniture_desk01a.mdl'.
[22:37:57	]Jon Hoodfella has used a context menu option with the name: persist
[22:37:57	]Merlinsclaw entered observer.
[22:37:58	]Merlinsclaw exited observer at their location.
[22:37:59	]Merlinsclaw entered observer.
[22:37:59	]Merlinsclaw exited observer at their location.
[22:38:00	]Merlinsclaw entered observer.
[22:38:02	]Merlinsclaw exited observer at their location.
[22:38:03	]Merlinsclaw entered observer.
[22:38:05	]Jon Hoodfella entered observer.
[22:38:07	]Merlinsclaw exited observer at their location.
[22:38:08	]Merlinsclaw entered observer.
[22:38:08	]Merlinsclaw exited observer at their location.
[22:38:09	]Merlinsclaw entered observer.
[22:38:14	]Merlinsclaw exited observer at their location.
[22:38:15	]Merlinsclaw entered observer.
[22:38:23	]Merlinsclaw exited observer at their location.
[22:38:24	]Merlinsclaw entered observer.
[22:38:24	]Merlinsclaw exited observer at their location.
[22:38:25	]Merlinsclaw entered observer.
[22:38:34	]Merlinsclaw exited observer at their location.
[22:38:34	]Merlinsclaw entered observer.
[22:38:35	]Merlinsclaw exited observer at their location.
[22:38:36	]Merlinsclaw entered observer.
[22:38:38	]Merlinsclaw exited observer at their location.
[22:38:39	]Merlinsclaw entered observer.
[22:38:40	]Merlinsclaw exited observer at their location.
[22:38:41	]Merlinsclaw entered observer.
[22:38:43	]Jon Hoodfella exited observer at their location.
[22:38:45	]Jon Hoodfella has enabled persistence for 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[22:38:45	]Jon Hoodfella has used a context menu option with the name: persist
[22:38:46	]Merlinsclaw exited observer at their location.
[22:38:47	]Merlinsclaw entered observer.
[22:39:00	]Merlinsclaw exited observer at their location.
[22:39:01	]Merlinsclaw entered observer.
[22:39:01	]Merlinsclaw exited observer at their location.
[22:39:02	]Merlinsclaw entered observer.
[22:39:03	]Jon Hoodfella has spawned 'models/props/de_inferno/hr_i/matress/matress.mdl'.
[22:39:10	]Goodman exited observer at their location.
[22:39:12	]Goodman entered observer.
[22:39:18	]Merlinsclaw exited observer at their location.
[22:39:20	]Merlinsclaw entered observer.
[22:39:21	]Jon Hoodfella has spawned 'models/props/coop_kashbah/sick_bed/instrument_table.mdl'.
[22:39:21	]Goodman exited observer at their location.
[22:39:24	]Goodman entered observer.
[22:39:30	]Jon Hoodfella has spawned 'models/props/coop_kashbah/sick_bed/hospital_bucket.mdl'.
[22:39:33	]Jon Hoodfella has spawned 'models/props/coop_kashbah/sick_bed/hospital_bucket.mdl'.
[22:39:39	]Jon Hoodfella has spawned 'models/props/coop_kashbah/sick_bed/instrument_table_cloth.mdl'.
[22:39:48	]Merlinsclaw exited observer at their location.
[22:39:49	]Merlinsclaw entered observer.
[22:39:50	]Jon Hoodfella has fired a toolgun with the name: nocollideworld
[22:39:52	]Jon Hoodfella entered observer.
[22:40:14	]Merlinsclaw exited observer at their location.
[22:40:15	]Merlinsclaw entered observer.
