[00:00:00	]Raptorian - S10/K'A'N:WOLF-85 used command '/Radio unit is down'.
[00:33:31	]Raptorian - S10/K'A'N:WOLF-85 has gained a 'Empty Health Vial' #2049647.
[00:33:31	]Raptorian - S10/K'A'N:WOLF-85 has gained a 'Adrenaline' #2049683.
[00:33:31	]Raptorian - S10/K'A'N:WOLF-85 has gained a 'Health Vial' #2049656.
[00:33:31	]Raptorian - S10/K'A'N:WOLF-85 has gained a 'Empty Health Vial' #2049346.
[00:33:31	]Raptorian - S10/K'A'N:WOLF-85 has gained a 'Health Vial' #2049684.
[00:33:31	]Moses McVortal has taken 1 damage from env_fire.
[00:33:32	][IC] ULTIMA - S10/APF.K'A'N-999: <:: Shoot. ::>
[00:33:32	]Moses McVortal has taken 1 damage from env_fire.
[00:33:33	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained 0 chips.
[00:33:33	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained a 'OTA Elite Uniform' #2049795.
[00:33:33	]Scook has taken 1 damage from env_fire.
[00:33:33	]Moses McVortal has taken 1 damage from env_fire.
[00:33:33	]Su'Kma'Ba'Lez entered observer.
[00:33:34	]Moses McVortal has taken 1 damage from env_fire.
[00:33:35	][IC] Moses McVortal: Ow.
[00:33:35	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: Stop. ::>
[00:33:35	]Moses McVortal was knocked unconscious and is bleeding out.
[00:33:36	]Tamara Lahtizer has critically hit Don Lorenzo in the stomach dealing 0 damage (CritChance was 0.54).
[00:33:36	]Tamara Lahtizer has critically hit Don Lorenzo in the stomach dealing 71 damage (CritChance was 0.54).
[00:33:36	]Don Lorenzo has taken 71 damage from Tamara Lahtizer.
[00:33:36	]Raptorian - S10/K'A'N:WOLF-85 used the '<:: Overwatch Requisitions Terminal ::>' vendor.
[00:33:37	]Don Lorenzo is fully healed.
[00:33:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran 'drop' on item 'Incendiary Grenade' (#2049712)
[00:33:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Incendiary Grenade' #2049712.
[00:33:41	]Maine - S10/K'A'N.DESTROYER-70 has hit ULTIMA - S10/APF.K'A'N-999 in the chest dealing 6 damage (CritChance was 0.34).
[00:33:41	]ULTIMA - S10/APF.K'A'N-999 has taken 6 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:33:41	]Maine - S10/K'A'N.DESTROYER-70 has hit ULTIMA - S10/APF.K'A'N-999 in the chest dealing 6 damage (CritChance was 0.34).
[00:33:41	]ULTIMA - S10/APF.K'A'N-999 has taken 6 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:33:41	]Maine - S10/K'A'N.DESTROYER-70 has critically hit ULTIMA - S10/APF.K'A'N-999 in the chest dealing 9 damage (CritChance was 0.34).
[00:33:41	]ULTIMA - S10/APF.K'A'N-999 has taken 9 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:33:41	]Maine - S10/K'A'N.DESTROYER-70 has hit ULTIMA - S10/APF.K'A'N-999 in the chest dealing 6 damage (CritChance was 0.34).
[00:33:41	]ULTIMA - S10/APF.K'A'N-999 has taken 6 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:33:41	]Maine - S10/K'A'N.DESTROYER-70 has hit ULTIMA - S10/APF.K'A'N-999 in the chest dealing 6 damage (CritChance was 0.34).
[00:33:41	]ULTIMA - S10/APF.K'A'N-999 has taken 6 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:33:41	]Maine - S10/K'A'N.DESTROYER-70 has hit ULTIMA - S10/APF.K'A'N-999 in the chest dealing 6 damage (CritChance was 0.34).
[00:33:41	]ULTIMA - S10/APF.K'A'N-999 has taken 6 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:33:41	]Maine - S10/K'A'N.DESTROYER-70 has critically hit ULTIMA - S10/APF.K'A'N-999 in the chest dealing 9 damage (CritChance was 0.34).
[00:33:41	]ULTIMA - S10/APF.K'A'N-999 has taken 9 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:33:41	]Maine - S10/K'A'N.DESTROYER-70 has critically hit ULTIMA - S10/APF.K'A'N-999 in the chest dealing 9 damage (CritChance was 0.34).
[00:33:41	]ULTIMA - S10/APF.K'A'N-999 has taken 9 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:33:41	]Maine - S10/K'A'N.DESTROYER-70 has critically hit ULTIMA - S10/APF.K'A'N-999 in the chest dealing 9 damage (CritChance was 0.34).
[00:33:41	]ULTIMA - S10/APF.K'A'N-999 has taken 9 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:33:41	]Maine - S10/K'A'N.DESTROYER-70 has critically hit ULTIMA - S10/APF.K'A'N-999 in the chest dealing 9 damage (CritChance was 0.34).
[00:33:41	]ULTIMA - S10/APF.K'A'N-999 has taken 9 damage from Maine - S10/K'A'N.DESTROYER-70.
[00:33:42	]Vill'um ran SAM command 'armor' with arguments: 'STEAM_0:1:194311906' '100'
[00:33:43	]Raptorian - S10/K'A'N:WOLF-85 used command '/D so EOWs rlly get APF guns??'.
[00:33:45	][IC] ULTIMA - S10/APF.K'A'N-999: <:: 75. ::>
[00:33:45	]Scook ran 'give' on item 'First Aid Kit' (#2049789)
[00:33:45	]Scook has performed the 'Use First Aid Kit' action, gaining 85 experience in medicine.
[00:33:45	]Moses McVortal was disinfected by Scook for 114 seconds.
[00:33:45	]Moses McVortal's bleeding was stopped by Scook.
[00:33:45	]Moses McVortal was bandaged by Scook for 55 HP.
[00:33:45	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used the '<:: Overwatch Requisitions Terminal ::>' vendor.
[00:33:46	]ULTIMA - S10/APF.K'A'N-999 used command '/D yes'.
[00:33:46	]Vill'um ran SAM command 'armor' with arguments: 'STEAM_0:1:2921822' '100'
[00:33:47	][IC] Moses McVortal: WHY.
[00:33:47	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 used the '<:: Overwatch Requisitions Terminal ::>' vendor.
[00:33:47	]Raptorian - S10/K'A'N:WOLF-85 used the '<:: Overwatch Requisitions Terminal ::>' vendor.
[00:33:47	]Su'Kma'Ba'Lez exited observer at their location.
[00:33:48	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: Thats good. ::>
[00:33:50	][IC] Moses McVortal: WHY WOULD YOU DO IT.
[00:33:51	]Vill'um ran SAM command 'hp' with arguments: 'STEAM_0:1:2921822' '100'
[00:33:51	]Maine - S10/K'A'N.DESTROYER-70 has gained a '12rnd OAIS-magazine' #2049736.
[00:33:51	]Maine - S10/K'A'N.DESTROYER-70 has lost a '12rnd OAIS-magazine' #2049737.
[00:33:52	][IC] Scook: We friends now.
[00:33:52	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained 0 chips.
[00:33:52	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained a 'Smoke Grenade' #2049796.
[00:33:53	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained 0 chips.
[00:33:53	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained a 'Smoke Grenade' #2049797.
[00:33:53	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained 0 chips.
[00:33:53	][IC] Scook: We go.
[00:33:53	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained a 'OTA Elite Uniform' #2049798.
[00:33:53	][IC] ULTIMA - S10/APF.K'A'N-999: Its insane.
[00:33:54	]Su'Kma'Ba'Lez entered observer.
[00:33:55	]Maine - S10/K'A'N.DESTROYER-70 used command '/ToggleRaise'.
[00:33:55	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained 0 chips.
[00:33:55	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained a 'Frag Grenade' #2049799.
[00:33:55	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained 0 chips.
[00:33:55	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained a 'Frag Grenade' #2049800.
[00:33:56	][IC] Moses McVortal: I WANTED TO DIE.
[00:33:56	]Raptorian - S10/K'A'N:WOLF-85 ran 'EquipUn' on item 'AR-2' (#2048893)
[00:33:56	]Raptorian - S10/K'A'N:WOLF-85 has gained a '30rnd Pulse-magazine' #2049048.
[00:33:56	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: Yes. ::>
[00:33:56	]Raptorian - S10/K'A'N:WOLF-85 used the '<:: Overwatch Requisitions Terminal ::>' vendor.
[00:33:57	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained 0 chips.
[00:33:57	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained a 'Flash Grenade' #2049801.
[00:33:57	]ULTIMA - S10/APF.K'A'N-999 ran 'Repair' on item 'OTA Elite Uniform' (#2049784)
[00:33:58	][IC] Moses McVortal: IAIawIdawidawid.
[00:33:58	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:33:59	]Su'Kma'Ba'Lez has spawned a baking_apple_pie.
[00:34:00	][IC] Scook: No die.
[00:34:00	]Su'Kma'Ba'Lez exited observer at their location.
[00:34:00	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:00	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:01	][IC] Scook: Frend.
[00:34:01	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:01	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:02	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:03	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:03	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:03	][IC] ULTIMA - S10/APF.K'A'N-999: <:: Pretty much just like the apf gun. ::>
[00:34:04	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:04	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:04	]Maine - S10/K'A'N.DESTROYER-70 ran 'combine' on item '12rnd OAIS-magazine' (#2049736)
[00:34:04	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:05	][IC] ULTIMA - S10/APF.K'A'N-999: <:: Kills in 4 shots. ::>
[00:34:05	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:05	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:06	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:06	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:06	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/D why did hl2rp ever make this shit inventory system'.
[00:34:06	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:07	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:07	]Vill'um ran SAM command 'hp' with arguments: 'moses' '100'
[00:34:07	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:08	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:08	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:08	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:09	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:09	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:09	]ULTIMA - S10/APF.K'A'N-999 used command '/Handsignals'.
[00:34:10	]Vill'um ran SAM command 'hp' with arguments: 'moses' '200'
[00:34:10	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:10	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:10	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran 'take' on item 'Incendiary Grenade' (#2049712)
[00:34:10	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained a 'Incendiary Grenade' #2049712.
[00:34:10	][IC] Su'Kma'Ba'Lez: Cooking.
[00:34:10	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:11	]Moses McVortal is no longer unconscious from critical wounds.
[00:34:11	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:11	]ULTIMA - S10/APF.K'A'N-999 ran 'Consume' on item 'Apple Pie' (#2049802)
[00:34:11	]ULTIMA - S10/APF.K'A'N-999 has gained a level 3 long boost in Strength.
[00:34:11	]ULTIMA - S10/APF.K'A'N-999 has gained a level 5 long boost in Intelligence.
[00:34:11	]VADIM - SPEAR-78 used command '/D true'.
[00:34:11	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:12	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:12	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:13	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:13	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/D where we have to manually equip grenades 1 at a time'.
[00:34:13	][IC] ULTIMA - S10/APF.K'A'N-999: <:: Thanks babe. ::>
[00:34:13	]Vill'um used command '/CharStopBleedout moses'.
[00:34:18	]Scook ran 'Equip' on item 'Sledge Hammer' (#1927062)
[00:34:20	]VADIM - SPEAR-78 used command '/Radio where are we fighting in hte nexus'.
[00:34:20	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained a '30rnd Pulse-magazine' #2048999.
[00:34:20	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has lost a '30rnd Pulse-magazine' #2049002.
[00:34:21	]Tamara Lahtizer has gained a '10rnd Sniper-magazine' #2049122.
[00:34:21	]Tamara Lahtizer has lost a '10rnd Sniper-magazine' #2049120.
[00:34:21	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran 'drop' on item 'AR-2' (#2049432)
[00:34:21	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'AR-2' #2049432.
[00:34:22	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:22	]Raptorian - S10/K'A'N:WOLF-85 has gained a '24rnd Heavy-Pulse Magazine' #2049803.
[00:34:22	]Su'Kma'Ba'Lez has spawned a baking_apple_pie.
[00:34:22	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:22	]Raptorian - S10/K'A'N:WOLF-85 has gained a '24rnd Heavy-Pulse Magazine' #2049805.
[00:34:23	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 used command '/Punch'.
[00:34:23	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:23	]ULTIMA - S10/APF.K'A'N-999 used command '/Radio soon'.
[00:34:23	]Raptorian - S10/K'A'N:WOLF-85 has gained a '24rnd Heavy-Pulse Magazine' #2049806.
[00:34:23	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:23	]Raptorian - S10/K'A'N:WOLF-85 has gained a '24rnd Heavy-Pulse Magazine' #2049807.
[00:34:24	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:24	]Raptorian - S10/K'A'N:WOLF-85 has gained a '24rnd Heavy-Pulse Magazine' #2049808.
[00:34:24	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:24	]Raptorian - S10/K'A'N:WOLF-85 has gained a '24rnd Heavy-Pulse Magazine' #2049809.
[00:34:25	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:25	]Raptorian - S10/K'A'N:WOLF-85 has gained a '24rnd Heavy-Pulse Magazine' #2049810.
[00:34:25	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:25	]Raptorian - S10/K'A'N:WOLF-85 has gained a '24rnd Heavy-Pulse Magazine' #2049811.
[00:34:25	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 destroyed a 'AR-2' #2049432.
[00:34:27	][IC] Maine - S10/K'A'N.DESTROYER-70: <:: VADIM. Evolve into EOW variant. ::>
[00:34:27	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 used the 'John Doe' vendor.
[00:34:27	]VADIM - SPEAR-78 used command '/Radio i said where retard'.
[00:34:27	][IC] Moses McVortal: Wrong way.
[00:34:28	][IC] Su'Kma'Ba'Lez: Cooking.
[00:34:28	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:28	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:29	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:29	][IC] VADIM - SPEAR-78: <:: No. ::>
[00:34:29	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:30	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:30	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:30	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:31	]Raptorian - S10/K'A'N:WOLF-85 has gained 0 chips.
[00:34:32	]ULTIMA - S10/APF.K'A'N-999 used command '/Radio i have a plan, we'll need to defend every elevator'.
[00:34:33	][IC] Su'Kma'Ba'Lez: Cooking.
[00:34:33	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained 0 chips.
[00:34:33	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has gained a 'OSPR2A-EXP' #2049812.
[00:34:33	][IC] VADIM - SPEAR-78: <:: Grim pinata. ::>
[00:34:36	]Maine - S10/K'A'N.DESTROYER-70 used command '/Radio Everywhere Vadim.'.
[00:34:36	]Tamara Lahtizer has critically hit Don Lorenzo in the left leg dealing 19 damage (CritChance was 0.39).
[00:34:36	]Don Lorenzo has taken 18 damage from Tamara Lahtizer.
[00:34:36	]Don Lorenzo has critically hit Tamara Lahtizer in the right leg dealing 0 damage (CritChance was 0.36).
[00:34:36	]Don Lorenzo has critically hit Tamara Lahtizer in the left leg dealing 7 damage (CritChance was 0.36).
[00:34:36	]Tamara Lahtizer has taken 6 damage from Don Lorenzo.
[00:34:37	]Don Lorenzo has critically hit Tamara Lahtizer in the right leg dealing 7 damage (CritChance was 0.36).
[00:34:37	]Tamara Lahtizer has taken 6 damage from Don Lorenzo.
[00:34:37	]Don Lorenzo is fully healed.
[00:34:37	]ULTIMA - S10/APF.K'A'N-999 used command '/Radio or actually'.
[00:34:38	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 ran 'Consume' on item 'Apple Pie' (#2049804)
[00:34:38	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained a level 3 long boost in Strength.
[00:34:38	]Milkman - S10/ORD.K'A'N:VIGGAKILLA-10 has gained a level 5 long boost in Intelligence.
[00:34:38	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran 'Equip' on item 'OSPR2A-EXP' (#2049812)
[00:34:39	]Raptorian - S10/K'A'N:WOLF-85 ran 'combine' on item 'Magazine Pouch' (#2048878)
[00:34:39	]Raptorian - S10/K'A'N:WOLF-85 ran 'combine' on item 'Magazine Pouch' (#2048878)
[00:34:39	]Maine - S10/K'A'N.DESTROYER-70 used command '/Radio Rebels are assaulting'.
[00:34:39	][IC] Su'Kma'Ba'Lez: Grim pinata.
[00:34:40	]Tamara Lahtizer has hit Don Lorenzo in the stomach dealing 45 damage (CritChance was 0.49).
[00:34:40	]Don Lorenzo has taken 45 damage from Tamara Lahtizer.
[00:34:40	]Raptorian - S10/K'A'N:WOLF-85 ran 'combine' on item 'Magazine Pouch' (#2048878)
[00:34:40	]Don Lorenzo has hit Tamara Lahtizer in the head dealing 13 damage (CritChance was 0.29).
[00:34:40	]Tamara Lahtizer has taken 13 damage from Don Lorenzo.
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran 'drop' on item 'Ammunition Pouch' (#2049378)
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Ammunition Pouch' #2049378.
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Pulse Rifle Bullets' #2049409.
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Pulse Rifle Bullets' #2049499.
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Pulse Rifle Bullets' #2049740.
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Pulse Rifle Bullets' #2049690.
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Pulse Rifle Bullets' #2049739.
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Pulse Rifle Bullets' #2049741.
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Pulse Rifle Bullets' #2049738.
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Pulse Rifle Bullets' #2049447.
[00:34:41	]Raptorian - S10/K'A'N:WOLF-85 ran 'combine' on item 'Magazine Pouch' (#2048878)
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran 'drop' on item 'Ammunition Pouch' (#2049458)
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Ammunition Pouch' #2049458.
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Pulse Rifle Bullets' #2049448.
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Pulse Rifle Bullets' #2049460.
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Pulse Rifle Bullets' #2049449.
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Pulse Rifle Bullets' #2049461.
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Pulse Rifle Bullets' #2049450.
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Pulse Rifle Bullets' #2049462.
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Pulse Rifle Bullets' #2049451.
[00:34:41	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Pulse Rifle Bullets' #2049459.
[00:34:42	]Don Lorenzo is fully healed.
[00:34:42	]Raptorian - S10/K'A'N:WOLF-85 ran 'combine' on item 'Magazine Pouch' (#2049039)
[00:34:42	]Raptorian - S10/K'A'N:WOLF-85 ran 'combine' on item 'Magazine Pouch' (#2049039)
[00:34:43	]Maine - S10/K'A'N.DESTROYER-70 used command '/ToggleRaise'.
[00:34:43	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran 'drop' on item 'Magazine Pouch' (#2049377)
[00:34:43	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Magazine Pouch' #2049377.
[00:34:43	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049434.
[00:34:43	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049435.
[00:34:43	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049437.
[00:34:43	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049436.
[00:34:43	]Don Lorenzo has critically hit Tamara Lahtizer in the stomach dealing 25 damage (CritChance was 0.45).
[00:34:43	]Tamara Lahtizer has taken 25 damage from Don Lorenzo.
[00:34:43	]Raptorian - S10/K'A'N:WOLF-85 ran 'combine' on item 'Magazine Pouch' (#2049039)
[00:34:43	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 ran 'drop' on item 'Magazine Pouch' (#2049463)
[00:34:43	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a 'Magazine Pouch' #2049463.
[00:34:43	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049433.
[00:34:43	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049484.
[00:34:43	]PURPLE - S10/OWS.K'A'N:SOMETHINGCOOL-69 has lost a '30rnd Pulse-magazine' #2049485.
[00:34:43	]Tamara Lahtizer has critically hit Don Lorenzo in the right leg dealing 0 damage (CritChance was 0.39).
[00:34:43	]Tamara Lahtizer has critically hit Don Lorenzo in the right leg dealing 0 damage (CritChance was 0.39).
[00:34:43	]Tamara Lahtizer has hit Don Lorenzo in the right leg dealing 19 damage (CritChance was 0.39).
[00:34:43	]Don Lorenzo has taken 18 damage from Tamara Lahtizer.
[00:34:44	]ULTIMA - S10/APF.K'A'N-999 used command '/Radio we should set up defenses in HPR'.
[00:34:44	]Don Lorenzo has critically hit Tamara Lahtizer in the left leg dealing 7 damage (CritChance was 0.72).
[00:34:44	]Tamara Lahtizer has taken 6 damage from Don Lorenzo.
[00:34:44	]Raptorian - S10/K'A'N:WOLF-85 ran 'combine' on item 'Magazine Pouch' (#2049039)
[00:34:45	]Don Lorenzo has critically hit Tamara Lahtizer in the left leg dealing 7 damage (CritChance was 0.72).
[00:34:45	]Tamara Lahtizer has taken 6 damage from Don Lorenzo.
[00:34:45	]Maine - S10/K'A'N.DESTROYER-70 used command '/ToggleRaise'.
[00:34:46	]Tamara Lahtizer has hit Don Lorenzo in the left leg dealing 0 damage (CritChance was 0.39).
[00:34:46	]Tamara Lahtizer has critically hit Don Lorenzo in the left leg dealing 0 damage (CritChance was 0.39).
[00:34:46	]Tamara Lahtizer has hit Don Lorenzo in the left leg dealing 19 damage (CritChance was 0.39).
[00:34:46	]Don Lorenzo has taken 18 damage from Tamara Lahtizer.
[00:34:46	]Don Lorenzo has hit Tamara Lahtizer in the right leg dealing 0 damage (CritChance was 0.72).
[00:34:46	]Don Lorenzo has critically hit Tamara Lahtizer in the left leg dealing 7 damage (CritChance was 0.72).
[00:34:46	]Tamara Lahtizer has taken 6 damage from Don Lorenzo.
[00:34:46	]Don Lorenzo has critically hit Tamara Lahtizer in the left leg dealing 7 damage (CritChance was 0.72).
[00:34:46	]Tamara Lahtizer has taken 6 damage from Don Lorenzo.
[00:34:46	]Raptorian - S10/K'A'N:WOLF-85 ran 'drop' on item 'Pulse Rifle Bullets' (#2049769)
[00:34:46	]Raptorian - S10/K'A'N:WOLF-85 has lost a 'Pulse Rifle Bullets' #2049769.
[00:34:47	]Raptorian - S10/K'A'N:WOLF-85 ran 'drop' on item 'Pulse Rifle Bullets' (#2049052)
[00:34:47	]Raptorian - S10/K'A'N:WOLF-85 has lost a 'Pulse Rifle Bullets' #2049052.
[00:34:47	]Tamara Lahtizer has hit Don Lorenzo in the left leg dealing 19 damage (CritChance was 0.52).
[00:34:47	]Don Lorenzo has taken 18 damage from Tamara Lahtizer.
[00:34:47	]Raptorian - S10/K'A'N:WOLF-85 ran 'drop' on item 'Pulse Rifle Bullets' (#2049064)
[00:34:47	]Raptorian - S10/K'A'N:WOLF-85 has lost a 'Pulse Rifle Bullets' #2049064.
[00:34:48	]Scook ran SAM command 'asay' with arguments: 'Can we get TP'ed to the nexus if we're attacking it?'
[00:34:48	]Raptorian - S10/K'A'N:WOLF-85 ran 'drop' on item 'Pulse Rifle Bullets' (#2049065)
