[18:03:44	]Kappatalist has connected.
[20:31:31	]Razi Oliver ran 'take' on item 'Assault Rifle Bullets' (#2050035)
[20:31:31	]Razi Oliver has gained a 'Assault Rifle Bullets' #2050035.
[20:31:32	]Razi Oliver ran 'take' on item 'Assault Rifle Bullets' (#2050036)
[20:31:32	]Razi Oliver has gained a 'Assault Rifle Bullets' #2050036.
[20:31:35	]Razi Oliver ran 'combine' on item '30rnd AK-magazine' (#2050027)
[20:31:35	]C17:RCT.YELLO-37 entered observer.
[20:31:36	]Razi Oliver has gained a '30rnd AK-magazine' #2050026.
[20:31:36	]Razi Oliver has lost a '30rnd AK-magazine' #2050027.
[20:31:37	]Razi Oliver ran 'combine' on item '30rnd AK-magazine' (#2050026)
[20:31:43	]C17:RCT.YELLO-37 has given himself a mp7a1.
[20:31:43	]C17:RCT.YELLO-37 has gained a 'MP7A1' #2050039.
[20:31:44	]C17:RCT.YELLO-37 ran 'Equip' on item 'MP7A1' (#2050039)
[20:31:45	]Razi Oliver has taken 1 damage from Overwatch Soldier.
[20:31:50	]C17:RCT.YELLO-37 has given himself a magazine_mp_30rnd.
[20:31:50	]C17:RCT.YELLO-37 has gained a '30rnd MP-magazine' #2050040.
[20:31:51	]C17:RCT.YELLO-37 has given himself a magazine_mp_30rnd.
[20:31:51	]C17:RCT.YELLO-37 has gained a '30rnd MP-magazine' #2050041.
[20:31:51	]C17:RCT.YELLO-37 has given himself a magazine_mp_30rnd.
[20:31:51	]C17:RCT.YELLO-37 has gained a '30rnd MP-magazine' #2050042.
[20:31:56	]C17:RCT.YELLO-37 has given himself a bullets_smg1.
[20:31:56	]C17:RCT.YELLO-37 has gained a 'Sub-machinegun Bullets' #2050043.
[20:31:56	]C17:RCT.YELLO-37 has given himself a bullets_smg1.
[20:31:56	]C17:RCT.YELLO-37 has gained a 'Sub-machinegun Bullets' #2050044.
[20:31:57	]C17:RCT.YELLO-37 has given himself a bullets_smg1.
[20:31:57	]C17:RCT.YELLO-37 has gained a 'Sub-machinegun Bullets' #2050045.
[20:31:59	]C17:RCT.YELLO-37 ran 'combine' on item '30rnd MP-magazine' (#2050041)
[20:31:59	]C17:RCT.YELLO-37 ran 'combine' on item '30rnd MP-magazine' (#2050042)
[20:32:00	]C17:RCT.YELLO-37 ran 'combine' on item '30rnd MP-magazine' (#2050040)
[20:32:00	]C17:RCT.YELLO-37 has lost a '30rnd MP-magazine' #2050042.
[20:32:03	]C17:RCT.YELLO-37 has given himself a firstaid.
[20:32:03	]C17:RCT.YELLO-37 has gained a 'First Aid Kit' #2050046.
[20:32:11	]Razi Oliver has hit npc_vj_overwatch_soldier_z in the left arm dealing 0 damage (CritChance was 0.71).
[20:32:11	]Razi Oliver has critically hit npc_vj_overwatch_soldier_z in the left arm dealing 19 damage (CritChance was 0.71).
[20:32:12	]Razi Oliver has hit npc_vj_overwatch_soldier_z in the head dealing 12 damage (CritChance was 0.71).
[20:32:13	]C17:RCT.YELLO-37 exited observer at their location.
[20:32:14	]C17:RCT.YELLO-37 has gained a '30rnd MP-magazine' #2050042.
[20:32:14	]C17:RCT.YELLO-37 has lost a '30rnd MP-magazine' #2050041.
[20:32:16	][IC] C17:RCT.YELLO-37: <:: Go sharp. ::>
[20:32:19	]Razi Oliver has gained a '30rnd AK-magazine' #2050027.
[20:32:19	]Razi Oliver has lost a '30rnd AK-magazine' #2050026.
[20:32:21	]Razi Oliver ran 'combine' on item '30rnd AK-magazine' (#2050027)
[20:32:31	][IC] C17:RCT.YELLO-37: <:: 10-0, 10-0; viscerator is hunting!. ::>
[20:32:33	]C17:RCT.YELLO-37 has hit Razi Oliver in the left leg dealing 4 damage (CritChance was 0.18).
[20:32:33	]Razi Oliver has taken 4 damage from C17:RCT.YELLO-37.
[20:32:33	]C17:RCT.YELLO-37 has critically hit Razi Oliver in the left leg dealing 4 damage (CritChance was 0.18).
[20:32:33	]Razi Oliver has taken 4 damage from C17:RCT.YELLO-37.
[20:32:34	]C17:RCT.YELLO-37 has hit Razi Oliver in the left leg dealing 4 damage (CritChance was 0.18).
[20:32:34	]Razi Oliver has taken 4 damage from C17:RCT.YELLO-37.
[20:32:34	]C17:RCT.YELLO-37 has hit Razi Oliver in the left leg dealing 4 damage (CritChance was 0.18).
[20:32:34	]Razi Oliver has taken 4 damage from C17:RCT.YELLO-37.
[20:32:40	]C17:RCT.YELLO-37 has hit Razi Oliver in the right arm dealing 4 damage (CritChance was 0.18).
[20:32:40	]Razi Oliver has taken 4 damage from C17:RCT.YELLO-37.
[20:32:40	]C17:RCT.YELLO-37 has critically hit Razi Oliver in the chest dealing 15 damage (CritChance was 0.18).
[20:32:40	]Razi Oliver has taken 15 damage from C17:RCT.YELLO-37.
[20:32:40	]C17:RCT.YELLO-37 has hit Razi Oliver in the head dealing 0 damage (CritChance was 0.18).
[20:32:40	]C17:RCT.YELLO-37 has hit Razi Oliver in the head dealing 0 damage (CritChance was 0.18).
[20:32:40	]C17:RCT.YELLO-37 has hit Razi Oliver in the head dealing 0 damage (CritChance was 0.18).
[20:32:40	]C17:RCT.YELLO-37 has critically hit Razi Oliver in the head dealing 16 damage (CritChance was 0.18).
[20:32:40	]Razi Oliver has taken 16 damage from C17:RCT.YELLO-37.
[20:32:40	]Razi Oliver has hit C17:RCT.YELLO-37 in the left arm dealing 6 damage (CritChance was 0.25).
[20:32:40	]C17:RCT.YELLO-37 has taken 6 damage from Razi Oliver.
[20:32:40	]C17:RCT.YELLO-37 has critically hit Razi Oliver in the stomach dealing 0 damage (CritChance was 0.71).
[20:32:40	]C17:RCT.YELLO-37 has critically hit Razi Oliver in the left arm dealing 4 damage (CritChance was 0.71).
[20:32:40	]Razi Oliver has taken 4 damage from C17:RCT.YELLO-37.
[20:32:40	]C17:RCT.YELLO-37 has hit Razi Oliver in the right arm dealing 4 damage (CritChance was 0.71).
[20:32:40	]Razi Oliver has taken 4 damage from C17:RCT.YELLO-37.
[20:32:41	]C17:RCT.YELLO-37 has gained a '30rnd MP-magazine' #2050041.
[20:32:41	]C17:RCT.YELLO-37 has lost a '30rnd MP-magazine' #2050040.
[20:32:43	]C17:RCT.YELLO-37 is fully healed.
[20:32:43	]Razi Oliver has gained level 11 in the Guns skill.
[20:32:43	]Razi Oliver has critically hit C17:RCT.YELLO-37 in the left arm dealing 6 damage (CritChance was 0.25).
[20:32:43	]C17:RCT.YELLO-37 has taken 6 damage from Razi Oliver.
[20:32:44	]C17:RCT.YELLO-37 has critically hit Razi Oliver in the chest dealing 15 damage (CritChance was 0.71).
[20:32:44	]Razi Oliver has taken 15 damage from C17:RCT.YELLO-37.
[20:32:48	]C17:RCT.YELLO-37 is fully healed.
[20:32:53	]Razi Oliver has gained a '30rnd AK-magazine' #2050026.
[20:32:53	]Razi Oliver has lost a '30rnd AK-magazine' #2050027.
[20:32:53	]C17:RCT.YELLO-37 has spawned a 'NPC [4905][npc_vj_civil_protection_z]'.
[20:32:54	]C17:RCT.YELLO-37 has spawned a 'NPC [4869][npc_vj_civil_protection_z]'.
[20:32:55	]Razi Oliver ran 'combine' on item '30rnd AK-magazine' (#2050026)
[20:33:04	][IC] C17:RCT.YELLO-37: <:: CP is overrun; we have no containment. ::>
[20:33:10	]Razi Oliver has critically hit npc_vj_civil_protection_z in the right arm dealing 19 damage (CritChance was 0.73).
[20:33:10	]Razi Oliver has gained level 12 in the Guns skill.
[20:33:10	]Razi Oliver has critically hit npc_vj_civil_protection_z in the chest dealing 0 damage (CritChance was 0.73).
[20:33:10	]Razi Oliver has critically hit npc_vj_civil_protection_z in the left arm dealing 19 damage (CritChance was 0.76).
[20:33:10	]Razi Oliver has hit npc_vj_civil_protection_z in the right leg dealing 12 damage (CritChance was 0.76).
[20:33:10	]Razi Oliver has hit npc_vj_civil_protection_z in the chest dealing 14 damage (CritChance was 0.76).
[20:33:11	]Razi Oliver has gained level 13 in the Guns skill.
[20:33:11	]Razi Oliver has critically hit npc_vj_civil_protection_z in the right arm dealing 19 damage (CritChance was 0.76).
[20:33:13	]Razi Oliver has hit C17:RCT.YELLO-37 in the left leg dealing 6 damage (CritChance was 0.27).
[20:33:13	]C17:RCT.YELLO-37 has taken 6 damage from Razi Oliver.
[20:33:14	]Razi Oliver has critically hit C17:RCT.YELLO-37 in the right leg dealing 6 damage (CritChance was 0.27).
[20:33:14	]C17:RCT.YELLO-37 has taken 6 damage from Razi Oliver.
[20:33:14	]Razi Oliver has critically hit C17:RCT.YELLO-37 in the chest dealing 22 damage (CritChance was 0.27).
[20:33:14	]C17:RCT.YELLO-37 has taken 22 damage from Razi Oliver.
[20:33:14	]Razi Oliver has hit C17:RCT.YELLO-37 in the left leg dealing 6 damage (CritChance was 0.27).
[20:33:14	]C17:RCT.YELLO-37 has taken 6 damage from Razi Oliver.
[20:33:15	]Razi Oliver has gained level 14 in the Guns skill.
[20:33:15	]Razi Oliver has critically hit C17:RCT.YELLO-37 in the right arm dealing 6 damage (CritChance was 0.78).
[20:33:15	]C17:RCT.YELLO-37 has taken 6 damage from Razi Oliver.
[20:33:17	]Razi Oliver has gained a '30rnd AK-magazine' #2050027.
[20:33:17	]Razi Oliver has lost a '30rnd AK-magazine' #2050026.
[20:33:18	]Razi Oliver ran 'combine' on item '30rnd AK-magazine' (#2050027)
[20:33:18	]C17:RCT.YELLO-37 ran 'use' on item 'First Aid Kit' (#2050046)
[20:33:18	]C17:RCT.YELLO-37 has performed the 'Use First Aid Kit' action, gaining 24 experience in medicine.
[20:33:18	]C17:RCT.YELLO-37 was disinfected by C17:RCT.YELLO-37 for 60 seconds.
[20:33:18	]C17:RCT.YELLO-37 was bandaged by C17:RCT.YELLO-37 for 50 HP.
[20:33:19	]C17:RCT.YELLO-37 has gained a '30rnd MP-magazine' #2050040.
[20:33:19	]C17:RCT.YELLO-37 has lost a '30rnd MP-magazine' #2050042.
[20:33:21	]Razi Oliver has taken 16 damage from Civil Protection.
[20:33:21	][IC] C17:RCT.YELLO-37: <:: CP is overrun; we have no containment. ::>
[20:33:22	]Razi Oliver has critically hit npc_vj_civil_protection_z in the right arm dealing 19 damage (CritChance was 0.80).
[20:33:23	]Razi Oliver has hit npc_vj_civil_protection_z in the left leg dealing 5 damage (CritChance was 0.80).
[20:33:23	]Razi Oliver has gained level 15 in the Guns skill.
[20:33:23	]Razi Oliver has critically hit npc_vj_civil_protection_z in the left arm dealing 13 damage (CritChance was 0.80).
[20:33:23	]Razi Oliver has critically hit npc_vj_civil_protection_z in the chest dealing 13 damage (CritChance was 0.82).
[20:33:24	]Razi Oliver has taken 2 damage from Civil Protection.
[20:33:24	]C17:RCT.YELLO-37 has critically hit Razi Oliver in the chest dealing 15 damage (CritChance was 0.71).
[20:33:24	]Razi Oliver has taken 15 damage from C17:RCT.YELLO-37.
[20:33:24	]Razi Oliver has critically hit npc_vj_civil_protection_z in the stomach dealing 13 damage (CritChance was 0.76).
[20:33:24	]Razi Oliver has gained level 16 in the Guns skill.
[20:33:24	]Razi Oliver has critically hit npc_vj_civil_protection_z in the chest dealing 13 damage (CritChance was 0.76).
[20:33:24	]C17:RCT.YELLO-37 has hit Razi Oliver in the head dealing 8 damage (CritChance was 0.71).
[20:33:24	]Razi Oliver has taken 8 damage from C17:RCT.YELLO-37.
[20:33:24	]C17:RCT.YELLO-37 has hit Razi Oliver in the left arm dealing 4 damage (CritChance was 0.70).
[20:33:24	]Razi Oliver has taken 4 damage from C17:RCT.YELLO-37.
[20:33:26	]Razi Oliver has gained a '30rnd AK-magazine' #2050026.
[20:33:26	]Razi Oliver has lost a '30rnd AK-magazine' #2050027.
[20:33:34	]Razi Oliver ran 'use' on item 'First Aid Kit' (#2050033)
[20:33:34	]Razi Oliver has performed the 'Use First Aid Kit' action, gaining 75 experience in medicine.
[20:33:34	]Razi Oliver tried to disinfect Razi Oliver but the wound was already clean.
[20:33:34	]Razi Oliver was bandaged by Razi Oliver for 65 HP.
[20:33:34	]C17:RCT.YELLO-37 entered observer.
[20:33:35	]C17:RCT.YELLO-37 exited observer at their location.
[20:33:46	]C17:RCT.YELLO-37 has hit Razi Oliver in the head dealing 0 damage (CritChance was 0.71).
[20:33:46	]C17:RCT.YELLO-37 has critically hit Razi Oliver in the left arm dealing 4 damage (CritChance was 0.71).
[20:33:46	]Razi Oliver has taken 4 damage from C17:RCT.YELLO-37.
[20:33:50	]C17:RCT.YELLO-37 entered observer.
[20:33:50	]C17:RCT.YELLO-37 exited observer at their location.
[20:33:53	]C17:RCT.YELLO-37 is fully healed.
[20:33:56	]Razi Oliver has hit npc_vj_civil_protection_z in the head dealing 12 damage (CritChance was 0.76).
[20:34:00	]Razi Oliver has critically hit npc_vj_civil_protection_z in the stomach dealing 22 damage (CritChance was 0.76).
[20:34:04	]Razi Oliver has gained a '30rnd AK-magazine' #2050027.
[20:34:04	]Razi Oliver has lost a '30rnd AK-magazine' #2050026.
[20:34:06	]Razi Oliver ran 'combine' on item '30rnd AK-magazine' (#2050027)
[20:34:08	]Razi Oliver has gained level 17 in the Guns skill.
[20:34:08	]Razi Oliver has critically hit C17:RCT.YELLO-37 in the left arm dealing 6 damage (CritChance was 0.78).
[20:34:08	]C17:RCT.YELLO-37 has taken 6 damage from Razi Oliver.
[20:34:08	]Razi Oliver has hit C17:RCT.YELLO-37 in the head dealing 12 damage (CritChance was 0.78).
[20:34:08	]C17:RCT.YELLO-37 has taken 12 damage from Razi Oliver.
[20:34:09	]Razi Oliver has critically hit C17:RCT.YELLO-37 in the chest dealing 22 damage (CritChance was 0.78).
[20:34:09	]C17:RCT.YELLO-37 has taken 22 damage from Razi Oliver.
[20:34:09	]Razi Oliver has gained level 18 in the Guns skill.
[20:34:09	]Razi Oliver has critically hit C17:RCT.YELLO-37 in the head dealing 24 damage (CritChance was 0.78).
[20:34:09	]C17:RCT.YELLO-37 has taken 24 damage from Razi Oliver.
[20:34:18	]Razi Oliver has gained a '30rnd AK-magazine' #2050026.
[20:34:18	]Razi Oliver has lost a '30rnd AK-magazine' #2050027.
[20:34:19	]C17:RCT.YELLO-37 entered observer.
[20:34:20	]Razi Oliver ran 'combine' on item '30rnd AK-magazine' (#2050026)
[20:34:25	]C17:RCT.YELLO-37 has spawned a 'NPC [4900][npc_vj_civil_protection_z]'.
[20:34:26	]C17:RCT.YELLO-37 has spawned a 'NPC [4942][npc_vj_civil_protection_z]'.
[20:34:36	]Razi Oliver has critically hit npc_vj_civil_protection_z in the left arm dealing 19 damage (CritChance was 0.82).
[20:34:36	]Razi Oliver has critically hit npc_vj_civil_protection_z in the left arm dealing 19 damage (CritChance was 0.82).
[20:34:36	]Razi Oliver has taken 5 damage from Civil Protection.
[20:34:36	]Razi Oliver has gained level 19 in the Guns skill.
[20:34:36	]Razi Oliver has critically hit npc_vj_civil_protection_z in the head dealing 24 damage (CritChance was 0.80).
[20:34:36	]Razi Oliver has taken 5 damage from Civil Protection.
[20:34:36	]Razi Oliver has critically hit npc_vj_civil_protection_z in the head dealing 24 damage (CritChance was 0.80).
[20:34:36	]Razi Oliver has taken 5 damage from Civil Protection.
[20:34:37	]Razi Oliver has critically hit npc_vj_civil_protection_z in the head dealing 24 damage (CritChance was 0.78).
[20:34:38	]Razi Oliver has gained a '30rnd AK-magazine' #2050027.
[20:34:38	]Razi Oliver has lost a '30rnd AK-magazine' #2050026.
[20:34:41	]Kappatalist loaded the character 'Eric Bayer'
[20:34:47	]Razi Oliver ran 'unload' on item '30rnd AK-magazine' (#2050027)
[20:34:48	]Razi Oliver has gained a 'Assault Rifle Bullets' #2050047.
[20:34:48	]Eric Bayer entered observer.
[20:34:52	]Razi Oliver ran 'combine' on item '30rnd AK-magazine' (#2050027)
[20:35:00	]Eric Bayer has spawned a 'NPC [4828][npc_vj_overwatch_sniper_z]'.
[20:35:01	]Eric Bayer has spawned a 'NPC [4870][npc_vj_overwatch_sniper_z]'.
[20:35:02	]Eric Bayer has spawned a 'NPC [4845][npc_vj_overwatch_elite_z]'.
[20:35:08	]Eric Bayer has spawned a 'NPC [4828][npc_vj_overwatch_soldier_z]'.
[20:35:09	]Eric Bayer has spawned a 'NPC [4889][npc_vj_overwatch_soldier_z]'.
[20:35:10	]Eric Bayer has spawned a 'NPC [4857][npc_vj_overwatch_elite_z]'.
[20:35:13	]Eric Bayer has spawned a 'NPC [4930][npc_vj_overwatch_sniper_z]'.
[20:35:19	]Razi Oliver has taken 15 damage from Overwatch Sniper.
[20:35:23	]Razi Oliver has taken 12 damage from Overwatch Elite.
[20:35:24	]Razi Oliver has taken 12 damage from Overwatch Elite.
[20:35:24	]Razi Oliver has gained a '30rnd AK-magazine' #2050026.
[20:35:24	]Razi Oliver was knocked unconscious and is bleeding out.
[20:35:33	]Eric Bayer used command '/CharStopBleedout razi'.
[20:35:34	]Razi Oliver was knocked unconscious and is bleeding out.
[20:35:35	]Eric Bayer ran SAM command 'hp' with arguments: 'razi' '100'
[20:35:37	]Razi Oliver is no longer unconscious from critical wounds.
[20:35:39	]Eric Bayer ran SAM command 'armor' with arguments: 'razi' '50'
[20:35:41	]Razi Oliver ran 'unload' on item '30rnd AK-magazine' (#2050027)
[20:35:41	]Razi Oliver has gained a 'Assault Rifle Bullets' #2050048.
[20:35:42	]Razi Oliver ran 'combine' on item '30rnd AK-magazine' (#2050026)
[20:35:43	]Razi Oliver ran 'combine' on item '30rnd AK-magazine' (#2050027)
[20:35:47	]Eric Bayer used command '/CharStopBleedout razi'.
[20:35:54	]Razi Oliver has lost a '30rnd AK-magazine' #2050026.
[20:35:54	]Eric Bayer has spawned a 'NPC [4911][npc_vj_hlr2_rebel]'.
[20:35:55	]Eric Bayer has spawned a 'NPC [4882][npc_vj_hlr2_rebel]'.
[20:35:56	]Eric Bayer has spawned a 'NPC [4977][npc_vj_hlr2_rebel]'.
[20:36:23	]Eric Bayer has spawned a 'NPC [4887][npc_vj_civil_protection_z]'.
[20:36:24	]Eric Bayer has spawned a 'NPC [4992][npc_vj_civil_protection_z]'.
[20:36:25	]Eric Bayer has spawned a 'NPC [5023][npc_vj_civil_protection_z]'.
[20:36:26	]Razi Oliver has gained level 20 in the Guns skill.
[20:36:26	]Razi Oliver has critically hit npc_vj_hlr2_rebel in the stomach dealing 22 damage (CritChance was 0.87).
[20:36:33	]Razi Oliver has critically hit npc_vj_civil_protection_z in the left leg dealing 21 damage (CritChance was 0.87).
[20:36:33	]Razi Oliver has critically hit npc_vj_civil_protection_z in the chest dealing 22 damage (CritChance was 0.87).
[20:36:44	]Eric Bayer has used a context menu option with the name: vj_pr_npc_gib
[20:36:51	]Eric Bayer has spawned a 'NPC [4870][npc_vj_hunter2_z]'.
[20:36:51	]Razi Oliver has gained a '30rnd AK-magazine' #2050026.
[20:36:51	]Razi Oliver has lost a '30rnd AK-magazine' #2050027.
[20:36:56	]Razi Oliver has taken 5 damage from Overwatch Soldier.
[20:36:56	]Razi Oliver has hit npc_vj_overwatch_soldier_z dealing 14 damage (CritChance was 0.87).
[20:36:56	]Razi Oliver has taken 5 damage from Overwatch Soldier.
[20:36:56	]Razi Oliver has gained level 21 in the Guns skill.
[20:36:56	]Razi Oliver has critically hit npc_vj_overwatch_soldier_z in the right arm dealing 19 damage (CritChance was 0.87).
[20:36:56	]Razi Oliver has taken 5 damage from Overwatch Soldier.
[20:36:56	]Razi Oliver has critically hit npc_vj_overwatch_soldier_z dealing 22 damage (CritChance was 0.88).
[20:36:57	]Razi Oliver has critically hit npc_vj_overwatch_soldier_z dealing 22 damage (CritChance was 0.88).
[20:36:59	]Razi Oliver has gained a '30rnd AK-magazine' #2050027.
[20:36:59	]Razi Oliver has lost a '30rnd AK-magazine' #2050026.
[20:37:03	]Eric Bayer has spawned a bullets_assaultrifle.
[20:37:03	]Eric Bayer has spawned a bullets_assaultrifle.
[20:37:06	]Eric Bayer has spawned a bullets_assaultrifle.
[20:37:07	]Eric Bayer has spawned a bullets_assaultrifle.
[20:37:09	]Razi Oliver ran 'take' on item 'Assault Rifle Bullets' (#2050052)
[20:37:09	]Razi Oliver has gained a 'Assault Rifle Bullets' #2050052.
[20:37:11	]Razi Oliver ran 'combine' on item '30rnd AK-magazine' (#2050027)
[20:37:12	]Razi Oliver has gained a '30rnd AK-magazine' #2050026.
[20:37:12	]Razi Oliver has lost a '30rnd AK-magazine' #2050027.
[20:37:14	]Razi Oliver ran 'take' on item 'Assault Rifle Bullets' (#2050051)
[20:37:14	]Razi Oliver has gained a 'Assault Rifle Bullets' #2050051.
[20:37:16	]Razi Oliver ran 'combine' on item '30rnd AK-magazine' (#2050026)
[20:37:23	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.88).
[20:37:25	]Razi Oliver has gained level 22 in the Guns skill.
[20:37:25	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.88).
[20:37:25	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.89).
[20:37:25	]Razi Oliver has hit npc_vj_hunter2_z dealing 0 damage (CritChance was 0.89).
[20:37:25	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.89).
[20:37:26	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.89).
[20:37:26	]Razi Oliver has gained level 23 in the Guns skill.
[20:37:26	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 0 damage (CritChance was 0.89).
[20:37:26	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.90).
[20:37:26	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.90).
[20:37:28	]Razi Oliver has taken 8 damage from Hunter Synth.
[20:37:28	]Razi Oliver has taken 8 damage from Hunter Synth.
[20:37:28	]Razi Oliver has taken 8 damage from Hunter Synth.
[20:37:28	]Razi Oliver has taken 8 damage from Hunter Synth.
[20:37:42	]Razi Oliver has gained a '30rnd AK-magazine' #2050027.
[20:37:42	]Razi Oliver has lost a '30rnd AK-magazine' #2050026.
[20:37:47	]Razi Oliver has taken 20 damage from Hunter Synth.
[20:37:47	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.90).
[20:37:47	]Razi Oliver has gained level 24 in the Guns skill.
[20:37:47	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.90).
[20:37:47	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.91).
[20:37:47	]Razi Oliver has taken 1 damage from Hunter Synth.
[20:37:47	]Razi Oliver has taken 1 damage from Hunter Synth.
[20:37:48	]Razi Oliver has taken 1 damage from Hunter Synth.
[20:37:48	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 0 damage (CritChance was 0.91).
[20:37:48	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.91).
[20:37:48	]Razi Oliver has gained level 25 in the Guns skill.
[20:37:48	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 0 damage (CritChance was 0.91).
[20:37:48	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.92).
[20:37:48	]Razi Oliver has taken 1 damage from Hunter Synth.
[20:37:48	]Razi Oliver has hit npc_vj_hunter2_z dealing 14 damage (CritChance was 0.92).
[20:37:48	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.92).
[20:37:48	]Razi Oliver has gained level 26 in the Guns skill.
[20:37:48	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.92).
[20:37:48	]Razi Oliver has taken 1 damage from Hunter Synth.
[20:37:48	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.92).
[20:37:48	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.92).
[20:37:48	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.92).
[20:37:49	]Razi Oliver has taken 1 damage from Hunter Synth.
[20:37:49	]Razi Oliver has gained level 27 in the Guns skill.
[20:37:49	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.92).
[20:37:49	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.93).
[20:37:49	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.93).
[20:37:49	]Razi Oliver has taken 1 damage from Hunter Synth.
[20:37:49	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.93).
[20:37:49	]Razi Oliver has gained level 28 in the Guns skill.
[20:37:49	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.93).
[20:37:49	]Razi Oliver has taken 1 damage from Hunter Synth.
[20:37:49	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.94).
[20:37:49	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.94).
[20:37:50	]Razi Oliver has taken 1 damage from Hunter Synth.
[20:37:50	]Razi Oliver has critically hit npc_vj_hunter2_z dealing 22 damage (CritChance was 0.94).
[20:37:50	]Razi Oliver has taken 1 damage from worldspawn.
[20:37:52	]Razi Oliver has gained a '30rnd AK-magazine' #2050026.
[20:37:52	]Razi Oliver has lost a '30rnd AK-magazine' #2050027.
[20:37:52	]Razi Oliver has taken 12 damage from Overwatch Soldier.
[20:37:55	]Razi Oliver has gained level 29 in the Guns skill.
[20:37:55	]Razi Oliver has critically hit npc_vj_overwatch_soldier_z in the head dealing 24 damage (CritChance was 0.94).
[20:37:56	]Eric Bayer has used a context menu option with the name: vj_pr_npc_gib
[20:38:00	]Razi Oliver ran 'combine' on item '30rnd AK-magazine' (#2050026)
[20:38:27	]Eric Bayer entered observer.
[20:38:29	]Eric Bayer entered observer.
[20:38:39	]Razi Oliver has gained a '30rnd AK-magazine' #2050027.
[20:38:39	]Razi Oliver has lost a '30rnd AK-magazine' #2050026.
[20:38:50	]Razi Oliver ran 'removeMag' on item 'AKM' (#2050025)
[20:38:50	]Razi Oliver has gained a '30rnd AK-magazine' #2050026.
[20:38:51	]Eric Bayer is fully healed.
[20:38:53	]Razi Oliver ran 'unload' on item '30rnd AK-magazine' (#2050026)
[20:38:53	]Razi Oliver has gained a 'Assault Rifle Bullets' #2050053.
[20:38:54	]Razi Oliver ran 'combine' on item '30rnd AK-magazine' (#2050027)
[20:38:55	]Razi Oliver has lost a '30rnd AK-magazine' #2050027.
[20:39:21	]Razi Oliver has gained level 25 in the Speed skill.
[20:39:21	]Eric Bayer entered observer.
[20:39:22	]Eric Bayer entered observer.
[20:39:24	]Razi Oliver has gained level 26 in the Speed skill.
[20:39:37	]Eric Bayer entered observer.
[20:39:38	]Eric Bayer exited observer at their location.
[20:39:39	]Eric Bayer entered observer.
[20:39:41	]Kappatalist (STEAM_0:1:86900379) has disconnected.
[20:40:34	]delo (STEAM_0:1:96149868) has disconnected.
[20:42:21	]delo has connected.
[20:43:03	]delo loaded the character 'Razi Oliver'
[20:43:17	]Razi Oliver used command '/PrintStaffList'.
[20:45:49	]Razi Oliver used command '/LinkAccount https://willard.network/forums/members/delo1127.4083/'.
[20:46:07	]Razi Oliver used command '/LinkComplete XOaC8aIKaGim'.
[20:46:19	]Razi Oliver used command '/PrintStaffList'.
[20:47:03	]delo (STEAM_0:1:96149868) has disconnected.
[20:48:42	]delo has connected.
[20:49:31	]delo loaded the character 'Razi Oliver'
[20:49:43	]Razi Oliver has spawned 'models/props_junk/PlasticCrate01a.mdl'.
[20:50:16	]Razi Oliver used command '/ToggleFlight'.
[20:50:40	]Razi Oliver used command '/LinkRemove'.
[20:50:58	]Razi Oliver used command '/LinkAccount https://willard.network/forums/members/delo1127.4083/'.
