[14:30:47	]garry has connected.
[21:42:29	]test char has taken 6 damage from C17:RCT.YELLO-83.
[21:42:29	]Drakk entered observer.
[21:42:29	]C17:RCT.YELLO-83 has gained a '30rnd Pulse-magazine' #1659903.
[21:42:29	]C17:RCT.YELLO-83 has lost a '30rnd Pulse-magazine' #1659902.
[21:42:30	]test char has gained a '30rnd AK-magazine' #1659788.
[21:42:30	]test char has lost a '30rnd AK-magazine' #1659789.
[21:42:32	]test char is fully healed.
[21:42:32	]C17:RCT.YELLO-83 has critically hit test char in the right arm dealing 7 damage (CritChance was 1.01).
[21:42:32	]test char has taken 6 damage from C17:RCT.YELLO-83.
[21:42:32	]C17:RCT.YELLO-83 has critically hit test char in the left arm dealing 7 damage (CritChance was 1.01).
[21:42:32	]test char has taken 6 damage from C17:RCT.YELLO-83.
[21:42:32	]test char has hit C17:RCT.YELLO-83 in the stomach dealing 14 damage (CritChance was 0.15).
[21:42:32	]C17:RCT.YELLO-83 has taken 14 damage from test char.
[21:42:33	]C17:RCT.YELLO-83 has critically hit test char in the right arm dealing 7 damage (CritChance was 1.01).
[21:42:33	]test char has taken 6 damage from C17:RCT.YELLO-83.
[21:42:33	]C17:RCT.YELLO-83 has critically hit test char in the left arm dealing 0 damage (CritChance was 1.01).
[21:42:33	]C17:RCT.YELLO-83 has critically hit test char in the left arm dealing 0 damage (CritChance was 1.01).
[21:42:33	]C17:RCT.YELLO-83 has critically hit test char in the left arm dealing 0 damage (CritChance was 1.01).
[21:42:33	]C17:RCT.YELLO-83 has critically hit test char in the left arm dealing 7 damage (CritChance was 1.01).
[21:42:33	]test char has taken 6 damage from C17:RCT.YELLO-83.
[21:42:33	]C17:RCT.YELLO-83 has critically hit test char in the chest dealing 25 damage (CritChance was 1.01).
[21:42:33	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:33	]C17:RCT.YELLO-83 has critically hit test char in the head dealing 27 damage (CritChance was 1.01).
[21:42:33	]test char has taken 27 damage from C17:RCT.YELLO-83.
[21:42:33	]C17:RCT.YELLO-83 has critically hit test char in the chest dealing 25 damage (CritChance was 1.01).
[21:42:33	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:33	]C17:RCT.YELLO-83 has critically hit test char in the chest dealing 25 damage (CritChance was 1.01).
[21:42:33	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:34	]C17:RCT.YELLO-83 has critically hit test char in the head dealing 27 damage (CritChance was 1.01).
[21:42:34	]test char has taken 27 damage from C17:RCT.YELLO-83.
[21:42:34	]C17:RCT.YELLO-83 has critically hit test char in the head dealing 27 damage (CritChance was 1.01).
[21:42:34	]test char has taken 27 damage from C17:RCT.YELLO-83.
[21:42:34	]C17:RCT.YELLO-83 has critically hit test char in the head dealing 27 damage (CritChance was 1.01).
[21:42:34	]test char has taken 27 damage from C17:RCT.YELLO-83.
[21:42:34	]C17:RCT.YELLO-83 has critically hit test char in the chest dealing 25 damage (CritChance was 1.01).
[21:42:34	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:34	]C17:RCT.YELLO-83 has critically hit test char in the chest dealing 25 damage (CritChance was 1.01).
[21:42:34	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:34	]C17:RCT.YELLO-83 has critically hit test char in the head dealing 27 damage (CritChance was 1.01).
[21:42:34	]test char has taken 27 damage from C17:RCT.YELLO-83.
[21:42:34	]C17:RCT.YELLO-83 has critically hit test char in the head dealing 27 damage (CritChance was 1.01).
[21:42:34	]test char has taken 27 damage from C17:RCT.YELLO-83.
[21:42:35	]C17:RCT.YELLO-83 has critically hit test char in the chest dealing 25 damage (CritChance was 1.01).
[21:42:35	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:35	]C17:RCT.YELLO-83 has critically hit test char in the chest dealing 25 damage (CritChance was 1.01).
[21:42:35	]test char has taken 25 damage from C17:RCT.YELLO-83.
[21:42:35	]C17:RCT.YELLO-83 has critically hit test char in the head dealing 27 damage (CritChance was 1.01).
[21:42:35	]test char has taken 27 damage from C17:RCT.YELLO-83.
[21:42:37	]test char is fully healed.
[21:42:37	]C17:RCT.YELLO-83 is fully healed.
[21:42:38	][IC] C17:RCT.YELLO-83: <:: Real. ::>
[21:42:40	]Drakk exited observer at their location.
[21:42:41	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[21:42:42	]test char has taken 5 damage from C17:RCT.YELLO-83.
[21:42:42	]C17:RCT.YELLO-83 has damaged test char, dealing 5.0012 with ix_hands
[21:42:42	]test char is fully healed.
[21:42:47	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[21:42:49	]C17:RCT.YELLO-83 has gained a '30rnd Pulse-magazine' #1659902.
[21:42:49	]C17:RCT.YELLO-83 has lost a '30rnd Pulse-magazine' #1659901.
[21:42:54	]C17:RCT.YELLO-83 ran 'combine' on item '30rnd Pulse-magazine' (#1659903)
[21:42:55	]C17:RCT.YELLO-83 ran 'combine' on item '30rnd Pulse-magazine' (#1659902)
[21:42:56	]C17:RCT.YELLO-83 ran 'combine' on item '30rnd Pulse-magazine' (#1659904)
[21:42:57	]C17:RCT.YELLO-83 ran 'combine' on item '30rnd Pulse-magazine' (#1659905)
[21:42:58	]C17:RCT.YELLO-83 ran 'take' on item 'Pulse Rifle Bullets' (#1659946)
[21:42:58	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659946.
[21:42:59	]C17:RCT.YELLO-83 ran 'take' on item 'Pulse Rifle Bullets' (#1659947)
[21:42:59	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659947.
[21:43:00	]C17:RCT.YELLO-83 ran 'take' on item 'Pulse Rifle Bullets' (#1659948)
[21:43:00	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659948.
[21:43:01	]C17:RCT.YELLO-83 ran 'take' on item 'Pulse Rifle Bullets' (#1659949)
[21:43:01	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659949.
[21:43:06	]Drakk has given himself a stunstick.
[21:43:06	]Drakk has gained a 'Stunstick' #1659952.
[21:43:08	]Drakk ran 'Equip' on item 'Stunstick' (#1659952)
[21:43:11	]Drakk ran 'EquipUn' on item 'AKM' (#1659827)
[21:43:12	]Drakk ran 'Equip' on item 'Stunstick' (#1659952)
[21:43:13	]Drakk ran 'Equip' on item 'Stunstick' (#1659952)
[21:43:14	]Drakk ran 'EquipUn' on item 'Rappel Gear' (#1659813)
[21:43:14	]Drakk ran 'Equip' on item 'Stunstick' (#1659952)
[21:43:18	]S10/OWS.GHOST-76 has given himself a rappel_gear.
[21:43:18	]S10/OWS.GHOST-76 has gained a 'Rappel Gear' #1659953.
[21:43:26	]Drakk entered observer.
[21:43:32	]Drakk exited observer at their location.
[21:43:35	]S10/OWS.GHOST-76 was just knocked out due to: hit by stunstick owned by Drakk
[21:43:36	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659935)
[21:43:36	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659935.
[21:43:36	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659934)
[21:43:36	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659934.
[21:43:36	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659938)
[21:43:36	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659938.
[21:43:36	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659910)
[21:43:36	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659910.
[21:43:42	]C17:RCT.YELLO-83 ran 'Repair' on item 'OTA Elite Uniform' (#1655090)
[21:43:42	][IC] Drakk: Excuse me.
[21:43:44	]C17:RCT.YELLO-83 has gained a '30rnd Pulse-magazine' #1659901.
[21:43:48	]C17:RCT.YELLO-83 used command '/CharGetUp'.
[21:43:48	]test char has gained a '30rnd AK-magazine' #1659789.
[21:43:48	]test char was just knocked out due to: hit by stunstick owned by Drakk
[21:43:51	]C17:RCT.YELLO-83 used command '/CharGetUp'.
[21:43:51	]Drakk entered observer.
[21:43:59	]Drakk ran SAM command 'respawn' with arguments: '*'
[21:44:01	]Drakk entered observer.
[21:44:03	]Drakk is fully healed.
[21:44:05	]C17:RCT.YELLO-83 ran 'take' on item 'Pulse Rifle Bullets' (#1659934)
[21:44:05	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659934.
[21:44:06	]C17:RCT.YELLO-83 ran 'take' on item 'Pulse Rifle Bullets' (#1659938)
[21:44:06	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659938.
[21:44:07	]C17:RCT.YELLO-83 ran 'take' on item 'Pulse Rifle Bullets' (#1659910)
[21:44:07	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659910.
[21:44:09	]C17:RCT.YELLO-83 ran 'take' on item 'Pulse Rifle Bullets' (#1659935)
[21:44:09	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659935.
[21:44:16	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:44:41	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659933)
[21:44:41	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659933.
[21:44:43	]C17:RCT.YELLO-83 ran 'take' on item 'Pulse Rifle Bullets' (#1659933)
[21:44:43	]C17:RCT.YELLO-83 has gained a 'Pulse Rifle Bullets' #1659933.
[21:44:45	]C17:RCT.YELLO-83 ran 'drop' on item 'Repair Plating' (#1657788)
[21:44:45	]C17:RCT.YELLO-83 has lost a 'Repair Plating' #1657788.
[21:44:46	]C17:RCT.YELLO-83 ran 'take' on item 'Repair Plating' (#1657788)
[21:44:46	]C17:RCT.YELLO-83 has gained a 'Repair Plating' #1657788.
[21:44:50	]Imperator RAD-X loaded the character 'John Pierre Vievve'
[21:44:51	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:44:58	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659947)
[21:44:58	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659947.
[21:44:59	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659911)
[21:44:59	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659911.
[21:44:59	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659946)
[21:44:59	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659946.
[21:45:00	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659948)
[21:45:00	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659948.
[21:45:02	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:45:05	]C17:RCT.YELLO-83 has gained 0 chips.
[21:45:05	]C17:RCT.YELLO-83 has gained a 'Popper' #1659954.
[21:45:28	][IC] C17:RCT.YELLO-83: <:: Damn i remember when you died. ::>
[21:45:39	][IC] John Pierre Vievve: Ah yeah, blowing my brains out.
[21:45:42	][IC] John Pierre Vievve: With the deagle.
[21:45:52	][IC] C17:RCT.YELLO-83: <:: No that wasnt me i dont even play CP/OTA. ::>
[21:45:54	][IC] C17:RCT.YELLO-83: <:: :troll:. ::>
[21:45:57	][IC] John Pierre Vievve: It was me.
[21:46:06	][IC] C17:RCT.YELLO-83: <:: ?!?! ::>
[21:46:10	][IC] John Pierre Vievve: Suicide.
[21:46:12	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[21:46:14	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[21:46:15	]C17:RCT.YELLO-83 has damaged npc_combine_camera, dealing 5.0015 with ix_hands
[21:46:16	]C17:RCT.YELLO-83 has damaged npc_combine_camera, dealing 5.0015 with ix_hands
[21:46:17	]C17:RCT.YELLO-83 has damaged npc_combine_camera, dealing 5.0015 with ix_hands
[21:46:17	][IC] John Pierre Vievve: So the OTA couldn't kill me.
[21:46:18	]C17:RCT.YELLO-83 has damaged npc_combine_camera, dealing 5.0015 with ix_hands
[21:46:19	]C17:RCT.YELLO-83 has damaged npc_combine_camera, dealing 5.0015 with ix_hands
[21:46:20	]C17:RCT.YELLO-83 has damaged npc_combine_camera, dealing 5.0015 with ix_hands
[21:46:20	]C17:RCT.YELLO-83 has damaged npc_combine_camera, dealing 5.0015 with ix_hands
[21:46:21	]C17:RCT.YELLO-83 has damaged npc_combine_camera, dealing 5.0015 with ix_hands
[21:46:22	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[21:46:23	]John Pierre Vievve has damaged npc_combine_camera, dealing 5.0003 with ix_hands
[21:46:24	]John Pierre Vievve has damaged npc_combine_camera, dealing 5.0003 with ix_hands
[21:46:24	][IC] C17:RCT.YELLO-83: <:: L suicider. ::>
[21:46:32	]John Pierre Vievve has given himself a riotshield.
[21:46:37	]John Pierre Vievve has given himself a riotshield.
[21:46:37	]John Pierre Vievve has gained a 'Riot Shield' #1659955.
[21:46:39	]John Pierre Vievve ran 'Equip' on item 'Riot Shield' (#1659955)
[21:46:41	]John Pierre Vievve ran 'Equip' on item 'Riot Shield' (#1659955)
[21:46:42	]John Pierre Vievve ran 'Equip' on item 'Riot Shield' (#1659955)
[21:46:42	]John Pierre Vievve ran 'Equip' on item 'Riot Shield' (#1659955)
[21:46:44	]John Pierre Vievve ran 'drop' on item 'Riot Shield' (#1659955)
[21:46:44	]John Pierre Vievve has lost a 'Riot Shield' #1659955.
[21:46:47	]John Pierre Vievve has used a context menu option with the name: rb655_dissolve
[21:46:48	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659912)
[21:46:48	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659912.
[21:46:48	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659913)
[21:46:48	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659913.
[21:46:49	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659937)
[21:46:49	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659937.
[21:46:49	]env_entity_dissolver destroyed a 'Riot Shield' #1659955.
[21:46:53	]C17:RCT.YELLO-83 ran 'combine' on item '30rnd Pulse-magazine' (#1659901)
[21:46:54	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659949)
[21:46:54	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659949.
[21:46:58	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:46:59	]C17:RCT.YELLO-83 has gained 0 chips.
[21:46:59	]C17:RCT.YELLO-83 has gained a 'Frag Grenade' #1659956.
[21:47:03	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659938)
[21:47:03	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659938.
[21:47:04	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:47:05	]C17:RCT.YELLO-83 has gained 0 chips.
[21:47:05	]C17:RCT.YELLO-83 has gained a 'Frag Grenade' #1659957.
[21:47:18	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:47:19	]John Pierre Vievve has spawned a id_card_blank.
[21:47:35	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:47:37	]John Pierre Vievve entered observer.
[21:47:38	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:47:39	]John Pierre Vievve exited observer at their location.
[21:47:41	]C17:RCT.YELLO-83 has gained 0 chips.
[21:47:41	]C17:RCT.YELLO-83 has gained a '6rnd Popper-magazine' #1659959.
[21:47:42	]C17:RCT.YELLO-83 has gained 0 chips.
[21:47:42	]C17:RCT.YELLO-83 has gained a '6rnd Popper-magazine' #1659960.
[21:47:42	]C17:RCT.YELLO-83 has gained 0 chips.
[21:47:42	]C17:RCT.YELLO-83 has gained a '6rnd Popper-magazine' #1659961.
[21:47:43	]C17:RCT.YELLO-83 has gained 0 chips.
[21:47:47	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659910)
[21:47:47	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659910.
[21:47:52	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659934)
[21:47:52	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659934.
[21:47:52	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659931)
[21:47:52	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659931.
[21:47:53	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659932)
[21:47:53	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659932.
[21:47:53	]C17:RCT.YELLO-83 ran 'drop' on item 'Pulse Rifle Bullets' (#1659940)
[21:47:53	]C17:RCT.YELLO-83 has lost a 'Pulse Rifle Bullets' #1659940.
[21:47:54	]John Pierre Vievve has used a context menu option with the name: remove
[21:47:57	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:47:58	]John Pierre Vievve has spawned a combine_card.
[21:47:59	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:48:01	]C17:RCT.YELLO-83 ran 'take' on item '6rnd Popper-magazine' (#1659962)
[21:48:01	]C17:RCT.YELLO-83 has gained a '6rnd Popper-magazine' #1659962.
[21:48:10	]John Pierre Vievve entered observer.
[21:48:10	]John Pierre Vievve exited observer at their location.
[21:48:13	]John Pierre Vievve has used a context menu option with the name: remove
[21:48:28	]John Pierre Vievve has given himself a breach.
[21:48:28	]John Pierre Vievve has gained a 'Breaching Charge' #1659964.
[21:48:34	]John Pierre Vievve ran 'Place' on item 'Breaching Charge' (#1659964)
[21:48:45	][IC] John Pierre Vievve: Shame.
[21:48:50	]John Pierre Vievve used command '/CharFallOver 1'.
[21:48:51	]John Pierre Vievve used command '/CharGetUp'.
[21:49:03	][IC] C17:RCT.YELLO-83: <:: Real door. ::>
[21:49:08	]John Pierre Vievve used command '/CharFallOver 1'.
[21:49:33	][IT] John Pierre Vievve: The door is walking.
[21:49:48	][IC] C17:RCT.YELLO-83: <:: Swarm outbreak in sector. ::>
[21:49:49	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[21:49:52	]C17:RCT.YELLO-83 has lost a '30rnd Pulse-magazine' #1659905.
[21:49:57	]C17:RCT.YELLO-83 has critically hit John Pierre Vievve dealing 25 damage (CritChance was 1.01).
[21:49:57	]John Pierre Vievve has taken 25 damage from C17:RCT.YELLO-83.
[21:49:59	]C17:RCT.YELLO-83 has gained a '30rnd Pulse-magazine' #1659905.
[21:49:59	]C17:RCT.YELLO-83 has lost a '30rnd Pulse-magazine' #1659904.
[21:50:02	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[21:50:10	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:50:12	]test char has gone afk.
[21:50:19	]S10/OWS.GHOST-76 entered observer.
[21:50:20	]John Pierre Vievve entered observer.
[21:50:21	]S10/OWS.GHOST-76 exited observer at their location.
[21:50:21	]S10/OWS.GHOST-76 entered observer.
[21:50:21	]S10/OWS.GHOST-76 exited observer at their location.
[21:50:24	]C17:RCT.YELLO-83 ran 'combine' on item '30rnd Pulse-magazine' (#1659905)
[21:50:26	]John Pierre Vievve exited observer at their location.
[21:50:35	]John Pierre Vievve has given himself a stunstick.
[21:50:35	]John Pierre Vievve has gained a 'Stunstick' #1659965.
[21:50:36	]S10/OWS.GHOST-76 entered observer.
[21:50:36	]John Pierre Vievve ran 'Equip' on item 'Stunstick' (#1659965)
[21:50:38	]S10/OWS.GHOST-76 exited observer at their location.
[21:50:47	]S10/OWS.GHOST-76 ran 'Equip' on item 'Rappel Gear' (#1659814)
[21:50:53	]John Pierre Vievve entered observer.
[21:50:54	]John Pierre Vievve exited observer at their location.
[21:50:54	]S10/OWS.GHOST-76 has used a context menu option with the name: remove
[21:50:55	]S10/OWS.GHOST-76 has used a context menu option with the name: rb655_door_lock
[21:50:57	]S10/OWS.GHOST-76 has used a context menu option with the name: remove
[21:50:57	]John Pierre Vievve has given himself a rappel_gear.
[21:50:57	]John Pierre Vievve has gained a 'Rappel Gear' #1659966.
[21:51:05	]test char entered observer.
[21:51:07	]John Pierre Vievve ran 'Equip' on item 'Rappel Gear' (#1659966)
[21:51:07	]test char is no longer afk. Total time spent AFK: 350
[21:51:09	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:51:10	]test char exited observer at their location.
[21:51:11	]John Pierre Vievve ran 'EquipUn' on item 'Stunstick' (#1659965)
[21:51:12	]John Pierre Vievve ran 'Equip' on item 'Rappel Gear' (#1659966)
[21:51:12	]C17:RCT.YELLO-83 has gained 0 chips.
[21:51:12	]C17:RCT.YELLO-83 has gained a '357 Rounds' #1659967.
[21:51:13	]C17:RCT.YELLO-83 has gained 0 chips.
[21:51:13	]C17:RCT.YELLO-83 has gained a '357 Rounds' #1659968.
[21:51:13	]C17:RCT.YELLO-83 has gained 0 chips.
[21:51:13	]C17:RCT.YELLO-83 has gained a '357 Rounds' #1659969.
[21:51:14	]C17:RCT.YELLO-83 has gained 0 chips.
[21:51:14	]C17:RCT.YELLO-83 has gained a '357 Rounds' #1659970.
[21:51:14	]C17:RCT.YELLO-83 has gained 0 chips.
[21:51:14	]C17:RCT.YELLO-83 has gained a '357 Rounds' #1659971.
[21:51:15	]C17:RCT.YELLO-83 has gained 0 chips.
[21:51:15	]C17:RCT.YELLO-83 has gained a '357 Rounds' #1659972.
[21:51:15	]C17:RCT.YELLO-83 has gained 0 chips.
[21:51:16	]C17:RCT.YELLO-83 has gained 0 chips.
[21:51:18	]C17:RCT.YELLO-83 ran 'combine' on item '6rnd Popper-magazine' (#1659960)
[21:51:19	]S10/OWS.GHOST-76 has used a context menu option with the name: remove
[21:51:20	]C17:RCT.YELLO-83 ran 'combine' on item '6rnd Popper-magazine' (#1659961)
[21:51:21	]test char has fired a toolgun with the name: light
[21:51:21	]S10/OWS.GHOST-76 has used a context menu option with the name: remove
[21:51:21	]C17:RCT.YELLO-83 ran 'combine' on item '6rnd Popper-magazine' (#1659959)
[21:51:22	]C17:RCT.YELLO-83 ran 'combine' on item '6rnd Popper-magazine' (#1659962)
[21:51:23	]test char has fired a toolgun with the name: light
[21:51:24	]S10/OWS.GHOST-76 has used a context menu option with the name: remove
[21:51:25	]S10/OWS.GHOST-76 has used a context menu option with the name: remove
[21:51:26	]S10/OWS.GHOST-76 entered observer.
[21:51:27	]C17:RCT.YELLO-83 ran 'take' on item '357 Rounds' (#1659974)
[21:51:27	]C17:RCT.YELLO-83 has gained a '357 Rounds' #1659974.
[21:51:27	]C17:RCT.YELLO-83 used the 'Munition Lady' vendor.
[21:51:29	]C17:RCT.YELLO-83 ran 'combine' on item '357 Rounds' (#1659968)
[21:51:29	]S10/OWS.GHOST-76 exited observer at their location.
[21:51:30	]C17:RCT.YELLO-83 ran 'drop' on item '357 Rounds' (#1659974)
[21:51:30	]C17:RCT.YELLO-83 has lost a '357 Rounds' #1659974.
[21:51:39	]John Pierre Vievve entered observer.
[21:51:50	]John Pierre Vievve exited observer at their location.
[21:51:54	]S10/OWS.GHOST-76 entered observer.
[21:51:55	]C17:RCT.YELLO-83 ran 'drop' on item '357 Rounds' (#1659970)
[21:51:55	]C17:RCT.YELLO-83 has lost a '357 Rounds' #1659970.
[21:51:57	]C17:RCT.YELLO-83 ran 'take' on item '357 Rounds' (#1659970)
[21:51:57	]C17:RCT.YELLO-83 has gained a '357 Rounds' #1659970.
[21:51:58	]S10/OWS.GHOST-76 exited observer at their location.
[21:52:02	]test char entered observer.
[21:52:09	]C17:RCT.YELLO-83 ran 'Equip' on item 'Popper' (#1659954)
[21:52:11	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[21:52:13	]test char exited observer at their location.
[21:52:17	]test char entered observer.
[21:52:21	]test char exited observer at their location.
[21:52:21	]S10/OWS.GHOST-76 entered observer.
[21:52:23	]test char entered observer.
[21:52:26	]S10/OWS.GHOST-76 exited observer at their location.
[21:52:27	]human loaded the character 'S10/OWS.GHOST-11'
[21:52:32	]test char exited observer at their location.
[21:52:47	]S10/OWS.GHOST-11 ran 'Equip' on item 'Frag Grenade' (#1659231)
[21:52:49	]S10/OWS.GHOST-11 used command '/ToggleRaise'.
[21:52:51	]John Pierre Vievve entered observer.
[21:52:52	]John Pierre Vievve exited observer at their location.
[21:52:54	]S10/OWS.GHOST-11 destroyed a '357 Rounds' #1659974.
[21:52:54	]S10/OWS.GHOST-11 destroyed a '357 Rounds' #1659973.
[21:52:54	]S10/OWS.GHOST-11 destroyed a 'Pulse Rifle Bullets' #1659940.
[21:52:54	]S10/OWS.GHOST-11 destroyed a 'Pulse Rifle Bullets' #1659934.
[21:52:54	]S10/OWS.GHOST-11 destroyed a 'Pulse Rifle Bullets' #1659910.
[21:52:54	]S10/OWS.GHOST-11 destroyed a 'Pulse Rifle Bullets' #1659938.
[21:52:54	]S10/OWS.GHOST-11 destroyed a 'Pulse Rifle Bullets' #1659949.
[21:52:54	]S10/OWS.GHOST-11 destroyed a 'Pulse Rifle Bullets' #1659937.
[21:52:54	]S10/OWS.GHOST-11 destroyed a 'Pulse Rifle Bullets' #1659913.
[21:52:54	]S10/OWS.GHOST-11 destroyed a 'Pulse Rifle Bullets' #1659912.
[21:52:54	]S10/OWS.GHOST-11 destroyed a 'Pulse Rifle Bullets' #1659948.
[21:52:54	]S10/OWS.GHOST-11 destroyed a 'Pulse Rifle Bullets' #1659946.
[21:52:54	]S10/OWS.GHOST-11 destroyed a 'Pulse Rifle Bullets' #1659911.
[21:52:54	]S10/OWS.GHOST-11 destroyed a 'Pulse Rifle Bullets' #1659947.
[21:52:54	]S10/OWS.GHOST-11 destroyed a 'Pulse Rifle Bullets' #1659950.
[21:52:54	]S10/OWS.GHOST-11 destroyed a 'Pulse Rifle Bullets' #1659931.
[21:52:54	]S10/OWS.GHOST-11 destroyed a 'Pulse Rifle Bullets' #1659932.
[21:52:55	]John Pierre Vievve entered observer.
[21:52:56	]S10/OWS.GHOST-11 used the 'Munition Lady' vendor.
[21:52:58	]S10/OWS.GHOST-76 entered observer.
[21:52:58	]S10/OWS.GHOST-11 has gained 0 chips.
[21:52:59	]S10/OWS.GHOST-11 has gained a 'Frag Grenade' #1659975.
[21:53:02	]S10/OWS.GHOST-76 exited observer at their location.
[21:53:02	]John Pierre Vievve exited observer at their location.
[21:53:03	]S10/OWS.GHOST-76 entered observer.
[21:53:03	]S10/OWS.GHOST-76 exited observer at their location.
[21:53:04	]S10/OWS.GHOST-11 used command '/ToggleRaise'.
[21:53:06	]S10/OWS.GHOST-11 has lost a '60rnd OTAR-magazine' #1659845.
[21:53:12	]S10/OWS.GHOST-11 used command '/ToggleRaise'.
[21:53:20	]test char entered observer.
[21:53:26	]John Pierre Vievve entered observer.
[21:53:26	]John Pierre Vievve exited observer at their location.
[21:53:27	]John Pierre Vievve entered observer.
[21:53:28	]S10/OWS.GHOST-76 has taken 42 damage from worldspawn.
[21:53:33	]S10/OWS.GHOST-76 ran SAM command 'hp' with arguments: '^' '150'
[21:53:33	]S10/OWS.GHOST-76 is fully healed.
[21:53:33	]John Pierre Vievve exited observer at their location.
[21:53:33	]S10/OWS.GHOST-76 entered observer.
[21:53:37	]S10/OWS.GHOST-76 exited observer at their location.
