[01:44:24	]Garratz has connected.
[02:40:27	]Michael Hoxworth has critically hit C17:RCT.YELLO-10 in the left arm dealing 0 damage (CritChance was 0.33).
[02:40:27	]Michael Hoxworth has critically hit C17:RCT.YELLO-10 in the left arm dealing 10 damage (CritChance was 0.33).
[02:40:27	]C17:RCT.YELLO-10 has taken 10 damage from Michael Hoxworth.
[02:40:30	]Pathfinder used command '/ToggleRaise'.
[02:40:31	]C17:RCT.YELLO-10 is fully healed.
[02:40:32	]Michael Hoxworth has gained a '6rnd Popper-magazine' #2047450.
[02:40:32	]Michael Hoxworth was just knocked out due to: hit by stunstick owned by Pathfinder
[02:40:33	][IC] Michael Hoxworth: Oh, wtf.
[02:40:37	][IC] Michael Hoxworth: That dealt only 10 damage.
[02:40:38	][IC] Pathfinder: Haha.
[02:40:42	][IC] Michael Hoxworth: Also, rabit.
[02:40:48	][OOC] C17:RCT.YELLO-10: rabit I switched characters and now I dont have perms :(
[02:40:51	][IC] Michael Hoxworth: What's the command to raise and lower weapon again?
[02:40:54	]Pathfinder used command '/ToggleRaise'.
[02:40:56	]C17:RCT.YELLO-10 was just knocked out due to: hit by stunstick owned by Pathfinder
[02:40:56	][IC] C17:RCT.YELLO-10: <:: Pathfinder. ::>
[02:40:58	][IC] Michael Hoxworth: I know it's arc something.
[02:40:59	]C17:RCT.YELLO-10 used command '/CharGetUp'.
[02:41:00	][IC] Pathfinder: Yes.
[02:41:03	][IC] Michael Hoxworth: But I wanna rebind it.
[02:41:11	]C17:RCT.YELLO-10 used command '/CharGetUp'.
[02:41:25	]Michael Hoxworth used command '/CharDesc'.
[02:41:54	][IC] Michael Hoxworth: Ha!
[02:41:57	]Michael Hoxworth has hit C17:RCT.YELLO-10 in the right leg dealing 10 damage (CritChance was 0.37).
[02:41:57	]C17:RCT.YELLO-10 has taken 10 damage from Michael Hoxworth.
[02:42:00	][IC] C17:RCT.YELLO-10: Woah.
[02:42:01	]C17:RCT.YELLO-10 is fully healed.
[02:42:02	][IC] C17:RCT.YELLO-10: Ugh... Agh-hgh.
[02:42:06	][IC] Michael Hoxworth: Ugh!
[02:42:08	][IC] C17:RCT.YELLO-10: Ugh... Agh.
[02:42:08	][IC] Michael Hoxworth: Oghhh.
[02:42:12	][IC] C17:RCT.YELLO-10: Ugh...
[02:42:15	][IC] C17:RCT.YELLO-10: Bro.
[02:42:16	]Michael Hoxworth has lost a '6rnd Popper-magazine' #2047451.
[02:42:16	][IC] C17:RCT.YELLO-10: Wtf.
[02:42:20	][IC] Michael Hoxworth: Cease.
[02:42:21	]Michael Hoxworth has gained a '6rnd Popper-magazine' #2047451.
[02:42:21	]Michael Hoxworth has lost a '6rnd Popper-magazine' #2047449.
[02:42:25	][IC] C17:RCT.YELLO-10: I neeeeed perms again :(.
[02:42:31	]Pathfinder entered observer.
[02:42:33	][IC] Michael Hoxworth: Rabit, what's the rebind command-.
[02:42:34	]Pathfinder exited observer at their location.
[02:42:38	]Pathfinder ran SAM command 'menu' with arguments: ''
[02:42:40	][IC] Michael Hoxworth: For the weapon raise.
[02:42:42	][IC] C17:RCT.YELLO-10: Bind stp "".
[02:42:43	][IC] C17:RCT.YELLO-10: Oh.
[02:42:50	]Pathfinder ran SAM command 'setrank' with arguments: '#2' 'gamemaster' '0'
[02:42:53	]Pathfinder entered observer.
[02:42:53	]Pathfinder exited observer at their location.
[02:42:56	]C17:RCT.YELLO-10 entered observer.
[02:42:56	]C17:RCT.YELLO-10 exited observer.
[02:43:01	]Michael Hoxworth has spawned a suppressionrifle.
[02:43:03	]Michael Hoxworth ran 'take' on item 'OSPR2A-EXP' (#2047483)
[02:43:03	]Michael Hoxworth has gained a 'OSPR2A-EXP' #2047483.
[02:43:04	][IC] C17:RCT.YELLO-10: Woah.
[02:43:05	]Michael Hoxworth ran 'Equip' on item 'OSPR2A-EXP' (#2047483)
[02:43:08	][IC] C17:RCT.YELLO-10: Calm down there bucko.
[02:43:12	][IC] Michael Hoxworth: No.
[02:43:17	][IC] C17:RCT.YELLO-10: I am just your local femcop.
[02:43:21	][IC] Michael Hoxworth: Even worse.
[02:43:29	][IC] C17:RCT.YELLO-10: Have you seen the really cool Luca Carusso anywhere?
[02:43:35	]Pathfinder used command '/PlaySound music/scary_tense/mining_alarm_1.ogg'.
[02:43:45	][IC] C17:RCT.YELLO-10: Oh god!
[02:43:48	][IC] Pathfinder: Oh no.
[02:43:52	][IC] Pathfinder: Run!
[02:43:59	][IC] Michael Hoxworth: You bitch!
[02:43:59	][IC] C17:RCT.YELLO-10: <:: No. ::>
[02:44:03	][IC] C17:RCT.YELLO-10: <:: Citizen. ::>
[02:44:05	]Michael Hoxworth has given himself a magazine_ospr_24rnd.
[02:44:05	]Michael Hoxworth has gained a '24rnd Heavy-Pulse Magazine' #2047484.
[02:44:06	]Michael Hoxworth has given himself a magazine_ospr_24rnd.
[02:44:06	]Michael Hoxworth has gained a '24rnd Heavy-Pulse Magazine' #2047485.
[02:44:13	][IC] C17:RCT.YELLO-10: <:: Yep, this was definitely the best career choice I ever made. ::>
[02:44:14	]Michael Hoxworth has given himself a bullets_heavypulse.
[02:44:14	]Michael Hoxworth has gained a 'Heavy Pulse Rounds' #2047486.
[02:44:15	]Michael Hoxworth has given himself a bullets_heavypulse.
[02:44:16	]Michael Hoxworth has given himself a bullets_heavypulse.
[02:44:20	]Michael Hoxworth ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#2047484)
[02:44:22	]Michael Hoxworth has lost a '24rnd Heavy-Pulse Magazine' #2047484.
[02:44:25	]C17:RCT.YELLO-10 has spawned a broken_cpuniform.
[02:44:30	][IC] C17:RCT.YELLO-10: <:: Broken? ::>
[02:44:36	]Pathfinder entered observer.
[02:44:41	]Pathfinder exited observer at their location.
[02:44:48	][IC] Michael Hoxworth: Probably for the rogue CPs.
[02:44:56	][IC] C17:RCT.YELLO-10: Can't even pick it up.
[02:45:03	]C17:RCT.YELLO-10 ran 'take' on item 'Broken CP Uniform' (#2047487)
[02:45:03	]C17:RCT.YELLO-10 has gained a 'Broken CP Uniform' #2047487.
[02:45:05	][IC] C17:RCT.YELLO-10: Yeah!
[02:45:14	][IC] C17:RCT.YELLO-10: Oh.
[02:45:16	][IC] C17:RCT.YELLO-10: You can't wear it.
[02:45:19	]C17:RCT.YELLO-10 ran 'drop' on item 'Broken CP Uniform' (#2047487)
[02:45:19	]C17:RCT.YELLO-10 has lost a 'Broken CP Uniform' #2047487.
[02:45:21	]Michael Hoxworth has given himself a uniform_s24.
[02:45:21	]Michael Hoxworth has gained a 'Summit 24 Elite Uniform' #2047488.
[02:45:22	]Michael Hoxworth has given himself a mask_ota.
[02:45:23	]Michael Hoxworth has gained a 'OTA Mask' #2047489.
[02:45:28	][IC] Pathfinder: What are you trying to do?
[02:45:29	][IC] C17:RCT.YELLO-10: Thought it would be like a rebel cp outfit.
[02:45:34	][IC] C17:RCT.YELLO-10: This broken CP uniform.
[02:45:38	]Pathfinder ran 'take' on item 'Broken CP Uniform' (#2047487)
[02:45:38	]Pathfinder has gained a 'Broken CP Uniform' #2047487.
[02:45:43	][IC] C17:RCT.YELLO-10: I thought there'd be a different model.
[02:45:46	]Pathfinder ran 'drop' on item 'Broken CP Uniform' (#2047487)
[02:45:46	]Pathfinder has lost a 'Broken CP Uniform' #2047487.
[02:45:52	][IC] C17:RCT.YELLO-10: Apparently not.
[02:45:54	]Michael Hoxworth ran 'drop' on item 'Magazine Pouch' (#2047431)
[02:45:54	]Michael Hoxworth has lost a 'Magazine Pouch' #2047431.
[02:45:56	]Pathfinder is admin-searching C17:RCT.YELLO-10's inventory.
[02:45:56	]Pathfinder has used a context menu option with the name: ixviewinventory
[02:45:58	]C17:RCT.YELLO-10 has spawned a uniform_cp_com.
[02:45:58	]Pathfinder has closed C17:RCT.YELLO-10's inventory.
[02:45:59	]C17:RCT.YELLO-10 ran 'take' on item 'CP Command Uniform' (#2047490)
[02:45:59	]C17:RCT.YELLO-10 has gained a 'CP Command Uniform' #2047490.
[02:46:01	]Michael Hoxworth has used a context menu option with the name: rb655_dissolve
[02:46:03	]env_entity_dissolver destroyed a 'Magazine Pouch' #2047431.
[02:46:09	][IC] C17:RCT.YELLO-10: Ota!
[02:46:14	]C17:RCT.YELLO-10 has spawned a mask_com.
[02:46:15	]C17:RCT.YELLO-10 has spawned a uniform_ofc.
[02:46:16	][IC] Pathfinder: Nice.
[02:46:16	]C17:RCT.YELLO-10 ran 'take' on item 'CP Captain Uniform' (#2047492)
[02:46:16	]C17:RCT.YELLO-10 has gained a 'CP Captain Uniform' #2047492.
[02:46:18	]C17:RCT.YELLO-10 ran 'take' on item 'Advanced CP Mask' (#2047491)
[02:46:18	]C17:RCT.YELLO-10 has gained a 'Advanced CP Mask' #2047491.
[02:46:19	][IC] C17:RCT.YELLO-10: No! Nooo!.
[02:46:27	][IC] Michael Hoxworth: <:: Extractor is live! ::>
[02:46:34	][IC] C17:RCT.YELLO-10: <:: Ew. ::>
[02:46:36	][IC] Michael Hoxworth: <:: Where are the new OTA voice lines? ::>
[02:46:38	][IC] C17:RCT.YELLO-10: <:: This mask is so ugly. ::>
[02:46:48	][IC] Pathfinder: Try looking in the thingy.
[02:46:55	][IC] Pathfinder: Information.
[02:47:06	][IC] Michael Hoxworth: <:: Ready weapons hostiles inbound. ::>
[02:47:09	][IC] C17:RCT.YELLO-10: <:: Your wife doesn't like me, does she? ::>
[02:47:13	][IC] Michael Hoxworth: <:: Yeah. ::>
[02:47:16	][IC] C17:RCT.YELLO-10: <:: What the-? ::>
[02:47:18	][IC] Michael Hoxworth: <:: Nope, nothing. ::>
[02:47:24	][IC] Michael Hoxworth: <:: Do I need to be in the OTA faction? ::>
[02:47:27	][IC] Pathfinder: OTA have diff from CP.
[02:47:31	][IC] Pathfinder: And yes.
[02:47:32	][IC] Michael Hoxworth: <:: Yeah, let me try. ::>
[02:47:40	]Pathfinder entered observer.
[02:47:41	]Pathfinder exited observer at their location.
[02:47:46	]Michael Hoxworth used command '/PlyWhitelist Michael Hoxworth Overwatch Transhuman Arm'.
[02:47:51	]Michael Hoxworth used command '/PlyWhitelist Michael Hoxworth OTA'.
[02:47:54	]Pathfinder used command '/PlyWhitelist hox overwatch'.
[02:47:58	][IC] C17:RCT.YELLO-10: Oh hod.
[02:48:03	][IC] C17:RCT.YELLO-10: Ai faction.
[02:48:05	]Pathfinder used command '/PlyWhitelist hox transhuman'.
[02:48:05	][IC] C17:RCT.YELLO-10: Please say..
[02:48:09	][IC] C17:RCT.YELLO-10: Report please.
[02:48:18	][IC] Michael Hoxworth: <:: Guh. ::>
[02:48:19	]Pathfinder used command '/PlyTransfer hox transhuman'.
[02:48:21	][IC] S10/OWS.GHOST-75: <:: Oh-. ::>
[02:48:23	][IC] S10/OWS.GHOST-75: <:: There we go. ::>
[02:48:31	]C17:RCT.YELLO-10 used command '/ActCheer'.
[02:48:40	]C17:RCT.YELLO-10 used command '/ActCheer'.
[02:48:56	][IC] S10/OWS.GHOST-75: <:: Hands up, don't move! ::>
[02:49:03	]Pathfinder used command '/ToggleRaise'.
[02:49:06	][IC] S10/OWS.GHOST-75: <:: Get back! ::>
[02:49:11	][IC] S10/OWS.GHOST-75: <:: Get back! ::>
[02:49:13	]S10/OWS.GHOST-75 has gained level 13 in the Guns skill.
[02:49:13	]S10/OWS.GHOST-75 has critically hit Pathfinder in the head dealing 29 damage (CritChance was 0.84).
[02:49:13	]Pathfinder has taken 29 damage from S10/OWS.GHOST-75.
[02:49:14	]C17:RCT.YELLO-10 has hit S10/OWS.GHOST-75 dealing 8 damage (CritChance was 0.32).
[02:49:14	]S10/OWS.GHOST-75 has taken 7 damage from C17:RCT.YELLO-10.
[02:49:14	]S10/OWS.GHOST-75 has critically hit Pathfinder in the head dealing 29 damage (CritChance was 0.85).
[02:49:14	]Pathfinder has taken 29 damage from S10/OWS.GHOST-75.
[02:49:14	]S10/OWS.GHOST-75 has gained a '6rnd Popper-magazine' #2047449.
[02:49:14	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047484.
[02:49:14	]S10/OWS.GHOST-75 was just knocked out due to: hit by stunstick owned by Pathfinder
[02:49:17	][IC] S10/OWS.GHOST-75: <:: HOLY. ::>
[02:49:18	]S10/OWS.GHOST-75 is fully healed.
[02:49:19	][IC] S10/OWS.GHOST-75: <:: THAT DEALS. ::>
[02:49:25	][IC] S10/OWS.GHOST-75: <:: A lot less than I expected. ::>
[02:49:29	][IC] Pathfinder: Gun skill.
[02:49:34	][IC] S10/OWS.GHOST-75: <:: Oh yeah. ::>
[02:49:36	][IC] Pathfinder: Less skill less dmg.
[02:49:37	][IC] S10/OWS.GHOST-75: <:: Need to raise it I guess. ::>
[02:49:40	][IC] C17:RCT.YELLO-10: <:: Ready to amputate. ::>
[02:49:43	][IC] S10/OWS.GHOST-75: <:: No. ::>
[02:49:44	]Pathfinder used command '/ToggleRaise'.
[02:49:46	]C17:RCT.YELLO-10 was just knocked out due to: hit by stunstick owned by Pathfinder
[02:49:50	][IC] C17:RCT.YELLO-10: <:: Shit! ::>
[02:49:53	][IC] S10/OWS.GHOST-75: <:: Agh! N-no! No! No! Get it off me! ::>
[02:49:58	][IC] C17:RCT.YELLO-10: <:: Damn. ::>
[02:50:04	][IC] C17:RCT.YELLO-10: <:: Officer needs help! ::>
[02:50:07	][IC] Pathfinder: Use !respawn.
[02:50:11	]C17:RCT.YELLO-10 ran SAM command 'respawn' with arguments: ''
[02:50:15	]C17:RCT.YELLO-10 used command '/CharGetUp'.
[02:50:17	][IC] S10/OWS.GHOST-75: <:: We can help you, it is safe! ::>
[02:50:23	][IC] Pathfinder: Aye alright.
[02:50:26	][IC] S10/OWS.GHOST-75: <:: Haha. ::>
[02:50:27	][IC] C17:RCT.YELLO-10: <:: I'm feelin' pretty good about myself today. ::>
[02:50:37	][IC] C17:RCT.YELLO-10: <:: Haha. ::>
[02:50:40	][IC] S10/OWS.GHOST-75: <:: Eugh, three parasitics inbound. ::>
[02:50:51	]S10/OWS.GHOST-75 ran 'drop' on item 'Popper' (#2047433)
[02:50:51	]S10/OWS.GHOST-75 has lost a 'Popper' #2047433.
[02:50:51	]C17:RCT.YELLO-10 has spawned a rave.
[02:50:52	]S10/OWS.GHOST-75 ran 'drop' on item '6rnd Popper-magazine' (#2047452)
[02:50:52	]S10/OWS.GHOST-75 has lost a '6rnd Popper-magazine' #2047452.
[02:50:52	]S10/OWS.GHOST-75 ran 'drop' on item '6rnd Popper-magazine' (#2047451)
[02:50:52	]S10/OWS.GHOST-75 has lost a '6rnd Popper-magazine' #2047451.
[02:50:53	]S10/OWS.GHOST-75 ran 'drop' on item '357 Rounds' (#2047454)
[02:50:53	]S10/OWS.GHOST-75 has lost a '357 Rounds' #2047454.
[02:50:53	]S10/OWS.GHOST-75 ran 'drop' on item '357 Rounds' (#2047455)
[02:50:53	]S10/OWS.GHOST-75 has lost a '357 Rounds' #2047455.
[02:50:53	]S10/OWS.GHOST-75 ran 'drop' on item '357 Rounds' (#2047457)
[02:50:53	]S10/OWS.GHOST-75 has lost a '357 Rounds' #2047457.
[02:50:54	]S10/OWS.GHOST-75 ran 'drop' on item '357 Rounds' (#2047458)
[02:50:54	]S10/OWS.GHOST-75 has lost a '357 Rounds' #2047458.
[02:50:54	]S10/OWS.GHOST-75 ran 'drop' on item '357 Rounds' (#2047453)
[02:50:54	]S10/OWS.GHOST-75 has lost a '357 Rounds' #2047453.
[02:50:55	]Pathfinder entered observer.
[02:50:55	]S10/OWS.GHOST-75 ran 'drop' on item '6rnd Popper-magazine' (#2047450)
[02:50:55	]S10/OWS.GHOST-75 has lost a '6rnd Popper-magazine' #2047450.
[02:50:55	]Pathfinder exited observer at their location.
[02:50:56	]S10/OWS.GHOST-75 ran 'drop' on item '6rnd Popper-magazine' (#2047446)
[02:50:56	]S10/OWS.GHOST-75 has lost a '6rnd Popper-magazine' #2047446.
[02:50:57	]S10/OWS.GHOST-75 ran 'drop' on item '6rnd Popper-magazine' (#2047449)
[02:50:57	]S10/OWS.GHOST-75 has lost a '6rnd Popper-magazine' #2047449.
[02:50:59	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:00	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:01	]env_entity_dissolver destroyed a '357 Rounds' #2047458.
[02:51:01	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:02	]env_entity_dissolver destroyed a '6rnd Popper-magazine' #2047446.
[02:51:03	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:03	]env_entity_dissolver destroyed a '357 Rounds' #2047455.
[02:51:04	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:05	]env_entity_dissolver destroyed a '6rnd Popper-magazine' #2047450.
[02:51:05	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:06	]env_entity_dissolver destroyed a '357 Rounds' #2047454.
[02:51:06	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:07	]env_entity_dissolver destroyed a '357 Rounds' #2047457.
[02:51:07	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:08	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:08	]env_entity_dissolver destroyed a '6rnd Popper-magazine' #2047449.
[02:51:09	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:09	]env_entity_dissolver destroyed a '6rnd Popper-magazine' #2047451.
[02:51:10	]env_entity_dissolver destroyed a '6rnd Popper-magazine' #2047452.
[02:51:11	]env_entity_dissolver destroyed a '357 Rounds' #2047453.
[02:51:16	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:18	]env_entity_dissolver destroyed a 'Popper' #2047433.
[02:51:20	][IC] C17:RCT.YELLO-10: <:: I heard we aren't getting those new stunsticks this year. ::>
[02:51:23	][IC] S10/OWS.GHOST-75: <:: No. ::>
[02:51:29	]C17:RCT.YELLO-10 ran 'Consume' on item 'RAVE' (#2047493)
[02:51:29	]C17:RCT.YELLO-10 has gained a level 5 short boost in Strength.
[02:51:31	]S10/OWS.GHOST-75 ran 'drop' on item 'CP Captain Uniform' (#2047420)
[02:51:31	]S10/OWS.GHOST-75 has lost a 'CP Captain Uniform' #2047420.
[02:51:32	]S10/OWS.GHOST-75 ran 'drop' on item 'The Executive' (#2047368)
[02:51:32	]S10/OWS.GHOST-75 has lost a 'The Executive' #2047368.
[02:51:32	]S10/OWS.GHOST-75 ran 'drop' on item 'Gloves' (#2047374)
[02:51:32	]S10/OWS.GHOST-75 has lost a 'Gloves' #2047374.
[02:51:33	]S10/OWS.GHOST-75 ran 'drop' on item 'Aviator Glasses' (#2047370)
[02:51:33	]S10/OWS.GHOST-75 has lost a 'Aviator Glasses' #2047370.
[02:51:34	]S10/OWS.GHOST-75 ran 'drop' on item 'Black Fedora' (#2047432)
[02:51:34	]S10/OWS.GHOST-75 has lost a 'Black Fedora' #2047432.
[02:51:34	]S10/OWS.GHOST-75 ran 'drop' on item 'The Authoritarian Trousers' (#2047397)
[02:51:34	]S10/OWS.GHOST-75 has lost a 'The Authoritarian Trousers' #2047397.
[02:51:35	]S10/OWS.GHOST-75 ran 'drop' on item 'Dress Shoes' (#2047373)
[02:51:35	]S10/OWS.GHOST-75 has lost a 'Dress Shoes' #2047373.
[02:51:40	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:41	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:42	]env_entity_dissolver destroyed a 'Dress Shoes' #2047373.
[02:51:44	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:45	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:46	]env_entity_dissolver destroyed a 'The Executive' #2047368.
[02:51:47	]env_entity_dissolver destroyed a 'The Authoritarian Trousers' #2047397.
[02:51:47	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:48	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:49	]env_entity_dissolver destroyed a 'Gloves' #2047374.
[02:51:50	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:50	]env_entity_dissolver destroyed a 'CP Captain Uniform' #2047420.
[02:51:51	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:51:52	]env_entity_dissolver destroyed a 'Black Fedora' #2047432.
[02:51:53	]env_entity_dissolver destroyed a 'Aviator Glasses' #2047370.
[02:51:58	][Y] S10/OWS.GHOST-75: <:: Stop. ::>
[02:52:04	][Y] Pathfinder: What?
[02:52:04	][Y] S10/OWS.GHOST-75: <:: Laggy as fuck. ::>
[02:52:11	][Y] Pathfinder: NOT ME BRO!
[02:52:17	][Y] C17:RCT.YELLO-10: Not me either.
[02:52:29	][Y] C17:RCT.YELLO-10: They need to make a rave spotify playlist.
[02:52:32	][Y] S10/OWS.GHOST-75: You're changing stormfox settings.
[02:52:37	]S10/OWS.GHOST-75 has spawned a uniform_owc.
[02:52:38	][Y] Pathfinder: Yeah!
[02:52:39	]S10/OWS.GHOST-75 ran 'take' on item 'OTA Squad Leader Uniform' (#2047494)
[02:52:39	]S10/OWS.GHOST-75 has gained a 'OTA Squad Leader Uniform' #2047494.
[02:52:42	]Pathfinder entered observer.
[02:52:48	][Y] C17:RCT.YELLO-10: Causes mad freezes.
[02:52:53	]S10/OWS.GHOST-75 has spawned a uniform_eow.
[02:52:53	]S10/OWS.GHOST-75 ran 'take' on item 'OTA Elite Uniform' (#2047495)
[02:52:53	]S10/OWS.GHOST-75 has gained a 'OTA Elite Uniform' #2047495.
[02:52:57	]C17:RCT.YELLO-10 used command '/ActCheer'.
[02:53:00	]S10/OWS.GHOST-75 has given himself a uniform_charger.
[02:53:00	]S10/OWS.GHOST-75 has gained a 'OTA Charger Uniform' #2047496.
[02:53:28	]C17:RCT.YELLO-10 used command '/RemoveDrugEffects yello'.
[02:53:31	][IC] C17:RCT.YELLO-10: Hi.
[02:53:33	][IC] S10/OWS.GHOST-75: <:: Hello. ::>
[02:53:39	]Pathfinder used command '/PlaySound ambience/speech/ca_vaannouncements.ogg'.
[02:53:39	]S10/OWS.GHOST-75 entered observer.
[02:53:40	]S10/OWS.GHOST-75 exited observer at their location.
[02:53:42	]Pathfinder exited observer at their location.
[02:53:44	][IC] C17:RCT.YELLO-10: Supressor is my fav one.
[02:53:52	]C17:RCT.YELLO-10 used command '/ActCheer'.
[02:53:55	]Pathfinder used command '/ActStand 2'.
[02:53:56	]S10/OWS.GHOST-75 has given himself a uniform_ota.
[02:53:56	]S10/OWS.GHOST-75 has gained a 'OTA Uniform' #2047497.
[02:54:02	]C17:RCT.YELLO-10 used command '/ActStand 2'.
[02:54:16	][IC] S10/OWS.GHOST-75: <:: Which uniform is used on the servers. ::>
[02:54:19	][IC] S10/OWS.GHOST-75: <:: The typical grunt one? ::>
[02:54:28	]S10/OWS.GHOST-75 has given himself a uniform_ocs.
[02:54:28	]S10/OWS.GHOST-75 has gained a 'Containment Uniform' #2047498.
[02:54:30	][IC] Pathfinder: Yours now is an OSL or ORD.
[02:54:38	]C17:RCT.YELLO-10 used command '/ExitAct'.
[02:54:39	]C17:RCT.YELLO-10 has spawned a civil_protection_ration.
[02:54:40	][IC] Pathfinder: Thats a grunt.
[02:54:41	][IC] S10/OWS.GHOST-75: <:: Ah. ::>
[02:54:41	]C17:RCT.YELLO-10 ran 'Open' on item 'Civil Protection Ration' (#2047499)
[02:54:41	]C17:RCT.YELLO-10 has gained a 'Metropolice Supplements' #2047500.
[02:54:41	]C17:RCT.YELLO-10 has gained a 'Soda Bob Brawn' #2047501.
[02:54:41	]C17:RCT.YELLO-10 has gained a 'Medium Credits Coupon' #2047502.
[02:54:43	][IC] S10/OWS.GHOST-75: <:: Containment uniform. ::>
[02:54:47	]S10/OWS.GHOST-75 ran 'drop' on item 'Summit 24 Elite Uniform' (#2047488)
[02:54:47	]S10/OWS.GHOST-75 has lost a 'Summit 24 Elite Uniform' #2047488.
[02:54:47	]S10/OWS.GHOST-75 ran 'drop' on item 'OTA Charger Uniform' (#2047496)
[02:54:47	]S10/OWS.GHOST-75 has lost a 'OTA Charger Uniform' #2047496.
[02:54:48	]S10/OWS.GHOST-75 ran 'drop' on item 'OTA Uniform' (#2047497)
[02:54:48	]S10/OWS.GHOST-75 has lost a 'OTA Uniform' #2047497.
[02:54:50	]Pathfinder used command '/ExitAct'.
[02:54:51	]S10/OWS.GHOST-75 ran 'drop' on item 'OTA Elite Uniform' (#2047495)
[02:54:51	]S10/OWS.GHOST-75 has lost a 'OTA Elite Uniform' #2047495.
[02:54:51	]C17:RCT.YELLO-10 ran 'Consume' on item 'Metropolice Supplements' (#2047500)
[02:54:51	]C17:RCT.YELLO-10 has gained a level 3 long boost in Strength.
[02:54:52	]S10/OWS.GHOST-75 ran 'drop' on item 'OTA Squad Leader Uniform' (#2047494)
[02:54:52	]S10/OWS.GHOST-75 has lost a 'OTA Squad Leader Uniform' #2047494.
[02:54:53	]C17:RCT.YELLO-10 ran 'Consume' on item 'Soda Bob Brawn' (#2047501)
[02:54:53	]C17:RCT.YELLO-10 has gained a level 1 long boost in Perception.
[02:54:53	]C17:RCT.YELLO-10 has gained a level 2 long boost in Agility.
[02:54:56	]Pathfinder ran SAM command 'hp' with arguments: 'path'
[02:54:57	]C17:RCT.YELLO-10 rolled 12 out of 20 (+0 from Strength).
[02:54:57	]C17:RCT.YELLO-10 used command '/Roll strength'.
[02:54:58	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:54:58	]Pathfinder is fully healed.
[02:54:59	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:55:00	]env_entity_dissolver destroyed a 'Summit 24 Elite Uniform' #2047488.
[02:55:00	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:55:01	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:55:02	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:55:02	]env_entity_dissolver destroyed a 'OTA Uniform' #2047497.
[02:55:03	]env_entity_dissolver destroyed a 'OTA Squad Leader Uniform' #2047494.
[02:55:03	]S10/OWS.GHOST-75 has used a context menu option with the name: rb655_dissolve
[02:55:04	]env_entity_dissolver destroyed a 'OTA Elite Uniform' #2047495.
[02:55:05	]env_entity_dissolver destroyed a 'OTA Charger Uniform' #2047496.
[02:55:22	]Pathfinder has used a context menu option with the name: remove
[02:55:23	]S10/OWS.GHOST-75 has lost a '24rnd Heavy-Pulse Magazine' #2047484.
[02:55:28	]Pathfinder entered observer.
[02:55:34	]Pathfinder exited observer at their location.
[02:55:34	]S10/OWS.GHOST-75 has given himself a magazine_ospr_24rnd.
[02:55:34	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047503.
[02:55:34	]Pathfinder entered observer.
[02:55:35	]S10/OWS.GHOST-75 has given himself a magazine_ospr_24rnd.
[02:55:35	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047504.
[02:55:35	]Pathfinder exited observer at their location.
[02:55:35	]S10/OWS.GHOST-75 has given himself a magazine_ospr_24rnd.
[02:55:35	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047505.
[02:55:37	]S10/OWS.GHOST-75 has given himself a magazine_ospr_24rnd.
[02:55:37	]S10/OWS.GHOST-75 has gained a '24rnd Heavy-Pulse Magazine' #2047506.
