[20:55:20	]M!NT has connected.
[21:42:51	]Teddy Bear has spawned 'models/props_c17/oildrum001.mdl'.
[21:42:52	]Teddy Bear has spawned 'models/props_c17/oildrum001.mdl'.
[21:42:53	]Teddy Bear has spawned 'models/props_c17/oildrum001.mdl'.
[21:42:55	]Teddy Bear has spawned 'models/props_c17/gravestone004a.mdl'.
[21:42:57	]Teddy Bear has spawned 'models/props_c17/gravestone004a.mdl'.
[21:42:58	]Teddy Bear has spawned 'models/props_c17/gravestone_coffinpiece001a.mdl'.
[21:43:00	]Teddy Bear has spawned 'models/props_c17/FurnitureFireplace001a.mdl'.
[21:43:02	]Teddy Bear has spawned 'models/props_c17/FurnitureRadiator001a.mdl'.
[21:43:03	]Teddy Bear has spawned 'models/props_c17/FurnitureRadiator001a.mdl'.
[21:43:04	]Teddy Bear has spawned 'models/props_c17/FurnitureRadiator001a.mdl'.
[21:43:06	]test entered observer.
[21:43:07	]Teddy Bear has spawned 'models/props_c17/computer01_keyboard.mdl'.
[21:43:08	]Teddy Bear has spawned 'models/props_c17/consolebox03a.mdl'.
[21:43:09	]Teddy Bear has spawned 'models/props_c17/consolebox01a.mdl'.
[21:43:10	]Teddy Bear has spawned 'models/props_c17/consolebox05a.mdl'.
[21:43:12	]Teddy Bear has spawned 'models/props_c17/consolebox01a.mdl'.
[21:43:13	]Teddy Bear has spawned 'models/props_interiors/Furniture_Couch01a.mdl'.
[21:43:15	]Teddy Bear has spawned 'models/props_interiors/VendingMachineSoda01a_door.mdl'.
[21:43:16	]fwafgawawf entered observer.
[21:43:16	]Teddy Bear has spawned 'models/props_interiors/VendingMachineSoda01a_door.mdl'.
[21:43:17	]fwafgawawf exited observer at their location.
[21:43:18	]fwafgawawf entered observer.
[21:43:21	]Teddy Bear has spawned 'models/props_interiors/SinkKitchen01a.mdl'.
[21:43:22	]Teddy Bear has spawned 'models/props_interiors/refrigeratorDoor02a.mdl'.
[21:43:23	]Teddy Bear has spawned 'models/props_interiors/refrigeratorDoor01a.mdl'.
[21:43:25	]reece (STEAM_0:1:158746618) has disconnected.
[21:43:25	]test exited observer at their location.
[21:43:25	]Teddy Bear has spawned 'models/props_interiors/Radiator01a.mdl'.
[21:43:28	]test entered observer.
[21:43:28	]Teddy Bear has spawned 'models/props_combine/breenclock.mdl'.
[21:43:31	]Teddy Bear has spawned 'models/Gibs/helicopter_brokenpiece_03.mdl'.
[21:43:33	]Teddy Bear has spawned 'models/Gibs/helicopter_brokenpiece_05_tailfan.mdl'.
[21:43:35	]Teddy Bear has spawned 'models/Gibs/helicopter_brokenpiece_04_cockpit.mdl'.
[21:43:37	]Teddy Bear has spawned 'models/Gibs/helicopter_brokenpiece_01.mdl'.
[21:43:38	]test ran SAM command 'hp' with arguments: 'test' '100'
[21:43:38	]test exited observer at their location.
[21:43:40	]Teddy Bear has spawned 'models/Gibs/HGIBS.mdl'.
[21:43:41	]test is fully healed.
[21:43:42	]Teddy Bear has spawned 'models/Gibs/HGIBS.mdl'.
[21:43:45	]Teddy Bear has spawned 'models/props_lab/kennel_physics.mdl'.
[21:43:47	]test entered observer.
[21:43:48	]Teddy Bear has spawned 'models/props_junk/plasticbucket001a.mdl'.
[21:43:49	]Teddy Bear has spawned 'models/props_lab/reciever01b.mdl'.
[21:43:51	]Teddy Bear has spawned 'models/props_lab/reciever_cart.mdl'.
[21:43:54	]Teddy Bear has spawned 'models/props_lab/partsbin01.mdl'.
[21:43:56	]Teddy Bear has spawned 'models/props_lab/monitor01a.mdl'.
[21:43:57	]Teddy Bear has spawned 'models/props_lab/monitor02.mdl'.
[21:44:00	]Teddy Bear has spawned 'models/props_lab/monitor02.mdl'.
[21:44:05	]Teddy Bear has spawned 'models/props_vehicles/carparts_door01a.mdl'.
[21:44:06	]Teddy Bear has spawned 'models/props_vehicles/carparts_door01a.mdl'.
[21:44:08	]Teddy Bear has spawned 'models/props_vehicles/carparts_axel01a.mdl'.
[21:44:09	]Teddy Bear has spawned 'models/props_vehicles/carparts_axel01a.mdl'.
[21:44:11	]Teddy Bear has spawned 'models/props_lab/monitor01b.mdl'.
[21:44:15	]Teddy Bear has spawned 'models/props_c17/TrapPropeller_Engine.mdl'.
[21:44:17	]Teddy Bear has spawned 'models/props_c17/TrapPropeller_Engine.mdl'.
[21:44:21	]Teddy Bear has spawned 'models/props_c17/TrapPropeller_Blade.mdl'.
[21:44:26	]test ran SAM command 'hp' with arguments: 'asd' '100'
[21:44:28	]Teddy Bear has spawned 'models/props_doors/door03_slotted_left.mdl'.
[21:44:30	]asdasdas is fully healed.
[21:44:31	]Teddy Bear has spawned 'models/props_lab/filecabinet02.mdl'.
[21:44:33	]Teddy Bear has spawned 'models/props_wasteland/controlroom_filecabinet002a.mdl'.
[21:44:34	]test ran SAM command 'hp' with arguments: 'teddy' '100'
[21:44:34	]asdasdas entered observer.
[21:44:35	]Teddy Bear is fully healed.
[21:44:35	]Teddy Bear has spawned 'models/props_wasteland/controlroom_filecabinet001a.mdl'.
[21:44:38	]Teddy Bear has spawned 'models/props_lab/lockerdoorleft.mdl'.
[21:44:38	]test exited observer at their location.
[21:44:45	]test entered observer.
[21:44:50	]asdasdas exited observer at their location.
[21:44:51	]Teddy Bear exited observer at their location.
[21:44:51	]asdasdas entered observer.
[21:44:52	]asdasdas exited observer at their location.
[21:44:59	]asdasdas used command '/ToggleRaise'.
[21:45:00	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:02	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:04	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:05	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:06	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:08	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:09	]Teddy Bear has fired a toolgun with the name: material
[21:45:09	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:11	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:11	]Teddy Bear has fired a toolgun with the name: material
[21:45:12	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:13	]Teddy Bear has fired a toolgun with the name: material
[21:45:14	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:14	]Teddy Bear has fired a toolgun with the name: material
[21:45:15	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:16	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:16	]Teddy Bear has fired a toolgun with the name: material
[21:45:17	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:18	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:18	]Teddy Bear has fired a toolgun with the name: material
[21:45:19	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:21	]Teddy Bear has fired a toolgun with the name: material
[21:45:21	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:22	]Teddy Bear has fired a toolgun with the name: material
[21:45:22	]Teddy Bear has fired a toolgun with the name: material
[21:45:23	]Teddy Bear has fired a toolgun with the name: material
[21:45:23	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:23	]Teddy Bear has fired a toolgun with the name: material
[21:45:23	]Teddy Bear has fired a toolgun with the name: material
[21:45:24	]Teddy Bear has fired a toolgun with the name: material
[21:45:25	]Teddy Bear has fired a toolgun with the name: material
[21:45:25	]Teddy Bear has fired a toolgun with the name: material
[21:45:27	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:29	]Teddy Bear has fired a toolgun with the name: material
[21:45:29	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:30	]Teddy Bear has fired a toolgun with the name: material
[21:45:31	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:32	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:33	]Teddy Bear has fired a toolgun with the name: material
[21:45:33	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:34	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:34	]Teddy Bear has fired a toolgun with the name: material
[21:45:35	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:36	]Teddy Bear has fired a toolgun with the name: material
[21:45:36	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:37	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:45:40	]Teddy Bear has fired a toolgun with the name: material
[21:45:43	]Teddy Bear has fired a toolgun with the name: material
[21:45:44	]asdasdas has fired a toolgun with the name: nocollideworld
[21:45:44	]Teddy Bear has fired a toolgun with the name: material
[21:45:46	]Teddy Bear has fired a toolgun with the name: material
[21:45:47	]Teddy Bear has fired a toolgun with the name: material
[21:45:48	]Teddy Bear has fired a toolgun with the name: material
[21:45:48	]Teddy Bear has fired a toolgun with the name: material
[21:45:48	]Teddy Bear has fired a toolgun with the name: material
[21:45:49	]Teddy Bear has fired a toolgun with the name: material
[21:45:50	]Teddy Bear has fired a toolgun with the name: material
[21:45:50	]Teddy Bear has fired a toolgun with the name: material
[21:45:51	]Teddy Bear has fired a toolgun with the name: material
[21:46:00	]Teddy Bear has fired a toolgun with the name: material
[21:46:02	]asdasdas has fired a toolgun with the name: stacker_improved
[21:46:02	]asdasdas has spawned 'models/hunter/plates/plate32x32.mdl'.
[21:46:03	]Teddy Bear has fired a toolgun with the name: material
[21:46:05	]test exited observer at their location.
[21:46:06	]test entered observer.
[21:46:06	]test exited observer at their location.
[21:46:07	]test has taken 21 damage from worldspawn.
[21:46:07	]test entered observer.
[21:46:08	]Teddy Bear has fired a toolgun with the name: material
[21:46:10	]Teddy Bear has fired a toolgun with the name: material
[21:46:10	]test ran SAM command 'hp' with arguments: 'test' '100'
[21:46:10	]Teddy Bear has fired a toolgun with the name: material
[21:46:11	]test is fully healed.
[21:46:12	]Teddy Bear has fired a toolgun with the name: material
[21:46:12	]Teddy Bear has fired a toolgun with the name: material
[21:46:12	]asdasdas has fired a toolgun with the name: stacker_improved
[21:46:12	]asdasdas has spawned 'models/hunter/plates/plate32x32.mdl'.
[21:46:13	]asdasdas has fired a toolgun with the name: stacker_improved
[21:46:13	]asdasdas has spawned 'models/hunter/plates/plate32x32.mdl'.
[21:46:13	]Teddy Bear has fired a toolgun with the name: material
[21:46:13	]Teddy Bear has fired a toolgun with the name: material
[21:46:15	]Teddy Bear has fired a toolgun with the name: material
[21:46:20	]asdasdas used command '/ToggleRaise'.
[21:46:30	]test exited observer at their location.
[21:47:15	]test used command '/PlaySong https://www.youtube.com/watch?v=RgFaK6ZQifE 0 99999'.
[21:47:24	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:47:33	]test has taken 45 damage from Teddy Bear.
[21:47:37	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:47:41	]test has taken 5 damage from Teddy Bear.
[21:47:41	]test was knocked unconscious and is bleeding out.
[21:47:43	]asdasdas has taken 81 damage from Teddy Bear.
[21:47:45	]test used command '/CharGetUp'.
[21:47:48	]test ran SAM command 'respawn' with arguments: 'test'
[21:47:49	]test entered observer.
[21:47:51	]test is fully healed.
[21:47:53	]test exited observer at their location.
[21:47:54	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:47:57	]asdasdas was knocked unconscious and is bleeding out.
[21:47:58	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:47:59	]Teddy Bear destroyed a 'Fire Axe' #2460.
[21:47:59	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:48:01	]asdasdas has taken 20 damage from test.
[21:48:01	]asdasdas was knocked unconscious and is bleeding out.
[21:48:02	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:48:03	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:48:03	]test has taken 10 damage from prop_physics.
[21:48:05	]asdasdas used command '/ToggleRaise'.
[21:48:07	]asdasdas was knocked unconscious and is bleeding out.
[21:48:07	]asdasdas entered observer.
[21:48:08	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:48:09	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:48:10	]asdasdas entered observer.
[21:48:15	]asdasdas used command '/ToggleRaise'.
[21:48:17	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:48:19	]asdasdas exited observer at their location.
[21:48:21	]Teddy Bear has taken 50 damage from test.
[21:48:21	]Teddy Bear has taken 5 damage from test.
[21:48:21	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:48:22	]test has taken 20 damage from Teddy Bear.
[21:48:22	]test has taken 10 damage from Teddy Bear.
[21:48:24	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:48:26	]test was knocked unconscious and is bleeding out.
[21:48:28	]test ran SAM command 'respawn' with arguments: 'test'
[21:48:28	]test entered observer.
[21:48:31	]test is fully healed.
[21:48:33	]test exited observer at their location.
[21:48:34	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:48:36	]asdasdas was knocked unconscious and is bleeding out.
[21:48:38	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:48:38	]asdasdas entered observer.
[21:48:41	]asdasdas used command '/ToggleRaise'.
[21:48:43	]asdasdas exited observer at their location.
[21:48:50	]Teddy Bear was knocked unconscious and is bleeding out.
[21:48:56	]Teddy Bear ran SAM command 'respawn' with arguments: '^'
[21:48:57	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:48:57	]Teddy Bear entered observer.
[21:49:03	]asdasdas has taken 10 damage from test.
[21:49:04	]Teddy Bear ran SAM command 'hp' with arguments: '^' '100'
[21:49:05	]Teddy Bear is fully healed.
[21:49:06	]test has taken 50 damage from asdasdas.
[21:49:06	]test has taken 5 damage from asdasdas.
[21:49:14	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:49:16	]test has taken 5 damage from asdasdas.
[21:49:16	]test has taken 10 damage from asdasdas.
[21:49:17	]Teddy Bear exited observer at their location.
[21:49:19	]asdasdas was knocked unconscious and is bleeding out.
[21:49:21	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:49:24	]asdasdas entered observer.
[21:49:25	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:49:26	]asdasdas used command '/ToggleRaise'.
[21:49:30	]asdasdas exited observer at their location.
[21:49:32	]test was knocked unconscious and is bleeding out.
[21:49:34	]test ran SAM command 'respawn' with arguments: 'test'
[21:49:35	]test entered observer.
[21:49:35	]test exited observer at their location.
[21:49:36	]test entered observer.
[21:49:36	]test is fully healed.
[21:49:43	]test exited observer at their location.
[21:49:43	]test has spawned 'models/props_junk/metalgascan.mdl'.
[21:49:45	]test has taken 5 damage from prop_physics.
[21:49:45	]test has taken 5 damage from prop_physics.
[21:49:48	]test was knocked unconscious and is bleeding out.
[21:49:50	]test ran SAM command 'respawn' with arguments: 'test'
[21:49:51	]test is fully healed.
[21:49:51	]test entered observer.
[21:50:00	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:50:01	]test exited observer at their location.
[21:50:01	]test has taken 20 damage from Teddy Bear.
[21:50:01	]test has taken 5 damage from Teddy Bear.
[21:50:01	]test has taken 10 damage from Teddy Bear.
[21:50:01	]test has taken 5 damage from Teddy Bear.
[21:50:04	]test was knocked unconscious and is bleeding out.
[21:50:06	]test ran SAM command 'respawn' with arguments: 'test'
[21:50:07	]test entered observer.
[21:50:10	]test exited observer at their location.
[21:50:11	]test is fully healed.
[21:50:11	]test entered observer.
[21:50:11	]test exited observer at their location.
[21:50:13	]asdasdas was knocked unconscious and is bleeding out.
[21:50:15	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:50:15	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:50:15	]asdasdas entered observer.
[21:50:17	]asdasdas used command '/ToggleRaise'.
[21:50:18	]Teddy Bear has taken 10 damage from test.
[21:50:18	]Teddy Bear has taken 10 damage from test.
[21:50:18	]Teddy Bear has taken 10 damage from test.
[21:50:20	]asdasdas exited observer at their location.
[21:50:20	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:50:23	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:50:32	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:50:35	]Teddy Bear was knocked unconscious and is bleeding out.
[21:50:36	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:50:39	]Teddy Bear ran SAM command 'slay' with arguments: '^'
[21:50:40	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:50:41	]Teddy Bear entered observer.
[21:50:46	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:50:49	]Teddy Bear exited observer at their location.
[21:50:52	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:50:55	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:50:59	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:51:01	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:51:05	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:51:08	]test has spawned 'models/props_lab/reciever01c.mdl'.
[21:51:11	]test has spawned 'models/props_lab/reciever01c.mdl'.
[21:51:12	]test has taken 50 damage from Teddy Bear.
[21:51:14	]test was knocked unconscious and is bleeding out.
[21:51:15	]test ran SAM command 'respawn' with arguments: 'test'
[21:51:16	]test is fully healed.
[21:51:20	]asdasdas has taken 10 damage from Teddy Bear.
[21:51:20	]asdasdas has taken 10 damage from Teddy Bear.
[21:51:20	]asdasdas has taken 5 damage from Teddy Bear.
[21:51:20	]test has taken 10 damage from Teddy Bear.
[21:51:20	]test has taken 10 damage from prop_physics.
[21:51:20	]test has taken 5 damage from Teddy Bear.
[21:51:20	]test has taken 20 damage from asdasdas.
[21:51:21	]test was knocked unconscious and is bleeding out.
[21:51:23	]test ran SAM command 'respawn' with arguments: 'test'
[21:51:24	]test has taken 50 damage from Teddy Bear.
[21:51:29	]Teddy Bear has taken 50 damage from test.
[21:51:39	]test was knocked unconscious and is bleeding out.
[21:51:47	]test ran SAM command 'respawn' with arguments: 'test'
[21:51:50	]Teddy Bear was knocked unconscious and is bleeding out.
[21:51:50	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:51:51	]test is fully healed.
[21:51:55	]Teddy Bear ran SAM command 'slay' with arguments: '^'
[21:51:56	]Teddy Bear entered observer.
[21:52:01	]test destroyed a 'Blue Jumpsuit Trousers' #2513.
[21:52:01	]Teddy Bear exited observer at their location.
[21:52:02	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:52:04	]test has taken 3 damage from test.
[21:52:04	]test destroyed a 'Water Valve' #610.
[21:52:05	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:52:07	]asdasdas has taken 11 damage from test.
[21:52:09	]asdasdas has taken 5 damage from Teddy Bear.
[21:52:09	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:52:11	]asdasdas has taken 10 damage from Teddy Bear.
[21:52:11	]asdasdas has taken 10 damage from Teddy Bear.
[21:52:11	]asdasdas was knocked unconscious and is bleeding out.
[21:52:13	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:52:13	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:52:14	]asdasdas entered observer.
[21:52:17	]Teddy Bear was knocked unconscious and is bleeding out.
[21:52:17	]asdasdas used command '/ToggleRaise'.
[21:52:18	]asdasdas exited observer at their location.
[21:52:19	]Teddy Bear ran SAM command 'slay' with arguments: '^'
[21:52:21	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:52:21	]Teddy Bear entered observer.
[21:52:24	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:52:25	]Teddy Bear exited observer at their location.
[21:52:26	]asdasdas has taken 21 damage from test.
[21:52:27	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:52:28	]test has taken 5 damage from asdasdas.
[21:52:29	]test has taken 5 damage from Teddy Bear.
[21:52:30	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:52:33	]test has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:52:34	]test has taken 68 damage from test.
[21:52:34	]Teddy Bear has taken 33 damage from test.
[21:52:35	]test has spawned 'models/props_c17/oildrum001.mdl'.
[21:52:36	]test was knocked unconscious and is bleeding out.
[21:52:38	]test ran SAM command 'respawn' with arguments: 'test'
[21:52:39	]test entered observer.
[21:52:41	]test is fully healed.
[21:52:46	]Teddy Bear was knocked unconscious and is bleeding out.
[21:52:46	]test exited observer at their location.
[21:52:46	]test has spawned 'models/props_c17/oildrum001.mdl'.
[21:52:47	]Teddy Bear ran SAM command 'slay' with arguments: '^'
[21:52:49	]Teddy Bear entered observer.
[21:52:54	]Teddy Bear has fired a toolgun with the name: material
[21:52:54	]test has spawned 'models/props_c17/oildrum001.mdl'.
[21:52:55	]Teddy Bear has fired a toolgun with the name: material
[21:52:55	]Teddy Bear has fired a toolgun with the name: material
[21:52:56	]Teddy Bear has fired a toolgun with the name: material
[21:52:56	]Teddy Bear has fired a toolgun with the name: material
[21:52:56	]Teddy Bear has fired a toolgun with the name: material
[21:52:57	]Teddy Bear has fired a toolgun with the name: material
[21:52:57	]Teddy Bear has fired a toolgun with the name: material
[21:52:58	]Teddy Bear has fired a toolgun with the name: material
[21:52:59	]Teddy Bear has fired a toolgun with the name: material
[21:52:59	]test has spawned 'models/props_c17/oildrum001.mdl'.
[21:53:00	]test was knocked unconscious and is bleeding out.
[21:53:02	]test ran SAM command 'respawn' with arguments: 'test'
[21:53:06	]test is fully healed.
[21:53:08	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:53:10	]test was knocked unconscious and is bleeding out.
[21:53:10	]Teddy Bear exited observer at their location.
[21:53:12	]test ran SAM command 'respawn' with arguments: 'test'
[21:53:16	]Teddy Bear has taken 50 damage from asdasdas.
[21:53:16	]test is fully healed.
[21:53:23	]test entered observer.
[21:53:24	]asdasdas was knocked unconscious and is bleeding out.
[21:53:24	]Teddy Bear was knocked unconscious and is bleeding out.
[21:53:26	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:53:26	]test exited observer at their location.
[21:53:26	]asdasdas entered observer.
[21:53:27	]Teddy Bear ran SAM command 'slay' with arguments: '^'
[21:53:29	]Teddy Bear entered observer.
[21:53:29	]asdasdas used command '/ToggleRaise'.
[21:53:33	]Teddy Bear exited observer at their location.
[21:53:37	]asdasdas exited observer at their location.
[21:53:42	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:53:44	]test was knocked unconscious and is bleeding out.
[21:53:46	]test ran SAM command 'respawn' with arguments: 'test'
[21:53:46	]test is no longer unconscious from critical wounds.
[21:53:49	]Teddy Bear has taken 50 damage from asdasdas.
[21:53:50	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:53:52	]asdasdas was knocked unconscious and is bleeding out.
[21:53:53	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:53:54	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:53:55	]asdasdas entered observer.
[21:53:56	]asdasdas used command '/ToggleRaise'.
[21:53:57	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:53:58	]asdasdas exited observer at their location.
[21:54:01	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:54:02	]test was knocked unconscious and is bleeding out.
[21:54:04	]test ran SAM command 'respawn' with arguments: 'test'
[21:54:05	]test was knocked unconscious and is bleeding out.
[21:54:07	]test ran SAM command 'respawn' with arguments: 'test'
[21:54:08	]test entered observer.
[21:54:08	]asdasdas has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:54:11	]test is fully healed.
[21:54:28	]test used command '/PlaySong https://www.youtube.com/watch?v=beoNy4MMHTc 0 99999'.
[21:54:28	]test exited observer at their location.
[21:54:29	]asdasdas has taken 5 damage from prop_physics.
[21:54:30	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:54:32	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:54:38	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:54:39	]test has taken 5 damage from prop_physics.
[21:54:44	]test has taken 50 damage from Teddy Bear.
[21:54:44	]test was knocked unconscious and is bleeding out.
[21:54:45	]test used command '/PlaySong https://www.youtube.com/watch?v=beoNy4MMHTc 0 99999'.
[21:54:47	]test ran SAM command 'respawn' with arguments: 'test'
[21:54:48	]test was knocked unconscious and is bleeding out.
[21:54:50	]test ran SAM command 'respawn' with arguments: 'test'
[21:54:50	]test entered observer.
[21:54:51	]test is fully healed.
[21:54:58	]test exited observer at their location.
[21:55:01	]test was knocked unconscious and is bleeding out.
[21:55:02	]test ran SAM command 'respawn' with arguments: 'test'
[21:55:06	]test is fully healed.
[21:55:06	]test has taken 50 damage from prop_physics.
[21:55:06	]test has taken 5 damage from prop_physics.
[21:55:06	]test has taken 5 damage from prop_physics.
[21:55:06	]test has spawned 'models/props_lab/citizenradio.mdl'.
[21:55:08	]test was knocked unconscious and is bleeding out.
[21:55:09	]test ran SAM command 'respawn' with arguments: 'test'
[21:55:11	]test is fully healed.
[21:55:16	]asdasdas has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:55:19	]asdasdas has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:55:26	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:55:30	]asdasdas was knocked unconscious and is bleeding out.
[21:55:32	]asdasdas ran SAM command 'respawn' with arguments: 'asd'
[21:55:33	]asdasdas entered observer.
[21:55:34	]Teddy Bear has taken 10 damage from test.
[21:55:35	]asdasdas used command '/ToggleRaise'.
[21:55:37	]asdasdas exited observer at their location.
[21:55:39	]test has taken 10 damage from Teddy Bear.
[21:55:42	]test was knocked unconscious and is bleeding out.
[21:55:43	]test ran SAM command 'respawn' with arguments: 'test'
[21:55:46	]test is fully healed.
[21:55:47	]test was knocked unconscious and is bleeding out.
[21:55:49	]test ran SAM command 'respawn' with arguments: 'test'
[21:55:57	]Teddy Bear was knocked unconscious and is bleeding out.
[21:55:57	]Teddy Bear used command '/CharGetUp'.
[21:56:01	]Teddy Bear ran SAM command 'slay' with arguments: '^'
[21:56:02	]asdasdas has taken 5 damage from test.
[21:56:04	]Teddy Bear entered observer.
[21:56:06	]test has taken 20 damage from asdasdas.
[21:56:06	]test has taken 10 damage from asdasdas.
[21:56:08	]test was knocked unconscious and is bleeding out.
[21:56:09	]test ran SAM command 'respawn' with arguments: 'test'
[21:56:11	]test is fully healed.
[21:56:15	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:56:16	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:56:19	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:56:19	]test has taken 20 damage from asdasdas.
[21:56:19	]test has taken 5 damage from asdasdas.
[21:56:21	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:56:22	]asdasdas has taken 20 damage from test.
[21:56:22	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:56:25	]Teddy Bear has fired a toolgun with the name: creator
[21:56:25	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:56:25	]Teddy Bear has fired a toolgun with the name: creator
[21:56:26	]Teddy Bear has fired a toolgun with the name: creator
[21:56:26	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:56:27	]Teddy Bear has fired a toolgun with the name: creator
[21:56:27	]Teddy Bear has fired a toolgun with the name: creator
[21:56:27	]Teddy Bear has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[21:56:29	]Teddy Bear has fired a toolgun with the name: creator
