[00:00:01	][IC] C24:i3.UNION-41: <:: LOOK AT THIS SHIT. ::>
[00:09:39	][IC] C24:i3.UNION-41: <:: Take turns. ::>
[00:09:39	]Elena Rose used command '/ToggleRaise'.
[00:09:40	]C24:i5.KING-53 used command '/ToggleRaise'.
[00:09:41	][IC] C24:i3.UNION-41: <:: 3 shots. ::>
[00:09:43	][IC] C24:i3.UNION-41: <:: Go back. ::>
[00:09:46	]Elena Rose has lost a '17rnd USP Magazine' #2691039.
[00:09:50	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[00:09:50	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[00:09:51	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[00:09:54	]C24:i3.UNION-41 has spawned 'models/props_interiors/refrigerator01a.mdl'.
[00:09:58	]C24:i3.UNION-41 has spawned 'models/props_junk/PopCan01a.mdl'.
[00:10:00	]Elena Rose ran 'EquipUn' on item 'HK USP .45' (#2691033)
[00:10:00	]Elena Rose has gained a '17rnd USP Magazine' #2691039.
[00:10:01	]Elena Rose ran 'drop' on item 'HK USP .45' (#2691033)
[00:10:01	]Elena Rose has lost a 'HK USP .45' #2691033.
[00:10:04	][IC] Elena Rose: Give me another one.
[00:10:06	][IC] Elena Rose: Give me another one.
[00:10:07	][OOC] C24:i3.UNION-41: king first
[00:10:07	][IC] Elena Rose: Give me another one.
[00:10:11	][IC] C24:i3.UNION-41: <:: Wait jfc. ::>
[00:10:15	]Elena Rose used command '/ToggleRaise'.
[00:10:17	]Elena Rose used command '/ToggleRaise'.
[00:10:18	][OOC] C24:i3.UNION-41: got further back
[00:10:21	]Elena Rose used command '/ToggleRaise'.
[00:10:28	]Elena Rose has hit C24:i5.KING-53 in the right arm dealing 0 damage (CritChance was 0.00).
[00:10:28	]Elena Rose has hit C24:i5.KING-53 in the right arm dealing 0 damage (CritChance was 0.00).
[00:10:28	]Elena Rose has hit C24:i5.KING-53 in the right arm dealing 4 damage (CritChance was 0.00).
[00:10:28	]C24:i5.KING-53 has taken 4 damage from Elena Rose.
[00:10:28	]Elena Rose has hit C24:i5.KING-53 in the right arm dealing 0 damage (CritChance was 0.00).
[00:10:28	]Elena Rose has hit C24:i5.KING-53 in the right arm dealing 0 damage (CritChance was 0.00).
[00:10:28	]Elena Rose has hit C24:i5.KING-53 in the right arm dealing 4 damage (CritChance was 0.00).
[00:10:28	]C24:i5.KING-53 has taken 4 damage from Elena Rose.
[00:10:28	]C24:i5.KING-53 is fully healed.
[00:10:31	]C24:i5.KING-53 has hit Elena Rose in the left arm dealing 6 damage (CritChance was 0.39).
[00:10:31	]Elena Rose has taken 6 damage from C24:i5.KING-53.
[00:10:31	]C24:i5.KING-53 has hit Elena Rose in the left arm dealing 6 damage (CritChance was 0.39).
[00:10:31	]Elena Rose has taken 6 damage from C24:i5.KING-53.
[00:10:31	]C24:i5.KING-53 has hit Elena Rose in the left arm dealing 6 damage (CritChance was 0.39).
[00:10:31	]Elena Rose has taken 6 damage from C24:i5.KING-53.
[00:10:31	]C24:i5.KING-53 has hit Elena Rose in the left arm dealing 6 damage (CritChance was 0.39).
[00:10:31	]Elena Rose has taken 6 damage from C24:i5.KING-53.
[00:10:33	]Elena Rose has hit C24:i5.KING-53 in the left arm dealing 0 damage (CritChance was 0.00).
[00:10:33	]Elena Rose has hit C24:i5.KING-53 in the left arm dealing 0 damage (CritChance was 0.00).
[00:10:33	]Elena Rose has hit C24:i5.KING-53 in the left arm dealing 4 damage (CritChance was 0.00).
[00:10:33	]C24:i5.KING-53 has taken 4 damage from Elena Rose.
[00:10:33	]Elena Rose has hit C24:i5.KING-53 in the left arm dealing 0 damage (CritChance was 0.00).
[00:10:33	]Elena Rose has hit C24:i5.KING-53 in the left arm dealing 0 damage (CritChance was 0.00).
[00:10:33	]Elena Rose has hit C24:i5.KING-53 in the left arm dealing 4 damage (CritChance was 0.00).
[00:10:33	]C24:i5.KING-53 has taken 4 damage from Elena Rose.
[00:10:33	]Elena Rose has hit C24:i5.KING-53 in the left arm dealing 0 damage (CritChance was 0.00).
[00:10:33	]Elena Rose has hit C24:i5.KING-53 in the left arm dealing 4 damage (CritChance was 0.00).
[00:10:33	]C24:i5.KING-53 has taken 4 damage from Elena Rose.
[00:10:33	]C24:i5.KING-53 is fully healed.
[00:10:34	][IC] C24:i3.UNION-41: <:: Do you mind??? ::>
[00:10:37	]C24:i5.KING-53 has critically hit Elena Rose in the chest dealing 15 damage (CritChance was 0.39).
[00:10:37	]Elena Rose has taken 15 damage from C24:i5.KING-53.
[00:10:37	]C24:i5.KING-53 has critically hit Elena Rose in the left leg dealing 10 damage (CritChance was 0.39).
[00:10:37	]Elena Rose has taken 10 damage from C24:i5.KING-53.
[00:10:38	][IC] Elena Rose: What?
[00:10:38	]C24:i5.KING-53 has critically hit Elena Rose in the stomach dealing 13 damage (CritChance was 0.51).
[00:10:38	]Elena Rose has taken 13 damage from C24:i5.KING-53.
[00:10:39	]C24:i5.KING-53 has hit Elena Rose in the head dealing 15 damage (CritChance was 0.13).
[00:10:39	]Elena Rose has taken 15 damage from C24:i5.KING-53.
[00:10:40	]C24:i5.KING-53 has critically hit Elena Rose in the left arm dealing 10 damage (CritChance was 0.39).
[00:10:40	]Elena Rose has taken 10 damage from C24:i5.KING-53.
[00:10:40	]C24:i5.KING-53 has critically hit Elena Rose in the left arm dealing 10 damage (CritChance was 0.39).
[00:10:40	]Elena Rose has taken 10 damage from C24:i5.KING-53.
[00:10:40	]C24:i5.KING-53 has hit Elena Rose in the left arm dealing 6 damage (CritChance was 0.39).
[00:10:40	]Elena Rose was knocked unconscious and is bleeding out.
[00:10:53	][OOC] C24:i3.UNION-41: so basically there's a shit ton of spread from afar
[00:10:58	]Elena Rose is fully healed.
[00:11:03	]Elena Rose used command '/ToggleRaise'.
[00:11:05	][IC] C24:i3.UNION-41: <:: Lookat the circle. ::>
[00:11:07	][IC] C24:i3.UNION-41: <:: That's so dumb. ::>
[00:11:17	][IC] C24:i3.UNION-41: <:: I hate that. ::>
[00:11:24	][ME] C24:i5.KING-53: shrugs
[00:11:28	][IC] C24:i3.UNION-41: <:: I'd prefer recoil over unprecision. ::>
[00:11:34	][IC] Elena Rose: Giv.
[00:11:38	][IC] Elena Rose: Crosshair.
[00:11:46	]Elena Rose used command '/ToggleRaise'.
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right arm dealing 0 damage (CritChance was 0.00).
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right arm dealing 0 damage (CritChance was 0.00).
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right arm dealing 6 damage (CritChance was 0.00).
[00:11:53	]C24:i3.UNION-41 has taken 6 damage from Elena Rose.
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right leg dealing 0 damage (CritChance was 0.00).
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right leg dealing 3 damage (CritChance was 0.00).
[00:11:53	]C24:i3.UNION-41 has taken 3 damage from Elena Rose.
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right leg dealing 0 damage (CritChance was 0.00).
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right leg dealing 0 damage (CritChance was 0.00).
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right leg dealing 0 damage (CritChance was 0.00).
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right leg dealing 3 damage (CritChance was 0.00).
[00:11:53	]C24:i3.UNION-41 has taken 3 damage from Elena Rose.
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right leg dealing 0 damage (CritChance was 0.00).
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right leg dealing 3 damage (CritChance was 0.00).
[00:11:53	]C24:i3.UNION-41 has taken 3 damage from Elena Rose.
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right arm dealing 0 damage (CritChance was 0.00).
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right arm dealing 0 damage (CritChance was 0.00).
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right arm dealing 0 damage (CritChance was 0.00).
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right arm dealing 6 damage (CritChance was 0.00).
[00:11:53	]C24:i3.UNION-41 has taken 6 damage from Elena Rose.
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right leg dealing 0 damage (CritChance was 0.00).
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right leg dealing 0 damage (CritChance was 0.00).
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right leg dealing 0 damage (CritChance was 0.00).
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right leg dealing 3 damage (CritChance was 0.00).
[00:11:53	]C24:i3.UNION-41 has taken 3 damage from Elena Rose.
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right leg dealing 0 damage (CritChance was 0.00).
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right leg dealing 3 damage (CritChance was 0.00).
[00:11:53	]C24:i3.UNION-41 has taken 3 damage from Elena Rose.
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right leg dealing 0 damage (CritChance was 0.00).
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right leg dealing 0 damage (CritChance was 0.00).
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right leg dealing 0 damage (CritChance was 0.00).
[00:11:53	]Elena Rose has hit C24:i3.UNION-41 in the right leg dealing 3 damage (CritChance was 0.00).
[00:11:53	]C24:i3.UNION-41 has taken 3 damage from Elena Rose.
[00:11:57	]C24:i5.KING-53 used command '/ToggleRaise'.
[00:12:02	]C24:i5.KING-53 has critically hit Elena Rose dealing 24 damage (CritChance was 0.89).
[00:12:02	]Elena Rose has taken 24 damage from C24:i5.KING-53.
[00:12:05	]C24:i5.KING-53 has critically hit Elena Rose dealing 24 damage (CritChance was 0.89).
[00:12:05	]Elena Rose has taken 24 damage from C24:i5.KING-53.
[00:12:05	]Elena Rose has hit C24:i5.KING-53 in the chest dealing 0 damage (CritChance was 0.00).
[00:12:05	]Elena Rose has hit C24:i5.KING-53 in the chest dealing 14 damage (CritChance was 0.00).
[00:12:05	]C24:i5.KING-53 has taken 14 damage from Elena Rose.
[00:12:05	]Elena Rose has hit C24:i5.KING-53 in the chest dealing 0 damage (CritChance was 0.00).
[00:12:05	]Elena Rose has hit C24:i5.KING-53 in the chest dealing 14 damage (CritChance was 0.00).
[00:12:05	]C24:i5.KING-53 has taken 14 damage from Elena Rose.
[00:12:05	]Elena Rose has hit C24:i5.KING-53 in the head dealing 0 damage (CritChance was 0.00).
[00:12:05	]Elena Rose has hit C24:i5.KING-53 in the head dealing 27 damage (CritChance was 0.00).
[00:12:05	]C24:i5.KING-53 has taken 27 damage from Elena Rose.
[00:12:05	]Elena Rose has hit C24:i5.KING-53 in the head dealing 0 damage (CritChance was 0.00).
[00:12:05	]Elena Rose has hit C24:i5.KING-53 in the head dealing 27 damage (CritChance was 0.00).
[00:12:05	]C24:i5.KING-53 has taken 27 damage from Elena Rose.
[00:12:05	]Elena Rose has hit C24:i5.KING-53 in the head dealing 0 damage (CritChance was 0.00).
[00:12:05	]Elena Rose has hit C24:i5.KING-53 in the head dealing 27 damage (CritChance was 0.00).
[00:12:05	]C24:i5.KING-53 has taken 27 damage from Elena Rose.
[00:12:05	]Elena Rose has hit C24:i5.KING-53 in the head dealing 0 damage (CritChance was 0.00).
[00:12:05	]Elena Rose has hit C24:i5.KING-53 in the head dealing 27 damage (CritChance was 0.00).
[00:12:05	]C24:i5.KING-53 has taken 27 damage from Elena Rose.
[00:12:05	]Elena Rose has hit C24:i5.KING-53 in the head dealing 0 damage (CritChance was 0.00).
[00:12:05	]Elena Rose has hit C24:i5.KING-53 in the head dealing 27 damage (CritChance was 0.00).
[00:12:05	]C24:i5.KING-53 was knocked unconscious and is bleeding out.
[00:12:05	][IC] C24:i3.UNION-41: <:: !zombie elena. ::>
[00:12:11	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 0 damage (CritChance was 0.00).
[00:12:11	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 27 damage (CritChance was 0.00).
[00:12:11	]C24:i3.UNION-41 has taken 27 damage from Elena Rose.
[00:12:11	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 0 damage (CritChance was 0.00).
[00:12:11	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 27 damage (CritChance was 0.00).
[00:12:11	]C24:i3.UNION-41 has taken 27 damage from Elena Rose.
[00:12:11	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 0 damage (CritChance was 0.00).
[00:12:11	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 27 damage (CritChance was 0.00).
[00:12:11	]C24:i3.UNION-41 has taken 27 damage from Elena Rose.
[00:12:11	]Elena Rose has hit C24:i3.UNION-41 in the chest dealing 0 damage (CritChance was 0.00).
[00:12:11	]Elena Rose has hit C24:i3.UNION-41 in the chest dealing 14 damage (CritChance was 0.00).
[00:12:11	]C24:i3.UNION-41 has taken 14 damage from Elena Rose.
[00:12:11	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 0 damage (CritChance was 0.00).
[00:12:11	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 27 damage (CritChance was 0.00).
[00:12:11	]C24:i3.UNION-41 has taken 27 damage from Elena Rose.
[00:12:11	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 0 damage (CritChance was 0.00).
[00:12:11	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 27 damage (CritChance was 0.00).
[00:12:11	]C24:i3.UNION-41 has taken 27 damage from Elena Rose.
[00:12:11	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 0 damage (CritChance was 0.00).
[00:12:11	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 27 damage (CritChance was 0.00).
[00:12:11	]C24:i3.UNION-41 was knocked unconscious and is bleeding out.
[00:12:15	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:12:21	]Elena Rose has hit C24:i3.UNION-41 in the left arm dealing 0 damage (CritChance was 0.00).
[00:12:21	]Elena Rose has hit C24:i3.UNION-41 in the left arm dealing 0 damage (CritChance was 0.00).
[00:12:21	]Elena Rose has hit C24:i3.UNION-41 in the left arm dealing 6 damage (CritChance was 0.00).
[00:12:21	]C24:i3.UNION-41 has taken 6 damage from Elena Rose.
[00:12:21	]Elena Rose has hit C24:i3.UNION-41 in the left arm dealing 0 damage (CritChance was 0.00).
[00:12:21	]Elena Rose has hit C24:i3.UNION-41 in the left arm dealing 6 damage (CritChance was 0.00).
[00:12:21	]C24:i3.UNION-41 has taken 6 damage from Elena Rose.
[00:12:22	]Elena Rose has hit C24:i3.UNION-41 in the left leg dealing 0 damage (CritChance was 0.00).
[00:12:22	]Elena Rose has hit C24:i3.UNION-41 in the left leg dealing 3 damage (CritChance was 0.00).
[00:12:22	]C24:i3.UNION-41 has taken 3 damage from Elena Rose.
[00:12:22	]Elena Rose has hit C24:i3.UNION-41 in the left leg dealing 0 damage (CritChance was 0.00).
[00:12:22	]Elena Rose has hit C24:i3.UNION-41 in the left leg dealing 3 damage (CritChance was 0.00).
[00:12:22	]C24:i3.UNION-41 has taken 3 damage from Elena Rose.
[00:12:22	]Elena Rose has hit C24:i3.UNION-41 in the left leg dealing 0 damage (CritChance was 0.00).
[00:12:22	]Elena Rose has hit C24:i3.UNION-41 in the left leg dealing 3 damage (CritChance was 0.00).
[00:12:22	]C24:i3.UNION-41 has taken 3 damage from Elena Rose.
[00:12:22	]Elena Rose has hit C24:i3.UNION-41 in the left leg dealing 0 damage (CritChance was 0.00).
[00:12:22	]Elena Rose has hit C24:i3.UNION-41 in the left leg dealing 3 damage (CritChance was 0.00).
[00:12:22	]C24:i3.UNION-41 has taken 3 damage from Elena Rose.
[00:12:22	]Elena Rose has hit C24:i3.UNION-41 in the left leg dealing 0 damage (CritChance was 0.00).
[00:12:22	]Elena Rose has hit C24:i3.UNION-41 in the left leg dealing 3 damage (CritChance was 0.00).
[00:12:22	]C24:i3.UNION-41 has taken 3 damage from Elena Rose.
[00:12:22	]Elena Rose has hit C24:i3.UNION-41 in the left leg dealing 0 damage (CritChance was 0.00).
[00:12:22	]Elena Rose has hit C24:i3.UNION-41 in the left leg dealing 3 damage (CritChance was 0.00).
[00:12:22	]C24:i3.UNION-41 has taken 3 damage from Elena Rose.
[00:12:22	]Elena Rose has hit C24:i3.UNION-41 in the left leg dealing 0 damage (CritChance was 0.00).
[00:12:22	]Elena Rose has hit C24:i3.UNION-41 in the left leg dealing 3 damage (CritChance was 0.00).
[00:12:22	]C24:i3.UNION-41 has taken 3 damage from Elena Rose.
[00:12:22	]Elena Rose has hit C24:i3.UNION-41 in the left leg dealing 0 damage (CritChance was 0.00).
[00:12:22	]Elena Rose has hit C24:i3.UNION-41 in the left leg dealing 3 damage (CritChance was 0.00).
[00:12:22	]C24:i3.UNION-41 has taken 3 damage from Elena Rose.
[00:12:22	]C24:i3.UNION-41 has hit C24:i3.UNION-41 in the left leg dealing 34 damage (CritChance was 0.00).
[00:12:22	]C24:i3.UNION-41 has taken 34 damage from C24:i3.UNION-41.
[00:12:22	]C24:i3.UNION-41 has hit Elena Rose dealing 109 damage (CritChance was 0.00).
[00:12:22	]Elena Rose was knocked unconscious and is bleeding out.
[00:12:27	]C24:i3.UNION-41 has hit C24:i3.UNION-41 in the left leg dealing 79 damage (CritChance was 0.00).
[00:12:27	]C24:i3.UNION-41 was knocked unconscious and is bleeding out.
[00:12:38	]C24:i5.KING-53 is fully healed.
[00:12:45	]Elena Rose used command '/PM union test'.
[00:12:46	][IC] C24:i3.UNION-41: <:: Ok so I got a long ass fucking thing to writte... ::>
[00:12:47	][IC] C24:i3.UNION-41: <:: Ugh. ::>
[00:12:49	]Elena Rose used command '/PM union give crosshair'.
[00:12:52	][IC] C24:i5.KING-53: <:: E. ::>
[00:12:57	]C24:i5.KING-53 used command '/ToggleRaise'.
[00:12:58	]C24:i3.UNION-41 used command '/PM elena it's in chat'.
[00:13:02	]Elena Rose used command '/PM union where'.
[00:13:10	]C24:i5.KING-53 used command '/ToggleRaise'.
[00:13:12	]Elena Rose used command '/PM union ok'.
[00:13:13	][IC] C24:i3.UNION-41: <:: Dej. ::>
[00:13:16	][IC] C24:i5.KING-53: <:: Yeah. ::>
[00:13:16	][IC] C24:i3.UNION-41: <:: Wana test a gun? ::>
[00:13:19	][IC] C24:i5.KING-53: <:: Ok. ::>
[00:13:23	][IC] C24:i3.UNION-41: <:: Wich? ::>
[00:13:35	][IC] C24:i5.KING-53: <:: RPG. ::>
[00:13:36	][IC] C24:i5.KING-53: <:: :bean:. ::>
[00:13:42	]C24:i3.UNION-41 has spawned a rpg.
[00:13:44	]C24:i3.UNION-41 has spawned a rpg.
[00:13:44	]C24:i5.KING-53 ran 'take' on item 'RPG-7' (#2691054)
[00:13:45	]C24:i3.UNION-41 ran 'take' on item 'RPG-7' (#2691055)
[00:13:46	][IC] Elena Rose: What is the clump circle?
[00:13:49	][IC] C24:i5.KING-53: <:: Jfc its big. ::>
[00:13:49	]C24:i3.UNION-41 ran 'take' on item 'RPG-7' (#2691055)
[00:13:49	]C24:i3.UNION-41 has gained a 'RPG-7' #2691055.
[00:13:50	]C24:i3.UNION-41 ran 'Equip' on item 'RPG-7' (#2691055)
[00:13:50	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:13:54	]C24:i5.KING-53 ran 'drop' on item 'Ammunition Pouch' (#2654322)
[00:13:54	]C24:i5.KING-53 has lost a 'Ammunition Pouch' #2654322.
[00:13:54	]C24:i5.KING-53 has lost a '9mm Pistol Bullets' #2654338.
[00:13:54	]C24:i5.KING-53 has lost a '9mm Pistol Bullets' #2654339.
[00:13:54	]C24:i5.KING-53 has lost a '9mm Pistol Bullets' #2654341.
[00:13:54	]C24:i5.KING-53 has lost a '9mm Pistol Bullets' #2654335.
[00:13:54	]C24:i5.KING-53 has lost a '9mm Pistol Bullets' #2654342.
[00:13:54	]C24:i5.KING-53 has lost a '9mm Pistol Bullets' #2654337.
[00:13:54	]C24:i5.KING-53 has lost a '9mm Pistol Bullets' #2654340.
[00:13:54	]C24:i5.KING-53 has lost a '9mm Pistol Bullets' #2654336.
[00:13:55	]C24:i5.KING-53 ran 'drop' on item 'Magazine Pouch' (#2654334)
[00:13:55	]C24:i5.KING-53 has lost a 'Magazine Pouch' #2654334.
[00:13:57	]C24:i5.KING-53 ran 'take' on item 'RPG-7' (#2691054)
[00:13:57	]C24:i5.KING-53 has gained a 'RPG-7' #2691054.
[00:13:59	]C24:i5.KING-53 ran 'Equip' on item 'RPG-7' (#2691054)
[00:14:01	]C24:i5.KING-53 ran 'EquipUn' on item 'MP7A1' (#2691024)
[00:14:01	]C24:i5.KING-53 ran 'Equip' on item 'RPG-7' (#2691054)
[00:14:02	]C24:i5.KING-53 used command '/ToggleRaise'.
[00:14:08	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:14:11	]C24:i3.UNION-41 has critically hit Elena Rose in the right arm dealing 52 damage (CritChance was 0.39).
[00:14:11	]Elena Rose was knocked unconscious and is bleeding out.
[00:14:16	][IC] C24:i5.KING-53: <:: Lol. ::>
[00:14:18	]C24:i3.UNION-41 has critically hit Elena Rose in the right arm dealing 52 damage (CritChance was 0.39).
[00:14:18	]Elena Rose was knocked unconscious and is bleeding out.
[00:14:20	][OOC] Elena Rose: stop
[00:14:22	]C24:i5.KING-53 used command '/ToggleRaise'.
[00:14:22	][OOC] C24:i3.UNION-41: THATS A ONE TAP
[00:14:23	]Elena Rose used command '/ToggleRaise'.
[00:14:26	]C24:i3.UNION-41 has hit C24:i5.KING-53 in the chest dealing 60 damage (CritChance was 0.27).
[00:14:26	]C24:i5.KING-53 has taken 60 damage from C24:i3.UNION-41.
[00:14:26	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the chest dealing 75 damage (CritChance was 0.27).
[00:14:26	]C24:i5.KING-53 has taken 75 damage from C24:i3.UNION-41.
[00:14:28	]C24:i3.UNION-41 has critically hit C24:i5.KING-53 in the head dealing 90 damage (CritChance was 0.13).
[00:14:28	]C24:i5.KING-53 was knocked unconscious and is bleeding out.
[00:14:30	][IC] C24:i5.KING-53: <:: Damage in this server cannot be trusted. ::>
[00:14:33	][IC] C24:i3.UNION-41: <:: 90 dmg. ::>
[00:14:33	][IC] C24:i5.KING-53: <:: Once again. ::>
[00:14:33	][IC] Elena Rose: That gun is not in teh game.
[00:14:37	][IC] Elena Rose: And it can not be trusted.
[00:14:38	][IC] C24:i3.UNION-41: <:: It is. ::>
[00:14:42	]Elena Rose used command '/ToggleRaise'.
[00:14:43	][IC] C24:i5.KING-53: <:: But again. ::>
[00:14:44	][IC] C24:i3.UNION-41: <:: The conscripts today had it. ::>
[00:14:45	][IC] C24:i3.UNION-41: <:: The conscripts today had it. ::>
[00:14:47	][IC] C24:i5.KING-53: <:: The damage on the dev server is fucked. ::>
[00:14:53	][IC] Elena Rose: *REALLY?*.
[00:14:54	][IC] Elena Rose: They had that shiT?
[00:14:55	][IC] C24:i3.UNION-41: <:: Yep. ::>
[00:14:56	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:14:57	][IC] C24:i5.KING-53: <:: Yeah. ::>
[00:15:04	][IC] C24:i3.UNION-41: <:: So if we had fought the french. ::>
[00:15:06	][IC] C24:i3.UNION-41: <:: We'd lost. ::>
[00:15:12	][IC] C24:i3.UNION-41: <:: Dude. ::>
[00:15:15	][IC] C24:i3.UNION-41: <:: Okllisten. ::>
[00:15:17	][IC] Elena Rose: Are they coming back?
[00:15:19	][IC] C24:i3.UNION-41: <:: This is my based opinion. ::>
[00:15:22	][IC] Elena Rose: I want to kill those idiots for their guns.
[00:15:27	][IC] C24:i3.UNION-41: <:: No unprecision no sprea. ::>
[00:15:29	][IC] C24:i3.UNION-41: <:: But. ::>
[00:15:31	][IC] C24:i3.UNION-41: <:: Recoil. ::>
[00:15:32	]Elena Rose used command '/ToggleRaise'.
[00:15:33	]Elena Rose has hit C24:i5.KING-53 dealing 3 damage (CritChance was 0.00).
[00:15:33	]C24:i5.KING-53 was knocked unconscious and is bleeding out.
[00:15:33	]Elena Rose has damaged C24:i5.KING-53, dealing 5.0006 with ix_hands
[00:15:34	]Elena Rose used command '/ToggleRaise'.
[00:15:34	][IC] C24:i5.KING-53: <:: No metagaming allowed. ::>
[00:15:37	]C24:i3.UNION-41 has hit Elena Rose in the head dealing 35 damage (CritChance was 0.00).
[00:15:37	]Elena Rose has taken 35 damage from C24:i3.UNION-41.
[00:15:40	]C24:i3.UNION-41 has hit Elena Rose in the stomach dealing 7 damage (CritChance was 0.00).
[00:15:40	]Elena Rose has taken 7 damage from C24:i3.UNION-41.
[00:15:43	]C24:i3.UNION-41 has hit Elena Rose in the chest dealing 9 damage (CritChance was 0.00).
[00:15:43	]Elena Rose has taken 9 damage from C24:i3.UNION-41.
[00:15:44	]C24:i3.UNION-41 has hit Elena Rose in the head dealing 35 damage (CritChance was 0.00).
[00:15:44	]Elena Rose was knocked unconscious and is bleeding out.
[00:15:45	][IC] Elena Rose: Metagaming is allowed if it's against the french.
[00:15:48	][IC] Elena Rose: It's on the rules bud.
[00:15:49	][IC] Elena Rose: Read them.
[00:15:50	]C24:i3.UNION-41 used command '/ToggleRaise'.
[00:15:53	][IC] C24:i3.UNION-41: <:: I hate you both. ::>
[00:15:59	][IC] C24:i3.UNION-41: <:: !rs kin. ::>
[00:16:01	][IC] C24:i5.KING-53: <:: What did i do >:(. ::>
[00:16:05	]Elena Rose used command '/ToggleRaise'.
[00:16:06	][IC] C24:i3.UNION-41: <:: Mean to french. ::>
[00:16:10	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 0 damage (CritChance was 0.00).
[00:16:10	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 27 damage (CritChance was 0.00).
[00:16:10	]C24:i3.UNION-41 has taken 27 damage from Elena Rose.
[00:16:10	]Elena Rose has hit C24:i3.UNION-41 in the chest dealing 0 damage (CritChance was 0.00).
[00:16:10	]Elena Rose has hit C24:i3.UNION-41 in the chest dealing 14 damage (CritChance was 0.00).
[00:16:10	]C24:i3.UNION-41 has taken 14 damage from Elena Rose.
[00:16:10	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 0 damage (CritChance was 0.00).
[00:16:10	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 0 damage (CritChance was 0.00).
[00:16:10	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 27 damage (CritChance was 0.00).
[00:16:10	]C24:i3.UNION-41 has taken 27 damage from Elena Rose.
[00:16:10	]Elena Rose has hit C24:i3.UNION-41 in the chest dealing 0 damage (CritChance was 0.00).
[00:16:10	]Elena Rose has hit C24:i3.UNION-41 in the chest dealing 14 damage (CritChance was 0.00).
[00:16:10	]C24:i3.UNION-41 has taken 14 damage from Elena Rose.
[00:16:10	]Elena Rose has hit C24:i3.UNION-41 in the chest dealing 0 damage (CritChance was 0.00).
[00:16:10	]Elena Rose has hit C24:i3.UNION-41 in the chest dealing 0 damage (CritChance was 0.00).
[00:16:10	]Elena Rose has hit C24:i3.UNION-41 in the chest dealing 14 damage (CritChance was 0.00).
[00:16:10	]C24:i3.UNION-41 has taken 14 damage from Elena Rose.
[00:16:10	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 0 damage (CritChance was 0.00).
[00:16:10	]Elena Rose has hit C24:i3.UNION-41 in the head dealing 27 damage (CritChance was 0.00).
[00:16:10	]C24:i3.UNION-41 has taken 27 damage from Elena Rose.
[00:16:10	]Elena Rose has hit C24:i3.UNION-41 in the chest dealing 0 damage (CritChance was 0.00).
