[21:03:09	]Fedora has connected.
[22:12:01	]Gerome Gentry used the 'John Doe' vendor.
[22:12:02	]Michael Daniels ran 'EquipUn' on item 'AKM' (#2688130)
[22:12:02	]Guomundur  Einarsson has gained 0 chips.
[22:12:02	]Guomundur  Einarsson has gained a 'PPSH-41' #2688136.
[22:12:02	]Michael Daniels ran 'Equip' on item 'AKM' (#2688130)
[22:12:03	][IC] C17:RCT.YELLO-32: <:: What're we using. ::>
[22:12:03	]Michael Daniels ran 'EquipUn' on item 'AKM' (#2688130)
[22:12:04	]Michael Daniels ran 'Equip' on item 'AKM' (#2688130)
[22:12:05	]Michael Daniels ran 'EquipUn' on item 'AKM' (#2688130)
[22:12:05	]Anders Stauning ran 'EquipUn' on item 'AKM' (#2687875)
[22:12:05	]Michael Daniels ran 'Equip' on item 'AKM' (#2688130)
[22:12:06	][OOC] Gerome Gentry: what ugns now
[22:12:07	]C24:RL.XRAY-74 is admin-searching C24: i2.MCNULTY-19's inventory.
[22:12:07	]C24:RL.XRAY-74 has used a context menu option with the name: ixviewinventory
[22:12:07	]Guomundur  Einarsson ran 'Equip' on item 'PPSH-41' (#2688136)
[22:12:08	]C24:RL.XRAY-74 ran 'drop' on item 'AWP' (#2688135)
[22:12:08	]C24: i2.MCNULTY-19 has lost a 'AWP' #2688135.
[22:12:09	]C24:RL.XRAY-74 has closed C24: i2.MCNULTY-19's inventory.
[22:12:10	]C24:RL.XRAY-74 ran 'take' on item 'AWP' (#2688135)
[22:12:10	]C24:RL.XRAY-74 has gained a 'AWP' #2688135.
[22:12:10	]C24.RL.KRAHSLAYER-77 used the 'John Doe' vendor.
[22:12:11	]C24:RL.XRAY-74 ran 'Equip' on item 'AWP' (#2688135)
[22:12:12	][LOOC] Adalia Torres: someone shoot a gun once
[22:12:12	][LOOC] Anders Stauning: i call dibs on awp..
[22:12:14	][IC] C24:RCT.YELLO-11: <:: Ugbns. ::>
[22:12:15	]C24:RL.XRAY-74 ran 'drop' on item 'AWP' (#2688135)
[22:12:15	]C24:RL.XRAY-74 has lost a 'AWP' #2688135.
[22:12:15	]C24.RL.KRAHSLAYER-77 used the 'John Doe' vendor.
[22:12:16	][IC] C24:OTAGUY.OTA-37: <:: Dispatch, my homosexuality detector is going off the charts. ::>
[22:12:16	][OOC] Gerome Gentry: what ugns now
[22:12:17	][LOOC] Adalia Torres: just want to hear it
[22:12:19	]Anders Stauning has given himself a gen_awp.
[22:12:19	]Anders Stauning has gained a 'AWP' #2688137.
[22:12:19	]Michael Daniels used command '/ToggleRaise'.
[22:12:20	]Gerome Gentry used command '/ToggleRaise'.
[22:12:20	]C24: i2.MCNULTY-19 ran 'take' on item 'AWP' (#2688135)
[22:12:20	]C24: i2.MCNULTY-19 has gained a 'AWP' #2688135.
[22:12:20	]Anders Stauning ran 'Equip' on item 'AWP' (#2688137)
[22:12:22	]C24: i2.MCNULTY-19 ran 'Equip' on item 'AWP' (#2688135)
[22:12:22	][IC] C24:RCT.YELLO-11: <:: OAH!!! ::>
[22:12:23	]C24:RL.XRAY-74 has used a context menu option with the name: remove
[22:12:25	][IC] Guomundur  Einarsson: Ppsh is broken.
[22:12:26	]Tamara Lahtizer used the 'John Doe' vendor.
[22:12:27	][OOC] Michael Daniels: smgs are pretty fun
[22:12:27	][OOC] C24:RL.XRAY-74: thining
[22:12:29	][OOC] C24:RL.XRAY-74: thinking
[22:12:29	]Tamara Lahtizer has gained 0 chips.
[22:12:29	]Tamara Lahtizer has gained a 'AWP' #2688138.
[22:12:30	]Michael Daniels used command '/ToggleRaise'.
[22:12:30	]C24.RL.KRAHSLAYER-77 has gained 0 chips.
[22:12:30	]C24.RL.KRAHSLAYER-77 has gained a 'Overwatch Heavy Shotgun' #2688139.
[22:12:31	][IC] C24:OTAGUY.OTA-37: <:: Oh wait, that's because I'm aiming it at myself. ::>
[22:12:32	]Tamara Lahtizer ran 'Equip' on item 'AWP' (#2688138)
[22:12:33	]C24.RL.KRAHSLAYER-77 ran 'Equip' on item 'Overwatch Heavy Shotgun' (#2688139)
[22:12:33	]Hank J. Wimleton ran SAM command 'time' with arguments: '@'
[22:12:33	]C24: i2.MCNULTY-19 ran 'drop' on item 'Overwatch Standard-Issue Pulse Rifle' (#2688099)
[22:12:33	]C24: i2.MCNULTY-19 has lost a 'Overwatch Standard-Issue Pulse Rifle' #2688099.
[22:12:33	]C24.RL.KRAHSLAYER-77 used command '/ToggleRaise'.
[22:12:34	]Pavel Artyomov used command '/ToggleRaise'.
[22:12:34	]C24:OTAGUY.OTA-37 used command '/CharFallOver 1'.
[22:12:34	]C24: i2.MCNULTY-19 destroyed a 'Overwatch Standard-Issue Pulse Rifle' #2688099.
[22:12:36	]Hank J. Wimleton ran SAM command 'time' with arguments: '@'
[22:12:37	]C24:RL.XRAY-74 used command '/Announce just get whatever the fuck u wat'.
[22:12:38	][IC] C24:RCT.YELLO-11: <:: What the flip. ::>
[22:12:39	]Male_07 used the 'John Doe' vendor.
[22:12:40	]Michael Daniels used command '/ToggleRaise'.
[22:12:40	]Gerome Gentry ran 'drop' on item 'G3A3' (#2688111)
[22:12:40	]Gerome Gentry has lost a 'G3A3' #2688111.
[22:12:40	]C17:RCT.YELLO-32 used the 'John Doe' vendor.
[22:12:41	]C24.RL.KRAHSLAYER-77 ran 'EquipUn' on item 'Overwatch Heavy Shotgun' (#2688139)
[22:12:41	]C24.RL.KRAHSLAYER-77 ran 'Equip' on item 'Overwatch Heavy Shotgun' (#2688139)
[22:12:41	]Michael Daniels ran 'EquipUn' on item 'AKM' (#2688130)
[22:12:42	][OOC] C24:OTAGUY.OTA-37: so true
[22:12:42	]C24.RL.KRAHSLAYER-77 ran 'EquipUn' on item 'Overwatch Heavy Shotgun' (#2688139)
[22:12:42	]C24:RL.XRAY-74 used command '/Announce nexus defense'.
[22:12:43	]C24:i5.COURIER-06 used command '/Announce wtf'.
[22:12:43	]C24.RL.KRAHSLAYER-77 ran 'Equip' on item 'Overwatch Heavy Shotgun' (#2688139)
[22:12:43	]Michael Daniels used the 'John Doe' vendor.
[22:12:44	]Gerome Gentry ran 'drop' on item 'Homeboy' (#2687997)
[22:12:44	]Gerome Gentry has lost a 'Homeboy' #2687997.
[22:12:44	]C24:RCT.YELLO-11 used the 'John Doe' vendor.
[22:12:45	]Tamara Lahtizer used the 'John Doe' vendor.
[22:12:45	]Gerome Gentry ran 'drop' on item 'Computer Parts' (#2452586)
[22:12:45	]Gerome Gentry has lost a 'Computer Parts' #2452586.
[22:12:45	]Michael Daniels has gained 0 chips.
[22:12:46	]Hank J. Wimleton used the 'John Doe' vendor.
[22:12:46	]Gerome Gentry ran 'drop' on item 'Flashlight' (#2113895)
[22:12:46	]Gerome Gentry has lost a 'Flashlight' #2113895.
[22:12:47	]C24:OTAGUY.OTA-37 ran 'EquipUn' on item 'Overwatch Standard-Issue Carbine' (#2688106)
[22:12:47	]Michael Daniels has gained 0 chips.
[22:12:47	]Michael Daniels has gained a 'MP7A1' #2688140.
[22:12:47	]Guomundur  Einarsson destroyed a 'Computer Parts' #2452586.
[22:12:48	]Gerome Gentry ran 'drop' on item 'Granulated Sweet-Bar' (#2487423)
[22:12:48	]Gerome Gentry has lost a 'Granulated Sweet-Bar' #2487423.
[22:12:48	]C24.RL.KRAHSLAYER-77 used command '/ToggleRaise'.
[22:12:48	]Anders Stauning has spawned a 'Entity [6505][arccw_ammo_sniper_large]'.
[22:12:48	]Anders Stauning has spawned a 'Entity [6506][arccw_ammo_sniper_large]'.
[22:12:48	]C24:OTAGUY.OTA-37 ran 'Equip' on item 'Overwatch Standard-Issue Carbine' (#2688106)
[22:12:48	]Tamara Lahtizer ran 'EquipUn' on item 'AWP' (#2688138)
[22:12:48	]Anders Stauning has spawned a 'Entity [6499][arccw_ammo_sniper_large]'.
[22:12:48	]Anders Stauning has spawned a 'Entity [6511][arccw_ammo_sniper_large]'.
[22:12:48	]Male_07 has gained 0 chips.
[22:12:48	]Pavel Artyomov used command '/ToggleRaise'.
[22:12:48	]Male_07 has gained a 'Mini-14' #2688141.
[22:12:48	]Guomundur  Einarsson destroyed a 'Homeboy' #2687997.
[22:12:49	]Anders Stauning has spawned a 'Entity [6501][arccw_ammo_sniper_large]'.
[22:12:49	]Gerome Gentry ran 'combine' on item 'Suitcase' (#1974689)
[22:12:49	]Tamara Lahtizer used the 'John Doe' vendor.
[22:12:49	]C17:RCT.YELLO-32 has gained 0 chips.
[22:12:49	]C17:RCT.YELLO-32 has gained a 'Overwatch Heavy Shotgun' #2688142.
[22:12:49	]Gerome Gentry ran 'combine' on item 'Suitcase' (#1974689)
[22:12:50	]Gerome Gentry ran 'combine' on item 'Suitcase' (#1974689)
[22:12:50	]C24:OTAGUY.OTA-37 used the 'John Doe' vendor.
[22:12:51	][Y] Hank J. Wimleton: All of us get awps lol.
[22:12:51	]Gerome Gentry used the 'John Doe' vendor.
[22:12:51	]Anders Stauning has spawned a 'Entity [745][arccw_ammo_plinking_large]'.
[22:12:52	]Anders Stauning has spawned a 'Entity [6476][arccw_ammo_plinking_large]'.
[22:12:52	]C24:RCT.YELLO-11 has gained 0 chips.
[22:12:52	]C24:RCT.YELLO-11 has gained a 'Suppressor Light Machinegun' #2688143.
[22:12:52	]Anders Stauning has spawned a 'Entity [6499][arccw_ammo_plinking_large]'.
[22:12:52	]Anders Stauning has spawned a 'Entity [6501][arccw_ammo_plinking_large]'.
[22:12:52	]Michael Daniels ran 'Equip' on item 'MP7A1' (#2688140)
[22:12:53	]C17:RCT.YELLO-32 ran 'Equip' on item 'Overwatch Heavy Shotgun' (#2688142)
[22:12:53	]Anders Stauning has spawned a 'Entity [6476][arccw_ammo_buckshot_large]'.
[22:12:53	]Guomundur  Einarsson destroyed a 'Granulated Sweet-Bar' #2487423.
[22:12:53	]Michael Daniels used command '/ToggleRaise'.
[22:12:53	]Anders Stauning has spawned a 'Entity [6499][arccw_ammo_buckshot_large]'.
[22:12:53	]Anders Stauning has spawned a 'Entity [6501][arccw_ammo_buckshot_large]'.
[22:12:53	]Anders Stauning has spawned a 'Entity [6506][arccw_ammo_buckshot_large]'.
[22:12:53	]Hank J. Wimleton ran 'EquipUn' on item 'AKM' (#2688122)
[22:12:54	]C17:RCT.YELLO-32 ran 'EquipUn' on item 'Overwatch Heavy Shotgun' (#2688142)
[22:12:54	]Anders Stauning has spawned a 'Entity [6476][arccw_ammo_ar2_large]'.
[22:12:54	]Male_07 ran 'Equip' on item 'Mini-14' (#2688141)
[22:12:54	]Hank J. Wimleton ran 'drop' on item 'AKM' (#2688122)
[22:12:54	]Hank J. Wimleton has lost a 'AKM' #2688122.
[22:12:54	]Anders Stauning has spawned a 'Entity [6511][arccw_ammo_ar2_large]'.
[22:12:55	]Anders Stauning has spawned a 'Entity [6474][arccw_ammo_ar2_large]'.
[22:12:55	]Anders Stauning has spawned a 'Entity [6501][arccw_ammo_ar2_large]'.
[22:12:55	]Male_07 used command '/ToggleRaise'.
[22:12:55	]C17:RCT.YELLO-32 ran 'Equip' on item 'Overwatch Heavy Shotgun' (#2688142)
[22:12:55	]Hank J. Wimleton used the 'John Doe' vendor.
[22:12:55	]Anders Stauning has spawned a 'Entity [6506][arccw_ammo_ar2]'.
[22:12:55	]Anders Stauning has spawned a 'Entity [6512][arccw_ammo_ar2]'.
[22:12:55	]Anders Stauning has spawned a 'Entity [6476][arccw_ammo_ar2]'.
[22:12:56	]Anders Stauning has spawned a 'Entity [6511][arccw_ammo_sniper]'.
[22:12:56	]Anders Stauning has spawned a 'Entity [6514][arccw_ammo_sniper]'.
[22:12:56	]Anders Stauning has spawned a 'Entity [6474][arccw_ammo_sniper]'.
[22:12:56	]C24:OTAGUY.OTA-37 has gained 0 chips.
[22:12:56	]C24:OTAGUY.OTA-37 has gained a 'PPSH-41' #2688144.
[22:12:56	]C24:RCT.YELLO-11 ran 'EquipUn' on item 'Overwatch Standard-Issue Pulse Rifle' (#2688101)
[22:12:56	]Gerome Gentry has gained 0 chips.
[22:12:56	]Gerome Gentry has gained a 'Overwatch Standard-Issue Pulse Rifle' #2688145.
[22:12:56	]Guomundur  Einarsson destroyed a 'Flashlight' #2113895.
[22:12:57	]Anders Stauning has spawned a 'Entity [6501][arccw_ammo_sniper_large]'.
[22:12:57	]Anders Stauning has spawned a 'Entity [6506][arccw_ammo_sniper_large]'.
[22:12:57	]Michael Daniels ran 'EquipUn' on item 'MP7A1' (#2688140)
[22:12:57	]C24:RCT.YELLO-11 ran 'Equip' on item 'Suppressor Light Machinegun' (#2688143)
[22:12:57	]Anders Stauning has spawned a 'Entity [6511][arccw_ammo_pistol]'.
[22:12:57	]C17:RCT.YELLO-32 ran 'EquipUn' on item 'Overwatch Heavy Shotgun' (#2688142)
[22:12:58	]Anders Stauning has spawned a 'Entity [6474][arccw_ammo_pistol]'.
[22:12:58	]Guomundur  Einarsson destroyed a 'AKM' #2688122.
[22:12:58	]C24:i5.COURIER-06 used command '/Announce All ARs, all shotguns, all pistols and all SMGs'.
[22:12:58	]Hank J. Wimleton has gained 0 chips.
[22:12:58	]Hank J. Wimleton has gained a 'AWP' #2688146.
[22:12:58	]C17:RCT.YELLO-32 ran 'Equip' on item 'Overwatch Heavy Shotgun' (#2688142)
[22:12:59	][IC] C24:RCT.YELLO-11: <:: Yupp. ::>
[22:12:59	]C24:OTAGUY.OTA-37 ran 'EquipUn' on item 'Overwatch Standard-Issue Carbine' (#2688106)
[22:13:00	]C17:RCT.YELLO-32 ran 'EquipUn' on item 'Overwatch Heavy Shotgun' (#2688142)
[22:13:00	][Y] Tamara Lahtizer: Plan for Close quarters.. Don't grab awps.
[22:13:01	]C24:OTAGUY.OTA-37 ran 'Equip' on item 'PPSH-41' (#2688144)
[22:13:01	]C17:RCT.YELLO-32 ran 'Equip' on item 'Overwatch Heavy Shotgun' (#2688142)
[22:13:02	]C24:OTAGUY.OTA-37 used command '/ToggleRaise'.
[22:13:03	]Tamara Lahtizer used the 'John Doe' vendor.
[22:13:04	]Tamara Lahtizer has gained 0 chips.
[22:13:04	]Pavel Artyomov used the 'John Doe' vendor.
[22:13:05	]Male_07 ran 'EquipUn' on item 'Mini-14' (#2688141)
[22:13:05	]Hank J. Wimleton ran 'drop' on item 'AWP' (#2688146)
[22:13:05	]Hank J. Wimleton has lost a 'AWP' #2688146.
[22:13:05	]Male_07 ran 'Equip' on item 'Mini-14' (#2688141)
[22:13:06	]Guomundur  Einarsson ran 'EquipUn' on item 'PPSH-41' (#2688136)
[22:13:06	]Male_07 ran 'EquipUn' on item 'Mini-14' (#2688141)
[22:13:06	][IC] C24:OTAGUY.OTA-37: <:: Ppsh... ::>
[22:13:06	]Hank J. Wimleton used the 'John Doe' vendor.
[22:13:07	]Male_07 ran 'Equip' on item 'Mini-14' (#2688141)
[22:13:07	]Guomundur  Einarsson ran 'Equip' on item 'PPSH-41' (#2688136)
[22:13:07	]Male_07 ran 'EquipUn' on item 'Mini-14' (#2688141)
[22:13:08	][IC] C17:RCT.YELLO-32: <:: Crouch. ::>
[22:13:08	]Male_07 ran 'Equip' on item 'Mini-14' (#2688141)
[22:13:08	]Guomundur  Einarsson ran 'EquipUn' on item 'PPSH-41' (#2688136)
[22:13:08	]Tamara Lahtizer has gained 0 chips.
[22:13:08	]Tamara Lahtizer has gained a 'MP7A1' #2688147.
[22:13:08	]Guomundur  Einarsson ran 'Equip' on item 'PPSH-41' (#2688136)
[22:13:09	]Male_07 ran 'EquipUn' on item 'Mini-14' (#2688141)
[22:13:09	]Guomundur  Einarsson ran 'EquipUn' on item 'PPSH-41' (#2688136)
[22:13:10	]Guomundur  Einarsson ran 'Equip' on item 'PPSH-41' (#2688136)
[22:13:10	]Male_07 ran 'Equip' on item 'Mini-14' (#2688141)
[22:13:11	]Male_07 ran 'EquipUn' on item 'Mini-14' (#2688141)
[22:13:11	]Guomundur  Einarsson ran 'EquipUn' on item 'PPSH-41' (#2688136)
[22:13:12	]Male_07 ran 'Equip' on item 'Mini-14' (#2688141)
[22:13:13	]Male_07 ran 'EquipUn' on item 'Mini-14' (#2688141)
[22:13:13	][IC] C24:OTAGUY.OTA-37: <:: HAHAHAH. ::>
[22:13:13	]Pavel Artyomov has gained 0 chips.
[22:13:13	]C24.RL.KRAHSLAYER-77 ran 'EquipUn' on item 'Overwatch Heavy Shotgun' (#2688139)
[22:13:13	]Guomundur  Einarsson ran 'Equip' on item 'PPSH-41' (#2688136)
[22:13:13	]Male_07 ran 'Equip' on item 'Mini-14' (#2688141)
[22:13:14	]C24:OTAGUY.OTA-37 ran 'EquipUn' on item 'PPSH-41' (#2688144)
[22:13:15	]C24:i5.COURIER-06 used command '/Announce and one person the AWP'.
[22:13:15	]Male_07 ran 'EquipUn' on item 'Mini-14' (#2688141)
[22:13:15	]C24.RL.KRAHSLAYER-77 used the 'John Doe' vendor.
[22:13:15	][Y] Michael Daniels: Buy up awps lets go A site thru long.
[22:13:15	]C24:RL.XRAY-74 has given himself a res_155.
[22:13:15	]Male_07 ran 'Equip' on item 'Mini-14' (#2688141)
[22:13:15	]C24:RL.XRAY-74 has gained a 'MP-155' #2688149.
[22:13:16	]Male_07 ran 'EquipUn' on item 'Mini-14' (#2688141)
[22:13:16	]Pavel Artyomov used command '/ToggleRaise'.
[22:13:17	]Guomundur  Einarsson used the 'John Doe' vendor.
[22:13:17	]Male_07 ran 'Equip' on item 'Mini-14' (#2688141)
[22:13:17	]C24:OTAGUY.OTA-37 ran 'drop' on item 'PPSH-41' (#2688144)
[22:13:17	]C24:OTAGUY.OTA-37 has lost a 'PPSH-41' #2688144.
[22:13:18	]Male_07 ran 'EquipUn' on item 'Mini-14' (#2688141)
[22:13:18	]Pavel Artyomov destroyed a 'Tikhar Ball Rifle' #2688148.
[22:13:18	]Male_07 ran 'Equip' on item 'Mini-14' (#2688141)
[22:13:19	][OOC] Anders Stauning: dibs
[22:13:19	]Male_07 ran 'EquipUn' on item 'Mini-14' (#2688141)
[22:13:19	]Hank J. Wimleton used the 'John Doe' vendor.
[22:13:20	]Male_07 ran 'Equip' on item 'Mini-14' (#2688141)
[22:13:20	]Male_07 ran 'EquipUn' on item 'Mini-14' (#2688141)
[22:13:21	]Michael Daniels ran 'Equip' on item 'MP7A1' (#2688140)
[22:13:21	]C24.RL.KRAHSLAYER-77 has gained 0 chips.
[22:13:21	]C24.RL.KRAHSLAYER-77 has gained a 'OSPR2A-EXP' #2688150.
[22:13:21	]C24:OTAGUY.OTA-37 ran 'Equip' on item 'Overwatch Standard-Issue Carbine' (#2688106)
[22:13:21	]Male_07 ran 'Equip' on item 'Mini-14' (#2688141)
[22:13:21	]Michael Daniels ran 'EquipUn' on item 'MP7A1' (#2688140)
[22:13:22	]Male_07 used command '/ToggleRaise'.
[22:13:22	]Michael Daniels ran 'Equip' on item 'MP7A1' (#2688140)
[22:13:23	]Michael Daniels ran 'EquipUn' on item 'MP7A1' (#2688140)
[22:13:23	]C24.RL.KRAHSLAYER-77 ran 'drop' on item 'Overwatch Heavy Shotgun' (#2688139)
[22:13:23	]C24.RL.KRAHSLAYER-77 has lost a 'Overwatch Heavy Shotgun' #2688139.
[22:13:24	]Michael Daniels ran 'Equip' on item 'MP7A1' (#2688140)
[22:13:24	]Hank J. Wimleton has gained 0 chips.
[22:13:24	]Hank J. Wimleton has gained a 'AKM' #2688151.
[22:13:24	]Pavel Artyomov used the 'John Doe' vendor.
[22:13:24	]C24.RL.KRAHSLAYER-77 ran 'Equip' on item 'OSPR2A-EXP' (#2688150)
[22:13:24	]Michael Daniels ran 'EquipUn' on item 'MP7A1' (#2688140)
[22:13:25	]Anders Stauning destroyed a 'G3A3' #2688111.
[22:13:25	]Michael Daniels ran 'Equip' on item 'MP7A1' (#2688140)
[22:13:25	][LOOC] Tamara Lahtizer: idk about you, but I'm gonna get my Mp7 again.. Did so good with it :D
[22:13:25	]C24.RL.KRAHSLAYER-77 used command '/ToggleRaise'.
[22:13:26	]Michael Daniels ran 'EquipUn' on item 'MP7A1' (#2688140)
[22:13:26	]Hank J. Wimleton ran 'Equip' on item 'AKM' (#2688151)
[22:13:27	]Michael Daniels ran 'Equip' on item 'MP7A1' (#2688140)
[22:13:27	]Tamara Lahtizer ran 'Equip' on item 'MP7A1' (#2688147)
[22:13:28	][IC] C24:OTAGUY.OTA-37: <:: Apf. ::>
[22:13:28	]Hank J. Wimleton used command '/ToggleRaise'.
[22:13:28	]C24.RL.KRAHSLAYER-77 ran 'EquipUn' on item 'OSPR2A-EXP' (#2688150)
[22:13:29	]C24.RL.KRAHSLAYER-77 ran 'Equip' on item 'OSPR2A-EXP' (#2688150)
[22:13:30	]C24.RL.KRAHSLAYER-77 ran 'EquipUn' on item 'OSPR2A-EXP' (#2688150)
[22:13:30	]Hank J. Wimleton used command '/ToggleRaise'.
[22:13:31	]C24.RL.KRAHSLAYER-77 ran 'Equip' on item 'OSPR2A-EXP' (#2688150)
[22:13:32	]C24.RL.KRAHSLAYER-77 ran 'EquipUn' on item 'OSPR2A-EXP' (#2688150)
[22:13:32	]C24.RL.KRAHSLAYER-77 ran 'Equip' on item 'OSPR2A-EXP' (#2688150)
[22:13:33	][IC] C24:RCT.YELLO-11: <:: Thats me!!! ::>
[22:13:34	]C24.RL.KRAHSLAYER-77 ran 'EquipUn' on item 'OSPR2A-EXP' (#2688150)
[22:13:34	]Hank J. Wimleton destroyed a 'AWP' #2688146.
[22:13:34	][IC] Michael Daniels: Mp7 is baller.
[22:13:35	]C24.RL.KRAHSLAYER-77 ran 'Equip' on item 'OSPR2A-EXP' (#2688150)
[22:13:36	]C24.RL.KRAHSLAYER-77 used command '/ToggleRaise'.
[22:13:36	]C24:i5.COURIER-06 ran 'drop' on item 'Overwatch Standard-Issue Carbine' (#2688110)
[22:13:36	]C24:i5.COURIER-06 has lost a 'Overwatch Standard-Issue Carbine' #2688110.
[22:13:36	]Michael Daniels used command '/ToggleRaise'.
[22:13:36	]Tamara Lahtizer used command '/ToggleRaise'.
[22:13:36	]Anders Stauning entered observer.
[22:13:37	][IC] C24:OTAGUY.OTA-37: <:: Nuh uh. ::>
[22:13:37	]Gerome Gentry ran 'drop' on item 'Overwatch Standard-Issue Pulse Rifle' (#2688145)
[22:13:37	]Gerome Gentry has lost a 'Overwatch Standard-Issue Pulse Rifle' #2688145.
[22:13:38	]Gerome Gentry used the 'John Doe' vendor.
[22:13:38	]Pavel Artyomov has gained 0 chips.
[22:13:38	]Pavel Artyomov has gained a 'Tikhar Ball Rifle' #2688152.
[22:13:38	]Hank J. Wimleton ran 'EquipUn' on item 'AKM' (#2688151)
[22:13:38	]Tamara Lahtizer used command '/ToggleRaise'.
[22:13:39	]Hank J. Wimleton ran 'Equip' on item 'AKM' (#2688151)
[22:13:39	]Gerome Gentry has gained 0 chips.
[22:13:39	]Gerome Gentry has gained a 'OSPR2A-EXP' #2688153.
[22:13:40	]Hank J. Wimleton ran 'EquipUn' on item 'AKM' (#2688151)
[22:13:40	][IC] C24:RCT.YELLO-11: <:: :(.. ::>
[22:13:40	]Hank J. Wimleton ran 'Equip' on item 'AKM' (#2688151)
[22:13:41	][Y] Guomundur  Einarsson: Boys the ppsh has zero recoil.
[22:13:41	]Pavel Artyomov ran 'Equip' on item 'Tikhar Ball Rifle' (#2688152)
[22:13:41	]Hank J. Wimleton ran 'EquipUn' on item 'AKM' (#2688151)
[22:13:41	]Tamara Lahtizer ran 'EquipUn' on item 'MP7A1' (#2688147)
[22:13:41	]C17:RCT.YELLO-32 used the 'John Doe' vendor.
[22:13:41	][IC] C24:RCT.YELLO-11: <:: Aw.. ::>
[22:13:41	]Pavel Artyomov used command '/ToggleRaise'.
[22:13:41	]Hank J. Wimleton ran 'Equip' on item 'AKM' (#2688151)
[22:13:42	]Tamara Lahtizer ran 'Equip' on item 'MP7A1' (#2688147)
[22:13:42	]C24:i5.COURIER-06 has given himself a gen_m16.
[22:13:42	]C24:i5.COURIER-06 has gained a 'M16A2' #2688154.
[22:13:42	]Hank J. Wimleton ran 'EquipUn' on item 'AKM' (#2688151)
[22:13:42	]Gerome Gentry ran 'Equip' on item 'OSPR2A-EXP' (#2688153)
[22:13:43	]Gerome Gentry used command '/ToggleRaise'.
[22:13:43	]Hank J. Wimleton ran 'Equip' on item 'AKM' (#2688151)
[22:13:44	]Hank J. Wimleton used command '/ToggleRaise'.
[22:13:44	]Pavel Artyomov ran 'EquipUn' on item 'Bastard Submachine Gun' (#2688133)
[22:13:44	]Tamara Lahtizer ran 'EquipUn' on item 'MP7A1' (#2688147)
[22:13:45	]Pavel Artyomov ran 'Equip' on item 'Tikhar Ball Rifle' (#2688152)
[22:13:45	]C24:i5.COURIER-06 has given himself a res_1911.
[22:13:45	]C24:i5.COURIER-06 has gained a 'M1911' #2688155.
[22:13:45	]Pavel Artyomov used command '/ToggleRaise'.
[22:13:46	]Tamara Lahtizer ran 'Equip' on item 'MP7A1' (#2688147)
[22:13:47	]Tamara Lahtizer ran 'EquipUn' on item 'MP7A1' (#2688147)
[22:13:47	][LOOC] Anders Stauning: nemesis
[22:13:48	]Tamara Lahtizer ran 'Equip' on item 'MP7A1' (#2688147)
[22:13:49	]C24:i5.COURIER-06 used command '/Announce No deagle.'.
[22:13:49	]Tamara Lahtizer ran 'EquipUn' on item 'MP7A1' (#2688147)
[22:13:49	]Gerome Gentry ran 'drop' on item 'OSPR2A-EXP' (#2688153)
[22:13:49	]Gerome Gentry has lost a 'OSPR2A-EXP' #2688153.
[22:13:50	][IC] C24:OTAGUY.OTA-37: <:: I am S17/APF.GOOBER-69. ::>
[22:13:50	]Tamara Lahtizer ran 'Equip' on item 'MP7A1' (#2688147)
[22:13:50	]C24.RL.KRAHSLAYER-77 destroyed a 'Overwatch Heavy Shotgun' #2688139.
[22:13:50	]C24.RL.KRAHSLAYER-77 destroyed a 'PPSH-41' #2688144.
[22:13:51	]C24:RL.XRAY-74 has given himself a uc_optic_trijicon_tars.
[22:13:51	]C24:RL.XRAY-74 has gained a 'Trijicon Tactical Advanced Riflescope (3-8x)' #2688156.
[22:13:51	]Gerome Gentry ran 'take' on item 'Overwatch Standard-Issue Pulse Rifle' (#2688145)
[22:13:51	]Gerome Gentry has gained a 'Overwatch Standard-Issue Pulse Rifle' #2688145.
[22:13:51	][LOOC] Anders Stauning: can i test awp on u
[22:13:51	]C24.RL.KRAHSLAYER-77 used the 'John Doe' vendor.
[22:13:52	]C24:RL.XRAY-74 ran 'drop' on item 'Trijicon Tactical Advanced Riflescope (3-8x)' (#2688156)
[22:13:52	]C24:RL.XRAY-74 has lost a 'Trijicon Tactical Advanced Riflescope (3-8x)' #2688156.
[22:13:52	]Gerome Gentry used the 'John Doe' vendor.
[22:13:53	][LOOC] C17:RCT.YELLO-32: nemesis
[22:13:53	]C24:i5.COURIER-06 ran 'Equip' on item 'M16A2' (#2688154)
[22:13:54	]C24: i2.MCNULTY-19 ran 'take' on item 'Trijicon Tactical Advanced Riflescope (3-8x)' (#2688156)
[22:13:54	]C24: i2.MCNULTY-19 has gained a 'Trijicon Tactical Advanced Riflescope (3-8x)' #2688156.
[22:13:54	]C24:i5.COURIER-06 ran 'Equip' on item 'M1911' (#2688155)
[22:13:55	][LOOC] C17:RCT.YELLO-32: sure
[22:13:55	][IC] C24:RCT.YELLO-11: <:: Holy shit.. But.--. ::>
[22:13:56	]C24: i2.MCNULTY-19 has lost a 'Trijicon Tactical Advanced Riflescope (3-8x)' #2688156.
[22:13:57	][OOC] Male_07: need armor
[22:13:59	]Guomundur  Einarsson ran 'take' on item 'Bandage Roll' (#2688045)
[22:13:59	]Guomundur  Einarsson has gained a 'Bandage Roll' #2688045.
[22:13:59	]Anders Stauning exited observer at their location.
